METADATA FOR DATA FIELDS,,,,,,,,,,,,,
"This worksheet lists the fields of the ""Quarterly Data Summary"" sheet and provides explanation of the metrics (metdata).",,,,,,,,,Organisations in-scope,[Please specify],,,
,,ALL INFORMATION SHOULD RELATE TO THE LATEST AVAILABLE DATA,,,,,,,Organisations out-of-scope,[Please specify],,,
,,Total number of actions ongoing,The number of actions ongoing over the period as agreed alongside the Number 10 Business Plan monitoring process.,Quarter,"Current = Q3 2011-12 (Oct-Dec)
Previous = Q2 2011-12 (Jul-Sep)",Full,Departmental internal reporting systems,Management information,,,,,
,,Total number of actions in the business plan that have yet to start,The number of actions yet to start over the period as agreed alongside the Number 10 Business Plan monitoring process.,Quarter,"Current = Q3 2011-12 (Oct-Dec)
Previous = Q2 2011-12 (Jul-Sep)",Full,Departmental internal reporting systems,Management information,,,,,
People,Whole Department Family; Workforce Size,"Payroll Staff

Department and Agencies","The number of payroll FTE staff in post in the organisations in scope as at the specified reference date. 

Methodology as per ONS QPSES/CO monthly MI collection.

The figures reported should align with those that organisations have reported to ONS QPSES and CO monthly workforce MI collection as appropriate.
Any differences should be noted.
Civil Service organisations includes the three crown NDPBs: HSE, ACAS and CMEC where appropriate.",Quarter,"Current =  position as at 30th September 2011
Previous = position as at 30th June 2011",All departmental Civil Service organisations,Organisations HR Systems,Management information,"Based on converting part time employees’ hours into a full-time employees’ equivalent. Exclude paid and unpaid overtime from full-time equivalent calculations. Round your total full-time equivalents to the nearest whole number.
An employee is anyone aged 16 years or over that your organisation directly pays from its payroll(s), in return for carrying out a full-time or part-time job or being on a training scheme. Each employee should have a contract of employment.
Include: - agency workers paid directly from the organisation’s payroll(s) - those temporarily absent but still on the payroll(s), for example on maternity leave.
Exclude: - agency workers paid directly from the agency payroll, the self-employed, voluntary workers, former employees only receiving a pension. # FTE’s. This figure only includes Civilian FTE
a. Full Time Permanent Staff Positions Include Royal Fleet Auxiliary staff, but excludes Military, Trading Funds and Locally Engaged Civilian personnel.
b. A number of staff are excluded by aligning DASA non-effective code to the ONS definition of public sector employees. Employees on the following codes have been excluded - Long term sickness, Career Break, On loan to private companies and staff on unpaid leave.
c. Army Base Repair Organisation and Defence Aviation Repair Agency are combined to form the ""Defence Support Group"" since April 2008.
d. All figures have been rounded in order to protect confidentiality in line with Data Protection Act requirements.
e. Figures are individually rounded to the nearest 10 and may not sum precisely to the totals shown.",,,"The 'Previous' figure has been updated, due to incorrect Trading Fund Figure used in the last QDS. Should have been 9,250 instead of 9,240.",
,,"Non-departmental public bodies
","The number of payroll FTE staff in post in the organisations in scope as at the specified reference date. 

Methodology as per ONS QPSES/CO monthly MI collection.

To ensure consistency with the future planned publication of CO monthly workforce MI returns, departments should report FTE employment in eNDPBs consistent with the organisations in scope for the CO monthly exercise. Any differences between the organisations included for the QDS and those included by the department in their monthly workforce returns should be noted as appropriate.
NB: Due to a minimum employment requirement applying to ONS QPSES, total executive NDPB employment numbers may not align with summary departmental eNDPB employment levels published in QPSES
",,,"All department's Executive NDPBs as reported for CO monthly workforce MI collection.

NB: where there are additions or ommisions in the organisations included in the figure for FTE employment, then this should be mentioned in the final column.",,,This figure cannot be provided.,,,"DASA generate Civilian Statistics for the Department, which is used for the QDS. As DASA do not produce statistics for NDPBs, this data field cannot be completed.",
,,"Department Family (Total)
",Total of the two rows above,,,All organisations within ministerial responsibility,,,,"Total number of civilians Excluding Trading Funds, Military, Locally Engaged Civilian Personnel.",,,
,,"Average Staff Cost
","Please supply paybill per head – as defined in HMT’s Civil Service Pay Guidance. This is the total paybill cost divided by staff in post (FTE).  

The paybill costs should include:
o Staff salaries;
o Allowances;
o Overtime payments;
o Non-consolidated pot;
o ERNIC;
o Employers’ pensions contributions.

Figure presented should be a rolling annual average i.e. Current period will show total paybill costs for the year ending the reference period, divided by the average FTE staff in post over the year (where the average staff in post should be a simple average i.e. (the FTE staff in post at start of period plus FTE staff in post at end of period) divided by 2. The previous period will present a figure for the year ending the previous quarter.

Departments should present a figure as defined, but given that organisations are supplying paybill costs each month to CO for the monthly workforce MI collection, they should look to ensure that, where appropriate, information is consistent across both the monthly MI returns and their QDS.",Quarter,"Current =  year ending 30th September 2011
Previous = year ending 30th June 2011","Main department, executive agencies, crown NDPBs (where applicable) and executive NDPBs",HR and Payroll/Finance systems.,Management information,"Average Civilian Staff Cost. This is the total civilian paybill cost divided by staff in post (FTE).
Paybill costs include:
a. Payroll Costs (Including, salaries, bonuses, total allowances (e.g. overtime, relocation), Employers National Insurance (NI) contribution, Employers Pension Contribution).
b. Other staff benefits (e.g. healthcare and welfare support, subsidised facilities, season ticket loans).
c. Other non-payroll staff costs (e.g. training, travel and subsistence) (including, External Training – Civilian, Civilian HR training and education – External Assistance (EA), Civilian long term detached duty (LTDD), Civilian short term detached duty (STDD), Civilian STDD Air Travel, Civilian Permanent in the Public Interest (PPI) Move Costs).
d. These figures do not include the following staff: Service personnel, Trading Funds, the Royal Fleet Auxiliary (RFA), Locally Engaged Contractors (LEC).
e. Bonus payments include non-consolidated performance awards and incentives paid to Senior Civil Service (SCS) and non-SCS staff, and special bonus scheme pay.
Source: Defence Analytical Services and Advice (DASA)
Reference date for baseline value: 31 March 2011","These figures do not include the following staff: Service personnel, Trading Funds, the Royal Fleet Auxiliary (RFA), Locally Engaged Contractors (LEC).","This figure is only available annually, as it can only be derived from the Treasury PayBill Remit, so this figure is applicable for the rest of year.",,
,,"Contingent Labour

Department and Agencies","The number of agency staff, specialist contractors, interim managers or consultants engaged – these non-payroll staff being commonly referred to as ‘contingent labour’.

Organisations should ensure consistency with the information supplied for the Cabinet Office monthly workforce MI collection.",Quarter,"Current =  position as at 30th September 2011
Previous = position as at 30th June 2011","Main department and its agencies, and where applicable, crown NDPBs i.e. CMEC, HSE and ACAS. In effect all the department's Civil Service organisations",Organisations HR Systems,Management information,,,,"The reason there is a difference between the NDPB figure from previous QDS, is due to the accuarte definition being used in this QDS (Which states to use the Cabinet Office definition for CL for NDPBs). The last QDS used all the NDPBs, therefore showing a higher figure.",
,,Non-departmental public bodies,,,,Executive NDPBs as reported for CO monthly workforce MI collection,,,,,,,
,,Department Family,,,,All organisations within ministerial responsibility,,,,,,,
,Department & Agencies only; ,"Workforce Shape

- Administrative Assistants and


","The proportion of staff mapped across to the standard Civil Service grades.
SCS staff should be those at SCS level.

All Civil Service organisations should be able to map to the standard Civil Service grades - this is the same as the process that occur each year as part of the annual civil service employmnent survey.
Where organisations do not operate the standard Civil Service grades, they should supply their best estimate, mapping across to the broad responsibility levels as appropriate.
Unknown grades should be apportioned across the grades as necessary so that underlying numbers align with the number of FTE payroll staff supplied above. Where underlying numbers are not consistent, departments should provide an explanatory note in their meta-data sheet.

Departments have now been asked to supply proportions in each grade rather than raw numbers. This is because this is easier to interpret and is consistent with the measures for diversity.

Organisations should ensure consistency with the information supplied for the Cabinet Office monthly workforce MI collection.
Underlying numbers used to calculate proportions should align with the number of FTE staff papyroll staff supplied above.
At the appropriate reference point i.e. end of March, figures should align with the ONS Annual Civil Service Employment Survey (ACSES), where approporiate. Any discrepancies should be noted as necessary in the final column.",Quarter,"Current =  position as at 30th September 2011
Previous = position as at 30th June 2011","Main department and its agencies, and where applicable, crown NDPBs i.e. CMEC, HSE and ACAS. 
In effect all the department's Civil Service organisations",,Management information,"The number of FTE staff working in the department disaggregated by the standard Civil Service responsibility levels. Core MOD (we have no grade information for Trading Funds, RFAs and LECs - note none of the grade splits asked for include Industrials, so these figures do not sum to the Core MOD total","Represents only the Non-Industrial core MOD Civilian Personnel. Excludes, Trading Funds, Military, Locally Engaged Civilian Personnel and Royal Fleet Auxiliary (RFA).",,,
,, Executive Officers,,,,,,,,,,,
,,Higher and Senior Executive Officers,,,,,,,,,,,
,,Grade 7/6,,,,,,,,,,,
,,Senior Civil ,,,,,,,,,,,
,,Servants,,,,,,,,,,,
,,"Part Time
","The number of staff working less than standard hours divided by all staff (headcount basis - expressed as a percentage).

Organisations should ensure that figures align with those supplied to ONS for their quarterly public sector employment statistics (QPSES)",,,,,,Number of part time Employees (headcount) / Total number of employees (full-time and part-time: headcount),"Represents only the Non-Industrial core MOD Civilian Personnel. Excludes, Trading Funds, Military, Locally Engaged Civilian Personnel and Royal Fleet Auxiliary (RFA).",,,
,,"Workforce Dynamics

Recruitment Exceptions
","The number of recruitment exceptions that have been approved during the quarter.

Where appropriate, organisations should ensure that figures align with those supplied to Cabinet Office for their quarterly exceptions reporting collection in 2010/11. For 2011/12, organisations need only report their exceptions on their QDS - at this stage they do not need to also report separately each quarter to the Cabinet Office.

Organisations should report the number of exceptions for each discrete quarter rather than a cumulative annual position.",Quarter,"Current = Q2 2011-12 (Jul-Sep)
Previous = Q1 2011-12 (Apr-Jun)",,Organisations internal monitoring,Management information,"Definition of ""(cumulative) number of approved exceptions to the freeze on external recruitment to the Civil Service.""
This is cumulative recruitment for the quarter ending Sep 2011. However it must be noted that DASA cannot determine whether these recruitments were authorised as approved exceptions, although we assume with the recruitment freeze in place all recruitments must fall into this category.",, This figure only includes Civilian FTE,,
,,"Annual Turnover Rate
","Annual turnover rate (Headcount basis): The number of staff exiting the organisation during the year ending the reference period, divided by the average staff in post over the year ending the reference period (where the average staff in post is calculated as the number of staff in post at the start and end of the relevant period divided by 2, and leavers are ALL leavers exiting the organisation during the period). Each quarter’s figure will show an annual turnover rate for the year ending that quarter.

The definition used here is one of many interpretations of 'turnover'. Whilst we appreciate that organisations may use different measures for their own internal monitoring, we have opted for the described measure to ensure consistency across departments. Where organisations wish to make other measures available, they are free to do so in accompanying commentary or their meta-data sheet as appropriate.

Figures used in the calculation of the denominator should be consistent with those used elsewhere.
",Quarter,"Current =  year ending 30th September 2011
Previous = year ending 30th June 2011",,Organisations HR Systems,Management information,Treasury are aware that MOD cannot provide the Turnover Rate. This figure is unavilable.,,,,
,,"Workforce Diversity [Total]

BME","Number of staff recorded as BME/ Total number of staff with a recorded ethnicity (headcount basis - expressed as a percentage).
NB: Unknown and undeclared ethnicity status staff should be excluded from the denominator.

At the appropriate reference date (end of March) figures should align with those supplied for ONS ACSES.
",Quarter,"Current =  position as at 30th September 2011
Previous = position as at 30th June 2011",,,Management information,"Number of staff recorded as BME/ Total number of staff (headcount basis). Based on the self-declaration made from self-perceptions of Core MOD diversity representation as a proportion of those who have made declarations (excluding all ""choose not to declare"" and those who have not responded). As such, this figure is not necessarily representative of the true minority diversity group representation. The figure excludes Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists)."," This figure only includes Civilian FTE
SCS BME figure not given on data protection grounds",,
,,Women,"Number of female/ Total number of staff (headcount basis - expressed as a percentage).

Each quarter figures should align with those supplied for ONS QPSES and for ACSES (as at end of March).",Quarter,,,,Management information,"Number of female staff / Total number of staff (headcount basis). This is Core MOD excluding Trading Funds, RFAs and LECs for consistency with other diversity figures (RFAs and LECs have no gender data). Gender is a derived field and is not based on self declaration, so these values do correspond to the entire Core MOD civilian personnel.","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).", This figure only includes Civilian FTE,,
,,"
Disabled
","Number of disabled people/ Total number of staff with a recorded disabled status (headcount basis - expressed as a percentage)
NB: Unknown and undeclared disabled status staff should be excluded from the denominator.

At the appropriate reference date (end of March) figures should align with those supplied for ONS ACSES.",Quarter,,,,Management information,"Number of staff recorded as disabled / Total number of staff (headcount basis). Based on the self-declaration made from self-perceptions of Core MOD diversity representation as a proportion of those who have made declarations (excluding all ""choose not to declare"" and those who have not responded). As such, this figure is not necessarily representative of the true minority diversity group representation. The figure excludes Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists). The disability field on HRMS was reset on 18 April 2011 to accommodate the new disability reporting requirements, due to change in law. Consequently all personnel were
required to redeclare.Disability statistics will not be collected until the data becomes reliable.", This figure only includes Civilian FTE,,
,,"Workforce Diversity 
[Senior Civil Servants only]

BME","as BME staff above but for SCS level staff only.

There was an error in the detailed definition supplied for the first QDS - the denominator was incorrectly described as all SCS staff.
The denominator definition has now been amended.

Organisations were previously (for QDS1) requested to report figures in line with that supplied for the Cabinet Office bi-annual SCS database collection. Given that we wish to ensure more timely access to the most recent available data, organisations should in future supply SCS diversity figures as at the specified reference date as appropriate, sourcing these from their internal HR systems. This will mean that figures are in line with diversity figures supplied for delegated grades.
Where appropriate, organisations may still wish to satisfy themselves that numbers supplied for the CO SCS database (as at 31 March and 30 September each year) are consistent with those supplied for their QDS for the relevant reference periods. NB: Numbers may not always align since the SCS database collects information on core SCS staff and therefore excludes some senior staff who may be working at an equivalent level to SCS staff but who are not considered part of the SCS proper.",Biannual,,,,Management information,Number of SCS staff recorded as BME  / Total number of SCS staff (headcount basis). ~ represents percentage based on an actual figure less than 5 has been suppressed for reasons of potential disclosure,"The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).", This figure only includes Civilian FTE,,
,,Women,"as Female staff above but for SCS level staff only.

There was an error in the detailed definition supplied for the first QDS - the denominator was incorrectly described as all SCS staff.
The denominator definition has now been amended.

Organisations were previously (for QDS1) requested to report figures in line with that supplied for the Cabinet Office bi-annual SCS database collection. Given that we wish to ensure more timely access to the most recent available data, organisations should in future supply SCS diversity figures as at the specified reference date as appropriate, sourcing these from their internal HR systems. This will mean that figures are in line with diversity figures supplied for delegated grades.
Where appropriate, organisations may still wish to satisfy themselves that numbers supplied for the CO SCS database (as at 31 March and 30 September each year) are consistent with those supplied for their QDS for the relevant reference periods. NB: Numbers may not always align since the SCS database collects information on core SCS staff and therefore excludes some senior staff who may be working at an equivalent level to SCS staff but who are not considered part of the SCS proper.",Biannual,,,,Management information,"Number of female SCS staff / Total number of SCS staff (headcount basis). This is Core MOD excluding Trading Funds, RFAs and LECs for consistency with other diversity figures (RFAs and LECs have no gender data). Gender is a derived field and is not based on self declaration. These figures are published in the Diversity Dashboard, and as a result of the required definitions, those of SCS equivalent, who do not hold a designated SCS post are not included. Designated SCS posts in Trading Funds are also not included.","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).", This figure only includes Civilian FTE,,
,,Women in Top Management Posts’,"Number of female SCS level staff at payband 2 (Director) or above/ Total number of SCS level staff at Director level or above (headcount basis - expressed as a percentage).

There was an error in the detailed definition supplied for the first QDS - the denominator was incorrectly described as all SCS staff.
The denominator definition has now been amended.

Organisations were previously (for QDS1) requested to report figures in line with that supplied for the Cabinet Office bi-annual SCS database collection. Given that we wish to ensure more timely access to the most recent available data, organisations should in future supply SCS diversity figures as at the specified reference date as appropriate, sourcing these from their internal HR systems. This will mean that figures are in line with diversity figures supplied for delegated grades.
Where appropriate, organisations may still wish to satisfy themselves that numbers supplied for the CO SCS database (as at 31 March and 30 September each year) are consistent with those supplied for their QDS for the relevant reference periods. NB: Numbers may not always align since the SCS database collects information on core SCS staff and therefore excludes some senior staff who may be working at an equivalent level to SCS staff but who are not considered part of the SCS proper.",Biannual,,,,Management information,"Number of female SCS staff in the Top Management Posts Group (SCS2, SCS3, PS) / Total number of SCS staff. This is Core MOD excluding Trading Funds, RFAs and LECs for consistency with other diversity figures (RFAs and LECs have no gender data). Gender is a derived field and is not based on self declaration. These figures are published in the Diversity Dashboard, and as a result of the required definitions, those of SCS equivalent, who do not hold a designated SCS post are not included. Designated SCS posts in Trading Funds are also not included.","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).", This figure only includes Civilian FTE,,
,,"
Disabled
","as disabled people above but for SCS level staff only.

There was an error in the detailed definition supplied for the first QDS - the denominator was incorrectly described as all SCS staff.
The denominator definition has now been amended.

Organisations were previously (for QDS1) requested to report figures in line with that supplied for the Cabinet Office bi-annual SCS database collection. Given that we wish to ensure more timely access to the most recent available data, organisations should in future supply SCS diversity figures as at the specified reference date as appropriate, sourcing these from their internal HR systems. This will mean that figures are in line with diversity figures supplied for delegated grades.
Where appropriate, organisations may still wish to satisfy themselves that numbers supplied for the CO SCS database (as at 31 March and 30 September each year) are consistent with those supplied for their QDS for the relevant reference periods. NB: Numbers may not always align since the SCS database collects information on core SCS staff and therefore excludes some senior staff who may be working at an equivalent level to SCS staff but who are not considered part of the SCS proper.",Biannual,,,,Management information,"Number of SCS staff recorded as disabled / Total number of SCS staff (headcount basis). Based on the self-declaration made from self-perceptions of Core MOD diversity representation as a proportion of those who have made declarations (excluding all ""choose not to declare"" and those who have not responded). As such, this figure is not necessarily representative of the true minority diversity group representation. The figure excludes Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).","The figure excludes Military, Trading Funds (where we have incomplete diversity information) and RFAs and LECs (where no diversity information exists).The disability field on HRMS was reset on 18 April 2011 to accommodate the new disability reporting requirements, due to change in law. Consequently all personnel were
required to redeclare.Disability statistics will not be collected until the data becomes reliable.", This figure only includes Civilian FTE,,
,,"Attendance

Average Working Days Lost (AWDL) Actual","Definition and potential source: Cabinet Office Sickness Absence quarterly reports. See attached guidance.

Information should align with that supplied for the Cabinet Office quarterly sickness absence reporting.",Quarter (data provide a rolling annual position each quarter),"Current =  position as at 30th September 2011
Previous = position as at 30th June 2011",,,Management information,Figure made up of: Strength figures for 31 March 09 onwards exclude personnel classed as being on zero pay for any reason. Sickness absence figures for 31 March 09 onwards exclude absences where a person is classed as being on zero pay. Rates are calculated using absence days over a 13 month average strength. Part time personnel are counted as a proportion of the hours worked.. Absence days are working days lost with part time hours conversion where applicable.,,This figure is Civilian FTE Only.,,
,,"
Average Working Days Lost (AWDL) Standardised

","Definition and potential source: Cabinet Office Sickness Absence quarterly reports.

The AWDL standardised figure is only available from Cabinet Office. Cabinet Office/HMT officials will arrange for departments to be sent the standardised AWDL figure in plenty of time for inclusion in the relevant quarter's QDS",Quarter (data provide a rolling annual position each quarter),,,Cabinet Office Sickness Absence quarterly reports,Management information,This is not available. We do not calculate standardised figures.,,,"DASA generate Civilian Statistics for the Department, which is used for the QDS. As DASA do not produce Standardised Attendance, we cannot complete this data field.",
,"Department & Agencies only; People Survey Metrics

",Engagement Index,The organisation's engagement index from the most recent annual Civil Service People Survey,Annual,"Current =  2010 survey
Previous = 2009 survey",Scope limited to main department only,Civil Service People Survey,Census survey,"Data from annual ""Your Say"" staff survey",,Annual Your Say Survey - November 2011,,
,,"Theme Scores

Leadership & Managing Change
","The organisation's theme score for the leadership and manging change"" theme from the most recent annual Civil Service People Survey .
Figure as published in survey reports",,,,,,"Data from annual ""Your Say"" staff survey",,Annual Your Say Survey - November 2011,,
,,My Work,"The organisation's theme score for the ""my work"" theme from the most recent annual Civil Service People Survey",,,,,,"Data from annual ""Your Say"" staff survey",,Annual Your Say Survey - November 2011,,
,,"My Line Manager
","The organisation's theme score for the ""my line manager"" theme from the most recent annual Civil Service People Survey",,,,,,"Data from annual ""Your Say"" staff survey",,Annual Your Say Survey - November 2011,,
,,Organisational Objectives & Purpose,"The organisation's theme score for the ""organisational objectives and purpose"" theme from the most recent annual Civil Service People Survey",,,,,,"Data from annual ""Your Say"" staff survey",,Annual Your Say Survey - November 2011,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
