FREEDOM OF INFORMATION,,
MOD Requests to 25 February 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
16-02-2011-151924-009,15/03/2011,"Devon, Cornwall, Hampshire, West Sussex barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-152152-010,15/03/2011,"Hampshire, Wiltshire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-152417-011,15/03/2011,"Hampshire, Wiltshire, Bristol barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-152656-012,15/03/2011,"Wiltshire, Gloucestershire, Somerset, Warwickshire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-152916-013,15/03/2011,"Herefordshire, Shropshire, Staffordshire, Leicestershire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-153122-014,15/03/2011,"Lincolnshire, Leicestershire, West Yorkshire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-153339-015,15/03/2011,"Lincolnshire, North Yorkshire, York, North Humberside barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-153540-016,15/03/2011,"Lincolnshire, North Yorkshire, York, North Humberside barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-153745-017,15/03/2011,"Manchester, Staffordshire, Liverpool, Cumbria, Lancashire barracks - Records of Health and Safety inspections, fire drill, fire safety inspections, food hygiene inspection reports"
16-02-2011-155559-018,16/03/2011,Information on HM Armed Forces Veterans Badge.
16-02-2011-160033-019,16/03/2011,"The numbers of personnel by rank, and service (Army, Navy, RAF) and the numbers of formations, vessels, aircraft and vehicles (Army, NAVY, RAF) as of January 1st 2011."
16-02-2011-160431-020,16/03/2011,Details of all vacant properties the Ministry of Defence has responsibility for. 
16-02-2011-160920-021,16/03/2011,"What guidance is given to forecasters who appear on TV, specifically relating to how they use gestures and hand movements to forecast the weather"
16-02-2011-161809-002,15/03/2011,Please provide an update and progress on a service complaint.
16-02-2011-163421-022,16/03/2011,How many current MoD employees have UKAEA reserved rights?
16-02-2011-171932-023,16/03/2011,Information Re: Regular Armed Forces Redundancy Programme.
17-02-2011-101101-001,15/03/2011,Request for the salary details and allowances of  xxxxxxxxxxxxx.
17-02-2011-112630-002,16/03/2011,Results of an RAF board of inquiry that was held at RAF Linton on Ouse following an alleged AIRPROX by aircraft registration G-SCOL on 17 August 2010. 
17-02-2011-113640-003,16/03/2011,A breakdown of the religion/faith of those serving in our armed forces.
17-02-2011-114317-004,16/03/2011,Information on the Medal review
17-02-2011-120009-005,17/03/2011,Information regarding the number of personnel currently in the armed forces from the Wigan area.
17-02-2011-120715-006,17/03/2011,How many Deaf people are in the Army Forces?
17-02-2011-122202-007,17/03/2011,Detailed information re: 15 (UK) Psyops Group.
17-02-2011-140826-001,17/03/2011,Do you have any stats on the Outflow from UK Regular Forces by gender?
17-02-2011-142412-002,17/03/2011,Previous students from Rivington & Blackrod High School who have been killed in service since WWII.
17-02-2011-144651-001,17/03/2011,Please provide information on the Joint Services Intelligence Organisation operating out of Chicksands.
17-02-2011-144657-001,17/03/2011,What is the cost per pair of fighter pilot boots that the ministry plans to buy in replacement to those bought at Haynes and Cann Ltd of Northampton until last year?
17-02-2011-145116-002,17/03/2011,When was JSP346 last fully reviewed in respect of eye conditions in general and cataracts in particular? 
17-02-2011-150230-003,17/03/2011,"Details, from May 11 2010, of the number of taxis taken from the place of work to a staff member's home which were paid for by the department, due to a staff member working late."
17-02-2011-151007-004,17/03/2011,"Please could you provide the names of your suppliers, in order that we may introduce camouflage coating technology for leather army boots."
17-02-2011-171645-003,01/02/2011,Medical spend as part of MOD equipment spend
17-02-2011-172911-005,15/03/2011,Can you please advise the Callsigns allocated to Anthorn and Skelton for their 19.6 and 22.1 KHz transmissions.
17-02-2011-184317-004,17/03/2011,"Copies of all guidance, advice and instructions issued to and by the MoD and Royal Navy relating to the impact of human rights legislation on the confrontation and arrest of pirates."
17-02-2011-184824-005,17/03/2011,Information on the number of P226 and P228 (aka L117A1) currently in use within the MOD and the number of personnel authorised to carry and use these items.
17-02-2011-185649-006,17/03/2011,Copy of the Chinook Airworthiness Review Report. Please provide details of when each recommendation was implemented.
18-02-2011-094837-001,17/03/2011,Argentine POW record in the Royal Navy in 1982 for historical research on the war in the South Atlantic.
18-02-2011-100315-002,17/03/2011,Report of the joint US-UK enquiry into the death of xxxxxxxxx. 
18-02-2011-101233-003,18/03/2011,My question is if you have any information about this in form of statistics or articles? Would it be possible for me to take a look at them?
18-02-2011-104623-004,18/03/2011,"Information on all arms sales, sales of technology and expertise provided related to arms and defence supplied free or paid for, to and related with North African and Middle Eastern countries"
18-02-2011-111109-005,18/03/2011,"The name and rank of the commanding officers of Squadron Nos 737, 801, 809, 815, 820, 824, 825, 826, 829, 845, 846, 847, 848 and 899. OIC aboard Hermes or Invincible"
18-02-2011-145025-001,18/03/2011,How many SPVA Staff are employed in IT functions? Does SPVA have an internal Information Technology team or is it outsourced?
18-02-2011-152655-002,18/03/2011,Information on recruits entering the army with lower than the U.K's national average in literacy skills from 2000. And the numbers of army personnel leaving with lower than the national average in literacy skills
18-02-2011-160515-003,18/03/2011,Detailed information regarding the Directorate of Targeting Information Operations (DTIO).
18-02-2011-161408-004,18/03/2011,The inclusive annual cost of maintaining the: Royal Air Force Red Arrows display team.
18-02-2011-163656-005,18/03/2011,"The salary of each Absence Recovery Warrant Officers, 11 in total. A breakdown of their individual expenses claimed for since the creation of the posts."
18-02-2011-164412-006,18/03/2011,Details of the number of British troops who have been referred to Priory clinics.
21-02-2011-091814-001,21/03/2011,MoD measurements of its staff workloads and how the needed division of manpower is calculated
21-02-2011-093132-002,18/03/2011,"Information relating to the number of armed forces personnel found to have smuggled drugs back to the UK from Afghanistan from October 7th, 2001 until the most recent available figures. "
21-02-2011-093609-003,21/03/2011,"In 2010, how many serving or former personnel were asked to repay money that had been paid to them in error under the Armed Forces Compensation Scheme?"
21-02-2011-093917-004,21/03/2011,What compensation does the MoD pay to families/relatives of service men and women who are required to move home from one property owned by the MoD to another.
21-02-2011-095411-005,21/03/2011,Information on Bahraini officers trained at Sandhurst from 1995
21-02-2011-095732-006,21/03/2011,In the last 2 years how many training sorties have been conducted by RAF Search and Rescue squadrons on Public Bank Holidays?
21-02-2011-100059-007,21/03/2011,All documents and correspondence between US and UK officials concerning xxxxxxxx; and all documents and correspondence between US and UK officials concerning US special forces member TM5
21-02-2011-101147-008,18/03/2011,Information about various helicopter contracts
21-02-2011-111958-010,21/03/2011,Records of all aircraft arrivals and departures on Netheravon Airfield (within the Salisbury Plain Training Area)
21-02-2011-113336-001,07/03/2011,Information surrounding the death of xxxxxxxxxxxxxxxxxx. 
21-02-2011-120145-001,17/03/2011,Information on the radiation readings inside the mushroom cloud for Operation Grapple Y on 28 April 1958 and Operation Pennant on 22 August 1958
21-02-2011-122604-002,21/03/2011,Please advise what happened at the Roswell Army Air base in 1947.
21-02-2011-123117-011,21/03/2011,The Post Operation Report for 3 Commando Brigade Royal Marines for Operation Telic 1: and the 3 Commando Brigade Royal Marine commander's diary for the above operation.
21-02-2011-124105-012,21/03/2011,Report prepared in September 2010 by Defence Equipment  and  Support Assessors at Abbey Wood to validate the safety case of Nimrod MRA4 aircraft.
21-02-2011-131956-001,17/03/2011,Operation Crabstick details in respect of Hawkinge Airfield
21-02-2011-141018-001,17/03/2011,Details of requester's transfer to RM and failure to re-enlist in the RN
21-02-2011-141529-002,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful and not successful at the PQQ &  & ITT stage 
21-02-2011-142105-003,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ &  & ITT stage 
21-02-2011-142651-004,18/03/2011,Details in respect of framework agreements:  suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ & ITT stage
21-02-2011-142935-002,18/03/2011,Any information on the MMS 294 minesweepers built for the Royal Navy between 1940 and 1945.
21-02-2011-145541-003,21/03/2011,Information on delays to flights of service personnel travelling to and from Afghanistan.
21-02-2011-145710-005,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ &  & ITT stage 
21-02-2011-150155-006,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ & ITT stage
21-02-2011-151110-004,21/03/2011,"How many operations were carried out in the Kandahar, Uruzgan, Nuristan, Zabul and Ghazni regions during 2010? How many mobile phones are there on commercial networks in Afghanistan?"
21-02-2011-152236-007,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ & ITT stage 
21-02-2011-152717-008,18/03/2011,Details in respect of framework agreements: suppliers who applied for inclusion on each framework below and were successful & not successful at the PQQ & ITT stage 
21-02-2011-161809-009,18/03/2011,Information which is held on file for the positions of Operational  Bases used by the British Auxillary Units during WW2 on the Isle of Wight.
21-02-2011-163338-005,21/03/2011,Please can you provide me with files 3 & 4 of the xxxxx fraud/theft case.
21-02-2011-163948-006,15/03/2011,"A list of your Low Value Purchasing officers with, if available, a list of the types of items they purchase as a 'one-off'?"
21-02-2011-171057-007,21/03/2011,"The number and % of untrained Army soldiers who left during training and the % breakdown for the reasons for discharge to include medical, SNLR and any other categories recorded"
21-02-2011-171519-008,21/03/2011,Information on entry requirements to REME as an apprentice vehicle mechanic in 2005 for an individual aged 16 years.
22-02-2011-095944-001,22/03/2011,What plans had been created by the military for the post-war situation in Iraq in 2003 and when were the plans decided upon?
22-02-2011-101231-002,22/03/2011,Copy of the Joint Service Publication 755 Tri-Service Positions and Assignments Instructions.
22-02-2011-112407-001,22/03/2011,"Recent Edition of WAR PENSIONERS RESIDENT IN UK BY POSTCODE and similar data for those in receipt of standard service pensions, including widows ( i.e. not war widows or war/disablement pensions)."
22-02-2011-113334-001,03/03/2011,"Request for copies, or titles, of STO for Tornado engines produced between 1969 and 1987"
22-02-2011-123239-002,22/03/2011,"The number of callouts for coast and maritime locations from 2000 onwards, up to the most recent data"
22-02-2011-142844-001,22/03/2011,Information on the effect of wind turbines on radar installations and the MOD's stance on the development of a site at Unst in Shetland
22-02-2011-144848-002,22/03/2011,A map of Hazardous Material (Misc 076) and a map of Dangerous Areas in Kosovo (Misc 033). 
22-02-2011-150515-003,22/03/2011,"For any one year between 1951 and 1961 how many men commissioned for the first time in the Armed Forces were avowed agnostics or atheists, and what proportion of the total number of men commissioned were agnostics or atheists?"
23-02-2011-085823-001,21/03/2011,"Archived File, Women at Sea, closure date 5/12/1989"
23-02-2011-090140-002,21/03/2011,"Archived File, Women at Sea, closure date 7/6/1990"
23-02-2011-090811-003,21/03/2011,"Archived File, Women at Sea, closure date 24/1/1991"
23-02-2011-091013-004,21/03/2011,"Archived File, Women at Sea, closure date 12/7/1991"
23-02-2011-091127-005,21/03/2011,"Archived File, Women at Sea, closure date 27/11/1992"
23-02-2011-091311-006,21/03/2011,"Archived File, Women at Sea, closure date 5/3/1993"
23-02-2011-091521-007,21/03/2011,"Archived File, Women at Sea, closure date 9/10/1990"
23-02-2011-091645-008,21/03/2011,"Archived File, Women at Sea, closure date 18/12/1991"
23-02-2011-091824-009,21/03/2011,File 'MOD HQ Navy Board Papers Headmark 2000' closed 16/6/1989
23-02-2011-091959-010,21/03/2011,File 'Offshore Task/Fishery Patrol General/Women at Sea' closed 23/01/1991
23-02-2011-092132-011,21/03/2011,File 'Women’s Royal Naval Service – Methods of Discharge from Service' closed 8/10/1992
23-02-2011-092254-012,21/03/2011,"Archived File, Women at Sea, closure date 14/10/1998"
23-02-2011-092419-013,21/03/2011,"Archived File, 'Employment of WRNS and Continuation Study Women at Sea' , closure date 3/2/1998"
23-02-2011-092538-014,21/03/2011,"Archived File, Women at Sea, closure date 6/8/1999"
23-02-2011-094403-015,21/03/2011,"Naval Archived Files Employment of Women Aircrew 1980, 1990 and 1991"
23-02-2011-094607-016,21/03/2011,Naval Archived Files Manpower Review 1982-1989
23-02-2011-094616-001,22/03/2011,Updated copy of Service Funds Regulations Army Code No 60450 dated March 1981
23-02-2011-094748-017,21/03/2011,Naval Archived Files Arming of Upper Deck Personnel 1989 - 1993
23-02-2011-094952-018,21/03/2011,Naval Archived Files Manpower Shortages 1977 - 1979
23-02-2011-104712-002,22/03/2011,Information on Arms company employees on secondment to Ministry of Defence
23-02-2011-105459-003,22/03/2011,"Battle Damage Assessment reports drawn up by NATO forces which took part in the bombing campaign of Yugoslavia from March 22 to June 11, 1999."
23-02-2011-105950-004,22/03/2011,Please can you provide numbers of personnel currently enlisted in the Armed Forces which are on the sexual offences register and have been retained by the service.
23-02-2011-111103-001,23/03/2011,What market research the MOD has done towards identifying how to increase recruitment to the British Army.  
23-02-2011-112622-005,23/03/2011,Information on Arms licences for Bahrain and Libya. 
23-02-2011-113133-006,23/03/2011,Details of the pay package General Sir Kevin O'Donoghue received upon stepping down from his post as Chief of Defence Material.
23-02-2011-133837-001,23/03/2011,Information pertaining to the financing of the Army Recovery Capability scheme since 1st October 2010.
23-02-2011-140136-002,23/03/2011,Details of the expenses claimed by each of the MoD board members in each of the last two financial years 2009-10 and 2010-11(to present date).
23-02-2011-141128-003,22/03/2011,Information on the reduction in weather stations
23-02-2011-142825-004,23/03/2011,Information about the Mesothelioma claim that was paid to a specified individual at the end of 2010.
23-02-2011-143842-005,23/03/2011,The cost (in GBP) of transporting Guernsey's Lieutenant-Governor from Guernsey to the UK following his departure from the island and his post on the 23rd February 2011.
23-02-2011-150535-006,23/03/2011,How much do the British spend on Black projects?
23-02-2011-153123-007,23/03/2011,"Please list all MOD flights that arrived and departed Glasgow airport on the following dates:29.06.2007, 30.06.2007, 01.06.2007"
23-02-2011-153309-001,17/03/2011,The running costs of Boscombe Down before it was managed in-house by the MoD prior to it being managed by QinetiQ
23-02-2011-153955-001,08/03/2011,Bidding documents for SAR-H contract
23-02-2011-161122-002,01/03/2011,Cost of away days and teambuilding by MOD Whitehall staff.
23-02-2011-164439-008,23/03/2011,Details of the number of mobile phones used by the police force and  their respective usage costs over the last financial year
24-02-2011-105212-001,23/03/2011,All communications both to and from the Secretary of State and ministers regarding the discharge of soldiers who are medically unfit for service.
24-02-2011-110145-002,23/03/2011,Lists of Regiments that were stationed in Exeter between 1810 - 1839
24-02-2011-110546-003,24/03/2011,Headcount figures for MoD and it's executive agencies/NDPBs in offices located in the Greater Manchester area.
24-02-2011-122849-004,24/03/2011,"The number of military personnel of different categories (i.e. privates, non-commissioned officers, officers, generals and equivalent ranks) in the U.K. armed forces?"
24-02-2011-135436-001,24/03/2011,"	The location of Veterans in the UK preferably by Local Authority and 	Health and welfare issues of Veterans living in the UK"
24-02-2011-153802-001,24/03/2011,"Information relating to break/cancellation clauses in contracts for any long lead items that were placed for the fourth Astute class submarine, called “Audacious” "
24-02-2011-155305-002,24/03/2011,Casualty (body counts of US and UK soldiers) figures in the First Gulf War (1990-1991) on a monthly basis
24-02-2011-155945-003,24/03/2011,Information on British soldiers appearing before a court-martial.
24-02-2011-161016-004,24/03/2011,"Information on mine accident involving a Ferret Scout car on 31st Dec 1964 in Monks Field/Blairs Field in the Radfan, Aden"
24-02-2011-161436-005,24/03/2011,"From the number of Hindus and Buddhists in the three forces, how many are Ghurkhas?"
25-02-2011-093635-001,23/03/2011,Names of the potential suppliers of the FACITS framework
25-02-2011-095254-001,24/03/2011,"Information on safety inspections carried out on Airship Road, Cranwell"
25-02-2011-102508-002,24/03/2011,What is the project name or Operational name for the military providing cover for Prison officers in the event of strike action.
25-02-2011-105743-003,25/03/2011,"When was your current logo, corporate style, graphics and branding implemented? Who designed it? How much were the designers paid for their services?"
25-02-2011-120345-004,25/03/2011,"The ""framework documents"" governing the relationships between British executive agencies and central government departments."
25-02-2011-121114-001,25/03/2011,The number and percentage of females within the Royal Navy for the last twenty years
25-02-2011-134355-001,25/03/2011,Information regarding breakdowns of Hercules transport planes from the inception of the Afghan war.
25-02-2011-135144-002,25/03/2011,Detailed information regarding the Current Medals Review.
25-02-2011-141109-003,25/03/2011,"Has MoD held any inquiry into the killing of RIR soldier xxxxxxxxx, who was shot dead by xxxxxxxxxxxx at Four Ways Hotel in Fivemiletown in Northern Ireland in October 2001."
25-02-2011-144418-004,25/03/2011,Please advise who decides to which countries Defence Attaches will be sent. MOD or FCO or a combination of both?
25-02-2011-152226-005,23/03/2011,Information on the requisition of land at Holdingham from Rauceby Estates to enable the construction of the Sleaford Cranwell Railway Line (1915 - 1917).
25-02-2011-155528-001,25/03/2011,A list of forces personnel who died whose permanent residence was Bolton or specifically Horwich or Blackrod in Bolton?
25-02-2011-162855-006,25/03/2011,Who decides to which countries Defence Attaches will be sent. MOD or FCO or a combination of both?
25-02-2011-163437-007,25/03/2011,Has your department or any of its agencies conducted any reports since 1st January 2010 into the impact of the Bribery Act 2010
25-02-2011-165513-008,25/03/2011,Information about the departments staff internet usage.
25-02-2011-165921-009,25/03/2011,Information on food consumption and dietary preference aboard  Astute class nuclear submarines.
