Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106141993,"59,214.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106141994,"18,061.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106141995,"5,962.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106141992,"16,285.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,NOTTINGHAM CITY COUNCIL,5106141996,"20,317.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,5106141990,"51,750.00"
Communities & Local Government,GO,27/07/2010,Rates,RCU - PAM - Property Asset Management,City of Westminster,5106142003,"90,470.00"
Communities & Local Government,GO,27/07/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106142048,"1,800.00"
Communities & Local Government,GO,27/07/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106142049,"1,800.00"
Communities & Local Government,GO,27/07/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106142050,"1,600.00"
Communities & Local Government,GO,27/07/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,5106142047,"7,450.00"
Communities & Local Government,GO,27/07/2010,Training,GORCU Admin DEL Votd,ISOS PARTNERSHIP (UK) LLP,2100183163,562.50
Communities & Local Government,GO,27/07/2010,Telephone call costs,GORCU Admin DEL Votd,MEETINGZONE LTD,5106141980,"1,675.85"
Communities & Local Government,GO,27/07/2010,Electricity,RCU - PAM - Property Asset Management,*SOUTHERN ELECTRIC PLC,2100183171,"10,645.62"
Communities & Local Government,GO,27/07/2010,Management Consultancy,GONW,LIVERPOOL CHAMBER OF COMMERCE,5106142029,"4,731.03"
Communities & Local Government,GO,28/07/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106142056,"1,002.46"
Communities & Local Government,GO,28/07/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106142058,678.21
Communities & Local Government,GO,28/07/2010,Agency Staff,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002560,"2,513.12"
Communities & Local Government,GO,28/07/2010,Conferences,GOSW,WESTERN POWER DISTRIBUTION,5106142055,511.13
Communities & Local Government,GO,28/07/2010,"Furniture, Fittings and carpets",GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002563,881.25
Communities & Local Government,GO,28/07/2010,Storage,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002566,504.29
Communities & Local Government,GO,28/07/2010,Water,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002564,"1,192.45"
Communities & Local Government,GO,28/07/2010,Post,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002565,"2,347.65"
Communities & Local Government,GO,28/07/2010,Post,GOE,NATURAL ENGLAND,2100183106,968.00
Communities & Local Government,GO,28/07/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100183307,"1,006.98"
Communities & Local Government,GO,28/07/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100183309,"1,006.98"
Communities & Local Government,GO,28/07/2010,Professional services,GOE,RURAL ACTION EAST,5106142103,"5,000.00"
Communities & Local Government,GO,28/07/2010,Training,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002565,564.00
Communities & Local Government,GO,28/07/2010,Training,GOSW,FARADAY PARTNERSHIP LTD,2100183241,643.90
Communities & Local Government,GO,28/07/2010,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002560,"1,300.00"
Communities & Local Government,GO,28/07/2010,Training,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002564,"4,849.17"
Communities & Local Government,GO,28/07/2010,Gas,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002564,"2,246.25"
Communities & Local Government,GO,29/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106142283,"1,176.43"
Communities & Local Government,GO,29/07/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106142358,577.78
Communities & Local Government,GO,29/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106142153,"3,427.12"
Communities & Local Government,GO,29/07/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106142156,"3,427.12"
Communities & Local Government,GO,29/07/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,5106142140,670.33
Communities & Local Government,GO,29/07/2010,Hospitalty,GOL,MITIE CATERING SERVICES LTD,5106142183,"4,281.31"
Communities & Local Government,GO,29/07/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106142366,"15,005.04"
Communities & Local Government,GO,29/07/2010,Mileage UK,GOYH,YORKSHIRE MESMAC LTD,2100182983,216.00
Communities & Local Government,GO,29/07/2010,Fares UK,GOYH,YORKSHIRE MESMAC LTD,2100182983,7.20
Communities & Local Government,GO,29/07/2010,Subsistence UK,GOYH,YORKSHIRE MESMAC LTD,2100182983,100.00
Communities & Local Government,GO,29/07/2010,Post,GOYH,GOVERNMENT CAR & DESPATCH AGENCY,2100183364,494.00
Communities & Local Government,GO,29/07/2010,Management Consultancy,GOL,ROUTES CONSULTING LTD,5106142131,"5,287.50"
Communities & Local Government,GO,29/07/2010,Management Consultancy,GOL,ROUTES CONSULTING LTD,5106142133,"17,037.50"
Communities & Local Government,GO,30/07/2010,Training,GOE,PRAESTA PARTNERS LLP,5106142409,"2,750.00"
Communities & Local Government,GO,30/07/2010,Vehicle hire,GOSW,ARVAL,2100183413,"3,305.27"
Communities & Local Government,GO,08/07/2010,Fares UK,GOSW,Employee Expenses,,124.20
Communities & Local Government,GO,12/07/2010,Travel and Subsistence Account,GOYH,Employee Expenses,,779.04
Communities & Local Government,GO,16/07/2010,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,958.60
Communities & Local Government,GO,21/07/2010,Travel and Subsistence Account,GONE,Employee Expenses,,774.26
Communities & Local Government,GO,28/07/2010,Travel and Subsistence Account,GOSW,Employee Expenses,,564.85
Communities & Local Government,GO,30/07/2010,Travel and Subsistence Account,GOYH,Employee Expenses,,652.10
