"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C1 MSF","35648","44268","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2","29258","36333","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2","29258","36333","Digital and Social Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2","29258","36333","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2","29258","36333","Information Strat & Planning","4.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2 MSF","29258","36333","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2 MSF","29258","36333","Business Management","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","C2 MSF","29258","36333","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Digital and Social Media","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Information Service Provision","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Information Strat & Planning","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Specialist Instruction Splnstn","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D","23427","29093","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","D MSF","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","E1","17835","22124","Administrative Support","15.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","E1","17835","22124","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","E1","17835","22124","Secretarial","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","E2","15168","18815","Administrative Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","Retired Offr 2","30136","34936","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","SZ2","16002","18010","Driving","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1443914","SZ2","16002","18010","Storekeeping/WarehouseOps","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C1 MSF","35648","44268","Business Management","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C1 MSF","35648","44268","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2","29258","36333","Business Management","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2","29258","36333","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2","29258","36333","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2 MSF","29258","36333","Business Management","63.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2 MSF","29258","36333","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2 MSF","29258","36333","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2 MSF","29258","36333","Obsolete HR","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","C2 MSF","29258","36333","Secretarial","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D","23427","29093","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D","23427","29093","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D","23427","29093","Digital and Social Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D","23427","29093","Museum","1.50","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D","23427","29093","Training Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","D MSF","23427","29093","Business Management","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E1","17835","22124","Administrative Support","64.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E1","17835","22124","Museum","29.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E1","17835","22124","Secretarial","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E1","17835","22124","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E2","15168","18815","Administrative Support","22.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E2","15168","18815","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E2","15168","18815","Museum","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E2","15168","18815","Secretarial","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","E2","15168","18815","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","Retired Offr 2","30136","34936","Business Management","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","Retired Offr 2","30136","34936","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","Retired Offr 3","25600","27973","Business Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","SZ1","14644","16482","Environmental Health","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","SZ1","14644","16482","Museum","8.50","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","SZ2","16002","18010","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","SZ2","16002","18010","Storekeeping/WarehouseOps","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1442314","SZ4","22150","24930","Technical [Trades]","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","C1 MSF","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","C2","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","C2 MSF","29258","36333","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","D","23427","29093","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","D","23427","29093","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","E1","17835","22124","Administrative Support","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","E2","15168","18815","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1143483","E2","15168","18815","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C1","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C1","35648","44268","Specialist Instruction Splnstn","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2","29258","36333","Digital and Social Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2","29258","36333","Specialist Instruction Splnstn","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2","29258","36333","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2 MSF","29258","36333","Business Management","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","C2 MSF","29258","36333","Port Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","D","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","D","23427","29093","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","D","23427","29093","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","D","23427","29093","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","D MSF","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","E1","17835","22124","Administrative Support","15.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","E1","17835","22124","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","E1","17835","22124","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","E1","17835","22124","Secretarial","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","E2","15168","18815","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","MSO Gde 1 - Shore/HQ Staff","47942","57245","Transport/Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","Retired Offr 1","37819","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","Retired Offr 2","30136","34936","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1182808","SZ1","14644","16482","Site Estate","0.50","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C1","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C1 MSF","35648","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2","29258","36333","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2","29258","36333","Training Support","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2 MSF","29258","36333","Business Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2 MSF","29258","36333","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","C2 MSF","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","D","23427","29093","Business Management","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","D","23427","29093","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","D","23427","29093","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","E1","17835","22124","Administrative Support","12.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","E1","17835","22124","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","E1","17835","22124","Secretarial","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","E1","17835","22124","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","E2","15168","18815","Administrative Support","2.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1180453","Retired Offr 2","30136","34936","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OF5","81310","89408","Commissioned Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OF4","67032","77617","Commissioned Officer","15.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OF3","47760","57200","Commissioned Officer","39.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OF2","37916","45090","Commissioned Officer","57.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OF1","24615","32703","Commissioned Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR9","38600","46753","Enlisted Solider","20.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR8","36049","43252","Enlisted Solider","29.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR7 ARMY","33223","42044","Enlisted Solider","104.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR6","30013","36929","Enlisted Solider","61.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR4","26405","33182","Enlisted Solider","45.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR3","20582","28939","Enlisted Solider","60.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","OR2 ARMY","17015","26405","Enlisted Solider","140.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Academic Profr of Music (Eng)","56436","69409","Specialist Instruction Splnstn","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Academic Profr of Music (Eng)","56436","69409","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","ACD Prof of Music (ENG) 46 Wks","55526","55526","Specialist Instruction Splnstn","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C1","35648","44268","Information Strat & Planning","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C1","35648","44268","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C1","35648","44268","Teaching","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C1 MSF","35648","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2","29258","36333","Information Strat & Planning","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2","29258","36333","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2","29258","36333","Safety,Health,Environment&Fire","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2","29258","36333","Strategic Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2","29258","36333","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2 MSF","29258","36333","Business Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2 MSF","29258","36333","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2 MSF","29258","36333","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","C2 MSF","29258","36333","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Community Service","0.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Decision Support","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Design & Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Information Service Provision","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Information Strat & Planning","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Specialist Instruction Splnstn","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Storekeeping/WarehouseOps","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Training Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","D","23427","29093","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Director of Studies RMAS/BRNC","69409","69409","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Administrative Support","66.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Case Assessment","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Design & Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Information Strat & Planning","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Photography","5.50","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Postal & Courier","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Safety,Health,Environment&Fire","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Secretarial","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E1","17835","22124","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E2","15168","18815","Administrative Support","14.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E2","15168","18815","Postal & Courier","1.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","E2","15168","18815","Secretarial","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Instr Profr of Music (Eng)","45334","45334","Training Support","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Nurse Specialist (GP Practice)","25472","34189","Nursing and Midwifery","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Prinl Lecturer (RMAS/BRNC)","47942","57245","Teaching","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Prinl Lecturer (RMAS/BRNC)","47942","57245","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Retired Offr 1","37819","44268","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Retired Offr 2","30136","34936","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Senior Lecturer BRNC/RMAS (SR)","35648","45838","Teaching","15.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Senior Lecturer (BRNC/RMAS)","35648","42565","Teaching","20.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Snr Medical Offr","73636","80494","Medical Assessment","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","Soulbury Tier 6-Abated (PCSPS)","37516","46563","Teaching Advice/Inspection","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SSG Tupe Tech C2","18157","43000","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Community Development Work","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Natural Environment","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Safety,Health,Environment&Fire","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Site Estate","6.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Storekeeping/WarehouseOps","9.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ1","14644","16482","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ2","16002","18010","Driving","13.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ2","16002","18010","Safety,Health,Environment&Fire","1.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ2","16002","18010","Site Estate","1.50","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ2","16002","18010","Storekeeping/WarehouseOps","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ2","16002","18010","Technical [Trades]","1.50","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ3","17486","22150","Technical [Trades]","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1147829","SZ3","17486","22150","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OF5","81310","89408","Commissioned Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OF4","67032","77617","Commissioned Officer","12.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OF3","47760","57200","Commissioned Officer","21.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OF2","37916","45090","Commissioned Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR9","38600","46753","Enlisted Solider","2.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR8","36049","43252","Enlisted Solider","13.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR7 ARMY","33223","42044","Enlisted Solider","9.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR6","30013","36929","Enlisted Solider","24.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR4","26405","33182","Enlisted Solider","7.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","OR3","20582","28939","Enlisted Solider","1.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1591920","Locally Employed Civilian","","","LEC","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","B1","56436","72185","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","B1","56436","72185","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","B2","47942","59535","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1","35648","44268","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1","35648","44268","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1","35648","44268","Estate Planning","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1","35648","44268","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1","35648","44268","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1 MSF","35648","44268","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C1 MSF","35648","44268","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Decision Support","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Direct Military Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Estate Planning","2.50","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2","29258","36333","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2 MSF","29258","36333","Direct Military Support","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2 MSF","29258","36333","Service HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","C2 MSF","29258","36333","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","Chef 1/Chief Cook 1","17835","20676","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Administrative Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Information Strat & Planning","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Inventory Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Specialist Instruction Splnstn","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Storekeeping/WarehouseOps","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D","23427","29093","Training Support","9.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","D MSF","23427","29093","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E1","17835","22124","Administrative Support","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E1","17835","22124","Business Management","1.00","Operational Delivery"
