Department family,Entity,Entered On,Expense Type,Expense Area,Supplier Name,Voucher, SumOfAmount 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Cleaners & Porters,Event Management,INTERSERVE PLC,16727," 38,218.42 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Maintenance,Operations,INTERSERVE PLC,16727," 16,946.82 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,IT Equipment Maintenance,ITC Department,DATAFORT,16728," 3,228.02 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Cost of Sales - Commission,Commercial,Worldwide Business Research USA LLC,16729," 2,854.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Business Rates,Administration,CITY OF WESTMINSTER,16733," 50,631.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Interface,Leith's at the Centre,16734, 40.63 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Event Management,Leith's at the Centre,16734, 46.38 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Commercial,Leith's at the Centre,16734, 121.88 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Interface,Leith's at the Centre,16734, 58.20 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Commercial,Leith's at the Centre,16734, 258.38 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Administration,Leith's at the Centre,16734, 67.37 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Entertaining,Event Management,Leith's at the Centre,16734, 264.20 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Water,Operations,THAMES WATER UTILITIES LTD,16736," 5,432.79 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Consumables,Interface,LE MARK GROUP,16737,-308.76 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Cost of Sales - Freelance Technicians,Interface,Live Horizon Ltd,16738, 257.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16740, 263.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Licence Costs,Administration,ENVIRONMENT AGENCY,16742," 1,290.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Consultants,Administration,TICKETT ENTERPRISES LTD,16735, 500.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Cost of Sales - Equipment Hire,Interface,HIRE INTELLIGENCE INTERNATIONAL  LTD,16743," 1,950.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,04/09/2012,Consultants,Commercial,Lychee3 Solutions Ltd,16744," 2,000.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Electricity,Operations,EDF ENERGY,16746," 41,756.29 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,IT & Telecom Equipment,Operations,DELL COMPUTER CORPORATION LTD,16747," 5,285.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,IT & Telecom Equipment,Operations,DELL COMPUTER CORPORATION LTD,16748," 5,285.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,IT & Telecom Equipment,Operations,DELL COMPUTER CORPORATION LTD,16749," 5,285.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,IT & Telecom Equipment,Operations,DELL COMPUTER CORPORATION LTD,16750," 5,285.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,IT & Telecom Equipment,Operations,DELL COMPUTER CORPORATION LTD,16751," 1,057.10 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Exhibitions,Commercial,London and Partners,16755," 6,600.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Cost of Sales - Freelance Technicians,Interface,JIM COUGHLAN VISUAL COMM. LTD,16756, 600.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16757, 800.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Maintenance,Interface,DELPHINI LTD,16758," 1,400.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Maintenance,Operations,GLAZING REFURBISHMENT LTD,16761, 480.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,07/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16763, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Training,Administration,Revenue by Design Ltd,16764, 723.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Maintenance,Operations,LA HUSBANDS LTD,16765, 250.14 
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16766, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,IT Equipment Maintenance,ITC Department,WIFI SPARK LTD,16768," 1,100.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Cost of Sales - Freelance Technicians,Interface,Live Horizon Ltd,16770, 606.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Disposal Of Waste,Operations,BYWATERS (LEYTON) LTD,16771," 4,641.90 "
Communities And Local Government,Queen Elizabeth II Conference Centre,10/09/2012,Marketing,Commercial,VOHM,16773, 750.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Marketing,Commercial,ANISEED PR LTD,16774," 2,520.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Training,Administration,REED LEARNING PLC,16775, 550.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Maintenance,Interface,BARCLAYCARD PROCUREMENT CARD,16776, 834.50 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Maintenance,Operations,BARCLAYCARD PROCUREMENT CARD,16776, 165.45 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Training,Administration,BARCLAYCARD PROCUREMENT CARD,16776, 206.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Membership Subscriptions,Operations,BARCLAYCARD PROCUREMENT CARD,16776, 18.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Cost of Sales - Rechargeable Expenses,Interface,BARCLAYCARD PROCUREMENT CARD,16776, 189.38 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Mobile Phone Costs,Interface,BARCLAYCARD PROCUREMENT CARD,16776, 20.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Travel,Interface,BARCLAYCARD PROCUREMENT CARD,16776, 10.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Stationery,Event Management,BARCLAYCARD PROCUREMENT CARD,16776, 171.73 
Communities And Local Government,Queen Elizabeth II Conference Centre,11/09/2012,Staff Expenses,Interface,BARCLAYCARD PROCUREMENT CARD,16776, 10.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Cost of Sales - Equipment Hire,Interface,FELTECH ELECTRONICS LTD,16781," 1,275.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Cost of Sales - Sets,Interface,A PERTON SIGNS LIMITED,16783," 1,178.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Cost of Sales - Signage,Interface,A PERTON SIGNS LIMITED,16783, 699.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Cost of Sales - Freelance Technicians,Interface,JACOBS MASSEY Audio Visual Recruitment,16786, 235.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Marketing,Commercial,JACOBS MASSEY Audio Visual Recruitment,16787, 235.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,12/09/2012,Marketing,Commercial,JACOBS MASSEY Audio Visual Recruitment,16788, 235.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,13/09/2012,Cost of Sales - Freelance Technicians,Interface,JACOBS MASSEY Audio Visual Recruitment,16789, 235.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,13/09/2012,Cost of Sales - Freelance Technicians,Interface,JIM COUGHLAN VISUAL COMM. LTD,16790, 263.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,13/09/2012,Cost of Sales - Freelance Technicians,Interface,AMS Events (Sound and Lighting) Ltd,16796, 230.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,14/09/2012,Exhibitions,Commercial,UBM INFORMATION LTD,16798," 1,890.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,14/09/2012,Cost of Sales - Commission,Commercial,The Venue Pot / DRP (UK) Ltd,16799," 3,374.50 "
Communities And Local Government,Queen Elizabeth II Conference Centre,14/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16800, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,14/09/2012,Advertising,Commercial,PATCH MEDIA LTD,16801," 2,449.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Freelance Technicians,Interface,NICK POWERS LTD,16802, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Membership Subscriptions,Administration,LONDON FIRST,16804," 15,000.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Gas,Operations,CORONA ENERGY,16805," 7,469.96 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,IT Equipment Maintenance,ITC Department,Grenke Leasing Ltd,16807, 431.86 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Sets,Interface,THE KEW WORKSHOP COMPANY LTD,16808," 1,310.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Equipment Hire,Interface,WHITE LIGHT LTD,16809," 6,685.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Travel,Event Management,GREATER LONDON HIRE LTD,16813, 766.12 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Rechargeable Expenses,Interface,GREATER LONDON HIRE LTD,16813, 17.17 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Maintenance,Operations,INTERSERVE PLC,16815, 424.53 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Equipment Hire,Interface,FIRST NETWORK LTD,16816," 3,679.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Equipment Hire,Event Management,Smiths Office Furniture or Furniture Hire UK,16817, 641.66 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Freelance Technicians,Interface,Coloured Red Productions Ltd,16819, 863.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Marketing,Commercial,VERIZON UK LIMITED,16820, 1.09 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Internet & Telecomms,ITC Department,VERIZON UK LIMITED,16820," 1,267.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Cost of Sales - Consumables,Interface,PROJECTED IMAGE UK LTD,16821, 342.50 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Consumables,ITC Department,Skye Direct Ltd,16822," 1,015.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Consumables,ITC Department,Skye Direct Ltd,16823, 860.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Maintenance,Interface,CADline Ltd,16824, 380.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Maintenance,Operations,ALDRIDGE SECURITY LTD,16826, 530.73 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Maintenance,Operations,REFUPAK SERVICES LTD,16828, 535.58 
Communities And Local Government,Queen Elizabeth II Conference Centre,17/09/2012,Consultants,Commercial,Jude Cosway Consultancy Services,16829," 1,685.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,18/09/2012,Cost of Sales - Freelance Technicians,Interface,NICK POWERS LTD,16832, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,18/09/2012,Cost of Sales - Freelance Technicians,Interface,NICK POWERS LTD,16833, 515.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Cost of Sales - Freelance Technicians,Interface,NEIL MACTAGGART PRODUCTION,16834, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Cost of Sales - Freelance Technicians,Interface,NEIL MACTAGGART PRODUCTION,16835, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Recruitment,Administration,PROSPERO RECRUITMENT LTD,16837," 3,450.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Cost of Sales - Freelance Technicians,Interface,Crewsaders Ltd,16838," 1,252.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16839, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,19/09/2012,Cleaners & Porters,Event Management,BPR GROUP EUROPE LTD,16840, 592.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,20/09/2012,Cost of Sales - Freelance Technicians,Interface,JACOBS MASSEY Audio Visual Recruitment,16843, 886.46 
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Maintenance,Operations,ANNODATA BUSINESS COMMUNICATIO,16844, 229.06 
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Maintenance,Operations,ANNODATA BUSINESS COMMUNICATIO,16847, 292.31 
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16850, 400.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16851," 1,063.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Equipment Hire,ITC Department,VERIZON UK LIMITED,16852," 7,358.72 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Equipment Hire,ITC Department,VERIZON UK LIMITED,16853," 7,358.72 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Marketing,Commercial,London and Partners,16854," 1,500.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Equipment Hire,Interface,MINICAMS/ Webcast IT Ltd,16855," 1,275.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Telecommunications,ITC Department,VERIZON UK LIMITED,16856," 4,906.19 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Telecommunications,ITC Department,VERIZON UK LIMITED,16857," 10,705.60 "
Communities And Local Government,Queen Elizabeth II Conference Centre,21/09/2012,Cost of Sales - Telecommunications,ITC Department,MAINTEL EUROPE LTD,16858," 2,302.24 "
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Time & Labour,Event Management,GALLOWGLASS LIMITED,16862, 240.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Time & Labour,Event Management,GALLOWGLASS LIMITED,16863, 240.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Marketing,Commercial,HENDERSON WEB DESIGN LTD,16864, 485.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Equipment Hire,Event Management,Roll-A-Ramp (Europe) Ltd,16866, 645.90 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Maintenance,Operations,PHS GROUP PLC/ PHS Datashred,16869," 3,468.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,IT Equipment Maintenance,ITC Department,Grenke Leasing Ltd,16870, 637.17 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16873, 827.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Freelance Technicians,Interface,Third Floor Ltd,16875, 209.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16876, 427.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Uniforms,Interface,EVENT MERCHANDISING LTD,16877, 830.23 
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16879," 1,367.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,25/09/2012,Marketing,Commercial,Freelancer,16879, 200.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,27/09/2012,Exhibitions,Commercial,CENTAUR EXIBITIONS LTD,16885," 1,161.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,27/09/2012,Advertising,Commercial,PATCH MEDIA LTD,16887," 4,500.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cleaners & Porters,Event Management,INTERSERVE PLC,16888," 38,218.42 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Maintenance,Operations,INTERSERVE PLC,16888," 16,946.82 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Security,Operations,INTERSERVE PLC,16888," 30,523.57 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Time & Labour,Event Management,GALLOWGLASS LIMITED,16889, 240.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Time & Labour,Event Management,GALLOWGLASS LIMITED,16891, 260.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Freelance Technicians,Interface,AMS Events (Sound and Lighting) Ltd,16893, 427.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16894," 1,439.00 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16895, 800.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Disposal Of Waste,Operations,BYWATERS (LEYTON) LTD,16896," 2,532.87 "
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Cost of Sales - Freelance Technicians,Interface,NEIL MACTAGGART PRODUCTION,16901, 800.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Payroll Costs,Administration,LOGICA IT SERVICES UK LTD,16905, 234.96 
Communities And Local Government,Queen Elizabeth II Conference Centre,01/10/2012,Payroll Costs,Administration,LOGICA IT SERVICES UK LTD,16907, 398.02 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Cost of Sales - Freelance Technicians,Interface,Freelancer,16908, 690.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Cost of Sales - Freelance Technicians,Interface,Ambient Sound Ltd,16909, 227.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Cost of Sales - Sets,Interface,BLACKOUT LTD,16910, 250.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Cost of Sales - Equipment Hire,Interface,FIRST NETWORK LTD,16911, 404.80 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Cost of Sales - Equipment Hire,Interface,WHITE LIGHT LTD,16912, 300.00 
Communities And Local Government,Queen Elizabeth II Conference Centre,02/10/2012,Travel,Interface,EXPOSE TRAVEL MANAGEMENT LTD,16915," 1,120.80 "
