ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Fire Service College,SECURITY,ADT FIRE & SECURITY PLC,929.28
Fire Service College,SOFTWARE,CALLSKILLS LTD,780.00
Fire Service College,SOFTWARE,EDUSERV,715.64
Fire Service College,SOFTWARE,G2 INTEGRATED SOLUTIONS,"5,066.95"
Fire Service College,SOFTWARE,GLADSTONE MRM LTD,"2,953.78"
Fire Service College,SOFTWARE,ICS SOLUTIONS LTD.,"2,249.99"
Fire Service College,SOFTWARE,IMC (UK) LEARNING LTD,"39,450.00"
Fire Service College,SOFTWARE,IRIS ENTERPRISE SOFTWARE LTD,"10,476.50"
Fire Service College,SOFTWARE,IS OXFORD,"3,615.50"
Fire Service College,SOFTWARE,L.F.E.P.A,515.38
Fire Service College,SOFTWARE,MINTA INSTRUMENTATION LTD.,675.00
Fire Service College,SOFTWARE,NCC SERVICES LTD,945.00
Fire Service College,SOFTWARE,NORTHGATE ARINSO,"8,252.51"
Fire Service College,SOFTWARE,PC-WARE,"2,763.15"
Fire Service College,SOFTWARE,QUBE  GLOBAL SOFTWARE - PLANET,"5,616.60"
Fire Service College,SOFTWARE,RED EARTH SOFTWARE (UK) LTD.,"1,434.00"
Fire Service College,SOFTWARE,RM EDUCATION PLC,"12,725.22"
Fire Service College,SOFTWARE,SCIENTIA LTD,"7,790.04"
Fire Service College,SOFTWARE,SES SOFTWARE ESCROW SOLUTIONS,"1,325.70"
Fire Service College,SOFTWARE,SOFTBRANDS EUROPE LTD,"2,780.73"
Fire Service College,SPECIALIST CONTRACTORS,A.D. PIMLOTT,"2,504.00"
Fire Service College,SPECIALIST CONTRACTORS,ABC RISK MANAGMENT LTD,"4,000.00"
Fire Service College,SPECIALIST CONTRACTORS,ADDISS,"1,635.00"
Fire Service College,SPECIALIST CONTRACTORS,ALISON CHARLOTTE HUME,926.32
Fire Service College,SPECIALIST CONTRACTORS,AP FIRE SAFETY LTD,"7,992.20"
Fire Service College,SPECIALIST CONTRACTORS,AVON FIRE & RESCUE SERVICES,"6,336.07"
Fire Service College,SPECIALIST CONTRACTORS,BUCKINGAMSHIRE FIRE & RESCUE SERVICE,"14,416.90"
Fire Service College,SPECIALIST CONTRACTORS,C.P. GREGORY & ASSOCIATES LTD,"4,350.00"
Fire Service College,SPECIALIST CONTRACTORS,CASUALTIES UNION,"1,921.00"
Fire Service College,SPECIALIST CONTRACTORS,CHRIS KEEBLE LIMITED,528.80
Fire Service College,SPECIALIST CONTRACTORS,CODEXR LTD,"6,300.00"
Fire Service College,SPECIALIST CONTRACTORS,CONSULTANCY SERVICES LTD.,"1,016.50"
Fire Service College,SPECIALIST CONTRACTORS,CORNWALL COUNTY COUNCIL,"3,120.00"
Fire Service College,SPECIALIST CONTRACTORS,CWM TAFF NHS TRUST,"1,250.00"
Fire Service College,SPECIALIST CONTRACTORS,DBI CONSULTING,"162,413.00"
Fire Service College,SPECIALIST CONTRACTORS,DRAEGER SAFETY UK LTD.,"21,060.00"
Fire Service College,SPECIALIST CONTRACTORS,DURADIAMOND HEALTHCARE LTD.,"7,056.20"
Fire Service College,SPECIALIST CONTRACTORS,E.G. TRAINING & CONSULTANCY,"13,182.60"
Fire Service College,SPECIALIST CONTRACTORS,ESSEX COUNTY FIRE & RESCUE SERVICE,"2,080.00"
Fire Service College,SPECIALIST CONTRACTORS,EXPECT INTERNATIONAL LTD,"7,029.50"
Fire Service College,SPECIALIST CONTRACTORS,FALKIRK COUNCIL,"2,409.19"
Fire Service College,SPECIALIST CONTRACTORS,FIRE SAFETY CONSULTANCY LTD,"4,113.50"
Fire Service College,SPECIALIST CONTRACTORS,FIRE SAFETY SOLUTIONS LTD,"3,120.00"
Fire Service College,SPECIALIST CONTRACTORS,FIRE SURVEYS INTERNATIONAL LTD,"3,900.00"
Fire Service College,SPECIALIST CONTRACTORS,FISHER SCOGGINS LLP,845.30
Fire Service College,SPECIALIST CONTRACTORS,FORENSIC SCIENCE SERVICE,"10,618.55"
Fire Service College,SPECIALIST CONTRACTORS,FPM LTD,"3,999.00"
Fire Service College,SPECIALIST CONTRACTORS,GORDON RUSSEL ASSOCIATES LTD,567.44
Fire Service College,SPECIALIST CONTRACTORS,HANOVER ASSOCIATES (UK) LTD,"12,900.22"
Fire Service College,SPECIALIST CONTRACTORS,HELICOPTER EMERGENCY MEDICAL SERVICES,"7,500.00"
Fire Service College,SPECIALIST CONTRACTORS,HEREFORD & WORCESTER FIRE & RESCUE SERVICE H,"1,352.39"
Fire Service College,SPECIALIST CONTRACTORS,INFICON GMBH,"83,866.61"
Fire Service College,SPECIALIST CONTRACTORS,JAGTAR SINGH,675.00
Fire Service College,SPECIALIST CONTRACTORS,JOSEPH A BISHOP,"30,421.32"
Fire Service College,SPECIALIST CONTRACTORS,KA C&CC,"71,681.15"
Fire Service College,SPECIALIST CONTRACTORS,KENT FIRE & RESCUE SERVICE,"1,000.00"
Fire Service College,SPECIALIST CONTRACTORS,LEARNING AND SKILLS COUNCIL,"37,181.31"
Fire Service College,SPECIALIST CONTRACTORS,LENNARD MCCOURT ASSOICATES,"1,500.00"
Fire Service College,SPECIALIST CONTRACTORS,M LAWRENCE ASSOCIATES LTD,"2,700.00"
Fire Service College,SPECIALIST CONTRACTORS,METASOLUTIONS (FIRE SAFETY ENGINEERING) LTD,"3,825.00"
Fire Service College,SPECIALIST CONTRACTORS,MR I KITCHING,"1,163.30"
Fire Service College,SPECIALIST CONTRACTORS,NIGEL HUGHES,"6,173.30"
Fire Service College,SPECIALIST CONTRACTORS,NIGEL MASON,871.31
Fire Service College,SPECIALIST CONTRACTORS,NORTHERN IRELAND FIRE & RESCUE SERVICES,"4,753.80"
Fire Service College,SPECIALIST CONTRACTORS,NORTHUMBERLAND COUNTY COUNCIL,"1,240.00"
Fire Service College,SPECIALIST CONTRACTORS,NOTTINGAM FIRE & RESCUE SERVICE,"2,080.00"
Fire Service College,SPECIALIST CONTRACTORS,NPIA,"9,090.00"
Fire Service College,SPECIALIST CONTRACTORS,OHES ENVIRONMENTAL CONSULTANCY,667.60
Fire Service College,SPECIALIST CONTRACTORS,OXFORDSHIRE FIRE SERVICE HQ,"17,840.12"
Fire Service College,SPECIALIST CONTRACTORS,PAUL HARRISON FIRE SAFETY CONSULTANCY LTD,"5,962.55"
Fire Service College,SPECIALIST CONTRACTORS,PETER EVANS PARTNERSHIP,"6,997.60"
Fire Service College,SPECIALIST CONTRACTORS,PROFESSOR C CHATTERJEEE,"2,500.00"
Fire Service College,SPECIALIST CONTRACTORS,PYCKO SCIENTIFIC LTD.,"3,250.00"
Fire Service College,SPECIALIST CONTRACTORS,QUICKSILVER UK LIMITED,"8,199.50"
Fire Service College,SPECIALIST CONTRACTORS,SHIRLEY PARSONS ASSOCIATES,"2,925.00"
Fire Service College,SPECIALIST CONTRACTORS,SHROPSHIRE FRS HQ,"1,366.16"
Fire Service College,SPECIALIST CONTRACTORS,TEXAS ENGINEERING EXTENSION SERVICE,"22,298.76"
Fire Service College,SPECIALIST CONTRACTORS,THE OUTREACH ORGANISATION LTD.,"128,055.74"
Fire Service College,SPECIALIST CONTRACTORS,TORCH TRAINING ASSOCIATES,"18,850.00"
Fire Service College,SPECIALIST CONTRACTORS,UKOPA,"10,800.00"
Fire Service College,STAFF CHILDCARE,ACCOR SERVICES,670.94
Fire Service College,STAFF HANDS,ADVANCED NEW TECHNOLOGY,685.00
Fire Service College,STAFF HANDS,ALLSIGNS,"1,143.37"
Fire Service College,STAFF HANDS,ATOS ORIGIN,962.22
Fire Service College,STAFF HANDS,ESPO,"4,825.41"
Fire Service College,STAFF HANDS,FIRST RESPONSE TRAINING & CONSULTANCY SERVICE,"1,125.00"
Fire Service College,STAFF HANDS,NINEHUNDRED COMMUNICATIONS,"2,137.94"
Fire Service College,STAFF HANDS,POSTURITE (UK) LTD,"2,448.76"
Fire Service College,STAFF HANDS,S P SERVICES,"3,639.08"
Fire Service College,STAFF HANDS,SCOTT HEALTH & SAFETY LTD,840.00
Fire Service College,STAFF HANDS,STRESS CHECK LTD,790.63
Fire Service College,STAFF HANDS,WORKRITE,"5,314.32"
Fire Service College,STAFF HANDS,XLR8 SPORTS LTD T/A LEISURE LAKES CHELTENHAM,"5,263.80"
Fire Service College,STAFF MEDICAL CARE,DOCTORCALL LTD,801.00
Fire Service College,STAFF RELOCATION,ABELS MOVING SERVICES,"1,792.43"
Fire Service College,STAFF RELOCATION,CHELTENHAM REMOVAL CO LTD,"3,753.00"
Fire Service College,STAFF RELOCATION,COTSWOLD CARRIERS,"1,055.00"
Fire Service College,STAFF RELOCATION,GOODWINS OF STAFFORD,759.00
Fire Service College,STAFF SUBS,AEA TECHNOLOGY PLC,"7,220.11"
Fire Service College,STAFF SUBS,ASHRIDGE,"13,781.26"
Fire Service College,STAFF SUBS,BARBOUR,"2,907.00"
Fire Service College,STAFF SUBS,BRITISH QUALITY FOUNDATION,500.00
Fire Service College,STAFF SUBS,BRITISH SAFETY COUNCIL,"1,027.50"
Fire Service College,STAFF SUBS,CFOA (SERVICES) LTD,"4,735.25"
Fire Service College,STAFF SUBS,FIRE INDUSTRY ASSOCIATION LTD (FIA),"1,150.00"
Fire Service College,STAFF SUBS,FREIGHT TRANSPORT ASSOCIATION,686.31
Fire Service College,STAFF SUBS,IHS TECHNICAL INDEXES LTD,"3,510.00"
Fire Service College,STAFF SUBS,INSTITUTION OF FIRE ENGINEERS,"2,719.00"
Fire Service College,STAFF SUBS,REED BUSINESS INFORMATION LTD,"3,130.00"
Fire Service College,STAFF SUBS,SKILLS FOR JUSTICE,"3,585.00"
Fire Service College,STAFF SUBS,SOCIETY OF MARITIME INDUSTRIES LTD,"1,305.25"
Fire Service College,STAFF SUBS,TECHNOGYM UK LTD,"6,451.14"
Fire Service College,STAFF SUBS,THE BRITISH ACCREDITATION COUNCIL,"1,470.68"
Fire Service College,STAFF SUBS,THE COPYRIGHT LICENSING AGENCY LTD,"1,521.00"
Fire Service College,STAFF SUBS,THE FIRE SERVICE SPORTS & ATHLETICS ASSCN,"1,050.00"
Fire Service College,STAFF SUBS,THE NEWSPAPER LICENSING AGENCY LTD,834.00
Fire Service College,STAFF SUBS,WOLTERS KLUWER (UK) LIMITED,"-1,055.26"
Fire Service College,TAXI,BAKERS COMMERCIAL SERVICES LTD.,925.00
Fire Service College,TAXI,E.T.C,"4,357.86"
Fire Service College,TECHNICAL CONSULTANCY,BEEPYG SUPPLY,"4,409.60"
Fire Service College,TECHNICAL CONSULTANCY,TFPL LTD.,"12,057.00"
Fire Service College,TECHNICAL SERVICES,COTSWOLD DISTRICT COUNCIL,"1,000.00"
Fire Service College,TELECOMS,AFFINITI (KINGSTON INBUSINESS),"17,129.70"
Fire Service College,TELECOMS,BAILEY TELECOM LIMITED,568.20
Fire Service College,TELECOMS,BAILEY TESWAINE LTD.,"8,357.13"
Fire Service College,TELECOMS,BRITISH TELECOM PLC,"12,219.64"
Fire Service College,TELECOMS,BT PAYPHONES,"1,357.13"
Fire Service College,TELECOMS,VODAFONE CORPORATE LTD,"31,785.96"
Fire Service College,TOOLS,BMD FABRICATIONS LTD.,"5,134.51"
Fire Service College,TOOLS,BUILDING AND PLUMBING SUPPLIERS LTD.,"1,005.04"
Fire Service College,TOOLS,CLUCAS MOE LTD.,"2,159.99"
Fire Service College,TOOLS,DEWALT (BLACK & DECKER),722.66
Fire Service College,TOOLS,E.C.HOPKINS LIMITED,"3,366.40"
Fire Service College,TOOLS,HILTI,"2,653.72"
Fire Service College,TOOLS,LIFE SAFETY DISTRIBUTION (HONEYWELL ANALYTICS,"2,991.00"
Fire Service College,TOOLS,MOWER MEDICS LTD,744.60
Fire Service College,TOOLS,RED BOX INTERNATIONAL LTD.,"1,799.40"
Fire Service College,TOOLS,TOTAL WORX SAFETY LTD,"2,275.84"
Fire Service College,TOOLS,WEBER RESCUE UK,"9,525.00"
Fire Service College,TRANSPORT PROVISION,BAKERS COMMERCIAL SERVICES LTD.,"41,471.00"
Fire Service College,TRANSPORT PROVISION,CHAUFFER DRIVEN BY BRUCE'S LTD,550.00
Fire Service College,TRANSPORT PROVISION,E.T.C,"25,251.84"
Fire Service College,VEHICLE HIRE,BAKERS COMMERCIAL SERVICES LTD.,"3,379.00"
Fire Service College,VEHICLE MAINTENANCE,ANGLOCO LTD,"1,265.00"
Fire Service College,VEHICLE MAINTENANCE,ANGUS FIRE ARMOUR LTD (THAME),"8,481.45"
Fire Service College,VEHICLE MAINTENANCE,APASEAL LTD,554.46
Fire Service College,VEHICLE MAINTENANCE,ATS EUROMASTER LTD,"2,094.56"
Fire Service College,VEHICLE MAINTENANCE,BARLOWORLD HANDLING LTD,618.70
Fire Service College,VEHICLE MAINTENANCE,DIRECT ACCESS PLATFORMS LTD,608.00
Fire Service College,VEHICLE MAINTENANCE,DURBIN METAL INDUSTRIES,"1,880.37"
Fire Service College,VEHICLE MAINTENANCE,R & W RECOVERY & REPAIRS,616.00
Fire Service College,VEHICLE MAINTENANCE,SPENCER COMMERCIAL SERVICES LTD.,"1,646.75"
Fire Service College,VEHICLE MAINTENANCE,TECALEMIT GARAGE EQUIPMENT CO LTD,816.42
Fire Service College,VEHICLE MAINTENANCE,TEREX-DEMAG LTD,"1,827.75"
Fire Service College,VEHICLE MAINTENANCE,TRUCKSTOP HAWKES,"16,352.84"
Fire Service College,VEHICLE MAINTENANCE,VOLVO TRUCK & BUS CENTRE WALES & WEST LTD,"2,269.16"
Fire Service College,VEHICLE MAINTENANCE,WURTH UK LIMITED,"4,233.92"
Fire Service College,VEHICLES MAINTENANCE,BUCK & HICKMAN LTD.,886.18
Fire Service College,VEHICLES MAINTENANCE,EXHAUST TYRE & BATTERIES LTD,"1,092.57"
Fire Service College,VEHICLES MAINTENANCE,J B SIGNS & GRAPHICS,"1,980.00"
Fire Service College,VEHICLES MAINTENANCE,LEADER GROUP UK,"3,418.00"
Fire Service College,VEHICLES MAINTENANCE,LILLESHALL STEEL SERVICES LTD,"1,681.71"
Fire Service College,VEHICLES MAINTENANCE,T.W. BROTHERTON & CO,"4,262.62"
Fire Service College,WASTE MANAGEMENT SERVICES,365 ENVIRONMENTAL SERVICES LTD.,900.00
Fire Service College,WATER,ADSM PLC,"11,029.23"
Fire Service College,WATER,THAMES WATER,"65,490.92"
Fire Service College,#,DCLG,"1,073,621.05"
Fire Service College,#,HM REVENUE & CUSTOMS,"326,213.11"
Fire Service College,#,TV LICENSING,"9,690.00"
