ALB,Supplier,Net Amount £
Ordnance Survey,Sweet & Maxwell Group,"7,261.49"
Ordnance Survey,Swets Information Services,"3,054.07"
Ordnance Survey,Symantec UK Ltd,"2,225.00"
Ordnance Survey,T Forsell & Son (Properties) Ltd,"1,493.14"
Ordnance Survey,T G Nuttall Packaging Ltd,"4,189.78"
Ordnance Survey,t.e.k.seating ltd,"6,896.08"
Ordnance Survey,TATA Consultancy Services Ltd,"644,506.32"
Ordnance Survey,Taylor Made Computer Solutions,"1,495.00"
Ordnance Survey,Ten Alps Communications Ltd,"6,525.00"
Ordnance Survey,tesco store,"15,196.28"
Ordnance Survey,Thames Loose Leaf,"307,958.58"
Ordnance Survey,The Bartley Lodge Hotel,"1,201.94"
Ordnance Survey,The Celtic Manor Resort,"70,134.88"
Ordnance Survey,The Copyright Licensing Agency Ltd,"13,525.00"
Ordnance Survey,The Corporate IT Forum Ltd,"15,880.00"
Ordnance Survey,the geoinformation group,"2,325.00"
Ordnance Survey,the grand hotel(st ann,"14,312.31"
Ordnance Survey,The History Press Ltd,"5,178.28"
Ordnance Survey,the hotel metropole,"2,751.80"
Ordnance Survey,The Kaoz Print Works Ltd,"10,579.11"
Ordnance Survey,The Labour Party Head Office,"5,260.00"
Ordnance Survey,The London Speaker Bureau,"1,530.00"
Ordnance Survey,The MathWorks Ltd,"3,908.00"
Ordnance Survey,The Mill and Old Swan,"1,496.59"
Ordnance Survey,The Missing Horse Consultancy Ltd,"12,115.00"
Ordnance Survey,The Newspaper Licensing,"12,339.60"
Ordnance Survey,The Performing Right Society Ltd,"3,211.49"
Ordnance Survey,The Pipeline Industries Guild Ltd,"2,120.00"
Ordnance Survey,the princess st hotel,"1,137.28"
Ordnance Survey,The Reality Business Ltd,"12,692.67"
Ordnance Survey,The Reward Partnership,"11,854.13"
Ordnance Survey,the uk oracle user,"1,450.00"
Ordnance Survey,the white horse hotel,"6,069.66"
Ordnance Survey,the yarrow resort hotel,"1,352.11"
Ordnance Survey,thistle cardiff front des,"16,773.73"
Ordnance Survey,tmp.Worldwide,"45,699.59"
Ordnance Survey,TNS Media Intelligence,"2,101.50"
Ordnance Survey,tns services ltd,"3,640.77"
Ordnance Survey,Towers Perrin,"1,260.00"
Ordnance Survey,Town or Country (Hampshire) Ltd,"36,919.35"
Ordnance Survey,trainline.com ltd,"9,362.50"
Ordnance Survey,travelodge,"3,626.64"
Ordnance Survey,tsi (uk) ltd 01,"5,678.32"
Ordnance Survey,Ttex,"3,750.00"
Ordnance Survey,Turley Associates,"1,964.84"
Ordnance Survey,UK Water Industry Research Limited,"10,000.00"
Ordnance Survey,unicom seminars ltd,"1,690.75"
Ordnance Survey,United Utilities Water Ltd,"1,071.04"
Ordnance Survey,United Wipes,"3,216.50"
Ordnance Survey,ups,"1,124.52"
Ordnance Survey,urban beach hotel,"1,488.70"
Ordnance Survey,velcro ltd,"1,122.86"
Ordnance Survey,vir atl,"7,297.04"
Ordnance Survey,virgin (wc) trains,"5,894.40"
Ordnance Survey,virgin media pymts,"1,582.20"
Ordnance Survey,Virtalis Ltd,"10,515.00"
Ordnance Survey,Vision in Print,"22,779.67"
Ordnance Survey,Visions Consulting Company Ltd,"277,488.04"
Ordnance Survey,vitra ltd,"3,324.50"
Ordnance Survey,Vodafone Corporate Ltd,"208,481.58"
Ordnance Survey,w m morrisons,"4,592.37"
Ordnance Survey,Waterfront Solicitors LLP,"39,528.65"
Ordnance Survey,wbr.co.uk,"4,800.06"
Ordnance Survey,wessex training ltd,"6,026.58"
Ordnance Survey,West Associates,"31,633.00"
Ordnance Survey,West Island Ltd,"3,103.00"
Ordnance Survey,westmoreland hotel,"3,423.45"
Ordnance Survey,wightlink ferries,"2,163.72"
Ordnance Survey,Willis Limited,"368,177.63"
Ordnance Survey,Wincanton,"11,365.00"
Ordnance Survey,woodlands lodge hotel,"1,336.72"
Ordnance Survey,Wragge & Co. LLP,"95,871.49"
Ordnance Survey,wroxton house hotel,"1,865.40"
Ordnance Survey,www.agi-org.uk,"11,228.33"
Ordnance Survey,www.ciltuk.org.uk,"3,345.00"
Ordnance Survey,www.cotswoldoutdoo,"11,938.50"
Ordnance Survey,www.easyjet.edf7r69,"1,250.99"
Ordnance Survey,www.gettyimages.com,"5,779.10"
Ordnance Survey,www.haygroup.com,"4,640.66"
Ordnance Survey,www.printware-ameiva,"5,085.01"
Ordnance Survey,www.rocom.co.uk,"5,253.63"
Ordnance Survey,Xerox (UK) Ltd,"2,951.79"
Ordnance Survey,Xerox Finance,"5,232.00"
Ordnance Survey,xma ltd,"4,850.41"
Ordnance Survey,Xpedite Systems Ltd,"5,272.97"
Ordnance Survey,yorkshire water,"4,042.75"
Ordnance Survey,YourNest Ltd,"10,839.13"
Ordnance Survey,Z-Card Limited,"3,898.00"
Ordnance Survey,Zurich Financial Svcs (UKISA) Ltd,"10,000.00"
Ordnance Survey,Zyntax Consulting Ltd,"23,450.00"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
