Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,16/07/2012,Publications,Communications,DURRANTS LTD,,Large,,5106181147,Press cutting service,EC1Y 8QE,529.38,
Communities & Local Government,PINS,17/07/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106181196,Extension 11/06/12-06/07/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,18/07/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106181354,Statutory Advertising - ROW,W1T 7RQ,492.52,
Communities & Local Government,PINS,18/07/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106181347,Hosting of Web Pages - April 2012,BS1 6PN,"2,500.00",
Communities & Local Government,PINS,18/07/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100001646,#,RG12 9YL,840.00,
Communities & Local Government,PINS,18/07/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100001646,#,RG12 9YL,81.45,
Communities & Local Government,PINS,18/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181247,BANNER CLOSED LOOP A4 PAPER,NR3 1PD,408.24,
Communities & Local Government,PINS,18/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181247,STEINBEIS A3 PAPER,NR3 1PD,135.78,
Communities & Local Government,PINS,18/07/2012,Training,Inspector Costs,OTS BACS VENDOR,,Not assigned,,2100001650,#,#,"1,932.48",
Communities & Local Government,PINS,19/07/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106181359,Services,MK3 5JP,"32,900.08",
Communities & Local Government,PINS,19/07/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100001694,#,NE3 4JR,"1,512.00",
Communities & Local Government,PINS,19/07/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100001694,#,NE3 4JR,189.02,
Communities & Local Government,PINS,19/07/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100001698,#,S10 2NQ,"1,078.00",
Communities & Local Government,PINS,19/07/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100001698,#,S10 2NQ,172.00,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,4D PREST RING BINDERS,NR3 1PD,282.24,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER A4 WIRE BOUND REFILL PADS,NR3 1PD,25.60,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER BAR TAGS RED,NR3 1PD,51.60,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER BUFF PACKING TAPE,NR3 1PD,167.62,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER ECONOMY PUNCHED POCKETS,NR3 1PD,42.72,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER PLAIN SMALL PAPERCLIPS,NR3 1PD,1.92,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER RECYCLED MEMO PADS,NR3 1PD,177.00,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER RUBBER BANDS 6 X 180MM,NR3 1PD,21.60,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER SQUARE CUT FOLDERS BLUE,NR3 1PD,56.52,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER STORAGE BOXES,NR3 1PD,151.02,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,BANNER YELLOW SELF STICK NOTES,NR3 1PD,247.39,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,COUNSEL NOTEBOOKS A4 80 PAGE,NR3 1PD,39.60,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,DURABLE TABLE PLACE NAME HOLDERS,NR3 1PD,964.55,
Communities & Local Government,PINS,19/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181362,PAVO SCISSORS,NR3 1PD,6.48,
Communities & Local Government,PINS,20/07/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106181453,Extension 11/06/12-06/07/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,20/07/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106181422,Postal Services,S49 1HQ,"2,259.41",
Communities & Local Government,PINS,20/07/2012,Courier Services,Finance & Procurement,ROYAL MAIL,,Large,,5106181425,Postal Services,S49 1HQ,"7,500.00",
Communities & Local Government,PINS,20/07/2012,Electricity,Estates,EDF ENERGY 1 LIMITED,,Large,,5106181427,Electrical utilities,PL3 5XQ,"39,325.62",
Communities & Local Government,PINS,20/07/2012,Gas,Estates,CORONA ENERGY LTD,,Large,,5106181420,Gas Utilities,WD17 1JW,"3,257.54",
Communities & Local Government,PINS,20/07/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106181421,Hardware Maintenance April 12,GU14 0NL,618.20,
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100001745,#,CB6 3PG,"1,680.00",
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100001745,#,CB6 3PG,98.40,
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001700,#,PE9 4EF,"1,120.00",
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001700,#,PE9 4EF,81.60,
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN CHAMPION,,Micro,,2100001704,#,KT24 5HH,"2,744.00",
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Expenses Planning,MARTIN CHAMPION,,Micro,,2100001704,#,KT24 5HH,151.20,
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Fees Planning,MUSTON PLANNING,,Micro,,2100001703,#,BA1 7UD,"3,528.00",
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Expenses Planning,MUSTON PLANNING,,Micro,,2100001703,#,BA1 7UD,267.12,
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100001702,#,BN8 5DW,"2,016.00",
Communities & Local Government,PINS,20/07/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100001702,#,BN8 5DW,77.40,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181424,PINS ENV 11 x 1000,KT14 7LF,570.00,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181424,PINS ENV 7 x 2500,KT14 7LF,435.00,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181439,PINS ENV 11 x 1000,KT14 7LF,570.00,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181439,PINS ENV 7 x 2500,KT14 7LF,435.00,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181440,PINS ENV 11 x 1000,KT14 7LF,570.00,
Communities & Local Government,PINS,20/07/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106181440,PINS ENV 7 x 2500,KT14 7LF,435.00,
Communities & Local Government,PINS,20/07/2012,Steady State Service Provision,Change & Secretariat,GOVT ACTUARYS DEPARTMENT,,Public Bodies,,5106181441,Actuarial Services June 2012,EC4A 1AB,900.00,
Communities & Local Government,PINS,20/07/2012,Translations,Wales Director,TROSOL CYFYNGEDIG,,Small,,5106181447,Welsh translation for PINS Wales,CF14 5GH,"3,459.23",
Communities & Local Government,PINS,23/07/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106181468,Changes to NID Website - May 2012,BS1 6PN,486.00,
Communities & Local Government,PINS,23/07/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106181468,Hosting of NID Website - May 2012,BS1 6PN,"2,500.00",
Communities & Local Government,PINS,23/07/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106181471,Changes to NID Website - June 2012,BS1 6PN,"1,309.50",
Communities & Local Government,PINS,23/07/2012,IT - Service Contracts,ICT,PLANNING PORTAL,,Public Bodies,,5106181471,Hosting of NID Website - June 2012,BS1 6PN,"2,500.00",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001768,#,BA1 7AB,887.04,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001768,#,BA1 7AB,79.92,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001769,#,BA1 7AB,887.04,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001769,#,BA1 7AB,103.68,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001756,#,GL6 0SA,"1,400.00",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001756,#,GL6 0SA,145.25,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100001789,#,TA3 5JL,"1,800.00",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100001789,#,TA3 5JL,33.32,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100001772,#,WA16 6BY,"1,034.88",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100001772,#,WA16 6BY,165.24,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100001776,#,WA16 6BY,"2,143.68",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100001776,#,WA16 6BY,136.08,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100001777,#,WA16 6BY,"1,626.24",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100001777,#,WA16 6BY,105.48,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Micro,,2100001750,#,EX15 3NL,517.44,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Micro,,2100001750,#,EX15 3NL,99.36,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001752,#,LE9 9FL,"1,349.04",
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100001752,#,LE9 9FL,140.58,
Communities & Local Government,PINS,23/07/2012,NSI Fees & Expenses,NSI Fees Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100001781,#,B90 3LP,839.03,
Communities & Local Government,PINS,23/07/2012,Rates,Estates,BRISTOL CITY COUNCIL,,Public Bodies,,5106181470,Buisness Rates for Temple Quay House,BS99 1SD,"704,461.51",
Communities & Local Government,PINS,23/07/2012,Training,Inspector Costs,OTS BACS VENDOR,,Not assigned,,2100001770,#,#,"1,047.30",
Communities & Local Government,PINS,24/07/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106181487,Postal Charges,S49 1HQ,"2,011.76",
Communities & Local Government,PINS,24/07/2012,Legal Fees,Quality Assurance Unit,TREASURY SOLICITORS DEPT,,Public Bodies,,5106181518,TSOL Service Charge,WC2B 4TS,"64,960.00",
Communities & Local Government,PINS,24/07/2012,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106181505,Lone Worker costs,NG24 2EG,"4,117.55",
Communities & Local Government,PINS,24/07/2012,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106181523,Lone Worker Service Charge,NG24 2EG,"1,958.10",
Communities & Local Government,PINS,24/07/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001791,#,HG4 1HZ,"1,344.00",
Communities & Local Government,PINS,24/07/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100001790,#,SL5 9EA,"1,176.00",
Communities & Local Government,PINS,24/07/2012,NSI Fees & Expenses,NSI Expenses Planning,LEIGH & GLENNIE LTD,,Micro,,2100001790,#,SL5 9EA,92.88,
Communities & Local Government,PINS,24/07/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106181527,Hotel Bookings (inc comm RFD credit),BD1 3AZ,"5,370.59",
Communities & Local Government,PINS,25/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181548,CLOSED LOOP A4 PAPER,NR3 1PD,653.18,
Communities & Local Government,PINS,25/07/2012,Physical Storage,Admin Support,IRON MOUNTAIN (UK) LIMITED,,Large,,5106181560,Exit costs,EH54 7DF,"10,847.99",
Communities & Local Government,PINS,26/07/2012,Courier Services,IPC (agreed pre-integration),OTS BACS VENDOR,,Not assigned,,2100001838,#,#,"1,031.51",
Communities & Local Government,PINS,26/07/2012,Reimbursement of Home Working Costs,Estates,DEPT OF ENERGY & CLIMATE CHANGE,,Public Bodies,,5106181579,CRC Phase 1 Allowance Payment - 2011-12,SW1A 2AW,"17,772.00",
Communities & Local Government,PINS,27/07/2012,IT SUPPORT,Project Horizon,MOUCHEL MANAGEMENT CONSULTING,,Large,,5106181670,Horizon Technical Specialist,GU22 6QX,"69,557.40",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Fees Planning,D C PLANNING LTD,,Data Not Provided,,2100001849,#,BH14 8AL,"2,150.40",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Expenses Planning,D C PLANNING LTD,,Data Not Provided,,2100001849,#,BH14 8AL,239.81,
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100001850,#,HG4 1HZ,"3,024.00",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001815,#,PE9 4EF,"1,120.00",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100001815,#,PE9 4EF,115.35,
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Small,,2100001814,#,PE30 3MB,"2,016.00",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Small,,2100001814,#,PE30 3MB,66.06,
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Fees Planning,LEIGH & GLENNIE LTD,,Micro,,2100001851,#,SL5 9EA,"1,680.00",
Communities & Local Government,PINS,27/07/2012,NSI Fees & Expenses,NSI Expenses Planning,LEIGH & GLENNIE LTD,,Micro,,2100001851,#,SL5 9EA,79.56,
Communities & Local Government,PINS,27/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181645,Closed Loop A4 paper.,NR3 1PD,653.18,
Communities & Local Government,PINS,27/07/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106181645,Plotter Rolls,NR3 1PD,271.44,
Communities & Local Government,PINS,30/07/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106181674,Replacement fire extinguishers,WD24 4WW,"4,063.46",
Communities & Local Government,PINS,30/07/2012,Courier Services,Estates,CITY LINK,,Large,,5106181682,City Link Postage,WA4 4SN,"1,528.59",
Communities & Local Government,PINS,30/07/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106181676,4th floor comms room repair AC unit,WD24 4WW,"1,599.83",
Communities & Local Government,PINS,30/07/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106181680,Repairs following 5yr electrical tests,WD24 4WW,"1,794.28",
Communities & Local Government,PINS,31/07/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001854,#,CM1 7DR,"1,848.00",
Communities & Local Government,PINS,31/07/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100001854,#,CM1 7DR,124.44,
Communities & Local Government,PINS,31/07/2012,NSI Fees & Expenses,NSI Fees Planning,H J L PLANNING,,Micro,,2100001882,#,CM3 1HZ,700.00,
Communities & Local Government,PINS,31/07/2012,NSI Fees & Expenses,NSI Expenses Planning,H J L PLANNING,,Micro,,2100001882,#,CM3 1HZ,27.90,
Communities & Local Government,PINS,31/07/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106181766,HP CC364X Black ink Toners for 64X.,NG11 7EP,711.12,
Communities & Local Government,PINS,31/07/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106181767,HP C8767EE Black ink carts for 339.,NG11 7EP,570.24,
Communities & Local Government,PINS,31/07/2012,Printing,Business Improvement,STATIONERY OFFICE LTD,,Large,,5106181759,Publication - Annual Rpt & Accts 2011/12,NR3 1PD,"1,000.00",
Communities & Local Government,PINS,31/07/2012,Training,IPC (agreed pre-integration),OTS BACS VENDOR,,Not assigned,,2100001852,#,#,527.59,
