Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Employment Relations Paternity & Adoption Pay : Reimbursement to Inland Revenue,Market and Frameworks Group - Labour Market,HM REVENUE & CUSTOMS,1032017,275396.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1032018,115.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1032018,15948
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Media Services,"Legal, People & Communications Group - Communications Directorate",NEWS INTERNATIONAL ASSOCIATED SERVICES LTD,1032019,-263.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Electricity,Finance & Commercial Group - Commercial Directorate,STOCKTON BOROUGH COUNCIL,1032020,720.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,KEVIN SHEPPARD,1032021,250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1032024,5903.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1032025,25.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032030,751.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032032,82.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032032,610.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032033,717.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Mobile Call Charges,Market and Frameworks Group - Europe and World Trade Directorates,VODAFONE LTD,1032034,2.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032036,799.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032037,775.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Mobile Call Charges,Market and Frameworks Group - Europe and World Trade Directorates,VODAFONE LTD,1032039,2.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Mobile Phones,"Legal, People & Communications Group - Communications Directorate",VODAFONE LTD,1032040,502.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Mobile Phones,"Legal, People & Communications Group - Communications Directorate",VODAFONE LTD,1032040,123.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1032041,1035.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,NATIONAL CAR PARKS LTD,1032043,1096.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Other Accommodation Charges,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DRAGON FIRE & SECURITY SYSTEMS LTD,1032045,36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1032053,19.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1032059,214500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1032064,304
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Other Staff Costs (Programme),Finance & Commercial Group - Commercial Directorate,BADENOCH AND CLARK LTD,1032065,1463.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Reprographic Equipment,Market and Frameworks Group - Market Frameworks DG,RICOH UK LTD,1032066,114.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Stationery,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LYRECO UK LTD,1032067,546.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Stationery,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LYRECO UK LTD,1032068,-17.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,ESSEX AND SUFFOLK WATER LTD,1032069,115
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Mobile Line Rental,Market and Frameworks Group - Consumer and Competition Policy,VODAFONE LTD,1032072,72.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",ELVIN & CO,1032073,294.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",ELVIN & CO,1032073,4.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",BTG GLOBAL RISK PARTNERS (DIVISION OF BEGBIES TRAYNOR (CENTRAL) LLP),1032074,2880
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",DAVIS COLEMAN LTD,1032076,153.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Interest on Post Office Working Capital Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032077,-8768.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032077,19000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Grant in Aid - Current -Other,Business & Skills Group - Enterprise Directorate,CAPITAL FOR ENTERPRISE LTD,1032078,425000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",FABER & CO,1032079,1077.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",FABER & CO,1032079,2.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",BEATA MOLGA,1032083,25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Other IT Costs (Programme),Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1032085,37199.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Freight Charges,Finance & Commercial Group - Commercial Directorate,DHL GLOBAL FORWARDING (UK) LTD,1032086,3312.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",MORECROFTS LLP,1032087,417.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",MORECROFTS LLP,1032087,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Mobile Line Rental,Market and Frameworks Group - Business Environment,VODAFONE LTD,1032088,15.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Freight Charges,Finance & Commercial Group - Commercial Directorate,DHL GLOBAL FORWARDING (UK) LTD,1032089,844.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Courier Services,Finance & Commercial Group - Commercial Directorate,TNT INTERNATIONAL UK,1032090,54.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Courier Services,Finance & Commercial Group - Finance Group,COPLEY COURIERS,1032091,69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Technical Advice / Services & Support,ESBR - Better Regulation Executive (BRE),SIR DONALD CURRY,1032093,3834
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Other Training Costs,"Legal, People & Communications Group - Communications Directorate",ZZZZHAMILTON MERCER TRAINING LTD,1032094,229
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1032095,11000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,Grants - Current - Other,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,US-UK FULBRIGHT COMMISSION,1032096,55000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1032097,2532.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Car Hire and Leasing,"Legal, People & Communications Group - Legal Services",ARVAL (UK) LTD,1032099,421.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",YVONNE HALLIDAY,1032103,33.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE COMMUNICAID GROUP,1032104,769.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,IT Services (Programme),Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1032106,31281.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2011,IT Services (Programme),Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1032107,31143.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1032108,2243.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,1032109,2400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1032110,1739.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,1032111,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1032112,6702.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,1032113,1400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1032116,52.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1032117,204.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Security Clearance Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DISCLOSURE SCOTLAND,1032118,175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1032119,64.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1032120,2989.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1032121,254.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1032122,32.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1032123,236.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,IT Services (Programme),Shareholder Executive - Shareholder Executive,FUJITSU SERVICES LTD,1032124,2857
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1032125,1859.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1032125,6044.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Technical Advice / Services & Support,Finance & Commercial Group - Finance Group,ELAN COMPUTING LTD,1032126,1479.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Technical Advice / Services & Support,Finance & Commercial Group - Finance Group,ELAN COMPUTING LTD,1032127,1849.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Technical Advice / Services & Support,Finance & Commercial Group - Finance Group,ELAN COMPUTING LTD,1032128,3699.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Reprographic Equipment,Finance & Commercial Group - Commercial Directorate,SOUTH EAST DRAWING OFFICE LTD,1032129,630.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",KJB Partners Ltd,1032130,1718.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,JOHN BRADSHAW & SON LTD T/A BCL,1032131,450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",KJB Partners Ltd,1032132,2399.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Car Hire and Leasing (Programme),Shareholder Executive - Shareholder Executive,ARVAL (UK) LTD,1032133,97.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Car Hire and Leasing,Business & Skills Group - Advanced Manufacturing Services,ARVAL (UK) LTD,1032136,70.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,LAND SECURITIES PROPERTIES LTD,1032137,61477.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Security Policy Service,Finance & Commercial Group - Commercial Directorate,CESG,1032138,4800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1032139,2792.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1032140,127624.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Static Line Rental,Knowledge and Innovation Group - Higher Education Admin,BRITISH TELECOMMUNICATIONS plc (BT),1032147,56.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Static Call Charges,Knowledge and Innovation Group - Higher Education Admin,BRITISH TELECOMMUNICATIONS plc (BT),1032147,73.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Taxis,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GREATER LONDON HIRE LTD,1032148,117.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,VIRGIN MEDIA BUSINESS LTD,1032188,780.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE WHITEHALL AND INDUSTRY GROUP,1032194,450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032196,208.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032196,310.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE INSTITUTE OF OPTOMETRY,1032197,76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1032198,158.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Telecommunications,Business & Skills Group - Advanced Manufacturing Services,TELEFONICA O2 UK LTD,1032205,14.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,SALTASH ENTERPRISES LTD,1032209,15600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Taxis,Market and Frameworks Group - Europe and World Trade Directorates,HUDSONS TAXIS,1032215,118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1032215,108
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Cash Consolidated Fund Extra Receipts Paid Over to HM Treasury,Corporate Payments,DEPARTMENT OF FINANCE AND PERSONNEL (NORTHERN IRELAND),1032216,4864063
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Cash Consolidated Fund Extra Receipts Paid Over to HM Treasury,Corporate Payments,ISLE OF MAN GOVERNMENT,1032217,281160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Cash Consolidated Fund Extra Receipts Paid Over to HM Treasury,Corporate Payments,STATES OF JERSEY,1032218,372479
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Cash Consolidated Fund Extra Receipts Paid Over to HM Treasury,Corporate Payments,STATES OF GUERNSEY,1032219,241449
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",ALEXANDER ROOKE,1032220,443.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Static Call Charges,Market and Frameworks Group - Business Environment,COMPANIES HOUSE,1032221,91.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,OFFICE ANGELS LTD,1032222,492.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,OFFICE ANGELS LTD,1032223,492.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Courier Services,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1032224,48.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",SAFESTORE LTD,1032225,242.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,On-Line Databases,Knowledge and Innovation Group - Higher Education Admin,UCAS MEDIA LTD,1032226,4875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2011,Local IT Maintenance & Support,Market and Frameworks Group - Business Environment,COMPANIES HOUSE,1032228,2069.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BRITISH TELECOMMUNICATIONS plc (BT),1032230,117.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,EDUSERV TECHNOLOGIES LTD,1032237,13510.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1032239,503.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1032239,22.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Financial Advice and Services,Knowledge and Innovation Group - Innovation,CAPITAL FOR ENTERPRISE LTD,1032242,8333.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Other Printing and Stationery Costs,"Legal, People & Communications Group - Communications Directorate",PRESSGANG REPROGRAPHICS LTD,1032244,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1032245,5460
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,ELAN COMPUTING LTD,1032245,1625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Interest on Post Office Working Capital Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032247,-8293.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032247,9000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1032249,28.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Grants - Current - Other,Business & Skills Group - Information Economy,NATIONAL MICROELECTRONICS INSTITUTE (NMI),1032250,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,SIGN SUPPLY LTD,1032251,460.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Courier Services,Finance & Commercial Group - Commercial Directorate,TNT UK LTD,1032252,420.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1032253,40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Commercial Directorate,MANPOWER UK LTD,1032254,2035.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Maintenance of Office Machinery,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES LTD,1032255,365.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Media Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,COI COMMUNICATIONS,1032257,31000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,OPUS ENERGY LTD,1032258,47215.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Telephone Helpline Services,Market and Frameworks Group - Consumer and Competition Policy,MONEY ADVICE TRUST,1032259,250000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,IDEAL CLEANING SERVICES LTD,1032260,56.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Recruitment Advice and Services,Business & Skills Group - RDA Transition and Closures,AON HEWITT LTD,1032261,5037.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1032262,418.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Market and Frameworks Group - Consumer and Competition Policy,SCOTTISH ASSOCIATION CITIZENS ADVICE BUREAUX,1032265,494018
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Entertaining UK,Office of Manpower Economics - Office of Manpower Economics,STAKIS LTD,1032266,446.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2011,Grants - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,SCOTTISH ASSOCIATION CITIZENS ADVICE BUREAUX,1032267,327227
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1032275,593.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2011,Grants - Current - Other,Business & Skills Group - Skills Directorate,DISABILITY ALLIANCE EDUCATIONAL AND RESEARCH ASSOCIATION LTD,1032276,65000
