FREEDOM OF INFORMATION,,
MOD Requests to 04 April 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,

Case Number,Date Due,Request Summary
16-03-2011-171109-002,11/04/2011,Please advise on the final disposal of radioactive waste taken away by civilian AWRE workers from ground zero and the surrounding areas and the results of tests at Christmas Island in 1958. 
17-03-2011-090232-001,08/04/2011,"Please advise on the total number of court martials, along with a breakdown by type of crime, for 2009 and 2010."
17-03-2011-090234-001,12/04/2011,Please provide information on canister batch No. PWD 09-08-515.
17-03-2011-094817-001,13/04/2011,"Please advise whether the HQ Land Forces Policy Directive, dated 17 February 2010 regarding the use of civilian paintball sites, has changed. "
17-03-2011-103940-003,14/04/2011,Please advise on the total number of British Armed Forces personnel deployed overseas. 
17-03-2011-110204-002,12/04/2011,Please provide the specification and/or producer the British Army used to use for camouflage fabric in the topics.
17-03-2011-112900-004,14/04/2011,Please provide details of discussions or meetings regarding the creation of a national defence medal.
17-03-2011-114408-003,11/04/2011,Please advise how much time approximately was spent on PPPA case xxxxxxxx by xxxxxxxxxx and xxxxxxxxxx. 
17-03-2011-115426-005,14/04/2011,Please advise and provide information on the Resettlement Commutation factors that were revised on 6 April 2010.
17-03-2011-120726-004,17/01/2011,"Please provide information on the total number of employees at SPVA sites in Blackpool, total number of employees with 'FY' in postcode along with information on possible job losses and budget cuts for the next four years."
17-03-2011-122318-005,10/03/2011,Please advise on the proportion and types of UK Armed Forces personnel that claim Home to Duty Allowance.
17-03-2011-142455-003,14/04/2011,Please provide copies of any press briefings/statements/releases issued by the MOD in from 1 April 1994 to 30 September 1994 that relate to the deployment of British troops to Rwanda as part of Operation Gabriel.
17-03-2011-153552-004,14/04/2011,Please provide information and details of redundancy payments paid to MOD Animal Welfare Advisory Committee staff.
17-03-2011-153600-001,13/04/2011,Please provide a breakdown by types of assistance that have been provided by the Ambulance Maritime Incident Response Teams.
18-03-2011-084336-001,14/04/2011,"Please provide information on UFO sightings in the county of Surrey, from 1 January 2000  - present."
18-03-2011-090340-002,14/04/2011,"Please provide any plans, elevations or sections of the HMS Ark Royal RO7."
18-03-2011-101533-001,22/10/2010,Please advise on the likely number of service personnel returning to the West Midlands following deployment in Afghanistan and the available support they will receive.
18-03-2011-102318-002,25/02/2010,"Please provide the most recent copies of the SPVA ICT Strategy/ICT Business Plan, Procurement Strategy, Corporate Plan, Budget/Financial Plan and Annual Report."
18-03-2011-102946-003,19/02/2010,Please provide a copy of the Court/Board of Inquiry and any additional documentation relating to the death of xxxxxxxxxx grandfather during WWII.
18-03-2011-131922-001,15/04/2011,Please provide information and details on MOD expenditure for cosmetic surgery in the last three years.
18-03-2011-132432-002,15/04/2011,Please advise on the DCCIS outsourced work on a study into a the Ph3 ELUR blended learning course. 
18-03-2011-152448-003,15/04/2011,Please provide copies of all correspondence sent to Ministers regarding advice on Atomic veterans.
18-03-2011-170020-004,15/04/2011,"Please advise on the Domestic and Gardening assistance that the Head of the Defence Fuels Group in Westmoors, Dorset is entitled to claim."
18-03-2011-170420-005,15/04/2011,"Please advise whether MOD has costed the financial impact of monitoring and enforcing a no-fly zone in Libya, and if so, the amount that has been estimated or set aside to fund it."
21-03-2011-102404-001,14/04/2011,Please provide a copy of the response to FOI request number 26-01-2011-134043-001 with a breakdown of the number of civilian and service personnel employed by MOD.
21-03-2011-103203-001,15/04/2011,"Requester  worked at the United Kingdom Hydrographic Office in Taunton in an SC role as an IT Technician for the past 5 years, left the role on February 25 2011, and was under the impression that there should be a 12 month period before this clearance lap"
21-03-2011-103539-002,15/04/2011,"Please provide the number of IT staff who are contractors, not civil servants, engaged by all IT activities as at a given date; the total number of days each of these contractors has been paid for and the amount of money that has been spent to engage thes"
21-03-2011-104347-003,18/04/2011,"For research on the origin and cause of the excessive contrails that tend to blot the sun out, please provide charts or any other information you could provide about regular flight pattern/routes over the east of England."
21-03-2011-104706-004,18/04/2011,Please provide a copy of the document listing what property was purchased and from whom to form Hadstock (later Little Malden) airfield during WWII.
21-03-2011-105347-005,18/04/2011,"Since qualifying as a Search and Rescue helicopter pilot, how many hours have been spent on duty as a pilot by Prince William, compared to the hours spent elsewhere on other duties."
21-03-2011-114119-006,18/04/2011,"Please provide the listed information with respect of all and any contracts let by MOD, or associated organisations, since the start of 2010, with any company that is part of the AlixPartners organisation i.e. this firm. http://www.alixpartners.com/en/ "
21-03-2011-114944-007,18/04/2011,"How many men and women have, as serving members of the Royal Navy, Army and Royal Air Force, sought to be conscientious objectors in each of the listed years. Please break down the yearly figures by gender, indicate which were successful and which went to"
21-03-2011-115413-008,18/04/2011,Please provide details of aircraft that protected the Midlands in the Battle of Britain from 1940 - 41 and names of the Wing Commanders and pilots.
21-03-2011-120242-009,18/04/2011,Please forward all the information relating to why secret clearance was needed for some members of Number 1 Stevedore Battalion in July 1940. I believe the battalion was a part of Stevedore Group D.C. II.
21-03-2011-120938-010,18/04/2011,Please provide figures of new recruits specifically in the British Army between the years of 2000 and 2010. Please also provide a list of the different recruitment campaigns used by the British Army in those years.
21-03-2011-122303-012,18/04/2011,Please provide information about Turkey invading Cyprus in 1974 and any information regarding to it.
21-03-2011-122821-013,03/05/2011,"Request for more information about operations in Libya. The Independent is reporting that the UK is calling their operation Operation Ellamy, and that Operation Odyssey Dawn is only specific to the United States."
21-03-2011-132426-001,12/05/2011,Thank you for providing the Board Of enquiry report. I have read through your explanation of why some parts are blanked out and therefore wish to clarify a few details.
21-03-2011-132520-002,15/04/2011,Request for an internal review of the information provided with the required sections quoted.
21-03-2011-140048-001,18/04/2011,Please provide a list of the number of recruits who signed up for each armed force per recruitment centre in the United Kingdom and then went on to successfully complete their training and signed a contract with their respective armed force.
21-03-2011-140525-002,18/04/2011,"As from 1 February 2011 please list disposition Defence Attaches number by Country, RN RAF or Army and Rank."
21-03-2011-144544-004,18/04/2011,Reference the MOD refusal to grant AWE permission to release information relating to the radiation levels at Ground Zero for Atomic bombs Pennant and Burgee in 1958. Please provide a copy of the reply sent to the AWE and explain the reasons for refusal to
21-03-2011-150746-005,18/04/2011,"Please supply the full Defence Equipment and Support document, including all annexes, on the Nimrod MRA4 projected dated 13th October 2010, with reference ?DES/11/06?"
21-03-2011-152042-007,18/04/2011,"Do you have any records relating to the 1942 raid on the harbour at Goa, India? The raid was undertaken by members of the Calcutta Light Horse and Calcutta Scottish units. The title OPERATION CREEK was applied. If records are available, where can they be "
21-03-2011-154548-001,15/04/2011,"Request for a copy of the graphical files referred to in the (MOD Branding guidelines) document. Specifically, all of the .ai Adobe Illustrator files mentioned, plus the high-resolution artwork of the Joint Services badge."
21-03-2011-160208-009,18/04/2011,"Have there been any links, reports or any information on RN personnel developing cancer/leukaemia after serving on nuclear submarines?"
21-03-2011-161609-011,18/04/2011,Request for an up to date list of uniform and equipment issued to a British soldier for an exhibition in June 2011 (comparing Roman soldier's kit with modern day soldier's kit).  I understand that the uniform may be changing and wondered if you could supp
21-03-2011-162111-012,18/04/2011,"Request for a list of all FOI requests made by MPs or Peers between 01/01/2009 and 21/03/2011. Provide details of the MPs or Peers (party affiliation, whether a frontbench team member or backbencher), the question asked, the date asked and whether it was "
21-03-2011-165207-013,18/04/2011,"Reference Freedom of Information request, Case No. 15-05-2009-115827-001 was made in 2009 regarding a specified Leading Airman, who was killed on 16.5.1942. Please provide the findings?"
21-03-2011-170346-014,18/04/2011,Request for information on Berkeley PLC's purchase of Royal Clarence Yard estate.
22-03-2011-100223-002,18/04/2011,"Reference the use of Newbattle Abbey College in Dalkeith, Midlothian as a training camp by the army during the second world war. Do you have any plans of the camp, photographs and training manuals for either of the two groups based there during the war: t"
22-03-2011-100745-003,18/04/2011,"Request for records, reports and other information held by the MOD relating to Type 45 destroyers."
22-03-2011-150106-001,18/04/2011,Request for information on HMS Cleopatra's movements (ports of call) from 1/01/1980 to 31/12/1980.
22-03-2011-150824-001,18/04/2011,Please provide information relating to the listed issues within MDP South East Division during the current financial year.
22-03-2011-151248-002,14/04/2011,Acknowledged receipt of a report and correspondence with the MoD's Head of Corporate Information requesting an independent review for the aspect of the case where information was withheld.  
22-03-2011-170933-003,19/04/2011,"Please disclose full details of the department’s communications with xxxxxxxxxx in each year since 2005. Please include details of correspondence and meetings between ministers and officials and the xxxxxxxxxx and reports, minutes, emails and official com"
22-03-2011-171501-004,19/04/2011,"Requesting how much has the MOD paid to private security contractors for operations in Iraq and Afghanistan since the start of both wars and in what capacity were they assisting the British effort? Also, since the start of the wars, has the MOD had to pay"
23-03-2011-102553-001,09/05/2011,"Various questions on attacks by British Forces on Libya, Afghanistan and Iraq"
23-03-2011-121303-002,20/04/2011,Please provide a carbon footprint of the MOD as a whole as listed including how much less of a carbon footprint would there be if there was absolutely no armed forces or anything to do with it's organization and administration at all; A breakdown of the c
23-03-2011-121700-003,20/04/2011,"Please provide a copy of PSA standard specification (M and E) no. 7, possibly an MOD standard. Please let me know if I can buy a copy of this?"
23-03-2011-144300-001,19/05/2011,How many MOD civilians were investigated for possible fraud in 2008/2009/2010?  How many were suspended whilst the investigation took place? How many were subsequently charged with a disciplinary offence?  How many were found guilty?  How many were dismis
23-03-2011-153819-002,20/04/2011,"Trying to find out who makes and supplies your replenishment at sea systems (winches, wires and tesnsioners) and the specs you have for such kit. Would also appreciate any information you may have re safety and reliability of such items."
23-03-2011-154151-001,14/04/2011,Request for various information relating to Aircraft (Numbers and Types) in the British Armed Force; closed or planned to closure of Military Structures and futures of Cadet Forces.
23-03-2011-193137-001,20/04/2011,"Please provide a breakdown, by age and location, on the number of staff in each of the organisations that currently provide services, that will be brought together to create the Defence Business Services organisation."
24-03-2011-093505-001,18/04/2011,"Please provide a history of the Defence Estates budget and amount spent each year over the last 5 years, including the amounts spent on prime contracts, SLAM, defence training estate and the housing prime contract."
24-03-2011-094632-002,21/04/2011,Request for access to file/documents National Archives reference: AIR 20/10262 which the National Archives advises has been transferred and is still retained by the Ministry of Defence.
24-03-2011-094751-003,20/04/2011,Statistics on the levels and types of injuries in new recruits to the military and whether these impact on progression through basic training.
24-03-2011-095519-004,21/04/2011,Nine questions requesting various information for the years FY 2007/08 and 2008/09 reference internal transfer applications received from serving Army soldiers for transfer to the R SIGNALS.
24-03-2011-100654-001,19/04/2011,"Reference UFO file from the MoD via the National archives file TNA ref DEFE24-2018-1-1, original reference D\Sec(AS)\64\4 part E. Please can you check the redaction and advise on what grounds it has been redacted and whether or not it should in fact be re"
24-03-2011-110807-005,21/04/2011,"How many operations were there in the Afghan regions of: Zabul, Paktika, Nuristan, Ghazni and Uruzgan during 2010? How many mobile phones are there on commercial networks in Afghanistan?"
24-03-2011-143245-001,19/04/2011,Request for copies of all advice provided by the MoD to BIS relating to the decision to revoke 24 individual licences and 20 open licences for Bahrain and copies of all advice provided by the MoD to BIS relating to the decision to revoke 8 individual lice
24-03-2011-145116-002,13/05/2011,How many local soldiers have lost their lives to date in Afghanistan? 
24-03-2011-145823-003,21/04/2011,Various questions requesting information about the Enhanced Learning Credit Claims administered by the Enhanced Learning Credit Administration Service.
24-03-2011-150947-005,20/04/2011,Please provide a copy of responses that have been released into the public domain in respect of the reference 14-12-2010-142552-002.
24-03-2011-161532-001,21/04/2011,"Please confirm the state of all Regional Activity Centres (RACs) and whether they are open or not?  Is there not any information concerning how successful the RACs have been in meeting their original objectives, and how this has been measured or estimated"
24-03-2011-165742-011,20/04/2011,"Reference Replenishment at sea equipment in some major Soviet surface ships [DEFE44/412]. Request to access this report or parts that are available for release, which is recorded in the catalogue of The National Archives as DSTI report 371."
24-03-2011-172346-014,21/04/2011,Request for a copy of the most up to date version of JSP 752 Tri-Service Regulations for Allowances.
24-03-2011-145057-001,25/03/2011,Request for a copy of MOD Records Keeping policy. 
25-03-2011-095414-001,21/04/2011,Reference MOD land at Finningley airport. Who at the MOD is responsible for the upkeep of the hedges as they are about 12 feet tall and stretch for about 50 yards and require cutting back.
25-03-2011-100929-002,21/04/2011,"Reference the Kent Ordinance School's Japanese Ohka 'Baka' bomb at Duxford. Could you advise if this is because it is to be restored? If so, to what extent and will the current colour scheme be changed? When do you expect the aircraft to be returned (assu"
25-03-2011-101458-003,21/04/2011,Reference an ex British Army BSA motorcycle. Request for any records MOD hold for this vehicle so that it can be registered in R.O.I.
25-03-2011-101925-004,26/04/2011,"How many of the current ministerial team have done any crisis management training? If any have, what was the training and when?"
25-03-2011-102439-005,26/04/2011,Please advise if the defence related nuclear activities are included in the review being carried out by Mike Weightman of the HSE who has been tasked by the Government to report on the implications of the unprecedented events in Japan and the lessons to b
25-03-2011-104242-006,26/04/2011,"Request for information regarding a withdrawn Hempel paint product by the MOD some time ago. The details of which are within the file, BS 820 i.e reasons for withdrawal etc."
25-03-2011-110723-007,26/04/2011,"How does Quality Management takes place in Explosive Ordnance Disposal (EOD), done by the military services? Who's responsibility is it to verify the quality of EOD?"
25-03-2011-111244-008,26/04/2011,"Reference the publication of a list of items with a value of over ?100 that have been taken without authorisation from the Ministry of Defence by Peter Luff in response to a Parliamentary question by Luciana Berger on March 24, please provide the exact lo"
25-03-2011-115836-011,26/04/2011,Please send a few copies of the publication called ''We Were There' or information where it could purchased.
25-03-2011-133702-001,26/04/2011,Please provide all unpublished documents examining the effectiveness of the Armed Forces recruitment campaigns including assessments of the Be The Best campaign as well as all others in the last 3 years.
28-03-2011-093033-001,26/04/2011,"Please provide copies of any DCI, AGAI, Royal Warrant (Army Pensions), newsletters, pension guide or any other regulation or instruction published between 1971 and May 2010 which would indicate that annual pension increases could be linked to anything oth"
28-03-2011-100902-001,19/04/2011,Please provide a copy of the BOI into the Gazelle accident - AH ZB680 in BATUS on 12 September 1990
28-03-2011-105801-002,26/04/2011,"Please provide a copy of the Military Aircraft Accident Summary concerning RAF Hunter Serial No. XJ637 which crashed near the village of Talsarn, near Lampeter, Mid Wales on 14 March 1979."
28-03-2011-110747-003,26/04/2011,Please advise what S.26 refers to in the instances cited in the Scientific & Technical Memorandum No. 55/2/00.
28-03-2011-111825-004,24/05/2011,Please advise how TNA document  DEFE 70/66 Promotion to Field Marshal of King Birenda of Nepal can be viewed.
28-03-2011-122903-008,13/05/2011,Please provide information on the seizure of documents from SS Schutzstaffel Entwicklungstelle 4 from 1945.
28-03-2011-135242-001,27/04/2011,"Please confirm and provide a list of any publications held by the MOD concerning SIP NO76 grenades (AW Bombs), WWII artefacts, issued to the Home Guard."
28-03-2011-140327-002,27/04/2011,Please provide information on the General Dynamics Model 100 which ran between around 1976 and 1984 and an aircraft known as Sneakey Pete. Please also provide information on the KC-135 Stratotanker incident in late August 1999.
28-03-2011-140922-003,27/04/2011,Please provide information on the current catering arrangements at RAF Kirton.
28-03-2011-141823-004,27/04/2011,"Please advise whether using HMNB Clyde as a setting for a novel will encounter any legal problems. Please also provide information on guarding nuclear submarine bases in the U.K., Rules of Engagement, etc"
28-03-2011-143634-001,21/04/2011,Please advise on the number of casualties in each medrescue and the specific types of injuries or illnesses involved.
28-03-2011-144947-002,26/04/2011,"Please provide a service breakdown of tables, 3.8, 3.9, 3.10 and 3.11 under Operational Fatalities and Casualties in the UK Defence statistics 2010."
29-03-2011-091527-001,27/04/2011,Is it possible to give an estimate of how many service children might currently have a parent serving in Afghanistan at the present time? And do you have any figures on the number of service children in the UK overall?
29-03-2011-100344-002,21/04/2011,From Vancouver Airports who have taken a majority interest in the Peel Airports group. The portfolio includes Durham Tees Valley and Doncaster Robin Hood Airports. Request to identify any areas of contamination which under the contract between Peel and YV
29-03-2011-101549-003,27/04/2011,For a postal cover exhibit featuring British military covers 1950-1960 in Germany by field post offices. Please advise if there is a map from that time that shows the locations of all British military post offices in Germany 1950-1960. Also please provide
29-03-2011-104030-004,27/04/2011,Following on from the SDSR 170 trainee RAF pilots were made redundant. The personnel were broken down into 4 pools. Please provide any/all of the information regarding Pool 3 and the Streaming Board which took place in Feb 11 at 1 Elementary Flying Traini
29-03-2011-110706-005,27/04/2011,Please advise on the British and origins of the non-British percentage of food served to service personnel in all three services of the Armed Forces and civilians. Please advise on the MOD's overall food budget.
29-03-2011-111501-007,27/04/2011,Pliase provide details regarding how many serving soldiers from the 2nd Battalion of the Parachute Regiment have been injured (needing treatment at Selly Oak) since the beginning of the current tour.
29-03-2011-112123-008,27/04/2011,"Please provide the following: Statistics showing the total number of former dockyard workers who have died as a result of asbestos-related disease, including asbestosis, lung cancer and mesothelioma; Case reports of claims brought against the MoD by forme"
29-03-2011-113212-009,27/04/2011,"Please provide information about an emergency intervention at sea SAR, which was conducted in 1995 by the aircraft carrier HMS Illustrious breeding in the Northern Adriatic in the period. Please provide documentation inherent in the story, and if possible"
29-03-2011-114535-010,27/04/2011,Please advise whether the MoD has in its archives any information or photograghs of Burtergill. The war department took over the area in 1942 as a training area and possibly pulled down the house here and also at Low Burtergill. Please provide if possible
29-03-2011-115154-011,27/04/2011,Four questions seeking information concerning the Physician Assistant role within the British armed forces.
29-03-2011-121334-012,28/04/2011,Fifteen questions in relation to the Cadet Force.
29-03-2011-144444-002,28/04/2011,Please explain why there is not an automatic response confirming receipt of these enquiries or under the Freedom of Information Act enquires?  It would be good to know that such request have been received and provide stakeholder with clear evidence and da
29-03-2011-145759-003,28/04/2011,Please provide a copy of the Operational record Book for RAF Laarbruch covering November 1990. It is possible that the Air Historical Branch should hold a copy.
29-03-2011-162317-009,28/04/2011,"Please advise (a) Whether the doument (DEFENCE ESTATE ORGANISATION MINISTRY OF DEFENCE Specification 037 Air conditioning, air cooling and mechanical ventilation for buildings) is still current; and (b) Whether the references to DEO/Defence Estate Organis"
29-03-2011-170605-001,27/04/2011,Please provide additional listed information about the following aspects in the Britannia Royal NavaL College and in the Defence Maritime Logistics School.
30-03-2011-094108-001,26/04/2011,Please provide minutes of the ACO Reorganisation workshop (held in Q1 2011) and any subsequent communications regarding said workshop.
30-03-2011-103035-002,03/05/2011,Full details of MOD holdings of MK 1 CBA and MOD locations within UK where it is still issued or worn.
30-03-2011-135950-001,18/04/2011,"Request for information in relation to tenders for Harmony House, Lisburn."
30-03-2011-140703-002,19/04/2011,Please identify the locality of SLA & SFA in the Midlands; establish the size and condition of existing SLA & SFA and provide information on the Housing Prime Contract.
30-03-2011-141345-003,28/04/2011,Please provide details of documentary records held for RAF Menwith Hill prior to 1985.
30-03-2011-142050-004,03/05/2011,Please provide a copy of the report from 23 Feb 2011.
30-03-2011-142919-005,26/04/2011,"On 12th January 2011 AWE Division held an exercise called Defence Shield 2 at Aldermaston.  Please provide a copy of the Head of Finance Authorisation, for the purchase of food for those attending the event.  This information should be available from Head"
30-03-2011-151658-002,28/04/2011,"Please provide approximate dates, operation names and approximate costings of all pre-planned exercises and action in an Operational Theatre that has been cancelled due to lack of air support, with a breakdown of the type of aircraft and the reasons for t"
30-03-2011-152904-001,28/04/2011,Please provide a copy of the Ministry of Defence's Board minutes for 2008 - 2009.
30-03-2011-153841-002,28/04/2011,"Please advise whether the Government has carried out, commissioned or held any report examining the financial costs of alternatives to like for like replacement of the Trident Nuclear Weapons system. Please provide a copy of any relevant reports produced "
30-03-2011-154722-003,28/04/2011,"Please advise on various questions regarding MOD staff given approval to join the arms company, Thales, under the business appointment process from 2008 - 2010."
30-03-2011-155203-004,28/04/2011,Please can you provide any information held on xxxxxxxxxx who fought in WWII and was based in North Africa.
30-03-2011-161357-005,20/05/2011,"Please advise when the proposed regional PPPA Hubs plan to go live. Also, provide details of the roles that they will undertake."
30-03-2011-172709-006,19/05/2011,Please provide information on the listed questions regarding PPPA staff employed in IT functions.
30-03-2011-192429-007,03/05/2011,Please provide a detailed breakdown on all cases tried at the Catterick Military Court Centre from its opening to present.
30-03-2011-193216-001,03/05/2011,"Please provide various financial information, for the past five financial years, for landing fees at RAF Northolt invoiced to civilian private jet aircraft operators."
30-03-2011-204132-002,03/05/2011,"Please provide all the correspondence and advice held on MOD files relating to the Protocol on Malaysian Defence Procurement Programme signed in Kuala Lumpur on 23 March 1988 by the then Secretary of State for Defence, George Younger and the Malaysian Min"
30-03-2011-210816-003,03/05/2011,How many currently serving armed forces officers are seconded to the Royal Family and Royal Household as Aides-de-Camp and Equerries? What is their rank? Are their salaries met by the MOD? How many currently serving armed forces catering staff are seconde
30-03-2011-212504-004,03/05/2011,"Please provide a year-by-year breakdown of the number of interpreters that have worked for British Forces in Afghanistan and Iraq, that have been killed in the course of their duties and or injured in the course of their duties, including details of the s"
31-03-2011-091332-001,04/05/2011,Please provide information on how many British military personnel are currently deployed on operations.
31-03-2011-101706-002,03/05/2011,"Please provide the following information regarding two RAF bases, Kinloss and Lossiemouth: the number of military families living on the each base; the members of military families on each base; the number of military families living on the each base; The"
31-03-2011-102543-003,03/05/2011,"How many individuals  the whole of the MoD has currently on the RDP, broken down by grade and TLB."
31-03-2011-103407-004,03/05/2011,Please forward a map of the exclusion area of 50km from the seismology unit at Eskdalemuiras.
31-03-2011-104518-001,26/04/2011,"Please provide a breakdown/table of all staff, consultants and contractors in the (permanent or temporary) employ of Headquarters Air Cadets and their approximate salaries/pay, over the last or most recently available financial year. Please also state the"
31-03-2011-105335-005,03/05/2011,The Exemption Case for the MK4B4L Rotary helmet written by the Chinook IP Team Leader to the Secretary of State for Defence because of non-compliance of the MK4B4L with Control of Noise and Vibration at Work Rgulations 2005.
31-03-2011-110615-006,03/05/2011,"On the 17th March 2011 the Foreign Office advice to UK Citizens in Japan was to remain indoors, keep windows and doors closed and not to use ventilation between 20km and 30km from a damaged nuclear facility. Why was such advice not given to participants a"
31-03-2011-111228-007,03/05/2011,"Full details of any office accommodation, administative /secretarial support, overnight accommodation, or other services provided to retired MoD generals or personnel of equivalent or higher rank during each of the past three financial years, giving a bre"
31-03-2011-113743-008,03/05/2011,"Please provide any images or moving footage pertaining to Lt.Col John Francis Miller who served with the Transjordan Frontier Force, 1935-41, 6th Royal Tank Regiment, commanded the Armament Wing of the Fighting Vehicles Research and Development Establishm"
31-03-2011-133201-001,21/04/2011,Reference MOD Office Supplies Framework (Ref: ADOS/0001). Please provide details of: suppliers who applied for inclusion on each framework and were successful and not successful at the PQQ and ITT stages; Contract values of each framework (and any sub lot
31-03-2011-133742-002,04/05/2011,Please provide: The daily water ration for a British soldier serving in Afghanistan on an ordinary day; how many soldiers have been supplied with less than 3 litres of water while on patrol in Afghanistan since the conflict began in 2001 and how many days
31-03-2011-140452-003,04/05/2011,"Please provide all meeting notes, correspondence and paper work between officials and ministers about a hotel and health provider called TLC Group from May 2010 to date.  Also, provide details of any contact between TLC Group and officials and ministers w"
31-03-2011-145207-004,04/05/2011,Please supply the following data on all personnel of the British armed forces that have undertaken active service abroad that have been: discharged from active service on mental health grounds; committed suicide whilst on active service and died by an act
31-03-2011-151018-001,04/05/2011,In the case of South Africa and other(s) A Captain RN or Colonel RM may be appointed. What or who determines which and why?
31-03-2011-151225-001,03/05/2011,"Can you please confirm that no medical training using live animals takes place within the UK and also clarify the situation regarding UK forces overseas, in particular if live animals are used in military and/or special operations forces medical training "
31-03-2011-154131-002,04/05/2011,Please provide statistics for to the Royal Marines relating to: UK regular force rank structure for officers and other ranks; Age Distribution of officers and other ranks; Soldier/marine average LORS on outflow by paid rank for April 1999 to March 2006 to
01-04-2011-101609-001,05/05/2011,"It is possible that there are no documents which refer to Operation Barmaid, however it is not possible that there are no documents which tell what the submarine was doing in the six weeks following its return to Faslane after the Falklands War - around A"
01-04-2011-103026-001,04/05/2011,"Please provide the number of empty residential dwellings, by local council, that are currently owned, leased, or under the management of the Ministry of Defence?"
01-04-2011-103442-002,04/05/2011,"How much money the MOD has paid out in compensation to service personnel who have made claims for breach of their human rights while on a British base in the past 10 years, broken down on a year-by-year basis and, where possible, provide the following det"
01-04-2011-103922-003,04/05/2011,Please provide the Department's PFI contract with the Modus Consortium.
01-04-2011-105408-004,04/05/2011,"Please disclose the details as listed regarding the department’s responses to FOI requests in each of the last three years. Please also provide details of the number of times the department used sections 35 and 36, the resulting public interest test, a fu"
01-04-2011-110125-005,04/05/2011,"Firstly please provide information on the status of the three listed RAF/Ops(GE) files, currently held by MoD. Secondly, confirm that five surviving DI55 UFO/UAP Policy files dating from 1971-present will be included in the file transfer programme involvi"
01-04-2011-110841-006,16/06/2011,Various questions relating to several areas of the department's central civil service staff.
01-04-2011-113513-007,04/05/2011,Fourteen questions relating to Information Technology.
01-04-2011-120849-002,05/05/2011,Requests information for planning permission for house. Also needs written confirmation from MOD of existance of house.
01-04-2011-143725-001,21/02/2011,How much public money in total was spent to help meet the fees of the 9020 childern who attended fee paying schhols and how much was spent towards the fees of the 8500 childern who were boarded.
01-04-2011-145931-001,05/05/2011,Please give best estimates: to establish the number of servicemen from the Black Country in HMForces; the number of servicemen from the Black country due to leave service within the next 12 months and the number of ex-service veterans residing in the Blac
01-04-2011-151354-003,05/05/2011,Please provide some information regarding the energy conservation technology that had been integrated into: Energy Conservation on an MOD camp in Afghanistan.
01-04-2011-152359-004,05/05/2011,The ministry of defence investigation in the 1940 mutiny on HMS Jackal and what happened to the missing seamen.
01-04-2011-164303-005,03/05/2011,Six questions relating to police officers of various rank being moved to HMNB Devonport.
01-04-2011-172552-006,05/05/2011,Please give the FULL reports for the following UFO sightings reported to the MoD: 15-Feb-09 00:15 Winwick Warrington; 03-May-09 15:50 Otmoor Oxfordshire and 02-Nov-09 23:20 Kensal Green London.
04-04-2011-111610-001,05/05/2011,Please supply aerial photos the MOD may have of the Cairngorm and South-East Grampian area of Scotland that could be use for mapping landforms for a glaciology project.
