Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,16/11/2011,Rent and rates,Defence Infrastructure Organisation ,PLYMOUTH CITY COUNCIL,PL1 2AA,869095,Rent buildings - non civil estate property and married quarter property,"124,193.84"
Ministry of Defence,Ministry of Defence,15/11/2011,Rent and rates,Defence Infrastructure Organisation ,WEST OXFORDSHIRE DISTRICT  COUNCIL,OX28 6JH,868655,Rent buildings - non civil estate property and married quarter property,"124,100.27"
Ministry of Defence,Ministry of Defence,24/11/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,872909,Utilities consumed - electricity,"123,808.50"
Ministry of Defence,Ministry of Defence,07/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HERFORD GMBH,,5000065231,Utilities consumed - gas,"123,478.26"
Ministry of Defence,Ministry of Defence,07/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HERFORD GMBH,,5000065231,Utilities consumed - water + sewage,"123,478.26"
Ministry of Defence,Ministry of Defence,11/11/2011,Fees for professional services,Central TLB,DEPARTMENT FOR WORK AND PENSIONS,CF14 3UW,867196,Fees for professional services excluding legal fees,"123,338.65"
Ministry of Defence,Ministry of Defence,18/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,TYNE SLIPWAY & ENGINEERING CO LIMITED,NE33 5PL,870657,Equipment support non-project costs,"123,195.24"
Ministry of Defence,Ministry of Defence,02/11/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,863244,Information technology services,"123,105.76"
Ministry of Defence,Ministry of Defence,22/11/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000066514,Works - estate management,"123,063.53"
Ministry of Defence,Ministry of Defence,28/11/2011,Design services and minor equipment purchases,Land Forces,AGUSTAWESTLAND LIMITED,BA20 2YB,873582,Equipment support non-project costs,"122,453.87"
Ministry of Defence,Ministry of Defence,08/11/2011,Energy conservation and environmental charges.,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,865397,Energy conservation and environmental charges,"122,269.49"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,873098,Consumption of engineering and technical inventory,"122,257.12"
Ministry of Defence,Ministry of Defence,25/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000066884,Utilities consumed - electricity,"121,938.09"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of plant and machinery,Defence Equipment & Support,DUNLOP G R G HOLDINGS LTD,M24 2RW,873183,Plant and machinery Asset - in year capital addition,"121,608.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,868894,Utilities consumed - heating oil,"121,168.25"
Ministry of Defence,Ministry of Defence,14/11/2011,Rent and rates,Defence Infrastructure Organisation ,GOSPORT BOROUGH COUNCIL,PO12 1EB,867875,Rent buildings - non civil estate property and married quarter property,"121,160.19"
Ministry of Defence,Ministry of Defence,16/11/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,868888,Raw materials and consumable oil and lubricants inventory purchased,"120,809.40"
Ministry of Defence,Ministry of Defence,16/11/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,868734,Spend on Inventory - General,"118,644.08"
Ministry of Defence,Ministry of Defence,28/11/2011,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,874095,Spend on Inventory - General,"118,316.13"
Ministry of Defence,Ministry of Defence,14/11/2011,Dilapidation charges  ,Defence Infrastructure Organisation ,ANNINGTON PROPERTY LTD,W1U 1DR,867626,Other provisions payment against provision,"118,000.00"
Ministry of Defence,Ministry of Defence,17/11/2011,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,869675,Fees for professional services excluding legal fees,"117,764.99"
Ministry of Defence,Defence Science and Technology Laboratory,11/11/2011,Security Costs,Infrastructure,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000137634 - 00121918,,"117,707.40"
Ministry of Defence,Ministry of Defence,24/11/2011,Purchase of inventory and services ,Central TLB,BLACKWELL LIMITED,OX1 2ET,872462,Cost of other material consumed,"117,620.48"
Ministry of Defence,Ministry of Defence,29/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,TYNE SLIPWAY & ENGINEERING CO LIMITED,NE33 5PL,874610,Equipment support non-project costs,"116,799.95"
Ministry of Defence,Ministry of Defence,14/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,SOARING (OXFORD) LTD,NG23 5NG,868121,Equipment support non-project costs,"116,647.37"
Ministry of Defence,Defence Support Group,18/11/2011,Works - Fees,Business Stream 1,BABCOCK SUPPORT SERVICES LTD,,10143545,,"116,635.61"
Ministry of Defence,Ministry of Defence,15/11/2011,Fees for professional services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Fees for professional services excluding legal fees,"116,571.48"
Ministry of Defence,Ministry of Defence,16/11/2011,Spend on Inventory - General,Defence Equipment & Support,THYSSENKRUPP AEROSPACE UK LTD,MK8 8DF,869238,Spend on Inventory - General,"116,426.16"
Ministry of Defence,Ministry of Defence,16/11/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,869173,Estate + facilities management services - accommodation inventory + service,"116,223.14"
Ministry of Defence,Ministry of Defence,11/11/2011,Food and clothing,Central TLB,SODEXO LTD,M50 0AL,867497,Cost of food services,"116,221.92"
Ministry of Defence,Ministry of Defence,09/11/2011,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,866426,Spend on Inventory - General,"115,795.56"
Ministry of Defence,Defence Science and Technology Laboratory,04/11/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000137447 - 00121179,,"115,490.21"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000138102 - 00122814,,"115,490.21"
Ministry of Defence,Ministry of Defence,08/11/2011,Rent and rates,Central TLB,MILAN LAND LORD,,57,Rent buildings - married quarter property,"115,118.34"
Ministry of Defence,Ministry of Defence,17/11/2011,Rent and rates,Defence Infrastructure Organisation ,LONDON BOROUGH OF HILLINGDON,UB8 1UW,869667,Rent buildings - non civil estate property and married quarter property,"114,926.65"
Ministry of Defence,Ministry of Defence,24/11/2011,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000066772,Utilities consumed - heating oil,"114,735.04"
Ministry of Defence,Ministry of Defence,21/11/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,871221,Utilities consumed - electricity,"114,629.50"
Ministry of Defence,Ministry of Defence,17/11/2011,Rent and rates,Defence Infrastructure Organisation ,COLCHESTER BOROUGH COUNCIL,CO1 1QY,869468,Rent buildings - non civil estate property and married quarter property,"114,553.45"
Ministry of Defence,Ministry of Defence,09/11/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,866120,Estate core services charge,"114,250.73"
Ministry of Defence,Ministry of Defence,29/11/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,874134,Consumption of medical dental and veterinary inventory,"114,217.28"
Ministry of Defence,Ministry of Defence,02/11/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,NYCO SA,,3000006105,Raw materials and consumable oil and lubricants inventory purchased,"113,741.20"
Ministry of Defence,Ministry of Defence,21/11/2011,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,871279,Spend on Inventory - General,"113,535.90"
Ministry of Defence,Ministry of Defence,03/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000064862,Utilities consumed - electricity,"113,411.59"
Ministry of Defence,Ministry of Defence,07/11/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,865177,Equipment support non-project costs,"113,368.51"
Ministry of Defence,Ministry of Defence,23/11/2011,Design services and minor equipment purchases,Land Forces,CAPITA SECURE INFORMATION SYSTEMS LIMITED,SN14 0TW,871863,Equipment support project costs,"112,494.90"
Ministry of Defence,Ministry of Defence,01/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,862992,Equipment support non-project costs,"112,242.48"
Ministry of Defence,Ministry of Defence,04/11/2011,International contributions,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,"112,061.00"
Ministry of Defence,Ministry of Defence,23/11/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,871791,Cost of food services,"111,489.21"
Ministry of Defence,Ministry of Defence,28/11/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,873804,Cost of clothing and textile services received,"111,473.94"
Ministry of Defence,Ministry of Defence,14/11/2011,Spend on Inventory - General,Defence Equipment & Support,BRISTOL FLUID SYSTEM TECHNOLOGIES LIMITED,BS11 8DL,867691,Spend on Inventory - General,"111,384.00"
Ministry of Defence,Ministry of Defence,18/11/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000066339,Works - estate management,"111,351.43"
Ministry of Defence,Ministry of Defence,21/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,870769,Equipment support non-project costs,"111,273.48"
Ministry of Defence,Ministry of Defence,25/11/2011,Food and clothing,Defence Equipment & Support,COMPASS GROUP PLC,B45 9PZ,873151,Cost of food purchases,"110,606.84"
Ministry of Defence,Ministry of Defence,15/11/2011,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,868359,Spend on Inventory - General,"110,268.48"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,Professional Services,Operations,METROPOLITAN POLICE SERVICE,,V - 9000138133 - 00122877,,"110,134.70"
Ministry of Defence,Ministry of Defence,09/11/2011,IT and communication services,Defence Equipment & Support,S.COM GROUP LTD,LU1 3BA,866320,Information technology services,"109,700.00"
Ministry of Defence,Ministry of Defence,07/11/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,864731,Spend on Inventory - General,"109,286.41"
Ministry of Defence,Defence Science and Technology Laboratory,01/11/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000137330 - 00118003,,"108,887.36"
Ministry of Defence,Ministry of Defence,28/11/2011,IT and communication services,Defence Equipment & Support,BEARINGPOINT LIMITED,WC2B 5DG,873632,Information technology services,"108,740.00"
Ministry of Defence,Ministry of Defence,17/11/2011,Externally delivered education and training,Air Command,AGUSTAWESTLAND LIMITED,BA20 2YB,869304,External military training ,"108,670.00"
Ministry of Defence,Ministry of Defence,25/11/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,873426,Research and development excluding defence science and technology laboratory,"108,533.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000138135 - 00120955,,"108,434.00"
Ministry of Defence,Defence Science and Technology Laboratory,11/11/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000137719 - 00121321,,"108,418.58"
Ministry of Defence,Ministry of Defence,23/11/2011,Spend on Inventory - General,Defence Equipment & Support,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,871996,Spend on Inventory - General,"108,189.00"
Ministry of Defence,Ministry of Defence,29/11/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,KT22 7LP,874349,Fees for professional services excluding legal fees,"107,198.44"
Ministry of Defence,Ministry of Defence,23/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,872019,Equipment support non-project costs,"106,752.13"
Ministry of Defence,Ministry of Defence,23/11/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,871807,Spend on Inventory - General,"106,010.68"
Ministry of Defence,Ministry of Defence,04/11/2011,Purchase of inventory and services ,Defence Equipment & Support,PROMETHEUS MEDICAL LTD,HR6 0PW,864530,Consumption of medical dental and veterinary inventory,"106,000.20"
Ministry of Defence,Ministry of Defence,16/11/2011,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000066124,Utilities consumed - heating oil,"105,878.85"
Ministry of Defence,Ministry of Defence,03/11/2011,Purchase of inventory and services ,Defence Equipment & Support,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,863790,Consumption of medical dental and veterinary inventory,"105,404.40"
Ministry of Defence,Ministry of Defence,08/11/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,865761,Works - estate management,"105,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000138138 - 00119979,,"105,000.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,RFD BEAUFORT LIMITED,CH41 1HQ,869121,Equipment support non-project costs,"104,838.27"
Ministry of Defence,Ministry of Defence,16/11/2011,Rent and rates,Defence Infrastructure Organisation ,SHROPSHIRE COUNCIL,SY2 6ND,869169,Rent buildings - non civil estate property and married quarter property,"104,751.46"
Ministry of Defence,Ministry of Defence,18/11/2011,Spend on Inventory - General,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,870333,Spend on Inventory - General,"104,692.56"
Ministry of Defence,Ministry of Defence,03/11/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,863765,Utilities consumed - heating oil,"104,614.79"
Ministry of Defence,Ministry of Defence,07/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,864824,Equipment support non-project costs,"104,384.52"
Ministry of Defence,Ministry of Defence,24/11/2011,Spend on Inventory - General,Defence Equipment & Support,AUTOMOTIVE TOOLS & SUPPLIES LIMITED,BB12 7PD,872422,Spend on Inventory - General,"104,355.60"
Ministry of Defence,Ministry of Defence,09/11/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE DETMOLD GMBH,,5000065542,Utilities consumed - gas,"104,347.83"
Ministry of Defence,Defence Science and Technology Laboratory,18/11/2011,Sub Contracted Research,Programme Office,MET OFFICE,,V - 9000137864 - 00121720,,"104,166.66"
Ministry of Defence,Ministry of Defence,10/11/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,866940,Estate + facilities management services - accommodation inventory + service,"104,153.39"
Ministry of Defence,Ministry of Defence,04/11/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TRIMLINE LIMITED,SO14 5GN,864647,Fiscal asset under construction - capital in year addition,"103,699.00"
Ministry of Defence,Ministry of Defence,11/11/2011,Spend on Inventory - General,Defence Equipment & Support,GRUNDFOS PUMPS LTD,LU7 4TL,867258,Spend on Inventory - General,"103,474.35"
Ministry of Defence,Ministry of Defence,01/11/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,862607,Freight movement costs,"103,237.82"
Ministry of Defence,Ministry of Defence,25/11/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,GU16 7EX,873078,Single use military equipment asset under construction - capital in year addition,"102,859.02"
Ministry of Defence,Ministry of Defence,09/11/2011,"Transportation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,866297,Military short term detached duty,"102,666.70"
Ministry of Defence,Ministry of Defence,08/11/2011,IT and communication services,Defence Equipment & Support,STERIA LIMITED,HP2 7AH,865714,Information technology services,"102,585.73"
Ministry of Defence,Ministry of Defence,07/11/2011,Purchase of information and communications technology,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,864718,IT + communications asset - in year capital addition,"102,194.73"
Ministry of Defence,Ministry of Defence,02/11/2011,Estate management,Defence Infrastructure Organisation ,LOWER SAXONY,,FBSB000600,Works - estate management,"101,975.65"
Ministry of Defence,Defence Science and Technology Laboratory,11/11/2011,Sub Contracted Work,Programme Office,THALES MISSILE ELECTRONICS LIMITED,,V - 9000137633 - 00121308,,"101,650.00"
Ministry of Defence,Ministry of Defence,29/11/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,874556,Cost of food services,"101,520.92"
Ministry of Defence,Ministry of Defence,23/11/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,872285,Utilities consumed - electricity,"101,516.56"
Ministry of Defence,Ministry of Defence,08/11/2011,IT and communication services,Defence Equipment & Support,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,NW9 6LB,865352,Information technology services,"101,353.50"
Ministry of Defence,Ministry of Defence,22/11/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,871346,Estate + facilities management services - accommodation inventory + service,"101,096.68"
Ministry of Defence,Ministry of Defence,08/11/2011,Spend on Inventory - General,Defence Equipment & Support,MEGGITT AEROSPACE LIMITED,CV6 4AA,865541,Spend on Inventory - General,"100,149.47"
Ministry of Defence,Ministry of Defence,11/11/2011,Purchase of plant and machinery,Defence Equipment & Support,LEICA GEOSYSTEMS LTD,MK5 8LB,867324,Plant and machinery Asset - in year capital addition,"100,098.56"
Ministry of Defence,Defence Science and Technology Laboratory,04/11/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000137489 - 00121150,,"100,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,18/11/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF BRIGHTON,,V - 9000137904 - 00122314,,"100,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,Sub Contracted Work,Operations,PA CONSULTING SERVICES LIMITED (T/AS,,V - 9000138088 - 00122870,,"99,999.00"
Ministry of Defence,Ministry of Defence,17/11/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH KESTEVEN DISTRICT COUNCIL,NG34 4GL,869796,Rent buildings - non civil estate property and married quarter property,"99,952.99"
Ministry of Defence,Ministry of Defence,17/11/2011,Rent and rates,Defence Infrastructure Organisation ,CENTRAL BEDFORDSHIRE COUNCIL,LU6 9HE,869445,Rent buildings - non civil estate property and married quarter property,"99,600.85"
Ministry of Defence,Ministry of Defence,16/11/2011,Spend on Inventory - General,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,868695,Spend on Inventory - General,"99,446.21"
Ministry of Defence,Ministry of Defence,21/11/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,870737,Cost of food services,"99,340.27"
Ministry of Defence,Royal Hospital Chelsea GIA,31/10/2011,Property Management,Royal Hospital Chelsea,NORLAND MANAGED SERVICES LTD,,PIN118637,,"99,128.50"
Ministry of Defence,Ministry of Defence,10/11/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,866992,Works - estate management,"99,091.62"
Ministry of Defence,Ministry of Defence,21/11/2011,Estate management,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,870843,Estate + facilities management services - accommodation inventory + service,"98,797.96"
Ministry of Defence,Ministry of Defence,04/11/2011,Spend on Inventory - General,Defence Equipment & Support,SAFT LTD,NE33 2TR,864563,Spend on Inventory - General,"98,712.00"
Ministry of Defence,Ministry of Defence,28/11/2011,Food and clothing,Central TLB,ISS MEDICLEAN LIMITED,GU21 5RW,873804,Cost of food services,"98,556.37"
Ministry of Defence,Ministry of Defence,24/11/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,872412,Estate + facilities management services - accommodation inventory + service,"98,530.15"
Ministry of Defence,Ministry of Defence,14/11/2011,Rent and rates,Defence Infrastructure Organisation ,HAMBLETON DISTRICT COUNCIL,DL6 2UU,867883,Rent buildings - non civil estate property and married quarter property,"98,317.70"
Ministry of Defence,Ministry of Defence,10/11/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,866496,Cost of food services,"97,707.10"
Ministry of Defence,Ministry of Defence,03/11/2011,Payment of utilities,Defence Infrastructure Organisation ,GEMEINDEFREIER BEZIRK LOHHEIDE,,5000064782,Utilities consumed - water + sewage,"97,284.69"
Ministry of Defence,Ministry of Defence,03/11/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DENBRIDGE MARINE LIMITED,CH41 9HB,863692,Fiscal asset under construction - capital in year addition,"97,035.48"
Ministry of Defence,Defence Science and Technology Laboratory,25/11/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000138135 - 00120548,,"97,000.00"
Ministry of Defence,Ministry of Defence,14/11/2011,Rent and rates,Defence Infrastructure Organisation ,HART DISTRICT COUNCIL,GU51 4AE,867891,Rent buildings - non civil estate property and married quarter property,"96,522.37"
Ministry of Defence,Ministry of Defence,23/11/2011,Spend on Inventory - General,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,M32 0NB,872347,Spend on Inventory - General,"96,480.73"
Ministry of Defence,Ministry of Defence,17/11/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D-30169,5000066225,Works - estate management,"96,230.72"
Ministry of Defence,Defence Science and Technology Laboratory,04/11/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000137489 - 00116686,,"95,888.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,868894,Utilities consumed - heating oil,"95,848.71"
Ministry of Defence,Ministry of Defence,17/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,869465,Equipment support project costs,"95,700.00"
Ministry of Defence,Ministry of Defence,24/11/2011,Rent and rates,Defence Equipment & Support,MAPELEY DELTA ACQUISITION CO (1) LTD,SE1 0TA,872699,Rent buildings - non civil estate property and married quarter property,"95,400.00"
Ministry of Defence,Ministry of Defence,15/11/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,868409,Information technology services,"95,270.70"
Ministry of Defence,Ministry of Defence,04/11/2011,Spend on Inventory - General,Defence Equipment & Support,SCA PACKAGING LIMITED,LE10 3BX,864567,Spend on Inventory - General,"95,194.47"
Ministry of Defence,Ministry of Defence,25/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 3LS,873081,Equipment support non-project costs,"94,661.72"
Ministry of Defence,Ministry of Defence,21/11/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,871221,Utilities consumed - electricity,"94,638.17"
Ministry of Defence,Ministry of Defence,11/11/2011,Food and clothing,Defence Equipment & Support,KERRY FOODS LIMITED,,33848,Cost of food purchases,"94,599.48"
Ministry of Defence,Ministry of Defence,11/11/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,"94,504.09"
Ministry of Defence,Ministry of Defence,10/11/2011,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000006144,Spend on Inventory - General,"94,277.82"
Ministry of Defence,Ministry of Defence,02/11/2011,Fuel for military use,Air Command,ARVAL UK LTD,SN5 6PE,863062,Oil and lubricants consumed excluding those from the inventory system,"94,091.80"
Ministry of Defence,Ministry of Defence,25/10/2011,IT and communication services,Land Forces,EXPRESS AUTOMATION LTD,,441,IT Services -internal costs,"93,808.69"
Ministry of Defence,Ministry of Defence,10/11/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000013463,Aviation fuel casual uplift consumed,"93,753.85"
Ministry of Defence,Ministry of Defence,14/11/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,867656,Spend on Inventory - General,"93,187.45"
Ministry of Defence,Ministry of Defence,24/11/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,873004,Cost of other material consumed,"93,174.02"
Ministry of Defence,Ministry of Defence,17/11/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,869700,Fiscal asset under construction - capital in year addition,"93,079.20"
Ministry of Defence,Defence Science and Technology Laboratory,04/11/2011,Sub Contracted Work,Operations,HAMMERSMITH MEDICINES RESEARCH LIMITED,,V - 9000137505 - 00120206,,"93,028.73"
Ministry of Defence,Ministry of Defence,21/11/2011,Property leases,Defence Infrastructure Organisation ,WESTERN CHALLENGE HOUSING ASSOCIATION LIMITED,BH23 4GE,871309,Property dwellings private finance initiative - service concession arrangement service charge,"92,862.27"
Ministry of Defence,Ministry of Defence,08/11/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,BS34 7QW,865332,Equipment support non-project costs,"92,822.83"
Ministry of Defence,Ministry of Defence,23/11/2011,Purchase of inventory and services ,Central TLB,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,872351,Cost of other material consumed,"92,714.35"
Ministry of Defence,Ministry of Defence,13/09/2011,Medical treatment & stores and welfare services,Central TLB,ST JULIANS SCHOOL,,36005,Schools + community relations initiatives,"92,532.46"
Ministry of Defence,Ministry of Defence,08/11/2011,Estate management,Defence Infrastructure Organisation ,SAIC SOLUTIONS LIMITED,CB3 0RD,865677,Works - estate management,"92,459.93"
Ministry of Defence,Ministry of Defence,07/11/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,864824,Research and development incurred on projects with defence science and technology laboratory,"92,402.76"
Ministry of Defence,Ministry of Defence,08/11/2011,Externally delivered education and training,Defence Equipment & Support,RISK DECISIONS LTD,OX4 2JY,865666,External training - civilian,"92,349.94"
Ministry of Defence,Ministry of Defence,28/11/2011,Spend on Inventory - General,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,873836,Spend on Inventory - General,"92,123.89"
Ministry of Defence,Ministry of Defence,16/11/2011,Externally delivered education and training,Navy Command,UNIVERSITY OF PLYMOUTH,PL4 8AA,869261,External military training ,"92,043.17"
Ministry of Defence,Ministry of Defence,09/11/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,866339,Equipment support non-project costs,"91,546.00"
Ministry of Defence,Ministry of Defence,16/11/2011,Administration,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,868914,General administration,"91,423.97"
