Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Media Services,"Legal, People & Communications Group - Communications Directorate",THE PROFILE GROUP (UK) LTD,1052147,0.08,  - Media Services,EC1N 8JS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2012,Secure Documents Unit,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1052148,133.50,  - Secure Documents Unit,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Finance & Accounting Advice,Business & Skills Group - Advanced Manufacturing Services,MCKINSEY AND COMPANY,1052149,360000.00,  - Finance & Accounting Advice,SW1Y 4UH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Printing (Programme),"Legal, People & Communications Group - Communications Directorate",SERVICE GRAPHICS LTD,1052151,39226.00,  - Printing (Programme),KT9 2NY,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,"Legal, People & Communications Group - Communications Directorate",JONES YARRELL LEADENHALL,1052153,589.42,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Technical Support,Business & Skills Group - Advanced Manufacturing Services,LONDON BOROUGH OF ENFIELD,1052154,14542.02,  - Technical Support,EN1 3XW,LOC,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,Knowledge & Innovation Group - Innovation,JONES YARRELL LEADENHALL,1052156,18.70,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,ESBR - DG & Group Support,JONES YARRELL LEADENHALL,1052157,114.24,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1052159,1557.55,  - Publications,SM2 5AS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Purchase of Research Material,Business & Skills Group - Advanced Manufacturing Services,KNOWLEDGE MATRIX LTD,1052160,10500.00,  - Purchase of Research Material,LE15 7NF,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,Business & Skills Group - Advanced Manufacturing Services,VIVID ECONOMICS LTD,1052162,18590.00,  - Economic Consultancy & Research,W2 1FT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1052163,451.70,  - Publications,SM2 5AS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052164,4483.15,  - Leased Buildings - Clearing,WA3 9BD,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,Business & Skills Group - Advanced Manufacturing Services,VIVID ECONOMICS LTD,1052165,13222.18,  - Economic Consultancy & Research,W2 1FT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052167,11465.94,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,Business & Skills Group - Advanced Manufacturing Services,VIVID ECONOMICS LTD,1052168,28110.00,  - Economic Consultancy & Research,W2 1FT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052170,4483.15,  - Leased Buildings - Clearing,WA3 9BD,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,Business & Skills Group - Advanced Manufacturing Services,VIVID ECONOMICS LTD,1052171,16505.00,  - Economic Consultancy & Research,W2 1FT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,Business & Skills Group - Advanced Manufacturing Services,VIVID ECONOMICS LTD,1052171,3300.00,  - Economic Consultancy & Research,W2 1FT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052172,112.86,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1052173,-2270.53,  - Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,Business & Skills Group - Advanced Manufacturing Services,JONES YARRELL LEADENHALL,1052174,17.45,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Learning & Development CS Skills,Business & Skills Group - Advanced Manufacturing Services,INTERCONNECT COMMUNICATIONS LTD,1052175,3200.00,  - Learning & Development CS Skills,NP16 5PB,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1052176,800.00,  - Leadership & People Management Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1052178,800.00,  - Leadership & People Management Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Publications,Business & Skills Group - Advanced Manufacturing Services,DEPARTMENT FOR CULTURE MEDIA AND SPORT,1052180,216.00,  - Publications,SW1Y 5DH,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Technical Advice / Services & Support,ESBR - Better Regulation Executive (BRE),SIR DONALD CURRY,1052181,5634.00,  - Technical Advice / Services & Support,NE48 4DA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Technical Advice / Services & Support,ESBR - Better Regulation Executive (BRE),SIR DONALD CURRY,1052182,3310.10,  - Technical Advice / Services & Support,NE48 4DA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Technical Advice / Services & Support,ESBR - Better Regulation Executive (BRE),SIR DONALD CURRY,1052182,214.12,  - Technical Advice / Services & Support,NE48 4DA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications (Programme),Business & Skills Group - Advanced Manufacturing Services,SOCIETY OF MARINE INDUSTRIES LTD,1052183,5000.00,  - Publications (Programme),ECR2 8AY,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Purchase of Completed Research,Knowledge & Innovation Group - Innovation,WARWICK ECONOMICS & DEVELOPMENT LTD,1052184,2500.00,  - Purchase of Completed Research,CV32 5QN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",DOUGLAS LANG T/A NETDOTNET,1052186,135.00,  - IT Services (Programme),BN2 3RF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,SIGN SUPPLY LTD,1052187,19099.85,  - Leased Buildings - Clearing,CM20 9GY,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOUNDATION FOR SCIENCE & TECHNOLOGY,1052188,35000.00,  - Grants - Current - Other,SW1Y 5AH,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1052189,1200.30,  - Hire of Agency Staff (Professional/Management),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Sponsorship Support,ESBR - Better Regulation Executive (BRE),COMPASS ROSE & CO,1052190,3400.00,  - Sponsorship Support,SW6 6RF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,ESBR - Analysis Directorate,RECKON LLP,1052191,12405.00,  - Economic Consultancy & Research,EC1N 2JT,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1052192,68392.67,  - Leased Buildings - Clearing,CM12 0BT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1052192,92903.18,  - Leased Buildings - Clearing,CM12 0BT,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Mobile Line Rental,Knowledge & Innovation Group - Government Office for Science,TELEFONICA O2 UK LTD,1052193,34.61,  - Mobile Line Rental,MK77 1UB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",BADENOCH AND CLARK LTD,1052194,1728.00,  - Hire of Agency Staff (Professional/Management),W1T 5AE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",BADENOCH AND CLARK LTD,1052195,1728.00,  - Hire of Agency Staff (Professional/Management),W1T 5AE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,External Legal Advice and Services,"Legal, People & Communications Group - Legal Services",THE TREASURY SOLICITORS DEPARTMENT,1052196,1375.74,  - External Legal Advice and Services,WC2B 4TS,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",LAW ABSOLUTE LTD,1052197,678.14,  - Hire of Agency Staff (Professional/Management),WC2A 3LJ,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",LAW ABSOLUTE LTD,1052197,429.61,  - Hire of Agency Staff (Professional/Management),WC2A 3LJ,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",LAW ABSOLUTE LTD,1052198,978.22,  - Hire of Agency Staff (Professional/Management),WC2A 3LJ,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal Services",LAW ABSOLUTE LTD,1052198,129.54,  - Hire of Agency Staff (Professional/Management),WC2A 3LJ,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",STEPHEN BROWN,1052199,552.00,  - Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Economic Consultancy & Research,ESBR - Analysis Directorate,DATABUILD RESEARCH & SOLUTION LTD,1052200,16220.00,  - Economic Consultancy & Research,B1 3JR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Printing (Programme),"Legal, People & Communications Group - Communications Directorate",SERVICE GRAPHICS LTD,1052202,13920.00,  - Printing (Programme),KT9 2NY,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Payroll Services,"Legal, People & Communications Group - Human Resources",LOGICA UK LTD,1052203,7319.02,  - Payroll Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1052204,7170.12,  - Hire of Agency Staff (Professional/Management),SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Publications,Shareholder Executive - Shareholder Executive,JONES YARRELL LEADENHALL,1052205,110.28,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Coaching,Business & Skills Group - Skills,LANCE EDYNBRY,1052206,1080.00,  - Coaching,PO19 6PL,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,THE WELLCOME TRUST LTD,1052207,10000.00,  - Grants - Current - Other,NW1 2BE,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1052208,64.52,  - Telecommunications,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,ADAMS ENVIRONMENTAL LTD,1052209,510.00,  - Maintenance,SM3 9QP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,ADAMS ENVIRONMENTAL LTD,1052210,475.00,  - Maintenance,SM3 9QP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,ADAMS ENVIRONMENTAL LTD,1052211,840.00,  - Maintenance,SM3 9QP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,ADAMS ENVIRONMENTAL LTD,1052212,600.00,  - Maintenance,SM3 9QP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,ADAMS ENVIRONMENTAL LTD,1052213,1950.00,  - Maintenance,SM3 9QP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1052215,222.00,  - Maintenance (Programme),GL20 8UQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1052216,175.68,  - Maintenance (Programme),GL20 8UQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Printing (Programme),"Legal, People & Communications Group - Communications Directorate",SERVICE GRAPHICS LTD,1052217,-13920.00,  - Printing (Programme),KT9 2NY,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Enforcement,Business & Skills Group - Advanced Manufacturing Services,ITSA LTD,1052218,1197.60,  - Enforcement,SS15 6TH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,Market Frameworks - Business Environment,JONES YARRELL LEADENHALL,1052219,58.12,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,Market Frameworks - Business Environment,JONES YARRELL LEADENHALL,1052219,5.52,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1052220,2293.97,  - Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1052221,5587.75,  - Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1052222,2500.00,  - Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/04/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1052222,1824.50,  - Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Other Training Costs,Market Frameworks - Labour Market,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1052223,245.00,  - Other Training Costs,SW1H 9BP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2012,Storage and Distribution,Finance & Commercial Group - Commercial Directorate,DRAGON FIRE & SECURITY SYSTEMS LTD,1052224,47.04,  - Storage and Distribution,CF23 9AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Other Training Costs,ESBR - DG & Group Support,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1052225,1900.00,  - Other Training Costs,SW1H 9BP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Grant in Aid - Current -Other,Business & Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1052226,7030000.00,  - Grant in Aid - Current -Other,S63 5NB,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Hire of Conference Facilities,Business & Skills Group - RDA Transition and Closures,MU ENTERPRISES LTD,1052227,392.00,  - Hire of Conference Facilities,SW1P 3RB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Hire of Conference Facilities,Business & Skills Group - RDA Transition and Closures,MU ENTERPRISES LTD,1052227,70.83,  - Hire of Conference Facilities,SW1P 3RB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,"Legal, People & Communications Group - Communications Directorate",JONES YARRELL LEADENHALL,1052228,82.34,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Learning & Development CS Skills,Business & Skills Group - Advanced Manufacturing Services,CHARLIE SIMPSON T/A GARNETT & SIMPSON,1052229,625.00,  - Learning & Development CS Skills,SW19 7HH,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Leadership & People Management Training,Market Frameworks - Business Environment,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1052230,1950.00,  - Leadership & People Management Training,SW1H 9BP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Grants - Current - Other,Knowledge & Innovation Group - Research Base,SCIENCE MEDIA CENTRE,1052234,6060.00,  - Grants - Current - Other,NW1 2BE,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Services,ALEXANDER BRUCE DUGUID T/A BRUCE DUGUID CONSULTING,1052235,9583.33,  - Technical Advice / Services & Support,W12 9RW,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1052236,45.34,  - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1052236,408.20,  - Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052237,49116.02,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Services,ALEXANDER BRUCE DUGUID T/A BRUCE DUGUID CONSULTING,1052238,5802.51,  - Technical Advice / Services & Support,W12 9RW,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,JONES YARRELL LEADENHALL,1052239,912.50,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1052243,967.09,  - Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1052247,50228.53,  - Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1052247,437.01,  - Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1052248,4500.00,  - Telecommunications,NG10 4LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/04/2012,Other Overseas Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1052252,7.00,  - Other Overseas Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2012,Payroll Services,"Legal, People & Communications Group - Human Resources",LOGICA UK LTD,1052253,12392.85,  - Payroll Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/04/2012,Others UK Travel & Subsistence (Programme),Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1052254,7.00,  - Others UK Travel & Subsistence (Programme),MK10 1PX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",CAPITA RESOURCING LTD,1052256,6756.84,  - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1052260,2142.96,  - Standard Desktop Plus Service (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,Knowledge & Innovation Group - Higher Education - Policy,JONES YARRELL LEADENHALL,1052262,1.91,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Publications,Knowledge & Innovation Group - Higher Education - Policy,JONES YARRELL LEADENHALL,1052262,7.64,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2012,Publications,Knowledge & Innovation Group - Government Office for Science,JONES YARRELL LEADENHALL,1052263,74.40,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2012,Publications,Office of Manpower Economics - Office of Manpower Economics,JONES YARRELL LEADENHALL,1052264,107.44,  - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052265,21078.64,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052265,126.47,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052266,184515.14,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052266,1107.10,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Capital Grants - Other,Business & Skills Group - Advanced Manufacturing Services,THE TECHNOLOGY STRATEGY BOARD,1052267,3000000.00,  - Capital Grants - Other,SN2 1UE,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052268,2505.54,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1052268,15.04,  - Payments to Redfern for Rail Travel Contract,BD1 3AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/04/2012,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Services,CHANCE HUNTER SOLICITORS LLP,1052270,3908.82,  - Cash Expenditure during the Year - Other Programme Provisions,M5 4PF,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2012,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1052273,65000000.00,  - Additions Post Office Ltd - Loans from Vote,S49 1HQ,PCTF,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2012,Publications,"Legal, People & Communications Group - Career Centre Summary",JONES YARRELL LEADENHALL,1052274,22.44,  - Publications,E3 3JH,,,,Administration
