Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,29/03/2011,Conferences and Meeting Facilities,GONW,HAYDOCK PARK RACECOURSE,5106160374,"2,050.96"
Communities & Local Government,GO,29/03/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106160328,"108,079.77"
Communities & Local Government,GO,29/03/2011,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106160427,"17,145.00"
Communities & Local Government,GO,29/03/2011,Rent,RCU - PAM - Property Asset Management,NOTTINGHAM TRENT UNIVERSITY,5106160434,"176,250.00"
Communities & Local Government,GO,29/03/2011,Stationery,GONW,AMEY COMMUNITY LTD,5106160428,"8,065.53"
Communities & Local Government,GO,29/03/2011,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,BT GLOBAL,5106160360,"8,256.34"
Communities & Local Government,GO,29/03/2011,Training,GONW,HOLISTIC LEARNING DESIGN LTD,5106160416,"6,000.00"
Communities & Local Government,GO,29/03/2011,Training,GORCU Admin DEL Votd,COMMUNICAID GROUP LTD,5106160338,"1,200.00"
Communities & Local Government,GO,29/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160369,"1,196.52"
Communities & Local Government,GO,29/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,5106160362,"-2,208.98"
Communities & Local Government,GO,29/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,HIGHWAYS AGENCY,2100190523,"55,290.24"
Communities & Local Government,GO,30/03/2011,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106160530,"2,531.64"
Communities & Local Government,GO,30/03/2011,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106156870,"2,006.10"
Communities & Local Government,GO,30/03/2011,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106159763,"2,007.83"
Communities & Local Government,GO,30/03/2011,Hospitalty,GONW,AMEY COMMUNITY LTD,5106160547,933.54
Communities & Local Government,GO,30/03/2011,Post,GONW,AMEY COMMUNITY LTD,5106160548,"1,145.35"
Communities & Local Government,GO,30/03/2011,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,5106160530,"8,955.00"
Communities & Local Government,GO,30/03/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106159888,"2,900.00"
Communities & Local Government,GO,30/03/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106160550,"3,200.00"
Communities & Local Government,GO,31/03/2011,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,5106160559,"69,740.40"
Communities & Local Government,GO,31/03/2011,Agency Staff,GOSW,REED SPECIALIST RECRUITMENT LTD,2100190573,655.20
Communities & Local Government,GO,31/03/2011,Electricity,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,5106160559,"24,000.00"
Communities & Local Government,GO,31/03/2011,Hospitalty,GONW,AMEY COMMUNITY LTD,5106160555,838.92
Communities & Local Government,GO,31/03/2011,Hospitalty,GONW,AMEY COMMUNITY LTD,5106160560,583.27
Communities & Local Government,GO,31/03/2011,IT SUPPORT,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,"1,197.99"
Communities & Local Government,GO,31/03/2011,Minor office costs,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,103.45
Communities & Local Government,GO,31/03/2011,Office Machinery (<£5000),GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,425.13
Communities & Local Government,GO,31/03/2011,Office Supplies,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,294.00
Communities & Local Government,GO,31/03/2011,Printing,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,145.98
Communities & Local Government,GO,31/03/2011,Professional services,RCU - PAM - Property Asset Management,E C HARRIS LLP,5106160378,"12,988.27"
Communities & Local Government,GO,31/03/2011,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,2100190579,"4,678.00"
Communities & Local Government,GO,31/03/2011,Rent,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,889.80
Communities & Local Government,GO,31/03/2011,Stationery,GONW,AMEY COMMUNITY LTD,5106160545,"-2,595.55"
Communities & Local Government,GO,31/03/2011,Stationery,GORCU Admin DEL Votd,LYRECO UK LTD,2100190581,"1,099.72"
Communities & Local Government,GO,31/03/2011,Subscriptions,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,126.52
Communities & Local Government,GO,31/03/2011,Support services,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,147.53
Communities & Local Government,GO,31/03/2011,Telephone line costs,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,350.60
Communities & Local Government,GO,31/03/2011,Training,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,"2,138.80"
Communities & Local Government,GO,31/03/2011,Travel and Subsistence Account,GOEM,RURAL COMMUNITY ACTION EAST MIDS,2100190569,779.11
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160605,"1,196.52"
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160606,"1,196.52"
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160608,"1,196.52"
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160609,"1,196.52"
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160610,"1,196.52"
Communities & Local Government,GO,31/03/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,*CAPITA SYMONDS LTD,5106160611,"1,196.52"
Communities & Local Government,GO,03/03/2011,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,583.60
Communities & Local Government,GO,04/03/2011,Training,GOE,Employee Expenses,,510.00
Communities & Local Government,GO,08/03/2011,Travel and Subsistence Account,GONW,Employee Expenses,,502.75
Communities & Local Government,GO,11/03/2011,Training,GONW,Employee Expenses,,500.00
Communities & Local Government,GO,15/03/2011,Training,GOSW,Employee Expenses,,778.56
Communities & Local Government,GO,16/03/2011,Training,GONW,Employee Expenses,,500.00
Communities & Local Government,GO,16/03/2011,Travel and Subsistence Account,GONW,Employee Expenses,,563.05
Communities & Local Government,GO,16/03/2011,Travel and Subsistence Account,GOSW,Employee Expenses,,667.55
Communities & Local Government,GO,21/03/2011,Training,GOWM,Employee Expenses,,650.00
Communities & Local Government,GO,24/03/2011,Fares UK,GOSW,Employee Expenses,,227.35
Communities & Local Government,GO,25/03/2011,Travel and Subsistence Account,GONE,Employee Expenses,,919.60
Communities & Local Government,GO,28/03/2011,Fares UK,GORCU Admin DEL Votd,Employee Expenses,,574.40
Communities & Local Government,GO,28/03/2011,Mileage UK,GORCU Admin DEL Votd,Employee Expenses,,30.00
Communities & Local Government,GO,28/03/2011,Subsistence UK,GORCU Admin DEL Votd,Employee Expenses,,11.45
Communities & Local Government,GO,28/03/2011,Training,GOSW,Employee Expenses,,500.00
Communities & Local Government,GO,28/03/2011,Travel and Subsistence Account,GOSE,Employee Expenses,,625.60
Communities & Local Government,GO,28/03/2011,Travel and Subsistence Account,GOSW,Employee Expenses,,899.25
Communities & Local Government,GO,31/03/2011,Travel and Subsistence Account,GONW,Employee Expenses,,757.85
Communities & Local Government,GO,31/03/2011,Travel and Subsistence Account,GOYH,Employee Expenses,,563.70
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
