FREEDOM OF INFORMATION,,
MOD Requests to 28 May 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
21-05-2010-120257-001,17/06/2010,I attended Mid Kent College under the apprenticeship scheme and did both a city and Guilds and a TEC education certificate in Naval Architecture. Could you please forward any information on these courses and a copy of the syllabuses.
21-05-2010-150645-001,16/06/2010,What is the date of birth (or age) of your youngest serving authorised firearms officer? What is the date of birth (or age) of your oldest serving authorised firearms officer?
21-05-2010-150708-002,08/06/2010,Please review the retained extracts from the file WO 208/4697 for possible release to the National Archive. In addition I have also come across a reference to a file 79/MOB/8662 Special Communications Regt Territorial Army in the file WO 204/1070 please arrange for this file to be reviewed and released.
21-05-2010-151217-001,14/06/2010,1. How many of your officers were assaulted on duty between the financial year 1 April 2009 to 31 March 2010? 2. How many members of police staff were assaulted on duty between the financial year 1 April 2009 to 31 March 2010?
21-05-2010-152047-003,03/06/2010,Copy of report compiled on the result of the Action taken by Management into the Grievance laid against individual.
21-05-2010-160149-001,17/06/2010,"Article 119 of the treaty of Rome defines occupational pensions as ""deferred payments"". Please clarify whether recipients of service pensions with a commitment to HM reserve can legitimately claim to be ""Serving the Crown"" given they're contractually obligated under the reserve service act & are paid as defined above."
24-05-2010-093209-001,18/06/2010,"Are the following laws still lawful and not been abolished. Article 24 Chapter VI of the Manual of Military Law applies to every British citizen and taxpayer as well as to servicemen and women. This means that if a government embarks on an illegal war everyone is duty bound to refuse all government orders associated with the war. Soldiers must refuse active service orders, armament suppliers must refuse to supply weapons and taxpayers must withhold taxes. Anyone who co-operates with a government that wages a war of aggression is complicit in a crime against peace and is criminally liable as an accessory to war crimes."
24-05-2010-094219-001,21/06/2010,"I am trying to access GIS data sets identifying the locations of munitions dumps in UK waters, and was wondering if you could provide me with this?"
24-05-2010-100240-002,21/06/2010,Four questions regarding the amount spent on provate boarding school education for children of serving personnel.
24-05-2010-102150-003,21/06/2010,"Numerous NATO fuels and lubricants are being used by Pakistan Navy and Technically Acceptable products list (TAPLS) are consulted for their procurement. How could we get the current TAPLS of oil and lubricants? Moreover, how could we get copies of fresh TAPLS as they released? "
24-05-2010-104142-001,18/06/2010,What is the current annual cost of operating and maintaining the UK's nuclear weapons system?
24-05-2010-104213-004,21/06/2010,"I am in possession of a Graph (ES1/602) showing the decay rate, in hours, of Gamma Radiation at ground zero during the Atomic Bombs 'Pennant' and 'Burgee' in 1958. As these figures bear no relation to known radiation levels could you please supply me with with the corresponding readings in Rads for figures 1, 10, 10 squared and 10 cubed."
24-05-2010-110156-002,21/06/2010,I am writing to request details of investigations carried out by the Royal Military Police in Afghanistan.
24-05-2010-111618-003,21/06/2010,"People, Pay and Pension Agency - the amount of funding given to trade unions and the amount of staff time given to trade union activities in 2008-09 and 2009-10"
24-05-2010-111729-005,21/06/2010,"Full details of the progress of the collection of samples of soldiers taken under the voluntary DNA sampling scheme, to include numbers of military, MOD civilian and other entitled civilian personnel deploying to operational theatres"
24-05-2010-114807-004,22/06/2010,"1. how many army personnel have been discharged from the army at Howe barracks in Canterbury, Kent for a violent related incident on a member of the public in the years 2005-2006, 2006-2007, 2007-2008, 2008-2009, 2009-2010 and so far in 2010? 2. how many army personnel have been discharged from the army at Howe barracks in Canterbury, Kent for a violent related incident on  another member of the armed forces from 2005-2010? 3. how many army personnel at Howe barracks in Canterbury, Kent, have been convicted in a court of law for a violent related incident in the years  2005-2006, 2006-2007, 2007-2008, 2008-2009, 2009-2010 and so far in 2010?"
24-05-2010-120758-006,22/06/2010,Please let me have the top 20 causes of non-combat-related admissions to field hospitals in Afghanistan since the beginning of operations.
24-05-2010-122811-001,22/06/2010,On the 21st May 2010 the armed forces had a 'mini show' set up outside the town hall in Manchester. How long the armed forces were there? Which other places had a similiar display? How much this cost? (broken down by place) The objective of these displays.
24-05-2010-154909-001,22/06/2010,Please could you send me a detailed structure chart of both the Marketing/Communications and Human Resources functions? I would be grateful if you could include the names and job titles for each role.
24-05-2010-160855-001,22/06/2010,Updated list of ships currently in the Royal Navy and Royal Fleet Auxiliary Fleets
25-05-2010-104344-001,22/06/2010,Farmer looking into possibilities of installing a wind turbine near Shawbury airfield.
25-05-2010-113155-002,23/06/2010,British Air Marshall Sir Thomas Geoffrey Pike and his duties as Deputy SACEUR and his involvement in the commissioning and compiling of a report for NATO titled: An Assessment: An Evaluation of a Possible Threat to Allied Forces in Europe (published in 1964)
25-05-2010-150759-001,23/06/2010,Does the 40 fld regt ra still exist or are they now just 40 regt ra also are they at home in Celle or on active duty
25-05-2010-151815-001,23/06/2010,"Figures for the number of armed forces personnel who have tested positive for substances listed as controlled under the 1971 Misuse of Drugs Act while on operational duty in Afghanistan, broken down by date of positive test. Please also supply separate numbers of armed forces personnel who have tested positive for similar substances in the six months following their return from Afghanistan"
25-05-2010-152416-002,23/06/2010,Could you please supply me with the figures for the number of soldiers having treatment/counselling for drug/alcohol abuse over the past decade. I would like these details broken down into in-house private treatment and the amount of money spent on private Priory-style clinics.
25-05-2010-153828-003,23/06/2010,I wish to receive a breakdown of all items of equipment (specific to the military or otherwise) known to be missing or unaccounted for from military bases in Northern Ireland within the last three years along with an estimated value.
26-05-2010-114508-001,22/06/2010,Please could I be sent a copy of 2009DIN01-058. 'Pensions and Re-employment issues'.
26-05-2010-121643-002,24/06/2010,We are creating support materials for teachers to use in classroom teaching of OCRs Diploma in Public Services. The materials will be used for educational purposes only.
26-05-2010-132147-001,24/06/2010,"1. Copies of standard military procedures relating to the counting and/or reporting of casualties (both military and civilian). 2. Information on the numbers of casualties, both military and civilian, documented through these procedures in Iraq (2003-2009)."
26-05-2010-133930-001,24/06/2010,Eight questions concerning the construction of submarine Astute
26-05-2010-134927-001,24/06/2010,Four questions regarding Chief Petty Officers who were serving on HMS GLOUCESTER in November 2007
26-05-2010-144127-002,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the former Chief of General Staff for the past 2 financial years."
26-05-2010-145138-002,24/06/2010,"I would like to know if any retired senior officers from the armed forces still have access to staff cars/limousines, and if they do how many are eligible and how this cost for the last five years."
26-05-2010-145651-003,24/06/2010,"I would like to know the cost from the combined forces (Army, Navy, RAF) plus MOD of Limousines and staff cars for high ranking military personnel (i.e. officers and above) for the last five years (broken down yearly).  Also I would like to know the number of dedicated or pool cars for personel (officers and above) for the last five years and who has access to use a staff car."
26-05-2010-151711-001,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the General Officer Commanding, Joint Helicopter Command,  for the past 2 financial years."
26-05-2010-152234-003,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the Commander Field Army for the past 2 financial years."
26-05-2010-152523-004,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the Adjutant General for the past 2 financial years."
26-05-2010-152916-002,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the Commander-in Chief of Land Forces, for the past 2 financial years."
26-05-2010-153345-002,24/06/2010,"A breakdown of both the personal expenses, and all those expenses incurred in the course of official military business, including the cost of entertainment (e.g. hosting dinners); overseas visits; mobile phone bills and use of official cars etc, of the Chief of General Staff, over the past 2 financial years, including those claimed prior to his appointment to the post in August 2009."
26-05-2010-154105-003,24/06/2010,"A breakdown of the regimental expenses of the following three regiments for the past two financial years: The Blues and Royals, The Household Cavalry, The Grenadier Guards"
27-05-2010-100535-001,25/06/2010,"As of January 2010, has the Secretary of State for Defence made the 'initial gate' decision to proceed with the replacement programme for the Vanguard class nuclear missile submarines?"
27-05-2010-102459-001,25/06/2010,"All of the meetings and discussions held by Liam Fox with external organisations, between the date of his appointment as a Minister and Tuesday 25th May."
27-05-2010-105549-001,24/06/2010,Would you please send me one copy each of your printed hard copy 2007-2008 and 2008-2009 annual reports
27-05-2010-110208-001,24/06/2010,"Press releases regarding the future of RAF Fairford, following the USAF's withdrawal later this year, have stated that it will continue to be a NATO standby and USAF Forward Operating Base. Will the US Dept. of Defense retain control of the base as a US Military installation, even though no uniformed personnel will be present, or will the MOD replace American involvement?"
27-05-2010-112821-002,23/06/2010,Who is the current contractor for Bird Control @ RAF Valley in Angelsey and how to go about applying to tender for the contract?
27-05-2010-121018-002,24/06/2010,What is the total number of each of the different types of Land Vehicles owned by the MOD in each of the 3 service?
27-05-2010-121740-002,24/06/2010,1) How much fuel (diesel) is consumed by the unarmoured and armoured vehicle fleets of all of the departments within the MOD on average per month? 2)How much does this cost the MOD per month in GBP? 3)What is the cost of providing the fuel to the MOD per month- ie using civilian contractors to deliver the fuel to Army units on Operations etc. 4) Please can you send me the contact details of the people at MOD acquisitions/trials unit to get in touch with reference providing new technology that would enable the MOD to cut down on fuel consumption.
27-05-2010-125149-001,23/06/2010,Copy of the coalition programme
27-05-2010-163519-001,23/06/2010,Total amount of money paid to trade unions by MET Office and the amount of staff time spent on union activities by MET Office employees.
27-05-2010-164750-001,25/06/2010,How many UFO sightings have been reported in Dumfries and Galloway in the financial year of 2009-2010. How many UFO sightings have been reported in Dumfries and Galloway in the following financial years: 2008-2009; 2007-2008;2006-2007.
27-05-2010-170041-002,25/06/2010,Please advise current costs to date civilian Counsel representing MOD in its ongoing High Court action? All costs relative Nuclear Test Veterans legal actions including the current one.
27-05-2010-170148-002,04/06/2010,"Data linked to typical Health and Safety Executive type data such as Lost time Frequency Rates, Reportable Accident Incident Rates etc? "
27-05-2010-170707-003,25/06/2010,"Information on the proportion of ""Core"" defence spending relating to Army, Royal Navy and Royal Air Force."
28-05-2010-104031-001,28/06/2010,"Six questopms regarding how many service personnel (pilots, navigators, or other air crew) from foreign armed services have flown missions for the Royal Air Force, in RAF aircraft, in Afghanistan since the beginning of operations in 2001"
28-05-2010-110114-001,25/06/2010,I would like to Request a copy of The British X-Files 6000 pgs just released via the Fereedom of Information Act
28-05-2010-110703-002,25/06/2010,I would like to request access to a study prepared by Lt Gen Brown and commissioned by the Ministry of Defence concerning the invasion of Iraq.
28-05-2010-112337-003,25/06/2010,"I would like to find the Army Number that was assigned to specified individual, who joined and served in the British Army from 1972."
28-05-2010-150735-001,23/06/2010,"I would be very grateful for your assistance in retrieving for me a copy of the following DSTL report, cited in Memom et al., Mathematical Methods in Counterterrorism (2009). Dstl/CD05327l/l.l (2002) Counter Terrorism Overseas. Dstl Report. "
28-05-2010-151243-001,23/06/2010,Total amount of money paid to trade unions by Defence Science and Technology Laboratory and the amount of staff time spent on union activities by Defence Science and Technology Laboratory employees.
28-05-2010-151752-002,25/06/2010,How many warrant cards have been lost by sworn Officers or stolen from sworn Officers from your Force in the last two financial years (Apr 08 - Mar09 and Apr 09 - Mar10
28-05-2010-152227-001,21/06/2010,Please could you send me a detailed structure chart of both the Marketing/ Communications and Human Resources functions.
