Department ,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1021204,5220
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1021207,7415.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,FMx Limited,1021291,894
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1021504,2418.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1021624,545.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1021629,736.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1021631,7443.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1021931,726.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1021931,260.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,ETON ANALYTICAL LTD T/A ETON ENVIRONMENTAL SERVICES,1022839,1410
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1022861,25878.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1022968,4907.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,GBM SERVICES LTD,1022970,120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,EV BULLEN & SON LTD,1022997,19303.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,M J FERGUSON LTD,1023000,61642.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023586,7881.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1019385,617.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1020026,-170.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1020027,-104.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1020028,-117.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1020030,-52.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NOEL O'CALLAGHAN GBP,1020147,86481
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,P HARRISON TRUST & J HARRISON TRUST,1020462,521000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1020538,127.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,765.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,1666.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,379.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1020576,2443
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1020713,10814.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1020714,8466.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,PHS GROUP LTD,1020743,342.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021003,384.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021003,40.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1021019,1040
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,YORKSHIRE WATER,1021026,195.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,TELFORD AND WREKIN COUNCIL,1021030,329.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,TELFORD AND WREKIN COUNCIL,1021033,160.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021036,50.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,CRYSTAL SERVICES PLC,1021039,62.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1021044,927.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021047,566.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SITA UK LTD,1021049,126.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SITA UK LTD,1021049,200.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021052,0.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,CRYSTAL SERVICES PLC,1021055,350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021056,0.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SPS SECURITY LTD,1021059,232.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021060,314.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021062,29.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,PROGRAMMED CLEANING & SUPPORT SERVICES LTD,1021063,357.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,IDEAL CLEANING SERVICES LTD,1021067,4431.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,UNITED UTILITIES WATER plc,1021069,4.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,UNITED UTILITIES WATER plc,1021069,93.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,R N BUDDERY T/A BUDDERY & CO,1021070,25000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1021074,525.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1021079,13136.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1021080,53.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1021080,42.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1021093,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DTZ DEBENHAM TIE LEUNG,1021106,4012.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1021165,4426.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,G4S TECHNOLOGY LTD,1021170,-104.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,1882.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,45.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,1.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,46.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,7.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,34.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,97.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,115.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,116.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,928.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,31.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,28.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,38.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,109.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,85.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,81.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,40.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,104.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,87.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,84.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,98.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1021194,94.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1021203,5906.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021604,8829.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,TELFORD AND WREKIN COUNCIL,1021605,300.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,CRYSTAL SERVICES PLC,1021607,5973.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021611,73.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021612,57.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,K CLEANING SERVICES,1021626,1011.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1021635,7106
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,F1 SECURITY SERVICES LTD,1021643,225.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,F1 SECURITY SERVICES LTD,1021643,12.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1021645,8.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1021648,2918
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021650,407.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021651,0.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021651,399.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1021655,482.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1021836,355
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,COLLIER & MADGE PLC (ALLSOP COMMERCIAL MANAGEMENT LTD),1022065,29239.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,KNIGHT FRANK LLP,1022066,1861.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DVS PROPERTY LTD,1022067,59625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1022068,28200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1022068,23765.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,TEMPLEDOVE LTD,1022070,15645
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,MATRIX SOLUTIONS UK LTD,1022071,14558.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,MATRIX SOLUTIONS UK LTD,1022071,3131
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,MATRIX SOLUTIONS UK LTD,1022071,625.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Buildings Insurance (Programme),Finance & Commercial Group - Commercial Directorate,MATRIX SOLUTIONS UK LTD,1022071,139
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1022072,50133
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1022072,8500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1022073,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,DW & PI ECCLESTON T/A WALTON MANAGEMENT,1022073,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,BROADLAND UNIT TRUST (KBC),1022074,15795
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DESIGNAPLANT LTD,1022075,48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,PEMBERSTONE COMMERCIAL NORTH EAST LTD,1022076,273.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,SOUTH WEST BUILDERS FEDERATION,1022077,6375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,PEMBERSTONE COMMERCIAL NORTH EAST LTD,1022078,44.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SITA UK LTD,1022080,346.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1022082,29490
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,CB RICHARD ELLIS,1022082,24844.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,LONGFIELD VENTURES LTD,1022084,79680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,IDEAL CLEANING SERVICES LTD,1022085,44.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1022089,147.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1022093,151.35
