Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Communities & Local Government,GO,15/12/2010,Fares UK,GOSW,COUNCIL OF THE ISLES OF  ST MARYS,1000002867,536
Communities & Local Government,GO,15/12/2010,Post,GONW,POST OFFICE LTD          CORN EXCHANGE,1000002870,615
Communities & Local Government,GO,15/12/2010,Stationery,GOSW,SPRINGFIELD BUS PAPERS   WARMLEY,1000002872,"1,957.08"
Communities & Local Government,GO,15/12/2010,Training,GOSE,COLLEGE OF ESTATE MANA   READING,1000002868,"1,395.00"
Communities & Local Government,GO,17/12/2010,Fixed Maintenance,RCU - PAM - Property Asset Management,WWW.ADT.CO.UK            0870 6091763,1000002880,878.16
Communities & Local Government,GO,21/12/2010,Subscriptions,GOE,NTNL EXT CLLGE INT       CAMBRIDGE,1000002888,585
Communities & Local Government,GO,05/01/2011,Stationery,GOSE,OFFICE DEPOT             ANDOVER,1000002901,764.55
Communities & Local Government,GO,05/01/2011,Subscriptions,GOSE,RICS                     COVENTRY,1000002907,554
Communities & Local Government,GO,05/01/2011,Training,GOEM,ST JOHN AMBULANCE        01142 922180,1000002905,853.06
Communities & Local Government,GO,05/01/2011,Training,GOEM,BRITISH RED CROSS SOCI   INTERNET,1000002905,510
Communities & Local Government,GO,06/01/2011,Subscriptions,GOYH,INSTITUTE OF PUBLIC RL   LONDON,1000002910,780
Communities & Local Government,GO,06/01/2011,Training,GOYH,NCVO                     LONDON,1000002910,985
Communities & Local Government,GO,10/01/2011,Car Lease (expense),GOYH,ENTERPRISE               0113 2018900,1000002920,618.75
Communities & Local Government,GO,10/01/2011,Post,GONE,GOVERNMENT CAR AND DES   LONDON,1000002921,"1,006.98"
Communities & Local Government,GO,10/01/2011,Publications,GORCU Admin DEL Votd,AMAZON  MKTPLCE EU-UK    AMAZON.CO.UK,1000002915,528.16
Communities & Local Government,GO,10/01/2011,Training,GOYH,FOCUS PROJECT MANAGEME   PETERBOROUGH,1000002922,569.87
Communities & Local Government,GO,10/01/2011,Training,GOSW,PITMAN TRAINING/THE L    PLYMOUTH,1000002918,935.3
Communities & Local Government,GO,10/01/2011,Travel and Subsistence Account,GONE,"PARK PLAZA COUNTY HALL HOLONDON, .",1000002923,733.2
Communities & Local Government,GO,10/01/2011,Travel and Subsistence Account,GONE,"PARK PLAZA COUNTY HALL HOLONDON, .",1000002923,733.2
Communities & Local Government,GO,11/01/2011,Training,GONW,PLANT & WASTE RECYCLIN   WINCHESTER,1000002929,500
Communities & Local Government,GO,11/01/2011,Travel and Subsistence Account,GONE,"PARK PLAZA COUNTY HALL HOLONDON, .",1000002930,800.71
Communities & Local Government,GO,11/01/2011,Travel and Subsistence Account,GONE,"PARK PLAZA COUNTY HALL HOLONDON, .",1000002930,800.69
Communities & Local Government,GO,19/01/2011,Storage,RCU - PAM - Property Asset Management,CRATEMATE                02920 654206,1000002942,504.53
Communities & Local Government,GO,19/01/2011,Training,GOSW,KEITHS SCHOOL OF M       BRISTOL,1000002945,941.01
Communities & Local Government,GO,24/01/2011,Agency Staff,GOSW,REED EMPLOYMENT          0208 2744284,1000002950,"4,942.88"
Communities & Local Government,GO,24/01/2011,Catering,GOSW,DETR                     BRISTOL,1000002950,652.49
Communities & Local Government,GO,24/01/2011,Training,GOSW,PITMAN TRAINING/THE L    PLYMOUTH,1000002950,"2,001.61"
Communities & Local Government,GO,24/01/2011,Training,GOSW,PITMANTRAININGCTR        BRISTOL,1000002950,705
Communities & Local Government,GO,25/01/2011,Training,GOYH,QA-IQ LTD                SLOUGH,1000002953,"1,085.50"
Communities & Local Government,GO,25/01/2011,Training,GOE,ALL SAINTS COLLEGE       LEEDS,1000002951,550
Communities & Local Government,GO,26/01/2011,Training,GOSW,PITMANTRAININGCTR        BRISTOL,1000002954,"1,045.00"
Communities & Local Government,GO,26/01/2011,Training,GOSW,PITMAN TRAINING/THE L    PLYMOUTH,1000002954,"1,098.00"
Communities & Local Government,GO,26/01/2011,Training,GOSW,WWW.CIPD.CO.UK           LONDON  SW19,1000002954,648
Communities & Local Government,GO,26/01/2011,Training,GOSW,JB CONSULTING LIMIT      44800019688,1000002954,"1,447.21"
Communities & Local Government,GO,27/01/2011,Minor office costs,RCU - PAM - Property Asset Management,SAFEGUARDSY              44190321444,1000002955,589.02
Communities & Local Government,GO,27/01/2011,Training,GONW,PAYPAL  UKCC             35314369001,1000002957,940
Communities & Local Government,GO,31/01/2011,Training,GOEM,PAYPAL  HALLAMCOMMU      35314369001,1000002960,"1,622.40"
