UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC16684,11-Nov-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,817.24,16684
MODGPC16685,08-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"2,106.00",16685
MODGPC16686,08-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,870,16686
MODGPC16687,08-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,449.60",16687
MODGPC16688,07-Nov-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","1,080.00",16688
MODGPC16689,07-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,"1,735.00",16689
MODGPC16690,07-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,"1,735.00",16690
MODGPC16691,07-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,"1,735.00",16691
MODGPC16692,11-Nov-11,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,795,16692
MODGPC16693,03-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,903.75,16693
MODGPC16694,08-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,158.00",16694
MODGPC16695,09-Nov-11,Mail Order / Direct Selling        , CATALOG MERCHANT,669.31,16695
MODGPC16696,01-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,024.75",16696
MODGPC16697,11-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"2,995.00",16697
MODGPC16698,01-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"8,532.00",16698
MODGPC16699,09-Nov-11,Auto Rental                        ,Auto Rental                        ,"3,243.61",16699
MODGPC16700,01-Nov-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,786.78,16700
MODGPC16701,07-Nov-11,Auto Rental                        ,Auto Rental                        ,534.11,16701
MODGPC16702,08-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,543.17,16702
MODGPC16703,04-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,873.67,16703
MODGPC16704,08-Nov-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,826.61,16704
MODGPC16705,02-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,810,16705
MODGPC16706,03-Nov-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,763.46,16706
MODGPC16707,10-Nov-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,502.01,16707
MODGPC16708,04-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"2,077.32",16708
MODGPC16709,03-Nov-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,602.3,16709
MODGPC16710,02-Nov-11,General Retail and Wholesale       , ELECTRONICS STORES,600,16710
MODGPC16711,09-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,661.39,16711
MODGPC16712,09-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,098.00",16712
MODGPC16713,10-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"2,513.81",16713
MODGPC16714,03-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,776.34",16714
MODGPC16715,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,750.40",16715
MODGPC16716,04-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"4,621.32",16716
MODGPC16717,03-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,370.90",16717
MODGPC16718,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,312.00",16718
MODGPC16719,02-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,580.00",16719
MODGPC16720,11-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,780.48,16720
MODGPC16721,10-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"3,031.20",16721
MODGPC16722,10-Nov-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"1,030.80",16722
MODGPC16723,03-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,600.59",16723
MODGPC16724,10-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,601.31,16724
MODGPC16725,10-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"18,502.20",16725
MODGPC16726,11-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"12,974.42",16726
MODGPC16727,03-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"34,614.00",16727
MODGPC16728,03-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"34,998.00",16728
MODGPC16729,03-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"34,998.48",16729
MODGPC16730,03-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"11,262.60",16730
MODGPC16731,03-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"3,357.90",16731
MODGPC16732,03-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"34,998.48",16732
MODGPC16733,03-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"15,412.50",16733
MODGPC16734,10-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"4,710.00",16734
MODGPC16735,03-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"21,012.00",16735
MODGPC16736,04-Nov-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"1,117.95",16736
MODGPC16737,10-Nov-11,General Retail and Wholesale       , SPORTING GOODS STORES,"1,368.00",16737
MODGPC16738,10-Nov-11,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,913.44,16738
MODGPC16739,01-Nov-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,660,16739
MODGPC16740,10-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"11,538.96",16740
MODGPC16741,10-Nov-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS",660,16741
MODGPC16742,02-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"1,238.40",16742
MODGPC16743,02-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"1,423.85",16743
MODGPC16744,03-Nov-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,574.97,16744
MODGPC16745,02-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"1,344.00",16745
MODGPC16746,07-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,546.88,16746
MODGPC16747,03-Nov-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"1,879.58",16747
MODGPC16748,12-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,066.22",16748
MODGPC16749,04-Nov-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,675.6,16749
MODGPC16750,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,949.67,16750
MODGPC16751,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,914.49,16751
MODGPC16752,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,751.6,16752
MODGPC16753,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,970.46,16753
MODGPC16754,03-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"42,890.64",16754
MODGPC16755,03-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"5,100.00",16755
MODGPC16756,03-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"6,288.00",16756
MODGPC16757,09-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,110.42",16757
MODGPC16758,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,624.21,16758
MODGPC16759,02-Nov-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,504,16759
MODGPC16760,07-Nov-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"5,068.80",16760
MODGPC16761,08-Nov-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"1,609.20",16761
MODGPC16762,10-Nov-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,852,16762
MODGPC16763,09-Nov-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,510.96,16763
MODGPC16764,02-Nov-11,General Retail and Wholesale       , HARDWARE STORES,615.59,16764
MODGPC16765,04-Nov-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,794.00",16765
MODGPC16766,03-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,514.99",16766
MODGPC16767,10-Nov-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,533.98,16767
MODGPC16768,02-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"3,375.00",16768
MODGPC16769,01-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"9,000.00",16769
MODGPC16770,07-Nov-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,520.9,16770
MODGPC16771,01-Nov-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,626.92,16771
MODGPC16772,11-Nov-11,Professional Services              , PROFESSIONAL SERVICES - DEF,572.4,16772
MODGPC16773,11-Nov-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,516.9,16773
MODGPC16774,09-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,404.00",16774
MODGPC16775,11-Nov-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"3,500.00",16775
MODGPC16776,09-Nov-11,Professional Services              , INFORMATION RETRIEVAL SERVICES,800.58,16776
MODGPC16777,09-Nov-11,Books and Periodicals              , BOOK STORES,"1,292.10",16777
MODGPC16778,07-Nov-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,651.91,16778
MODGPC16779,01-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,590.7,16779
MODGPC16780,11-Nov-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"1,362.04",16780
MODGPC16781,01-Nov-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,675.65,16781
MODGPC16782,01-Nov-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,531.67,16782
MODGPC16783,07-Nov-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"2,560.00",16783
MODGPC16784,07-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,"2,900.00",16784
MODGPC16785,08-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,824,16785
MODGPC16786,09-Nov-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,694.8,16786
MODGPC16787,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"4,926.15",16787
MODGPC16788,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,453.19",16788
MODGPC16789,11-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,118.10",16789
MODGPC16790,04-Nov-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,911,16790
MODGPC16791,04-Nov-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"2,261.90",16791
MODGPC16792,04-Nov-11,Books and Periodicals              , BOOK STORES,"3,350.09",16792
MODGPC16793,04-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,490.28",16793
MODGPC16794,07-Nov-11,General Retail and Wholesale       , BEAUTY/BARBER SHOPS,"3,524.76",16794
MODGPC16795,07-Nov-11,General Retail and Wholesale       , BEAUTY/BARBER SHOPS,"1,027.41",16795
MODGPC16796,09-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,235.80",16796
MODGPC16797,04-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,000.00",16797
MODGPC16798,01-Nov-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,716.00",16798
MODGPC16799,11-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"16,794.01",16799
MODGPC16800,01-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,617.94",16800
MODGPC16801,01-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,921.34",16801
MODGPC16802,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,929.91",16802
MODGPC16803,01-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"4,066.60",16803
MODGPC16804,01-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,879.6,16804
MODGPC16805,01-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"1,925.00",16805
MODGPC16806,02-Nov-11,Books and Periodicals              , BOOK STORES,673.85,16806
MODGPC16807,07-Nov-11,Books and Periodicals              , BOOK STORES,"1,049.95",16807
MODGPC16808,08-Nov-11,Books and Periodicals              , BOOK STORES,831.84,16808
MODGPC16809,10-Nov-11,Books and Periodicals              , BOOK STORES,644.91,16809
MODGPC16810,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,474.54",16810
MODGPC16811,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,337.33",16811
MODGPC16812,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,249.70",16812
MODGPC16813,09-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,165.19",16813
MODGPC16814,11-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,751.92,16814
MODGPC16815,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,235.46",16815
MODGPC16816,08-Nov-11,Print and Advertising              , MISC PUBLISHING & PRINTING,557.7,16816
MODGPC16817,04-Nov-11,Books and Periodicals              , BOOK STORES,648,16817
MODGPC16818,02-Nov-11,Books and Periodicals              , BOOK STORES,"2,819.50",16818
MODGPC16819,02-Nov-11,Books and Periodicals              , BOOK STORES,"2,234.35",16819
MODGPC16820,11-Nov-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,702,16820
MODGPC16821,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,708.71",16821
MODGPC16822,02-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,290.07",16822
MODGPC16823,02-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,285.50",16823
MODGPC16824,02-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,717.83",16824
MODGPC16825,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,000.00",16825
MODGPC16826,10-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,162.70",16826
MODGPC16827,09-Nov-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS",783,16827
MODGPC16828,08-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,603.75,16828
MODGPC16829,08-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,510.48,16829
MODGPC16830,08-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,828.08,16830
MODGPC16831,07-Nov-11,Books and Periodicals              , BOOK STORES,954.23,16831
MODGPC16832,04-Nov-11,Books and Periodicals              , BOOK STORES,824.4,16832
MODGPC16833,04-Nov-11,Books and Periodicals              , BOOK STORES,900.9,16833
MODGPC16834,10-Nov-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,791.39,16834
MODGPC16835,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,525.85",16835
MODGPC16836,08-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,669.90",16836
MODGPC16837,07-Nov-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,039.46",16837
MODGPC16838,10-Nov-11,Training and Educational           , SCHOOLS - DEFAULT,"1,345.38",16838
MODGPC16839,02-Nov-11,Building Services                  ," HEATING, PLUMBING, AIR COND","1,423.01",16839
MODGPC16840,07-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"1,081.27",16840
MODGPC16841,07-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,720.85,16841
MODGPC16842,08-Nov-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,915.9,16842
MODGPC16843,07-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,267.20",16843
MODGPC16844,01-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,968.69,16844
MODGPC16845,01-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,919.94,16845
MODGPC16846,07-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,641.28,16846
MODGPC16847,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,556.78,16847
MODGPC16848,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,845.06,16848
MODGPC16849,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,603.46,16849
MODGPC16850,02-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,962.28,16850
MODGPC16851,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,516.00",16851
MODGPC16852,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,941.84",16852
MODGPC16853,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,538.8,16853
MODGPC16854,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"2,169.60",16854
MODGPC16855,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,229.04",16855
MODGPC16856,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,780.26,16856
MODGPC16857,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,012.30",16857
MODGPC16858,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,042.80",16858
MODGPC16859,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,558,16859
MODGPC16860,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"5,602.92",16860
MODGPC16861,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,016.40",16861
MODGPC16862,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,400.88",16862
MODGPC16863,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"6,024.60",16863
MODGPC16864,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,122.34",16864
MODGPC16865,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,159.98",16865
MODGPC16866,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,640.04",16866
MODGPC16867,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"4,244.40",16867
MODGPC16868,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"3,074.40",16868
MODGPC16869,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,584.28,16869
MODGPC16870,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,945.79,16870
MODGPC16871,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,986.35,16871
MODGPC16872,09-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,654.41,16872
MODGPC16873,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",781.2,16873
MODGPC16874,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",734.4,16874
MODGPC16875,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",697.2,16875
MODGPC16876,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",588,16876
MODGPC16877,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",787.2,16877
MODGPC16878,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",736.8,16878
MODGPC16879,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,547.2,16879
MODGPC16880,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,832.8,16880
MODGPC16881,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,828,16881
MODGPC16882,09-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,599.82,16882
MODGPC16883,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,940.2,16883
MODGPC16884,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,582,16884
MODGPC16885,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,760.32,16885
MODGPC16886,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,561.6,16886
MODGPC16887,09-Nov-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,633.6,16887
MODGPC16888,09-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"5,016.00",16888
MODGPC16889,02-Nov-11,General Retail and Wholesale       , SPORTING GOODS STORES,"5,831.92",16889
MODGPC16890,02-Nov-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"1,092.00",16890
MODGPC16891,09-Nov-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,599,16891
MODGPC16892,08-Nov-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,528,16892
MODGPC16893,04-Nov-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,633,16893
MODGPC16894,03-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16894
MODGPC16895,03-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16895
MODGPC16896,03-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,930.38,16896
MODGPC16897,03-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,960.36,16897
MODGPC16898,03-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16898
MODGPC16899,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16899
MODGPC16900,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,159.98",16900
MODGPC16901,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,930.38,16901
MODGPC16902,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16902
MODGPC16903,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,004.10",16903
MODGPC16904,11-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"1,038.60",16904
MODGPC16905,08-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,610.78,16905
MODGPC16906,08-Nov-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,610.78,16906
MODGPC16907,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",734.4,16907
MODGPC16908,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",734.4,16908
MODGPC16909,11-Nov-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",708,16909
MODGPC16910,11-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,540,16910
MODGPC16911,09-Nov-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,658.8,16911
MODGPC16912,07-Nov-11,Mail and Courier Services          , COURIER SERVICES,512.57,16912
MODGPC16913,01-Nov-11,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,"3,904.20",16913
MODGPC16914,01-Nov-11,Leisure Activities                 , BOAT DEALERS,"1,224.00",16914
MODGPC16915,08-Nov-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,604.23,16915
MODGPC16916,11-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"2,917.20",16916
MODGPC16917,08-Nov-11,Mail and Courier Services          , POSTAGE STAMPS,"1,265.17",16917
MODGPC16918,10-Nov-11,Mail and Courier Services          , POSTAGE STAMPS,"2,292.37",16918
MODGPC16919,11-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,517.5,16919
MODGPC16920,09-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,110.24",16920
MODGPC16921,10-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,026.35",16921
MODGPC16922,11-Nov-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,131.40",16922
MODGPC16923,04-Nov-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,608.4,16923
MODGPC16924,09-Nov-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,788.02,16924
MODGPC16925,10-Nov-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,632.52,16925
MODGPC16926,07-Nov-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,267.92",16926
MODGPC16927,03-Nov-11,Auto Rental                        ,Auto Rental                        ,696.98,16927
MODGPC16928,10-Nov-11,Auto Rental                        ,Auto Rental                        ,576,16928
MODGPC16929,11-Nov-11,Auto Rental                        ,Auto Rental                        ,771.9,16929
MODGPC16930,11-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,543.80",16930
MODGPC16931,03-Nov-11,Auto Rental                        ,Auto Rental                        ,648,16931
MODGPC16932,03-Nov-11,Auto Rental                        ,Auto Rental                        ,648,16932
MODGPC16933,03-Nov-11,Auto Rental                        ,Auto Rental                        ,811.56,16933
MODGPC16934,04-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,286.94",16934
MODGPC16935,08-Nov-11,Auto Rental                        ,Auto Rental                        ,532.34,16935
MODGPC16936,10-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,848.00",16936
MODGPC16937,10-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,668.00",16937
MODGPC16938,10-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,694.40",16938
MODGPC16939,10-Nov-11,Auto Rental                        ,Auto Rental                        ,"1,680.00",16939
MODGPC16940,10-Nov-11,Auto Rental                        ,Auto Rental                        ,576,16940
