Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Human Resources",MORGAN LAW PARTNERS LLP,1046183,1300.00, -Hire of Agency Staff (Professional/Management),SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Human Resources",MORGAN LAW PARTNERS LLP,1046184,2212.49, -Hire of Agency Staff (Professional/Management),SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046185,75004.93, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046186,37500.00, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046188,13810.66, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Human Resources",HAYS SPECIALIST RECRUITMENT LTD,1046189,732.60, -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Human Resources",HAYS SPECIALIST RECRUITMENT LTD,1046190,1178.93, -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/02/2012,Special Adjustments,"Legal, People & Communications Group - Human Resources",DESMOND MALCOLM,1046192,115.40, -Special Adjustments,TN34 2NB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/02/2012,Special Adjustments,"Legal, People & Communications Group - Human Resources",DESMOND MALCOLM,1046192,66.90, -Special Adjustments,TN34 2NB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1046193,33794.29, -Service Charges,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1046194,39797.59, -Service Charges,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Media and Design Services,Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1046195,49615.00, -Media and Design Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Service Charges,Finance & Commercial Group - Commercial Directorate,CUSHMAN & WAKEFIELD LLP,1046196,27788.05, -Service Charges,B2 2JT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Public Relations & Marketing Advice & Services,Business & Skills Group - Advanced Manufacturing Services,COI COMMUNICATIONS,1046197,15355.58, -Public Relations & Marketing Advice & Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Public Relations & Marketing Advice & Services,Business & Skills Group - Advanced Manufacturing Services,COI COMMUNICATIONS,1046197,87570.67, -Public Relations & Marketing Advice & Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1046198,1953.47, -Standard Desktop Plus Services,GU21 6DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1046199,100136.20, -Standard Desktop Plus Services,GU21 6DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Accommodation Rentals,"Legal, People & Communications Group - Legal Services",DRAGON FIRE & SECURITY SYSTEMS LTD,1046200,30.00, -Accommodation Rentals,CF23 9AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1046201,2352.86, -Electricity,PL3 5XQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1046202,55191.94, -Electricity,PL3 5XQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Goods Received Not Invoiced Accruals (SYSTEM),Corporate Payments,THE LONDON APPRENTICESHIP COMPANY,1046207,-0.01,Goods Received Not Invoiced Accruals (SYSTEM),SW1E 6DR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE LONDON APPRENTICESHIP COMPANY,1046207,497.20,Goods Received Not Invoiced Accruals (SYSTEM),SW1E 6DR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1046209,160.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1046209,156.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Recoverable VAT Input,Corporate Payments,INTELLECTUAL PROPERTY OFFICE,1046210,254650.49,Recoverable VAT Input,NP10 8QQ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1046211,0.15,Recoverable VAT Input,PL3 5XQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1046211,176.80,Recoverable VAT Input,PL3 5XQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Recoverable VAT Input,Corporate Payments,UK TRADE & INVESTMENT,1046212,1408578.64,Recoverable VAT Input,SW1E 6SW,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Recoverable VAT Input,Corporate Payments,NATIONAL MEASUREMENT OFFICE,1046213,3325149.62,Recoverable VAT Input,TW11 0JZ,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Recoverable VAT Input,Corporate Payments,THE INSOLVENCY SERVICE,1046214,839274.57,Recoverable VAT Input,WC1B 3SS,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Catering Services (Programme),Business & Skills Group - Advanced Manufacturing Services,IfM EDUCATION AND CONSULTANCY SERVICES LTD,1046217,362.50,Recoverable VAT Input,CB3 0FS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Enforcement,Business & Skills Group - Advanced Manufacturing Services,ITSA LTD,1046218,677.25,Recoverable VAT Input,SS15 6TH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/02/2012,Other Training Costs,ESBR - Assistant Economists,BPP PROFESSIONAL EDUCATION LTD,1046219,1645.00,Recoverable VAT Input,W12 8AA,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Recoverable VAT Input,Corporate Payments,COMPANIES HOUSE,1046220,754682.60,Recoverable VAT Input,CF14 3UZ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/02/2012,Recoverable VAT Input,Corporate Payments,UK SPACE AGENCY,1046221,48468.89,Recoverable VAT Input,SN2 1SZ,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1046222,11693.14,Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1046222,85.36,Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Capital Grants - Other,Business & Skills Group - Economic Development Directorate,SAFC HITECH LTD,1046223,60000.00,Payments to Expotel for Hotel Costs Contract,CH62 3QF,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Telecommunications,Finance & Commercial Group - Commercial Directorate,KCOM GROUP PLC T/A ECLIPSE INTERNET,1046226,143.64,Payments to Expotel for Hotel Costs Contract,HU1 3RN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,H.R. FIRE AND SAFETY LTD,1046227,37.97,Payments to Expotel for Hotel Costs Contract,LS12 5JB,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Knowledge and Innovation Group - Innovation,BRITISH STANDARDS INSTITUTION (BSI),1046228,214000.00,Payments to Expotel for Hotel Costs Contract,W4 4AL,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Knowledge and Innovation Group - Innovation,BRITISH STANDARDS INSTITUTION (BSI),1046229,52167.00,Payments to Expotel for Hotel Costs Contract,W4 4AL,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Knowledge and Innovation Group - Innovation,BRITISH STANDARDS INSTITUTION (BSI),1046230,114873.31,Payments to Expotel for Hotel Costs Contract,W4 4AL,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Knowledge and Innovation Group - Innovation,BRITISH STANDARDS INSTITUTION (BSI),1046231,2376.88, -Grants - Current - Other,W4 4AL,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Other Staff Welfare Costs,"Legal, People & Communications Group - Human Resources",ABILITYNET,1046232,3205.00, -Other Staff Welfare Costs,RG6 1WG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Business & Skills Group - RDA Transition and Closures,SOUTH WEST OBSERVATORY,1046233,70500.00, -Grants - Current - Other,TA1 3EN,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Business & Skills Group - RDA Transition and Closures,NATIONAL METALS TECHNOLOGY CENTRE (NAMTEC),1046234,36425.36, -Grants - Current - Other,S60 3AR,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Business & Skills Group - RDA Transition and Closures,SHEFFIELD HALLAM UNIVERSITY,1046235,11597.75, -Grants - Current - Other,S1 1WB,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/02/2012,Special Adjustments,"Legal, People & Communications Group - Human Resources",GREATER LONDON HIRE LTD,1046237,230.38, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/02/2012,Special Adjustments,"Legal, People & Communications Group - Human Resources",GREATER LONDON HIRE LTD,1046237,52.70, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/02/2012,Special Adjustments,"Legal, People & Communications Group - Human Resources",GREATER LONDON HIRE LTD,1046237,14.15, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Press Cutting Services,"Legal, People & Communications Group - Communications Directorate",DURRANTS LTD,1046238,5668.91, -Press Cutting Services,EC1Y 8QE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Grant in Aid - Current -Other,Market Frameworks - Consumer and Competition Policy,CONSUMER FOCUS,1046239,1000000.00, -Grant in Aid - Current -Other,EC4Y 8JX,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046240,97500.00, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046240,186960.80, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1046240,1000000.00, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,271.01, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,273.37, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,0.70, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,234.02, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,180.38, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Car Hire and Leasing,Market Frameworks - Labour Market,INCHCAPE FLEET SOLUTIONS LTD,1046241,216.11, -Car Hire and Leasing,PO6 4RP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,SMARTSOURCING PLC,1046242,14220.00, -ICT Maintenance & Upkeep,ST5 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Taxis,"Legal, People & Communications Group - Communications Directorate",ADDISON LEE plc,1046243,68.39, -Taxis,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,6.74, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,171.74, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,135.55, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,169.29, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,703.45, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,191.50, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,51.30, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,797.95, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/02/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1046244,235.80, -Car Hire and Leasing,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Grants - Current - Other,Business & Skills Group - RDA Transition and Closures,SOUTH WEST SCREEN,1046245,55285.26, -Grants - Current - Other,BS1 5BT,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1046247,160.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1046247,156.00, -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1046248,899.69, -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/02/2012,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office for Science,JIMMY YANG,1046249,446.69, -Research & Development Expenditure (Programme),OR 97331,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Suspense (DATA MIGRATION),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE INSOLVENCY SERVICE,1046250,441.66,Suspense (DATA MIGRATION),WC1B 3SS,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/02/2012,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office for Science,ANTON GOLUB,1046251,9600.00, -Research & Development Expenditure (Programme),10 000,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office for Science,FINANCIAL TIMES LTD,1046252,51.00, -Research & Development Expenditure (Programme),SL9 0GA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Capital Grants - Other,Business & Skills Group - Economic Development Directorate,VALUEWORKS LTD,1046253,67230.90, -Capital Grants - Other,WN3 6PS,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Publications,Knowledge and Innovation Group - DG/Finance & Corporate Planning,JONES YARRELL LEADENHALL,1046254,133.87, -Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046255,15.36, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046256,49.10, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046257,11.33, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046258,73.65, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046259,196.40, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046260,11.33, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046261,11.33, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046262,194.70, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046263,11.33, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046264,19.36, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/02/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1046265,169.13, -Maintenance,PO1 9DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Human Resources",MORGAN LAW PARTNERS LLP,1046266,1820.00, -Hire of Agency Staff (Professional/Management),SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Human Resources",MORGAN LAW PARTNERS LLP,1046267,1180.00, -Hire of Agency Staff (Professional/Management),SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Human Resources",MORGAN LAW PARTNERS LLP,1046268,1552.94, -Hire of Agency Staff (Professional/Management),SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Accommodation Rentals,"Legal, People & Communications Group - Legal Services",DRAGON FIRE & SECURITY SYSTEMS LTD,1046269,54.40, -Accommodation Rentals,CF23 9AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Taxis,Market Frameworks - Europe Trade & International Directorate,HUDSONS TAXIS,1046270,22.00, -Taxis,BN11 2BW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1046270,123.00, -Taxis,BN11 2BW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1046272,47.42, -Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Other Staff Costs,Finance & Commercial Group - Finance Group,RCUK SHARED SERVICES CENTRE LTD,1046273,600000.00, -Other Staff Costs,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Other Staff Costs,Finance & Commercial Group - Finance Group,RCUK SHARED SERVICES CENTRE LTD,1046274,664705.00, -Other Staff Costs,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Other Staff Costs,Finance & Commercial Group - Finance Group,RCUK SHARED SERVICES CENTRE LTD,1046275,450000.00, -Other Staff Costs,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/02/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",RICHARD WAYMAN,1046276,92.25, -Criminal Law and Prosecution Work,SW1H 0ET,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",LEE FISH,1046277,360.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",GERARD POUNDER,1046278,2643.00, -Criminal Law and Prosecution Work,SW1H 0ET,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",CHURCH HOUSE CONFERENCE CENTRE LTD,1046279,963.30, -Leadership & People Management Training,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,ICT Training,"Legal, People & Communications Group - Human Resources",FUSIONSOFT LTD,1046280,4825.00, -ICT Training,UB11 1BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,CLEARVIEW EVENTS LTD,1046281,144.00, -Leased Buildings - Clearing,E3 3JQ,,,,Capital
