FREEDOM OF INFORMATION,,
MOD Requests to 28 April 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
26-04-2011-113907-014,26/05/2011,"Please advise on the recuperation entitlement for service personnel that have done operational tours. Please advise on the number of service personnel that have done tours in excess of 7, 11, 18 24 months and longer for the last five years."
26-04-2011-114539-015,26/05/2011,Please provide information on the number of occasions where hotel costs were in excess of £200 a night.
26-04-2011-114940-016,26/05/2011,Please advise on the number of positive drugs tests recorded following tests carried out on members of the Armed Forces in 2010.
26-04-2011-115327-017,26/05/2011,Please provide the total amount of local overseas allowance paid for each country for accompanied and unaccompanied pay ranges.
26-04-2011-115910-001,24/05/2011,Please advise whether the value of the Menwith Hill base in North Yorkshire was a figure generated by MOD and the methodology used.
26-04-2011-135618-001,26/05/2011,Please provide information and copies of Cpl Paul E Cramer U.S.M.C. training records with the British Royal Marines in 1942. 
26-04-2011-142832-001,19/05/2011,Please provide a copy of the Royal Navy Traffic advice relating to anti-nuclear demonstrations at Devonport Naval Base.
26-04-2011-143957-001,26/05/2011,Please provide information on the Prisoner of War camp where Giovanni Sabatini was taken during WWII. 
26-04-2011-150555-002,26/05/2011,Please provide a copy of all movement logs for civil aircraft using RAF Kirknewton from 1 November 2009 - 1 February 2011.
26-04-2011-155802-002,13/04/2011,Please provide information to various questions regarding the cost to MOD to provide medical care for service personnel wounded (both physical and mental wounds) in Afghanistan and Iraq since the start of each respective conflict. 
26-04-2011-165835-003,26/05/2011,Please provide information to various questions about the Met Office.
26-04-2011-170412-004,26/05/2011,Please provide a copy of the 2010 Defence Nuclear Environment and Safety Board Assurance Report.
27-04-2011-110854-001,26/05/2011,Please provide electronic copies of various IPCC documentation.
27-04-2011-111509-002,26/05/2011,Please provide information on the 'West Africa Volunteer Force'.
27-04-2011-111824-003,26/05/2011,"Please provide details of QRRN's (Queens Rules Regulations Navy) QRRN Article 0866.6, QRRN article 0876.6, QRRN Article 0844.2 and the relevance and legal purpose of Naval Form C240."
27-04-2011-112403-004,26/05/2011,"Please provide a breakdown of information to various questions regarding recruits under the age of 18 for the periods 2008, 2009 and 2010."
27-04-2011-112720-005,26/05/2011,Please provide a list of email addresses for the War Pensions Committees in the UK and the Isle of Man.
27-04-2011-124029-006,27/05/2011,"Please provide information on the number of MOD procurement deals that have been initiated, but have not seen completion (i.e. procured materials have not entered service), since 2001."
27-04-2011-124809-007,26/05/2011,Please provide a hard copy of the Defence Framework booklet.
27-04-2011-140932-001,27/05/2011,Please advise on the number of incidents were trespassers have taken occupation of land/building and have subsequently been evicted by police and or private contractors or County Court Bailiffs.
27-04-2011-141351-002,27/05/2011,Please provide organigrams information for the MOD organization.
27-04-2011-152916-003,27/05/2011,"Please advise on the cost of ""Guide to airfield pavement design and evaluation"", 2nd edition, 2006.  Publisher: Defence Estates, London, UK and how it can be obtained."
27-04-2011-153819-001,26/05/2011,Please advise on the Armed Forces discharge policy. 
27-04-2011-174154-005,27/05/2011,"Please provide a list of dates when senior officials in the MOD and the former vice-chairman of the defence company Thales UK Air Defence, John Howe, met between 1 January 2007 and 1 March 2009."
28-04-2011-101220-002,27/05/2011,Please advise what details are held of shipping movements or incidents for the English Channel between Portland Bill and St Anvil Head on or around 14 December 1979 when the yacht Caroline of Leigh was sunk.
28-04-2011-105532-001,25/05/2011,Please provide a copy of the transcript record of the advice given to Cllr Smith during his conversation with the MOD on 7 April 2011 and any briefing/information note made in preparation for this conversation regarding DNSR/22/11/2 document authored by Andrew McFarlane which featured in the Guardian article.
28-04-2011-142436-001,31/05/2011,Please provide information to various questions regarding the health issues of Armed Forces personnel in transition to civilian life from 1 June 2008 - 31 December 2010. 
28-04-2011-142707-002,31/05/2011,Please provide a copy of the transfer deed dated 21 December 2010 between the MOD and Fremington Developments LLP referred to in Land Registry Title DN597606.  This relates to the disposal of Fremington Training Camp EX31 3BJ.
28-04-2011-143522-003,31/05/2011,Please provide information on wartime 25 yard small arms ranges.
28-04-2011-143911-004,31/05/2011,Please advise on the number of horses kept by MOD and their various costs.
28-04-2011-151027-005,31/05/2011,Please provide the latest Numerical Atmospheric-dispersion Modelling Environment graphic/map showing the progress across the globe and the UK of the various radionuclides emanating from the Fukushima nuclear plant in Japan since the earthquake struck on 11 March 2011.
