Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,19-Jun-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 285.51 ,
FCO,FCO,19-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 998.03 ,
FCO,FCO,19-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 502.84 ,
FCO,FCO,19-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 255.68 ,
FCO,FCO,19-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 4,060.73 ",
FCO,FCO,19-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 400.53 ,
FCO,FCO,19-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 11,238.23 ",
FCO,FCO,19-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 365.85 ,
FCO,FCO,19-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 68.72 ,
FCO,FCO,19-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 126.92 ,
FCO,FCO,19-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 379.75 ,
FCO,FCO,19-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 285.87 ,
FCO,FCO,19-Jun-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 6,977.56 ",
FCO,FCO,19-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 4,979.95 ",
FCO,FCO,19-Jun-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 7,634.34 ",
FCO,FCO,19-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 1,744.39 ",
FCO,FCO,19-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 5,981.96 ",
FCO,FCO,19-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 1,908.59 ",
FCO,FCO,19-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 1,043.96 ",
FCO,FCO,19-Jun-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 165.31 ,
FCO,FCO,19-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 738.15 ,
FCO,FCO,19-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 12,880.19 ",
FCO,FCO,19-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 5,398.33 ",
FCO,FCO,19-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746, 195.20 ,
FCO,FCO,19-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11746," 6,737.44 ",
FCO,FCO,18-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 2,269.94 ",
FCO,FCO,18-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 6,580.29 ",
FCO,FCO,18-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 515.89 ,
FCO,FCO,18-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,099.06 ",
FCO,FCO,18-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,008.05 ",
FCO,FCO,18-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 356.69 ,
FCO,FCO,18-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 5,225.35 ",
FCO,FCO,18-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 2,915.17 ",
FCO,FCO,18-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 413.13 ,
FCO,FCO,18-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 218.20 ,
FCO,FCO,18-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 408.12 ,
FCO,FCO,18-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 455.40 ,
FCO,FCO,18-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 488.21 ,
FCO,FCO,18-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 152.53 ,
FCO,FCO,18-Jun-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 4,161.25 ",
FCO,FCO,18-Jun-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 3,285.83 ",
FCO,FCO,18-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 2,270.91 ",
FCO,FCO,18-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 4,056.32 ",
FCO,FCO,18-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,040.31 ",
FCO,FCO,18-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 821.46 ,
FCO,FCO,18-Jun-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 129.84 ,
FCO,FCO,18-Jun-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 249.34 ,
FCO,FCO,18-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 10,629.01 ",
FCO,FCO,18-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 6,589.89 ",
FCO,FCO,18-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 8,980.08 ",
FCO,FCO,18-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 3,085.11 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,316.06 ",
FCO,FCO,18-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 4,037.26 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 219.81 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 431.29 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 201.61 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 98.02 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 67.77 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,045.07 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 553.89 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 82.63 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 81.63 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 41.46 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 97.64 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 86.53 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 28.98 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 657.16 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 811.26 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 790.64 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 431.48 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 164.29 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 49.87 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 197.66 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 24.67 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 2,125.80 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,252.08 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598," 1,796.02 ",
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 586.17 ,
FCO,FCO,18-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003598, 767.08 ,
FCO,FCO,25-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 8,093.97 ",
FCO,FCO,25-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 3,886.99 ",
FCO,FCO,25-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 4,162.80 ",
FCO,FCO,25-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 2,811.70 ",
FCO,FCO,25-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 3,360.59 ",
FCO,FCO,25-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 2,400.42 ",
FCO,FCO,25-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 180.08 ,
FCO,FCO,25-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 361.14 ,
FCO,FCO,25-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 12,848.94 ",
FCO,FCO,25-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 10.79 ,
FCO,FCO,25-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 10,599.08 ",
FCO,FCO,25-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 75.29 ,
FCO,FCO,25-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 115.13 ,
FCO,FCO,25-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 101.53 ,
FCO,FCO,25-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 636.92 ,
FCO,FCO,25-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 1,132.79 ",
FCO,FCO,25-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 17.33 ,
FCO,FCO,25-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 17.33 ,
FCO,FCO,25-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 80.58 ,
FCO,FCO,25-Jun-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 5,184.52 ",
FCO,FCO,25-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 3,139.43 ",
FCO,FCO,25-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 33,785.22 ",
FCO,FCO,25-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 1,272.26 ",
FCO,FCO,25-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 4,823.24 ",
FCO,FCO,25-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 7,494.85 ",
FCO,FCO,25-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 598.46 ,
FCO,FCO,25-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 180.08 ,
FCO,FCO,25-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 929.96 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 874.18 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 504.09 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 75.84 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 15.81 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 24.18 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 3.64 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 16.93 ,
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 7,094.90 ",
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 1,012.88 ",
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625," 1,573.92 ",
FCO,FCO,25-Jun-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003625, 37.82 ,
FCO,FCO,06-Jun-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1046895," 78,000.00 ",
FCO,FCO,06-Jun-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1046895," 7,198.84 ",
FCO,FCO,06-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1046895," 15,600.00 ",
FCO,FCO,06-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1046895," 1,439.77 ",
FCO,FCO,22-Jun-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 28,677.90 ",
FCO,FCO,22-Jun-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 38,519.65 ",
FCO,FCO,22-Jun-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 23,838.13 ",
FCO,FCO,22-Jun-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 123,393.63 ",
FCO,FCO,22-Jun-12,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 23,616.22 ",
FCO,FCO,22-Jun-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 21,610.12 ",
FCO,FCO,22-Jun-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 26,768.62 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 4,723.24 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 4,322.02 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 5,353.72 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 4,767.63 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 5,735.58 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 7,703.93 ",
FCO,FCO,22-Jun-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 2,560.17 ",
FCO,FCO,22-Jun-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 49,455.71 ",
FCO,FCO,22-Jun-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 8,140.44 ",
FCO,FCO,22-Jun-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 149,199.14 ",
FCO,FCO,22-Jun-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 2,705.04 ",
FCO,FCO,22-Jun-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 6,526.71 ",
FCO,FCO,22-Jun-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 45,282.10 ",
FCO,FCO,22-Jun-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 4,973.44 ",
FCO,FCO,22-Jun-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 2,821.89 ",
FCO,FCO,22-Jun-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 11,304.70 ",
FCO,FCO,22-Jun-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 53,043.63 ",
FCO,FCO,22-Jun-12,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1048386," 42,489.61 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 24,678.73 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386, 512.03 ,
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 9,891.14 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 1,628.09 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 29,839.83 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386, 541.01 ,
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 1,305.34 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 9,056.42 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386, 994.69 ,
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386, 564.38 ,
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 2,260.94 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 10,608.73 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1048386," 8,497.92 ",
FCO,FCO,15-Jun-12,Rental Payments - non residential,DG CHANGE & DELIVERY,NATIONAL HOTEL COMPLEX,1004945," 89,110.97 ",
FCO,FCO,22-Jun-12,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1048405," 157,752.93 ",
FCO,FCO,22-Jun-12,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1048405," 36,180.00 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1048405," 31,550.59 ",
FCO,FCO,22-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1048405," 7,236.00 ",
FCO,FCO,21-Jun-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1048279," 185,830.71 ",
FCO,FCO,21-Jun-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1048279, 145.45 ,
FCO,FCO,21-Jun-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1048279," 37,166.14 ",
FCO,FCO,21-Jun-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1048279, 0.01 ,
FCO,FCO,19-Jun-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1048022," 38,616.76 ",
FCO,FCO,19-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1048022," 7,723.35 ",
FCO,FCO,08-Jun-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,LORD SLYNN HADLEY EURO LAW FOUNDATION,1047168," 2,089.33 ",
FCO,FCO,08-Jun-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,LORD SLYNN HADLEY EURO LAW FOUNDATION,1047168," 29,772.98 ",
FCO,FCO,08-Jun-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,LORD SLYNN HADLEY EURO LAW FOUNDATION,1047168," 42,744.24 ",
FCO,FCO,08-Jun-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,LORD SLYNN HADLEY EURO LAW FOUNDATION,1047168," 14,451.21 ",
FCO,FCO,07-Jun-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1047043," 249,760.00 ",
FCO,FCO,14-Jun-12,Information Systems Maintenance,DG CENTRAL GROUP,MITEL NETWORKS LTD,1047663," 135,222.08 ",
FCO,FCO,14-Jun-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,MITEL NETWORKS LTD,1047663," 27,044.42 ",
FCO,FCO,20-Jun-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MOD PUBLIC SUB ACC HMG 4780,4001949," 1,312,000.00 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 7,519.37 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284, 801.56 ,
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 6,494.38 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 6,506.05 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 4,512.04 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284, 809.10 ,
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 7,281.34 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 5,624.64 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 5,671.65 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 6,260.38 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284, 381.18 ,
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 3,605.25 ",
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284, 835.78 ,
FCO,FCO,21-Jun-12,Residential Property Services,#N/A,MORSON HUMAN RESOURCES LTD,1048284," 6,662.30 ",
