Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,19/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184819, C9730A BLACK TONER FOR 5500.,NG11 7EP,564.24,
Communities & Local Government,PINS,19/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184819, C9731A CYAN TONER FOR 5500.,NG11 7EP,791.90,
Communities & Local Government,PINS,19/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184819, C9732A YELLOW TONER FOR 5500.,NG11 7EP,795.74,
Communities & Local Government,PINS,19/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184819, C9733A MAGENTA TONER FOR 5500.,NG11 7EP,795.75,
Communities & Local Government,PINS,22/10/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184867, Agency Staff x 1 for 6 months,SW20 0BA,437.78,
Communities & Local Government,PINS,22/10/2012,Courier Services,Estates,CITY LINK,,Large,,5106184877, City Link Postage,WA4 4SN,"2,135.21",
Communities & Local Government,PINS,22/10/2012,Electricity,Estates,EDF ENERGY 1 LIMITED,,Large,,5106184932, Electricity for TQH 01/04/12-31/03/13,PL3 5XQ,"19,750.26",
Communities & Local Government,PINS,22/10/2012,IT SUPPORT,Energy,GALLOIS GEOLOGICAL CONSULTANCY,,Micro,,5106184855, Geological Advice for August,EX4 5ER,"2,143.40",
Communities & Local Government,PINS,22/10/2012,Legal Fees,Wales Director,TREASURY SOLICITORS DEPT,,Public Bodies,,5106184875, Fees & Charges,WC2B 4TS,"1,582.00",
Communities & Local Government,PINS,22/10/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106184869, PINS PLASTIC ENVELOPE 7'S.,KT14 7LF,435.00,
Communities & Local Government,PINS,22/10/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106184881, PINS PLASTIC ENVELOPE 7'S.,KT14 7LF,435.00,
Communities & Local Government,PINS,22/10/2012,Office Supplies,Admin Support,TAURUS PRINT & DESIGN LTD,,Data Not Provided,,5106184883, PINS PLASTIC ENVELOPE 7'S.,KT14 7LF,435.00,
Communities & Local Government,PINS,22/10/2012,Training,Human Resources,CIPD,,Large,,2100003495,Cancellation of 5106184886 - Cockpit 111470 CIPD Employment Law training,SW19 1JQ,-490.00,
Communities & Local Government,PINS,22/10/2012,Training,Human Resources,CIPD,,Large,,2100003495,Cancellation of 5106184886 - Cockpit 111470 Transfer of date,SW19 1JQ,-176.40,
Communities & Local Government,PINS,22/10/2012,Training,Human Resources,CIPD,,Large,,5106184886,Cancelled by 2100003495 - Cockpit 111470 CIPD Employment Law training,SW19 1JQ,490.00,
Communities & Local Government,PINS,22/10/2012,Training,Human Resources,CIPD,,Large,,5106184886,Cancelled by 2100003495 - Cockpit 111470 Transfer of date,SW19 1JQ,176.40,
Communities & Local Government,PINS,23/10/2012,Accommodation Service Charges,Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106184758, TFM contract for TQH until 30/09/12,WD24 4WW,"106,974.48",
Communities & Local Government,PINS,23/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184948, Agency Staff x 2 for 3 months,SW20 0BA,457.38,
Communities & Local Government,PINS,23/10/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184950, Agency Staff x 1 for 6 months,SW20 0BA,476.99,
Communities & Local Government,PINS,23/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184952, Agency Staff x 3 for 6 months,SW20 0BA,490.06,
Communities & Local Government,PINS,23/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184955, Agency Staff x 3 for 6 months,SW20 0BA,486.78,
Communities & Local Government,PINS,23/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184956, Agency Staff x 3 for 6 months,SW20 0BA,483.52,
Communities & Local Government,PINS,23/10/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106184756, Water boiler replacement,WD24 4WW,"1,422.30",
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184960, 2041800 XEROX SYMPHONY A4 PINK PAPER,NR3 1PD,22.84,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184960, 9150050 CLOSED LOOP A4 PAPER.,NR3 1PD,653.18,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0073024 ADDRESS LABELS.,NR3 1PD,14.16,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0340318 BT DECOR 1500 PHONE SETS.,NR3 1PD,277.73,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0405747 RAPESCO CLIPBOARD.,NR3 1PD,66.72,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0891014 MONOLITH SOFT BRIEFCASE.,NR3 1PD,85.92,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0990234 CASIO DF320TM DESKTOP CALCULATOR,NR3 1PD,45.31,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 0990274 CASIO MS8TV DESKTOP CALCULATOR.,NR3 1PD,220.32,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 1230493 COUNSEL 80 PAGE A4 N/BOOK.,NR3 1PD,43.56,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 8380008 HALF STRIP STAPLER.,NR3 1PD,10.32,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9100012 BANNER 80 PAGE SOFT N/BOOK.,NR3 1PD,8.78,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9100022 BANNER A5 EXERCISE BOOK.,NR3 1PD,28.01,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9290054 BANNER METAL STAPLER FULL STRIP.,NR3 1PD,8.82,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9300002 PAVO 12 INCH RULER.,NR3 1PD,13.68,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9310109 BANNER EASY TEAR ADHESHIVE TAPE.,NR3 1PD,94.68,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9330007 BANNER 2 HOLE PUNCH.,NR3 1PD,108.00,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9330018 RAPESCO MED SINGLE HOLE PUNCH.,NR3 1PD,40.08,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9386001 BANNER FOOLSCAP BOX FILE.,NR3 1PD,131.52,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9390002 BANNER STORAGE BOXES.,NR3 1PD,100.68,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9400102 BANNER PRES/BINDER 60MM WHITE.,NR3 1PD,235.20,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, 9405026 BANNER LEVER ARCH FILES.,NR3 1PD,137.16,
Communities & Local Government,PINS,23/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106184963, I9383051 INDEX PURPLE DIVIDERS.,NR3 1PD,10.20,
Communities & Local Government,PINS,24/10/2012,Advertising,ROW,PENNA PLC,,Large,,5106185067, Public Notices,EC4M 7RD,389.65,
Communities & Local Government,PINS,24/10/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106185071, Statutory Advertising - ROW,W1T 7RQ,248.17,
Communities & Local Government,PINS,24/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106184958, Agency Staff x 2 for 3 months,SW20 0BA,483.52,
Communities & Local Government,PINS,24/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184972, HP C8543X TONERS.,NG11 7EP,"2,050.56",
Communities & Local Government,PINS,24/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184973, HP CN046AE CYAN INK CARTS,NG11 7EP,805.80,
Communities & Local Government,PINS,24/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184973, HP CN048AE YELLOW INK CARTS.,NG11 7EP,805.80,
Communities & Local Government,PINS,24/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106184974, HP CN045AE BLACK INK CARTS.,NG11 7EP,"1,089.00",
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185001, LIGHTWEIGHT FOLDING SACK TROLLEY.,NR3 1PD,357.48,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 0060010 - Buff Singlefold Folders,NR3 1PD,21.60,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 0070854 - Business Cards,NR3 1PD,157.68,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 0990140 - Pocket Calculator,NR3 1PD,7.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 1230005 - Black Ballpoint Pen,NR3 1PD,7.54,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 1230038 - Blue Ballpoint Pen,NR3 1PD,5.65,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 1230061 - Red Ballpoint Pen,NR3 1PD,11.30,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 1230493 - A4 Evidence Books,NR3 1PD,63.36,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 8280007 - A5 Spiral Notebook,NR3 1PD,14.04,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 8300012 - Black Marker,NR3 1PD,3.10,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 8300013 - Red Marker,NR3 1PD,3.10,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 8300024 - Drywipe Marker Assortment,NR3 1PD,9.60,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9095020 - Large Post-Its,NR3 1PD,6.77,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9240012 - Black Notewriter,NR3 1PD,14.69,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9240013 - Blue Notewriter,NR3 1PD,7.34,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9250001 - HB Pencils,NR3 1PD,1.80,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9280020 - Red Tags,NR3 1PD,2.58,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9280024 - Grey Tags,NR3 1PD,4.32,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9310041 - Clear Tape 48mm,NR3 1PD,52.42,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9340021 - 6x180 Elastic Bands,NR3 1PD,10.80,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9340023 - 9x180 Elastic Bands,NR3 1PD,6.48,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9383051 - Purple Dividers,NR3 1PD,91.80,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9389000 - Magazine Files,NR3 1PD,22.34,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9390002 - Storage Box,NR3 1PD,60.41,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9410003 - A4 Cut Flush Folders,NR3 1PD,11.94,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9420038 - Blue Singlefold Folders,NR3 1PD,39.56,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9420040 - Yellow Singlefold Folders,NR3 1PD,28.26,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9420042 - Red Singlefold Folders,NR3 1PD,33.91,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424002 - String & Washer Wallet,NR3 1PD,193.82,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424021 - Buff Wallet with Flap,NR3 1PD,21.60,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424022 - Blue Wallet with Flap,NR3 1PD,7.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424023 - Green Wallet with Flap,NR3 1PD,7.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424024 - Pink Wallet with Flap,NR3 1PD,7.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9424025 - Yellow Wallet with Flap,NR3 1PD,7.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185007, 9635001 - Screen Wipes,NR3 1PD,50.04,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 0160557 POSTAL TUBES 610 X 75MM.,NR3 1PD,81.96,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061266 BANNER A4 WTV DIARY.,NR3 1PD,41.04,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061267 BANNER A5 DTAP DIARY.,NR3 1PD,50.40,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061268 BANNER POCKET DIARY.,NR3 1PD,11.04,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061269 BANNER A5 WTV DIARY.,NR3 1PD,151.20,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061270 BANNER A4 DTAP DIARY.,NR3 1PD,3.24,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061272 BANNER A3 WALL CALENDAR.,NR3 1PD,13.80,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061275 BANNER A5 DESK CALENDAR.,NR3 1PD,18.72,
Communities & Local Government,PINS,24/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185053, 9061280 BANNER UNMOUNTED YEAR PLANNER.,NR3 1PD,101.76,
Communities & Local Government,PINS,24/10/2012,Training,Business Improvement,OFFICE FOR NATIONAL STATISTICS,,Public Bodies,,5106185055, RSS Ordinary Certificate,NP10 8XG,850.00,
Communities & Local Government,PINS,25/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106185079, Expenses for official meetings,SL6 1DP,162.24,
Communities & Local Government,PINS,25/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106185079, extension 09/07/12 - 31/12/12,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,25/10/2012,Training,ICT,COMPUTERWORLD TRAINING LTD,,Small,,5106185060, ITiL Operational Support,BS37 5YX,"1,795.00",
Communities & Local Government,PINS,26/10/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106185116, C&W invoice for GCF service,MK3 5JP,"32,883.24",
Communities & Local Government,PINS,26/10/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106185129, C&W invoice for GCF service,MK3 5JP,"-4,200.00",
Communities & Local Government,PINS,26/10/2012,Legal Fees,Legal,LANDMARK CHAMBERS,,Micro,,5106185114, Legal Advice,EC4A 2HG,"1,152.00",
Communities & Local Government,PINS,26/10/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106185112, HP CN047AE MAGENTA INK CARTS,NG11 7EP,805.80,
Communities & Local Government,PINS,29/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106185176, Expenses for official meetings,SL6 1DP,191.40,
Communities & Local Government,PINS,29/10/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106185176, extension 09/07/12 - 31/12/12,SL6 1DP,"1,196.90",
Communities & Local Government,PINS,29/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185156, PLOTTER ROLLS.,NR3 1PD,542.88,
Communities & Local Government,PINS,29/10/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106185157, 9150050 - A4 Closed Loop Paper,NR3 1PD,653.18,
Communities & Local Government,PINS,29/10/2012,Training,National Infrastructure Director,ENVIRONMENTAL ACADEMY LTD,,Micro,,5106185136, Advanced EIA Training,NE16 3AS,650.00,
Communities & Local Government,PINS,29/10/2012,Training,Policy,R T P I CONFERENCES,,Large,,5106185140, 5 places RTPI Training,EC1V 1NY,"1,345.00",
Communities & Local Government,PINS,30/10/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106185110,Statutory Advertising,W1T 7RQ,18.36,
Communities & Local Government,PINS,30/10/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106185110, Statutory Advertising - ROW,W1T 7RQ,314.71,
Communities & Local Government,PINS,30/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,2100003726,Cancellation of 5106185253 Agency staff x1 for 1 month,SW20 0BA,-531.58,
Communities & Local Government,PINS,30/10/2012,Agency Staff,Resource Management/Chart,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185203, Agency Staff x 2 for 3 months,SW20 0BA,512.82,
Communities & Local Government,PINS,30/10/2012,Agency Staff,Quality Assurance Unit,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185213, Agency Staff x 1 for 6 months,SW20 0BA,512.82,
Communities & Local Government,PINS,30/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185253,Cancelled by 2100003726 Agency staff x1 for 1 month,SW20 0BA,531.58,
Communities & Local Government,PINS,30/10/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106185189, Royal Mail Post,S49 1HQ,"2,007.58",
Communities & Local Government,PINS,30/10/2012,Training,Human Resources,CIPD,,Large,,2100003727,Cancellation of 5106184985 CIPD Employment Law training,SW19 1JQ,-490.00,
Communities & Local Government,PINS,30/10/2012,Training,Human Resources,CIPD,,Large,,2100003727,Cancellation of 5106184985 Transfer of date,SW19 1JQ,-147.00,
Communities & Local Government,PINS,30/10/2012,Training,Human Resources,CIPD,,Large,,5106184985,Cancelled by 2100003727 CIPD Employment Law training,SW19 1JQ,490.00,
Communities & Local Government,PINS,30/10/2012,Training,Human Resources,CIPD,,Large,,5106184985,Cancelled by 2100003727 Transfer of date,SW19 1JQ,147.00,
Communities & Local Government,PINS,31/10/2012,Advertising,Common Land,TMP (UK) LIMITED,,Large,,5106185258, Statutory Advertising - Common Land,W1T 7RQ,410.88,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185196, Agency Staff x 3 for 6 months,SW20 0BA,512.82,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185198, Agency Staff x 3 for 6 months,SW20 0BA,392.04,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Planning Casework,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185201, Agency Staff x 3 for 6 months,SW20 0BA,512.82,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185247, Agency staff x1 for 1 month,SW20 0BA,577.80,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185250, Agency staff x1 for 1 month,SW20 0BA,577.80,
Communities & Local Government,PINS,31/10/2012,Agency Staff,Finance & Procurement,REED SPECIALIST RECRUITMENT LTD,,Large,,5106185255, Agency staff x1 for 1 month,SW20 0BA,531.58,
Communities & Local Government,PINS,31/10/2012,Office Machinery (<£5000),ICT,NEW RICOH UK,,Large,,2300000008, Photocopier Usage Charge,TW13 7HG,-433.20,
Communities & Local Government,PINS,31/10/2012,Office Machinery Rental,Wales Director,NEW RICOH UK,,Large,,5106185227, Pins Wales Copier rental/Usaage charge,TW13 7HG,930.20,
Communities & Local Government,PINS,01/10/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100002900, ,PO19 1BA,"1,400.00",
Communities & Local Government,PINS,01/10/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100002900, ,PO19 1BA,116.34,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100003011, ,SO19 7GU,268.80,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100003011, ,SO19 7GU,40.08,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Planning,ALISON ROWLAND,,Micro,,2100003012, ,BD20 7BG,"4,065.60",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Planning,ALISON ROWLAND,,Micro,,2100003012, ,BD20 7BG,904.20,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100003005, ,HG5 9AY,672.00,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100003009, ,CB6 3PG,"1,680.00",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100003009, ,CB6 3PG,114.60,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100003014, ,CB6 3PG,"1,680.00",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100003014, ,CB6 3PG,104.25,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Small,,2100003004, ,PE30 3MB,"1,680.00",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Small,,2100003004, ,PE30 3MB,134.82,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100003002, ,WA16 6BY,"1,766.88",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100003002, ,WA16 6BY,159.30,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Not assigned,,2100003003, ,WA16 6BY,"1,626.24",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Not assigned,,2100003003, ,WA16 6BY,81.72,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003013, ,TN16 1SL,"1,256.64",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Not assigned,,2100003013, ,TN16 1SL,106.38,
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003015, ,EX15 3NL,"1,404.48",
Communities & Local Government,PINS,04/10/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Not assigned,,2100003015, ,EX15 3NL,135.18,
