Equality Monitoring 2010/11 Annex Tables & Charts,,,

Analysis of the data summarised in the tables in this workbook can be found in the Overall Equality Monitoring Report for DfT 2010/11.,,,
Date published: [TBC],,,
Web address: [TBC],,,
"Data formats: These tables, describing the underlying data used, are available both as an Excel workbook and as a comma-separated values (CSV) file. Data is tabulated (and rows and/or columns may have been combined) in order to protect the identities of individuals.",,,


1.  Demographics,,,

Tables in section 1 summarise diversity data collected on all permanent and fixed term members of staff in post on 31st March 2011.,,,
Members of staff on long-term leave (including maternity leave) have been excluded.,,,

Table 1.1: Staff by Sex,,,

,Male,Female,Total
DfT(C),1188,671,1859,
DSA,1766,767,2533,
DVLA,2318,3860,6178,
GCDA,211,24,235,
HA,2520,1013,3533,
MCA,766,340,1106,
VCA,107,41,148,
VOSA,"1,649",622,"2,271",
DfT(whole),"10,525",7338,"17,863",

Table 1.2: Staff by Race,,,,

,White,BME,Unknown,Total
DfT(C),1274,254,331,1859
DSA,2244,108,181,2533
DVLA,5968,149,61,6178
GCDA,187,44,4,235
HA,2646,253,634,3533
MCA,957,34,115,1106
VCA,132,11,5,148
VOSA,"2,005",82,184,"2,271"
DfT(whole),"15,413",935,1515,"17,863"

Table 1.3: Staff by Disability Status,,,,

,Not disabled,Disabled,Unknown,Total
DfT(C),1548,89,222,1859
DSA,2133,215,185,2533
DVLA,4518,950,710,6178
GCDA,228,7,0,235
HA,2515,161,857,3533
MCA,769,91,246,1106
VCA,142,6,0,148
VOSA,"2,075",102,94,"2,271"
DfT(whole),"13,928",1621,2314,"17,863"

Table 1.4: Staff by Work Pattern,,,,

,Full-Time,Part-Time,Unknown,Total
DfT(C),1700,159,0,1859
DSA,2073,460,0,2533
DVLA,4627,1551,0,6178
GCDA,223,12,0,235
HA,3260,273,0,3533
MCA,1004,102,0,1106
VCA,131,17,0,148
VOSA,"2,047",224,0,"2,271"
DfT(whole),"15,065",2798,0,"17,863"

Table 1.5: Staff by Work Pattern and Sex,,,,,
, Male ,,Female,,
,Full-Time,Part-Time,Full-Time,Part-Time,
DfT(C),1145,43,555,116,
DSA,1545,221,528,239,
DVLA,2137,181,2490,1370,
GCDA,201,10,22,2,
HA,2431,89,829,184,
MCA,739,27,265,75,
VCA,106,1,25,16,
VOSA,"1,601",48,446,176,
DfT(whole),"9,905",620,"5,160",2178,

Table 1.6: Staff by Work Pattern and Race,,,,,
,White,,BME,,Unknown
,Full-Time,Part-Time,Full-Time,Part-Time,Full-Time,Part-Time
DfT(C),1154,120,234,20,312,19
DSA,1820,424,97,11,156,25
DVLA,4470,1498,112,37,45,16
GCDA,178,9,41,3,4,0
HA,2437,209,231,22,592,42
MCA,862,95,34,0,108,7
VCA,116,16,10,1,5,0
VOSA,"1,809",196,77,5,161,23
DfT(whole),"12,846",2567,836,99,"1,383",132

Table 1.7: Staff by Work Pattern and Disability Status,,,,,,
,Not Disabled,,Disabled,,Unknown,
,Full-Time,Part-Time,Full-Time,Part-Time,Full-Time,Part-Time
DfT(C),1408,140,82,7,210,12
DSA,1737,396,176,39,160,25
DVLA,3427,1091,667,283,533,177,,,,,,
DVLA,19459,22930,0,42389
GCDA,324,2012,0,2336
HA,8721.5,19851.3,0,28572.7
MCA,1932,5586,0,7518
VCA,281,439,0,720
VOSA,4111.9,12182,0,16293.8


7. Grievances and Discipline,,,,

Table 7.1: Grievance cases by Sex,,,,
,Grievance Cases,,,
,Male,Female,Unknown,Total
DfT(C),4,5,4,13
DSA,33,22,0,55
DVLA,4,6,0,10
GCDA,3,1,0,4
HA,39,13,0,52
MCA,2,1,0,3
VCA,0,0,0,0
VOSA,0,1,0,1
DfT (whole),85,49,4,138

Table 7.2: Grievance cases by Race,,,,
,Grievance Cases,,,
,White,BME,Unknown,Total
DfT(C),5,4,4,13
DSA,48,3,4,55
DVLA,10,0,0,10
GCDA,3,1,0,4
HA,43,7,2,52
MCA,2,0,1,3
VCA,0,0,0,0
VOSA,1,0,0,1
DfT (whole),112,15,11,138

Table 7.3: Grievance cases by Disability status ,,,,
,Grievance Cases,,,
,Non-Disabled,Disabled,Unknown,Total
DfT(C),6,3,4,13
DSA,33,13,9,55
DVLA,6,3,1,10
GCDA,3,1,0,4
HA,35,10,7,52
MCA,1,0,2,3
VCA,0,0,0,0
VOSA,1,0,0,1
DfT (whole),85,30,23,138

Table 7.4: Grievance cases by Work Pattern ,,,,
,Grievance Cases,,,
,Full-Time,Part-Time,Unknown,Total
DfT(C),9,0,4,13
DSA,48,7,0,55
DVLA,5,5,0,10
GCDA,4,0,0,4
HA,49,3,0,52
MCA,2,1,0,3
VCA,0,0,0,0
VOSA,1,0,0,1
DfT (whole),118,16,4,138

Table 7.5: Grievance cases by Age ,,,,
,Grievance Cases,,,
,<40,40+,Unknown,Total
DfT(C),0,13,0,13
DSA,6,49,0,55
DVLA,4,6,0,10
GCDA,0,4,0,4
HA,6,46,0,52
MCA,3,0,0,3
VCA,0,0,0,0
VOSA,1,0,0,1
DfT (whole),20,118,0,138

Table 7.6: Discipline cases by Sex,,,,
,Discipline cases,,,
,Male,Female,Unknown,Total
DfT(C),7,3,0,10
DSA,45,15,0,60
DVLA,29,26,0,55
GCDA,3,1,0,4
HA,56,12,0,68
MCA,4,0,0,4
VCA,0,1,0,1
VOSA,7,2,0,9
DfT (whole),151,60,0,211


Table 7.7: Discipline cases by Race,,,,
,Discipline cases,,,
,White,BME,Unknown,Total
DfT(C),8,2,0,10
DSA,50,8,2,60
DVLA,52,0,3,55
GCDA,2,2,0,4
HA,48,6,14,68
MCA,3,0,1,4
VCA,0,1,0,1
VOSA,8,0,1,9
DfT (whole),171,19,21,211

Table 7.8: Discipline cases by Disability status ,,,,
,Discipline cases,,,
,Non-Disabled,Disabled,Unknown,Total
DfT(C),10,0,0,10
DSA,42,12,6,60
DVLA,37,11,7,55
GCDA,4,0,0,4
HA,45,6,17,68
MCA,3,0,1,4
VCA,1,0,0,1
VOSA,9,0,0,9
DfT (whole),151,29,31,211

Table 7.9: Discipline cases by Work Pattern ,,,,
,Discipline cases,,,
,Full-Time,Part-Time,Unknown,Total
DfT(C),8,2,0,10
DSA,57,3,0,60
DVLA,40,15,0,55
GCDA,4,0,0,4
HA,65,3,0,68
MCA,4,0,0,4
VCA,1,0,0,1
VOSA,8,1,0,9
DfT (whole),187,24,0,211

Table 7.10: Discipline cases by Age ,,,,
,Discipline cases,,,
,<40,40+,Unknown,Total
DfT(C),3,7,0,10
DSA,21,39,0,60
DVLA,37,18,0,55
GCDA,0,4,0,4
HA,24,44,0,68
MCA,0,4,0,4
VCA,0,1,0,1
VOSA,2,7,0,9
DfT (whole),87,124,0,211


8. Specialisms,,,,,,

Table 8.1: Specialism by Sex,,,,,,
,,Male,Female,Unknown,Total Specialism,Staff in Agency
DfT(C),All Pay Bands,1188,671,0,,1859
DSA,Examiner,1457,334,0,1791,2533
,Admin,306,401,0,707,2533
,Support,3,32,0,35,2533
DVLA,Operational,1856,3259,0,5115,6178
,Non-operational,462,601,0,1063,6178
GCDA,Drivers / workshop staff,175,10,0,185,235
,Office staff,36,14,0,50,235
HA,Traffic,1386,266,0,1652,3533
,Asset,1134,747,0,1881,3533
MCA,Marine Surveyor,180,7,0,187,1106
,Coastguard,397,116,0,513,1106
,Administrator,189,217,0,406,1106
VCA,Admin,51,36,0,87,148
,Engineers,56,5,0,61,148
VOSA,Technical,1281,72,0,1353,2271
,Non-technical,368,550,0,918,2271

Table 8.2: Specialism by Race,,,,,,
,,White,BME,Unknown,Total Specialism,Staff in Agency
DfT(C),All Pay Bands,1274,254,331,,1859
DSA,Examiner,1576,77,138,1791,2533
,Admin,636,31,40,707,2533
,Support,32,0,3,35,2533
DVLA,Operational,4928,136,51,5115,6178
,Non-operational,1040,13,10,1063,6178
GCDA,Drivers / workshop staff,145,37,3,185,235
,Office staff,42,7,1,50,235
HA,Traffic,1284,56,312,1652,3533
,Asset,1362,197,322,1881,3533
MCA,Marine Surveyor,146,22,19,187,1106
,Coastguard,446,2,65,513,1106
,Administrator,365,10,31,406,1106
VCA,Admin,78,7,2,87,148
,Engineers,54,4,3,61,148
VOSA,Technical,1183,40,130,1353,2271
,Non-technical,822,42,54,918,2271

Table 8.3: Specialism by Disability Status ,,,,,,
,,Non-Disabled,Disabled,Unknown,Total Specialism,Staff in Agency
DfT(C),All Pay Bands,1548,89,222,,1859
DSA,Examiner,1534,122,135,1791,2533
,Admin,565,93,49,707,2533
,Support,34,0,1,35,2533
DVLA,Operational,3719,801,595,5115,6178
,Non-operational,799,149,115,1063,6178
GCDA,Drivers / workshop staff,183,2,0,185,235
,Office staff,45,5,0,50,235
HA,Traffic,1211,50,391,1652,3533
,Asset,1304,111,466,1881,3533
MCA,Marine Surveyor,137,14,36,187,1106
,Coastguard,345,35,133,513,1106
,Administrator,287,42,77,406,1106
VCA,Admin,82,5,0,87,148
,Engineers,60,1,0,61,148
VOSA,Technical,1245,58,50,1353,2271
,Non-technical,830,44,44,918,2271

Table 8.4: Specialism by Working Pattern ,,,,,,
,,Full-Time,Part-Time,Unknown,Total Specialism,Staff in Agency
DfT(C),All Pay Bands,1700,159,0,,1859
DSA,Examiner,1496,295,0,1791,2533
,Admin,574,133,0,707,2533
,Support,3,32,0,35,2533
DVLA,Operational,3716,1399,0,5115,6178
,Non-operational,911,152,0,1063,6178
GCDA,Drivers / workshop staff,173,12,0,185,235
,Office staff,50,0,0,50,235
HA,Traffic,1609,43,0,1652,3533
,Asset,1651,230,0,1881,3533
MCA,Marine Surveyor,175,12,0,187,1106
,Coastguard,495,18,0,513,1106
,Administrator,334,72,0,406,1106
VCA,Admin,72,15,0,87,148
,Engineers,59,2,0,61,148
VOSA,Technical,1316,37,0,1353,2271
,Non-technical,731,187,0,918,2271

Table 8.5: Specialism by Age ,,,,,,
,,<40,40+,Unknown,Total Specialism,Staff in Agency
DfT(C),All Pay Bands,664,1195,0,,1859
DSA,Examiner,196,1595,0,1791,2533
,Admin,321,386,0,707,2533
,Support,1,34,0,35,2533
DVLA,Operational,2481,2634,0,5115,6178
,Non-operational,411,652,0,1063,6178
GCDA,Drivers / workshop staff,22,163,0,185,235
,Office staff,13,37,0,50,235
HA,Traffic,557,1095,0,1652,3533
,Asset,675,1206,0,1881,3533
MCA,Marine Surveyor,30,157,0,187,1106
,Coastguard,154,359,0,513,1106
,Administrator,166,240,0,406,1106
VCA,Admin,39,48,0,87,148
,Engineers,22,39,0,61,148
VOSA,Technical,258,1095,0,1353,2271
,Non-technical,337,581,0,918,2271


9. SCS and Non-SCS Summary,,,,,,

Table 9.1: SCS and Non-SCS by Sex,,,,,,
,SCS,Non-SCS,Total,,,
Male,131,10394,10525,,,
Female,46,7292,7338,,,
Total staff,177,17686,17863,,,

Table 9.2: SCS and Non-SCS by Race,,,,,,
,SCS,Non-SCS,Total
White,149,15264,15413
BME,5,930,935
Unknown,23,1492,1515
Total staff,177,17686,17863

Table 9.3: SCS and Non-SCS by Disability Status,,,
,SCS,Non-SCS,Total
Not disabled,148,13780,13928
Disabled,5,1616,1621
Unknown,24,2290,2314
Total staff,177,17686,17863

Table 9.4: SCS and Non-SCS by Working Pattern,,,
,SCS,Non-SCS,Total
Full-time,160,14905,15065
Part-time,17,2781,2798
Total staff,177,17686,17863

Table 9.5: SCS and Non-SCS by Age,,,
,SCS,Non-SCS,Total
Under 20,0,55,55
20-24,0,553,553
25-29,0,1736,1736
30-34,7,2079,2086
35-39,19,1898,1917
40-44,39,2362,2401
45-49,37,2678,2715
50-54,36,2871,2907
55-59,26,2087,2113
60 to 64,11,1199,1210
65 and over,2,168,170
Total staff,177,17686,17863,,,,,,,,,


10.  SCS Feeder and Remaining Pay Bands,,,,,,,,,,,,

Note 1: Feeder pay bands are defined as the two pay bands below Senior Civil Service,,,,,,,,,,,,
Note 2: All SCS staff are included within DfT(C) for the purposes of this analysis.,,,,,,,,,,,,

"Table 10.1: SCS, feeder and remaining pay bands by Sex",,,,,,,,,,,,
,<------------------------SCS------------------------>,,,,<----------Feeder pay Bands--------------->,,,,<-----------Remaining pay bands----------->,,,
,Male,Female,Unknown,Total ,Male,Female,Unknown,Total ,Male,Female,Unknown,Total 
DfT(C),131,46,0,177,407,179,0,586,650,446,0,1096
DSA,0,0,0,0,37,14,0,51,1729,753,0,2482
DVLA,0,0,0,0,66,51,0,117,2252,3809,0,6061
GCDA,0,0,0,0,3,2,0,5,208,22,0,230
HA,0,0,0,0,263,59,0,322,2257,954,0,3211
MCA,0,0,0,0,90,17,0,107,676,323,0,999
VCA,0,0,0,0,8,1,0,9,99,40,0,139
VOSA,0,0,0,0,33,5,0,38,"1,616",617,0,"2,233"
DfT(whole),131,46,0,177,907,328,0,"1,235","9,487",6964,0,"16,451"

"Table 10.2: SCS, feeder and remaining pay bands by Race",,,,,,,,,,,,
,<------------------------SCS------------------------>,,,,<----------Feeder pay Bands--------------->,,,,<-----------Remaining pay bands----------->,,,
,White,BME,Unknown,Total ,White,BME,Unknown,Total ,White,BME,Unknown,Total 
DfT(C),149,5,23,177,431,42,113,586,694,207,195,1096
DSA,0,0,0,0,49,0,2,51,2195,108,179,2482
DVLA,0,0,0,0,114,3,0,117,5854,146,61,6061
GCDA,0,0,0,0,4,1,0,5,183,43,4,230
HA,0,0,0,0,269,24,29,322,2377,229,605,3211
MCA,0,0,0,0,88,8,11,107,869,26,104,999
VCA,0,0,0,0,9,0,0,9,123,11,5,139
VOSA,0,0,0,0,33,0,5,38,"1,972",82,179,"2,233"
DfT(whole),149,5,23,177,997,78,160,"1,235","14,267",852,1332,"16,451"

"Table 10.3: SCS, feeder and remaining pay bands by Disability Status",,,,,,,,,,,,
,<------------------------SCS------------------------>,,,,<----------Feeder pay Bands--------------->,,,,<-----------Remaining pay bands----------->,,,
,Non.Dis,Disabled,Unknown,Total ,Non.Dis,Disabled,Unknown,Total ,Non.Dis,Disabled,Unknown,Total 
DfT(C),148,5,24,177,512,17,57,586,888,67,141,1096
DSA,0,0,0,0,44,4,3,51,2089,211,182,2482
DVLA,0,0,0,0,96,9,12,117,4422,941,698,6061
GCDA,0,0,0,0,4,1,0,5,224,6,0,230
HA,0,0,0,0,249,15,58,322,2266,146,799,3211
MCA,0,0,0,0,85,7,15,107,684,84,231,999
VCA,0,0,0,0,9,0,0,9,133,6,0,139
VOSA,0,0,0,0,34,1,3,38,"2,041",101,91,"2,233"
DfT(whole),148,5,24,177,"1,033",54,148,"1,235","12,747",1562,2142,"16,451"

"Table 10.4: SCS, feeder and remaining pay bands by Work Pattern ",,,,,,,,,,,,
,<------------------------SCS------------------------>,,,,<----------Feeder pay Bands--------------->,,,,<-----------Remaining pay bands----------->,,,
,Full-Time,Part-Time,Unknown,Total ,Full-Time,Part-Time,Unknown,Total ,Full-Time,Part-Time,Unknown,Total 
DfT(C),160,17,0,177,532,54,0,586,1008,88,0,1096
DSA,0,0,0,0,51,0,0,51,2022,460,0,2482
DVLA,0,0,0,0,105,12,0,117,4522,1539,0,6061
GCDA,0,0,0,0,5,0,0,5,218,12,0,230
HA,0,0,0,0,305,17,0,322,2955,256,0,3211
MCA,0,0,0,0,107,0,0,107,897,102,0,999
VCA,0,0,0,0,9,0,0,9,122,17,0,139
VOSA,0,0,0,0,36,2,0,38,"2,011",222,0,"2,233"
DfT(whole),160,17,0,177,"1,150",85,0,"1,235","13,755",2696,0,"16,451"

"Table 10.5: SCS, feeder and remaining pay bands by Age ",,,,,,,,,,,,
,<------------------------SCS------------------------>,,,,<----------Feeder pay Bands--------------->,,,,<-----------Remaining pay bands----------->,,,
,<40,40+,Unknown,Total ,<40,40+,Unknown,Total ,<40,40+,Unknown,Total 
DfT(C),26,151,0,177,198,388,0,586,440,656,0,1096
DSA,0,0,0,0,1,50,0,51,517,1965,0,2482
DVLA,0,0,0,0,22,95,0,117,2870,3191,0,6061
GCDA,0,0,0,0,0,5,0,5,35,195,0,230
HA,0,0,0,0,43,279,0,322,1189,2022,0,3211
MCA,0,0,0,0,9,98,0,107,341,658,0,999
VCA,0,0,0,0,0,9,0,9,61,78,0,139
VOSA,0,0,0,0,3,35,0,38,592,1641,0,"2,233"
DfT(whole),26,151,0,177,276,959,0,"1,235","6,045",10406,0,"16,451"
