FREEDOM OF INFORMATION,,
MOD Requests to 02 September 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
22-08-2011-112048-004,20/09/2011,"Please advise on the number of officers in the Royal Navy, The Royal Air Force and the Army (excluding numbers in training at Sandhurst , Cranwell, Dartmouth) and the number of people (military and civilian) that work at the MOD."
22-08-2011-113148-005,19/09/2011,Please provide a copy of the MOD SPA Report and Business Plan January 2010.
22-08-2011-114222-006,19/09/2011,Please provide a copy of the UK Manual on the Law of Armed Conflict (1958).
22-08-2011-120019-005,20/09/2011,"Please advise, and provide information and details, on the total MOD expenditure on sick pay between August 2010 and July 2011, inclusive. "
22-08-2011-120751-006,20/09/2011,"Please provide information and details of any complaints/representations made to TV broadcasters over taste and presentation, as per item 46 of the MoD Green Book, over the last twelve months which relate to broadcast output."
22-08-2011-123448-001,16/09/2011,"Please provide information and details of the last aircraft, by service, to fly off decommissioned RN Aircraft Carriers."
22-08-2011-125610-007,20/09/2011,Please provide a copy of the most recent Annual Treasury Management Strategy. 
22-08-2011-130421-008,20/09/2011,"Please advise, and provide information and details, on the number of occasions the Secretary of State for Defence, Liam Fox, held meetings which involved Adam Werrity while travelling outside of the UK on official business since May 2010."
22-08-2011-131140-009,20/09/2011,"Please provide information and details of all vehicles, vessels and aircraft owned and used by the MOD on 1 April 2009, 1 April 2010 and 1 April 2011."
22-08-2011-141708-001,20/09/2011,Please provide clarification on the numbers of HM Forces discharge every year from 2000 - present.
22-08-2011-142523-002,20/09/2011,Please advised on the number of current military personnel of Indian Asian origin and the number of ex-service personnel injured or wounded in active service of Indian Asian origin.
22-08-2011-144916-011,20/09/2011,Please advise on the recent recruiting process for the CTO/CIO position at Met Office.
22-08-2011-145752-012,20/09/2011,"Please advise, and provide information and details, on the number of IT/Technology companies approached for potential candidates for the CTO/CIO position at the Met Office."
22-08-2011-150510-013,20/09/2011,"Please advise, and provide information and details, on the remuneration pay scale for an SCS 1 at the Met Office."
22-08-2011-151212-014,20/09/2011,"Please advise, and provide information and details, to various questions regarding the Met Office's recruitment policy."
22-08-2011-151742-015,20/09/2011,"Please advise, an provide information and details, of the salaries of Directors, Executives and Senior Managers at the Met Office earning more than £100K."
22-08-2011-155037-007,20/09/2011,Please provide a copy of the Field Service Regulations (FSR) used by British Army officers' during WWII.
23-08-2011-100013-001,19/09/2011,Please provide information and details on Project Phoenix SPPT/010 - RM 858
23-08-2011-103433-001,20/09/2011,"Please advise, and provide information and details, on the number of compensation payments made to Afghan interpreters working with British Forces, and their families, since 2001."
23-08-2011-103824-002,20/09/2011,"Please advise, and provide information and details, on the amount of money that Hampshire and IoW Army Cadet Force has spent over the last four years."
23-08-2011-115445-003,21/09/2011,Please advise on how a copy of the MOD Explosive Regulations can be obtained.
23-08-2011-143200-004,21/09/2011,"Please advise, and provide information and details, on any derelict or disowned government properties that are located on Malta and still remain under leasehold terms and may have been forgotten."
23-08-2011-144625-005,21/09/2011,Please provide information on the total actual/estimated costs of the UK's military involvement in the Libyan crisis until the end of the month.
23-08-2011-150246-006,21/09/2011,"Please advise, and provide information and details, to various questions regarding mines discovered by HMS Chiddingfold in the Gulf."
23-08-2011-155521-007,20/09/2011,"Please provide a copy of any documentation, paperwork or any information held including that held on archive, in respect of the issue of Internment in NI during 1972 - 1975."
23-08-2011-161147-009,21/09/2011,"Please advise, and provide information and details, on the amount the Department has spent on asbestos abatement within its estate from 2000 - 2010."
23-08-2011-162253-010,21/09/2011,"Please advise, and provide information and details, on the gas and electricity providers for the MOD HQ building for the financial year 2010-2011."
23-08-2011-164544-011,21/09/2011,"Please provide information on the Cardwell/Seddon Keeps, Reading, Berkshire."
24-08-2011-090406-001,22/09/2011,"Please advise, and provide information and details, on the number of potential recruits to the Armed Forces that have been rejected in each of the last five years because of their physical condition. "
24-08-2011-090849-002,22/09/2011,"Please advise, and provide information and details, on MOD expenditure on press and communications in FY 2009/2010 and FY 2010/2011."
24-08-2011-095523-001,16/09/2011,Please provide a copy of the current actuarial factors for both the British Armed Forces AFPS 05 Pension and British Armed Forces AFPS 75 Pension for calculating cash equivalents and pension debits and credit transfer factors for divorce proceedings.
24-08-2011-103913-003,22/09/2011,"Please advise, and provide information and details, on meetings the Ministerial team have had with members of the Royal Family from 6 May 2010 - present."
24-08-2011-104429-004,20/09/2011,Please advise on the total benefits package for David Young for the two years he was employed with the Met Office.
24-08-2011-110038-001,12/09/2011,Please advise on the purpose of the four engined propeller driven aircraft circling the sky over Birmingham.
24-08-2011-143118-002,20/09/2011,Please provide the CCN documents from 1950 - 1963 and the COSA documents from 1964 - 2008.
24-08-2011-150113-003,19/09/2011,Please advise on employment opportunities in Germany working in the British Army.
24-08-2011-150853-006,22/09/2011,Please provide video evidence of the Rendelsham Forest UFO incident.
24-08-2011-152354-008,22/09/2011,Please provide a copy of DEP2011-1347 - Ministry of Defence Nimrod Airworthiness Review 24 July 1998.
24-08-2011-153331-009,22/09/2011,"Please advise, and provide information and details, on injuries, treatments and outcomes on dogs working for the Army since the beginning of the conflict in Afghanistan."
24-08-2011-153707-010,22/09/2011,"Please advise, and provide information and details, on the number of GPC cards accessible to staff at the Met Office along with a copies of all GPC statements since March 2010."
24-08-2011-155558-011,22/09/2011,"Please provide information and details on DE&S spend through the FATS contract for various services for FY 2007/08, FY 2008/09, FY 2009/2010 and FY 2010/11. "
24-08-2011-160117-012,22/09/2011,"Please provide information and details on the Departmental spend through the FATS contract and by the TLB for various services for FY 2007/08, FY 2008/09, FY 2009/2010 and FY 2010/11. "
24-08-2011-160659-013,22/09/2011,"Please provide information and details of the spend on EA&S and MS at Departmental level and by TLB as recorded through TOPCAT for various services for FY 2007/08, FY 2008/09, FY 2009/2010 and FY 2010/11. "
24-08-2011-161146-014,22/09/2011,"Please provide information and details on DE&S spend on EA&S and MS in total and through the relevant contract/monitoring mechanism for various services for FY 2007/08, FY 2008/09, FY 2009/2010 and FY 2010/11. "
24-08-2011-161759-015,22/09/2011,"Please provide information and the details on the Departmental spend on EA&S on IT/IS through the ICS catalogue in total and by TLB for various services for FY 2007/08, FY 2008/09, FY 2009/2010 and FY 2010/11. "
24-08-2011-162234-016,22/09/2011,"Please advise on the criteria by which vexatious, voluminous, tendentious or other permit the Department uses to refuse to answer an FOI request."
24-08-2011-162441-001,21/09/2011,"Please advise, and provide information and details, on the number of soldiers disciplined internally while on tour in Afghanistan for offences committed either prior or during their deployment."
24-08-2011-162619-017,22/09/2011,Please advise on the number of civil servants in the MOD currently in the redeployment pool but not being utilised in vacant posts.
24-08-2011-162735-002,21/09/2011,"Please advise, and provide information and details, on the number of soldiers disciplined internally while on tour in Iraq between 2003 and 2009."
24-08-2011-162951-018,22/09/2011,"Please advise on the accessibility of WO 386/18, 386/19,  386/20 files at the National Archives."
24-08-2011-163433-019,22/09/2011,Please advise and provide information and details on the Armed Forces Equality and Diversity policy.
24-08-2011-163833-020,22/09/2011,Please provide information and details on any meetings between senior MOD officials and representatives from Google from 6 May 2010 - present.
25-08-2011-100400-001,22/09/2011,Please provide information and details on correspondence between the MOD and the University Hospitals Birmingham Foundation Trust on monies billed for medical treatment in 2010-11 and the setting of the contract levels for 2011/12.
25-08-2011-101312-002,22/09/2011,"Please advise, and provide information and details, on the number of soldiers discharged from the British Army for possession of drugs and/or failing drugs tests on 1 January 2011 - 24 August 2011, 1 January 2010 -  31 December 2010, 1 January 2009 - 31 December 2009, 1 January 2008 - 31 December 2008, 1 January 2007 - 31 December 2007 and 1 January 2006 - 31 December 2006."
25-08-2011-103844-001,23/09/2011,Please advise on the number of Army personnel discharged for drugs related offences for 2010 and 2011.
25-08-2011-104656-003,22/09/2011,"Please advise, and provide information and details, regarding the MOD and its association with Oxford University and Navy schemes."
25-08-2011-105728-004,07/09/2011,Please advise on the average salary of those who claimed an Education Allowance for each one of the five years in question.
25-08-2011-114413-005,22/09/2011,"Please advise, and provide information and details to various questions regarding Ghurkhas and pensions."
25-08-2011-114823-006,22/09/2011,Please provide information and detail of all MOD Royal Navy offices and departments within Whitehall.
25-08-2011-115236-007,22/09/2011,"Please advise, and provide information and details, to various questions regarding firefighting and rescue operations in Gibraltar."
25-08-2011-134959-001,22/09/2011,"Please advise, and provide information and details, on the number and ranks of officers currently employed on permanent restricted duties throughout the Force. "
25-08-2011-135312-002,23/09/2011,Please provide a copy of the report for proceedings for HMS Liverpool.
25-08-2011-135419-001,22/09/2011,Please provide information and details on correspondence between the MOD and the University Hospitals Birmingham Foundation Trust on monies billed for medical treatment in 2010-11 and the setting of the contract levels for 2011/12.
25-08-2011-143719-011,23/09/2011,"Please advise, and provide information and details, on the number of times occasions Lord Ashcroft has visited Cyprus since May when he was appointed by the Secretary of State for Defence, Liam Fox, to conduct a review of British military bases on the island."
25-08-2011-145855-012,23/09/2011,"Please advise on the accessibility of files DEFE 64/69, 70, 71, 72, 73 catalogued in the National Archives."
25-08-2011-150440-013,23/09/2011,Please provide copies of any documentation about the photographic survey of the Berwyn Mountains area in North Wales on 24 January 1974. 
25-08-2011-161824-014,23/09/2011,Please advise on the intelligence within the MOD itself of outside influences e.g. business interests influencing the state of the war in Afghanistan and the decision to go there in the first place. 
25-08-2011-162445-015,23/09/2011,Please advise on any known harmful medical links found between the effects of the aftermath of the British Pacific Christmas Island Nuclear Bomb tests.
25-08-2011-163234-016,23/09/2011,Please advise on the accessibility WO 208/3471:Employment of Feldwebel Bergmeier and Gefr Schimmels by PID at Foreign Office held at the National Archives.
25-08-2011-164953-019,23/09/2011,Please advise on the  amount of diesel fuel that HMS Ocean is able to carry and range this can provide at 15 knots.
26-08-2011-092524-001,23/09/2011,"Please advise, and provide information and details, of all meeting held between MOD officials and the Afghan leader, Gulbuddin Hekmatyar, during the 1980s."
26-08-2011-093053-002,23/09/2011,Please advise on the number of future ships and submarines in construction and when each ones will be ready for sea trials.
26-08-2011-095449-003,23/09/2011,Please provide information and details to various questions regarding David Young's employment at the Met Office.
26-08-2011-100904-004,26/09/2011,"Please advise, and provide information and details, of 'green ginger' tests undertaken in the 1980s."
26-08-2011-101328-005,26/09/2011,"Please advise, and provide information and details to various questions regarding ex-service personnel."
26-08-2011-111548-006,26/09/2011,Please advise on the number of working days lost due to illness and stress/anxiety of employees in MOD in the last three years.
26-08-2011-112955-001,06/09/2011,Please advise whether awards have been made for Basal Cell Carcinoma. 
26-08-2011-113333-007,26/09/2011,Please provide a copy of the MOD's death notification policy. 
26-08-2011-121256-001,06/09/2011,Please advise whether awards have been made for Basal Cell Carcinoma. 
26-08-2011-125156-002,08/06/2011,Please advise on the average life expectancy for RAF Officers who leave the Service at age 55.
26-08-2011-144641-008,25/08/2011,Please provide a detailed breakdown of MOD civil servants made redundant in the last ten years under the current redundancy scheme.
26-08-2011-145147-009,05/09/2011,Please provide a list of names of fallen from WWII.
26-08-2011-150815-010,26/09/2011,"Please advise, and provide information and details, on the number of Royal Irish Regiment members that have made claims for damages for hearing loss."
26-08-2011-151226-011,26/09/2011,Please provide information and details of all missions carried out in Libya from the beginning of March 2011 - present.
26-08-2011-160832-012,22/09/2011,"Please advise, and provide information and details to various questions, regarding recruitment campaigns to recruit Muslims to the Armed Forces."
30-08-2011-083749-001,26/09/2011,"Please advise, and provide information and details, on the total number of inquests into British service personnel deaths in Afghanistan."
30-08-2011-095638-001,26/09/2011,"Please advise on the availability of the files with refs: ES 16/75; ES 16/76; ES 16/77 and any further reports, papers or internal correspondence documenting the work of JOWOG 29 or SUBWOG 29."
30-08-2011-100929-002,26/09/2011,Please advise on the accessibility of papers relating to the Joint Action Committee and its dealings with Yemen/South Arabia/ Aden from 1964 to 1967.
30-08-2011-102145-003,26/09/2011,"Please provide confirmation of the gallantry awards made in connection with the SAS action at Mirbat, Oman on 19 July 1972."
30-08-2011-103104-004,26/09/2011,"Please advise, and provide details and information, on the maximum number of days of Post Operational Leave that any member of the Armed Forces was entitled to in the last five years."
30-08-2011-104757-001,27/09/2011,Please provide a breakdown by gender of casualty/fatality rates in Iraq and Afghanistan.
30-08-2011-104949-005,26/09/2011,"Please provide details and information on the crash of an F-101 Voodoo on 15 December 1960 on Barony Hill, Maughold on the Isle of Man. "
30-08-2011-111313-006,26/09/2011,"Please provide information on the degree of damage of Zueitina Village, Libya."
30-08-2011-112940-007,26/09/2011,Please provide copies of any documentation regarding the sinking of HMS Dasher on 27 March 1943.
30-08-2011-114641-008,26/09/2011,"Please advise, and provide information and details, on the payroll giving schemes at the MOD."
30-08-2011-135358-009,26/09/2011,"Please advise where information can be obtained on the exact locations of WWII air crashes in Dorset and Hampshire, especially in the New Forest and Hurn areas."
30-08-2011-140759-010,26/09/2011,Please provide a list of wind farm sites as of 1 Aug 2011 that the MOD has considered as part of their assessment of the effect of wind farms on the Eskdalemuir Seismic Array. 
30-08-2011-142203-011,26/09/2011,Please provide information on the number of soldiers removed from operations from 1 March 2009 - present because they were found to be pregnant.
30-08-2011-142943-012,26/09/2011,"Please advise, and provide information and details, on the cost of RAF Sea King rescues on 24 July and 14 August 2011."
30-08-2011-144005-002,14/09/2011,Please advise on the procurement cost of various of light weapons from 2001 - 2010.
30-08-2011-144422-013,27/09/2011,"Please advise, and provide information and details, to various questions regarding radiation badges at Christmas Island."
30-08-2011-151014-002,08/09/2011,Please provide a copy of the TORs for the OC and 2ic of 33 EOC. 
30-08-2011-151513-003,27/09/2011,Please provide information on the 'inverse commutations' factors of the Armed Forces Pension Scheme 1975.
30-08-2011-152235-004,27/09/2011,Please advise and provide information on the British Army Forces parade drilling.
30-08-2011-152434-001,23/09/2011,Please advise on SFA at RAF Brampton.
30-08-2011-154127-005,27/09/2011,"Please provide information on the name(s) of the senior British Officer(s) commanding forces in Basra, Iraq, in 2007."
30-08-2011-155059-006,27/09/2011,Please provide copies of all communication and correspondence between Steve Hilton and MOD senior officials from 28 February 2011 - present.
31-08-2011-085743-001,27/09/2011,Please advise on the average length of occupancy of regular Army personnel in SFA.  
31-08-2011-103833-001,27/09/2011,Please advise on the annual figures from 2005 - 2011 of Armed Forces recruits that were considered 'defect on enlistment' and medically discharged.
31-08-2011-104313-002,27/09/2011,"Please advise, and provide information and details, on the cost of Operation Ellarmy to the UK government. "
31-08-2011-104616-002,26/09/2011,Please provide copies of various documents and post-operational reports regarding F Squadron GHQ Liaison Regiment (Phantom).
31-08-2011-120130-004,28/09/2011,Please advise on the number of UK Armed Forces vehicles that have been destroyed in Iraq and Afghanistan in the past ten years through enemy action or that have had to be denied by NATO Forces to avoid them falling into enemy hands. 
31-08-2011-143113-001,23/09/2011,Please provide information and details on the WEC-12.
31-08-2011-143830-005,28/09/2011,Please advise the  level of cost saving that have actually been achieved on the Defence High Frequency Communications Service (DHFCS) contract to date.
31-08-2011-144312-006,28/09/2011,"Please advise, and provide information and details, to various questions regarding compensation payments made by MOD to soldiers injured in Afghanistan. "
31-08-2011-144839-007,28/09/2011,Please provide copies of all situation reports prepared by the Armed Forces and MOD relating to the situation in Belfast between 26 September and 8 October 1975.
31-08-2011-152255-008,28/09/2011,Please advise on the low flying policy in the Flying Order Book.
31-08-2011-153110-009,28/09/2011,"Please provide information and details of all payments of £10,000 or greater that have been made to named suppliers (corporations) by purchasers at MOD FY 2006, FY 2007, FY 2008, FY 2009, FY 2010 and FY 2011."
31-08-2011-153536-010,28/09/2011,Please advise whether the MOD has conducted research in the area of Wireless Power/Energy Transfer as it relates to Soldier Power and of other past and current research projects/proposals funded by the MoD.
31-08-2011-162904-011,28/09/2011,Please advise on the number of Armed Forces personnel that have failed compulsory drug tests or been fired from the Armed Forces for failing compulsory drug tests in 2010.
31-08-2011-164752-003,26/09/2011,"Please advise on the number of people who were imprisoned or interned by the Japanese during WWII who received the full £10,000 ex-gratis payment, some of the payment, no monies and of those who received the full £10,000, had been imprisoned/interned."
01-09-2011-095432-001,28/09/2011,"Please advise, and provide information and details, of all disciplinary offences the Department has recorded for the improper use of a GPC in the last five years."
01-09-2011-103032-002,28/09/2011,"Please advise, and provide information and details to various questions regarding the Provincial Reconstruction Team in Helmand Province, Afghanistan, which is funded by the UK Government."
01-09-2011-103552-003,28/09/2011,Please provide information and details on Operation Sabbath.
01-09-2011-105724-004,29/09/2011,Please advise on the current number of serving Royal Marine Commandos.
01-09-2011-110719-005,29/09/2011,Please provide a list of all those who have fallen in conflict.
01-09-2011-112356-006,19/09/2011,"Please advise, and provide information and details, on the appointment of David Young at the Met Office."
01-09-2011-112937-007,29/09/2011,"Please advise, and provide information and details, on the storage of nuclear weapons at RAF Sculthorpe from 1949 - 1962."
01-09-2011-115104-009,29/09/2011,Please provide information and details on the underground bunker at South Uist.
01-09-2011-121242-001,27/09/2011,"Please advise, and provide information and details, on the MARS Tanker Programme."
01-09-2011-122655-010,29/09/2011,"How much did the MOD spend on providing translation services in each of the following financial years                 (1) 2008-09, (2) 2009-10 and (3) 23010-11."
01-09-2011-140707-011,29/09/2011,"Please advise on the declassification of DEFE32/5, DEFE60/159 and DEFE60/208. "
01-09-2011-143203-012,29/09/2011,"Please advise, and provide information and details, to various questions regarding employees at MOD sites in Blackpool."
01-09-2011-143740-013,29/09/2011,"Please advise, and provide information and details, on the number of people blinded in Afghanistan over the last ten years. "
01-09-2011-144347-014,29/09/2011,"Please provide information and details on Holcombe Moor Training Land, Ramsbottom, Lancashire."
01-09-2011-150302-015,29/09/2011,Please provide information to various questions regarding the breakdown of officers to enlisted personnel in the Armed Forces in the last thirty years.
01-09-2011-150713-016,29/09/2011,Please provide information to various questions regarding the number of active contracts with IBM.
01-09-2011-151125-017,29/09/2011,Please provide information and details on the six incidences of leaks and social networking sites involved.
01-09-2011-151602-018,29/09/2011,"Please advice, and provide information and details, to various questions regarding Typhoon fighter planes."
01-09-2011-153602-019,29/09/2011,"Please advise, and provide information and details, on MOD expenditure of £313M on Single Use Military Equipment (SUME) in 2010/11."
01-09-2011-154004-020,29/09/2011,"Please advise, and provide information and details, on locations used in 2010 for non-news programmes and films that have involved the central RN, Army and RAF Public Relations branches."
01-09-2011-154320-021,29/09/2011,Please provide a breakdown of the store losses of £36million for 2010/11.
01-09-2011-154732-022,29/09/2011,"Please advise, and provide information and details, of all arms deals done to India by the MOD over the last forty years. "
01-09-2011-163556-024,29/09/2011,"Please advise, and provide information and details, on the number of military and civilian personnel employed at the DE&S petrol depot at West Moors in Dorset."
01-09-2011-164933-025,29/09/2011,Please advise on the number of RAF helicopter and Chinook pilots along with the number which will be made redundant.
01-09-2011-165805-002,28/09/2011,"Please advise, and provide information and details, on DSTL business transactions."
02-09-2011-102643-001,29/09/2011,"Please advise whether the MOD or associated bodies such as the Nuclear Safety Board have carried out any risk assessment on the UK Government's decision to base all of the UK's nuclear powered submarines at HMNB Clyde, Faslane. "
02-09-2011-111907-001,30/09/2011,Please advise on the number of RN junior officers.
02-09-2011-154625-001,29/09/2011,"Please advise on the official retirement age for Industrial workers employed by MOD and MOD Industrial workers with regards to the Principle Civil Service Pension Scheme, section 7 purchase of added years."
