Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,4.53
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,27.21
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,38.79
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,40.13
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.24
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,316.48
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,4.74
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,27.8
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,30.31
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,11.62
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,10.14
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,9.6
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,12.69
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,10.49
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,21.94
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,296.39
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,33.6
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,16.59
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,47.07
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,25.01
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,12.21
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,23.92
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,9.6
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,15.3
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,50.29
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,9.01
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,119.68
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,13.87
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,36.1
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,6.27
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,36.16
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,10.08
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,7.45
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,31.81
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,50.15
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,28.4
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,14.82
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,27.03
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,10.07
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.89
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,43.79
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,10.08
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,36.16
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,8.18
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,38.05
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,6.98
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,23.12
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,35.57
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,32.6
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,350.22
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,32.6
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,23.12
FCO,FCO,18-Sep-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000301,35.57
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,984.88
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,"3,365.21"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,44.25
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,2.17
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,29.82
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,316.34
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,33.13
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,539.19
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,"78,828.29"
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,"1,596.68"
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,264.58
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,25.43
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,"67,567.10"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,257.04
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,220.7
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,53
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,28.29
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,232.06
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,1.28
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.1
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,109.84
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.13
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,32.27
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,119.26
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,26.93
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,254.85
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,149.52
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,402.31
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,14.59
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,236.04
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,128.92
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,345.71
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,119.26
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,112.6
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,11.25
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,296.09
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,62.39
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.25
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,349.74
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,1.28
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,316.64
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,11.25
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,125.55
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,66.83
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,9.59
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,146.4
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,14.58
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,13.8
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,87.59
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,169.65
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,101.68
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,8.76
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,117.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,8.03
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,115.77
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,15.91
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,188.73
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,65.95
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,188.73
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,188.73
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,78.72
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,6.63
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,289.19
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,227.17
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,1.28
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,276.81
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,19.76
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,109.42
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,18.29
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,119.26
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000304,119.26
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,402.55
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"1,207.66"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,402.55
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,402.55
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Fuel Oil Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,402.55
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,53.94
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,40.26
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,28.18
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,210.94
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,24.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"7,970.57"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,6.68
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,195.64
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,96.61
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"8,695.16"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,29.79
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,70.85
FCO,FCO,18-Sep-12,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,96.61
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,32.2
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,66.82
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"23,288.58"
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,950.03
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,39.45
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,241.53
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"1,207.66"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"43,475.81"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,253.06
FCO,FCO,18-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,"17,390.32"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,96.61
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,128.82
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,966.13
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,37.03
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,28.18
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,60.38
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,33.01
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,66.82
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,60.38
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,185.17
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,8.05
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,38.65
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,33.81
FCO,FCO,18-Sep-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,24.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,61.19
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,362.3
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,8.05
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,112.72
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,28.18
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,161.02
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,48.31
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000305,33.81
