"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","C2","29258","36333","Project Support Officer","28.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","D","23427","29092","Project Support Officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","E1","18370","22124","Project Support Officer","3.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","OF2","37916","45090","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","OF3","47760","57200","Project Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","OF4","67032","77617","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005163","OR7-8","33223","43252","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","B2","47942","59535","Project Support Officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","C1","35648","44268","Project Support Officer","25.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","C2","29258","36333","Project Support Officer","16.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","D","23427","29092","Project Support Officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","E2","15623","18815","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","OF2","37916","45090","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","OF3","47760","57200","Project Support Officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","OF4","67032","77617","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005243","OR7-8","33223","43252","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","B2","47942","59535","Project Support Officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","C1","35648","44268","Project Support Officer","14.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","C2","29258","36333","Project Support Officer","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","D","23427","29092","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OF2","37916","45090","Project Support Officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OF3","47760","57200","Project Support Officer","13.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OF4","67032","77617","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OF5","81310","89408","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OR7-8","33223","43252","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005299","OR9","38600","46753","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","B2","47942","59535","Project Support Officer","8.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","C1","35648","44268","Project Support Officer","19.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","C2","29258","36333","Project Support Officer","34.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","D","23427","29092","Project Support Officer","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","E1","18370","22124","Project Support Officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","Retired Offr 1","37819","44268","Project Support Officer","33.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","OF3","47760","57200","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","OF4","67032","77617","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00005529","OR9","38600","46753","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","B1","56436","72185","Project Support Officer","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","B2","47942","59535","Project Support Officer","20.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","C1","35648","44268","Project Support Officer","46.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","C2","29258","36333","Project Support Officer","63.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","D","23427","29092","Project Support Officer","31.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","E1","18370","22124","Project Support Officer","2.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","E2","15623","18815","Project Support Officer","0.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","Retired Offr 1","37819","44268","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","OF2","37916","45090","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","OF3","47760","57200","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","OF4","67032","77617","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006158","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","B1","56436","72185","Commercial","11.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","B2","47942","59535","Commercial","8.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","C1","35648","44268","Commercial","27.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","C2","29258","36333","Commercial","26.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","D","23427","29092","Commercial","11.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006402","E1","18370","22124","Commercial","3.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","B1","56436","72185","Project Support Officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","B2","47942","59535","Project Support Officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","C1","35648","44268","Project Support Officer","25.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","C2","29258","36333","Project Support Officer","22.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","D","23427","29092","Project Support Officer","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","E1","18370","22124","Project Support Officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OF2","37916","45090","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OF3","47760","57200","Project Support Officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OF4","67032","77617","Project Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OR7-8","33223","43252","Project Support Officer","13.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00006714","OR9","38600","46753","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","B1","56436","72185","Project Support Officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","B2","47942","59535","Project Support Officer","14.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","C1","35648","44268","Project Support Officer","52.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","C2","29258","36333","Project Support Officer","86.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","D","23427","29092","Project Support Officer","55.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","E1","18370","22124","Project Support Officer","48.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","E2","15623","18815","Project Support Officer","0.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","OF2","37916","45090","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","OF3","47760","57200","Project Support Officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","OF4","67032","77617","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","OR7-8","33223","43252","Project Support Officer","14.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00007537","OR9","38600","46753","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","B1","56436","72185","Project Support Officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","B2","47942","59535","Project Support Officer","16.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","C1","35648","44268","Project Support Officer","35.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","C2","29258","36333","Project Support Officer","29.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","D","23427","29092","Project Support Officer","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","E1","18370","22124","Project Support Officer","6.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OF2","37916","45090","Project Support Officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OF3","47760","57200","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OF4","67032","77617","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OR5-6","30013","36929","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OR7-8","33223","43252","Project Support Officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00008374","OR9","38600","46753","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","B2","47942","59535","Principal Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","C2","29258","36333","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","D","23427","29092","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","E1","18370","22124","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","OF4","67032","77617","Private Secretary","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009000","OF5","81310","89408","Private Secretary","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009005","C2","29258","36333","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009005","D","23427","29092","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009005","E1","18370","22124","Private Secretary","0.50","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009005","C1","35648","44268","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B1","56436","72185","Secretariat","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","B2","47942","59535","Secretariat","5.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","C1","35648","44268","Secretariat","12.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","C2","29258","36333","Secretariat","20.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","D","23427","29092","Secretariat","14.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009028","E1","18370","22124","Secretariat","3.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","B1","56436","72185","Operational Manager","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","B2","47942","59535","Operational Manager","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","C1","35648","44268","Operational Manager","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","C2","29258","36333","Operational Manager","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","D","23427","29092","Operational Manager","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","OF2","37916","45090","Operational Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","OF3","47760","57200","Operational Manager","18.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","OF4","67032","77617","Operational Manager","17.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009102","OF5","81310","89408","Operational Manager","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","E2","15623","18815","Operational Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","B1","56436","72185","Infrastructure Planner","2.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","B2","47942","59535","Infrastructure Planner","3.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","C1","35648","44268","Infrastructure Planner","7.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","C2","29258","36333","Infrastructure Planner","23.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","D","23427","29092","Infrastructure Planner","15.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009190","E1","18370","22124","Infrastructure Planner","14.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009285","B1","56436","72185","Policy Support Officer","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009285","B2","47942","59535","Policy Support Officer","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009285","C1","35648","44268","Policy Support Officer","6.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009285","E1","18370","22124","Policy Support Officer","2.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009474","B1","56436","72185","Project Support Officer","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009474","B2","47942","59535","Project Support Officer","5.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009474","C1","35648","44268","Project Support Officer","30.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00009474","C2","29258","36333","Project Support Officer","3.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","B2","47942","59535","Project Support Officer","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","C1","35648","44268","Project Support Officer","48.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","C2","29258","36333","Project Support Officer","59.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","D","23427","29092","Project Support Officer","33.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","E1","18370","22124","Project Support Officer","20.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","E2","15623","18815","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OF2","37916","45090","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OF3","47760","57200","Project Support Officer","19.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OF4","67032","77617","Project Support Officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OF5","81310","89408","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OR7-8","33223","43252","Project Support Officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018625","OR9","38600","46753","Project Support Officer","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","B2","47942","59535","Operational Manager","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","C1","35648","44268","Operational Manager","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","C2","29258","36333","Operational Manager","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","D","23427","29092","Operational Manager","27.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","E1","18370","22124","Operational Manager","25.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","E2","15623","18815","Operational Manager","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","Skill Zone 1","15083","16482","Storekeeping/WarehouseOps","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","Skill Zone 2","16482","18010","Operational Manager","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","Skill Zone 3","18010","22150","Operational Manager","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OF2","37916","45090","Operational Manager","15.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OF3","47760","57200","Operational Manager","24.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OF4","67032","77617","Operational Manager","9.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OF5","81310","89408","Operational Manager","5.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR1-3","17515","28940","Operational Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR4","26405","33182","Operational Manager","14.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR5-6","30013","36929","Operational Manager","13.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR7-8","33223","43252","Operational Manager","26.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018628","OR9","38600","46753","Operational Manager","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","B1","56436","72185","Project Support Officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","B2","47942","59535","Project Support Officer","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","C1","35648","44268","Project Support Officer","20.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","C2","29258","36333","Project Support Officer","67.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","D","23427","29092","Project Support Officer","54.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","E1","18370","22124","Project Support Officer","56.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","E2","15623","18815","Project Support Officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","Retired Offr 1","37819","44268","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","NHS Band 2","13653","16753","Medical","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF2","37916","45090","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF3","47760","57200","Project Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF4","67032","77617","Project Support Officer","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OF5","81310","89408","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00018631","OR9","38600","46753","Project Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","B1","56436","72185","Project Support Officer","4.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","B2","47942","59535","Project Support Officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","C1","35648","44268","Project Support Officer","52.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","C2","29258","36333","Project Support Officer","70.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","D","23427","29092","Project Support Officer","34.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","E1","18370","22124","Project Support Officer","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","Skill Zone 1","15083","16482","Storekeeping/WarehouseOps","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","Skill Zone 2","16482","18010","Storekeeping/WarehouseOps","4.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","Skill Zone 3","18010","22150","Storekeeping/WarehouseOps","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF3","47760","57200","Project Support Officer","14.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF4","67032","77617","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF5","81310","89408","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR5-6","30013","36929","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR7-8","33223","43252","Project Support Officer","15.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR9","38600","46753","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","B1","56436","72185","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","B2","47942","59535","Project Support Officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","C1","35648","44268","Project Support Officer","19.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","C2","29258","36333","Project Support Officer","3.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","D","23427","29092","Project Support Officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","OF2","37916","45090","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","OF3","47760","57200","Project Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","OF4","67032","77617","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","OF5","81310","89408","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","B2","47942","59535","Project Support Officer","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","C1","35648","44268","Project Support Officer","29.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","C2","29258","36333","Project Support Officer","49.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","D","23427","29092","Project Support Officer","17.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","E1","18370","22124","Project Support Officer","2.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","OF3","47760","57200","Project Support Officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","OF4","67032","77617","Project Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","OF5","81310","89408","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","OR7-8","33223","43252","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023498","OR9","38600","46753","Project Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023917","B1","56436","72185","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023917","B2","47942","59535","Project Support Officer","7.00","Programme and Project Management (PPM)"
