Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/10/2012,Secondees (not paid directly),Market Frameworks - Consumer and Competition Policy,THE INSOLVENCY SERVICE,1064793,6959.77, - Secondees (not paid directly),SW1P 2HT,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/10/2012,Secondees (not paid directly),Market Frameworks - Consumer and Competition Policy,THE INSOLVENCY SERVICE,1064794,3025.98, - Secondees (not paid directly),SW1P 2HT,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/10/2012,Secondees (not paid directly),Market Frameworks - Consumer and Competition Policy,THE INSOLVENCY SERVICE,1064795,2003.18, - Secondees (not paid directly),SW1P 2HT,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,PFS INTERIM MANAGEMENT LLP,1064797,0, - Secondees (not paid directly),SO21 2DA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,PFS INTERIM MANAGEMENT LLP,1064797,12000, - Secondees (not paid directly),SO21 2DA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,PFS INTERIM MANAGEMENT LLP,1064798,0, - Secondees (not paid directly),SO21 2DA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,PFS INTERIM MANAGEMENT LLP,1064798,12000, - Secondees (not paid directly),SO21 2DA,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,NORTON ROSE LLP,1064799,5000.4, - Secondees (not paid directly),SE1 2AQ,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Strategy, Analysis and Better Regulation - BRDO",BROOK STREET (UK) LTD,1064800,74.17, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/13/2012,Grant in Aid - Current -Other,Market Frameworks - Consumer and Competition Policy,COMPETITION COMMISSION,1064801,4073917, - Grant in Aid - Current -Other,WC1B 4AD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,ROBERT FORD,1064802,250, - Research & Development Expenditure (Programme),M20 6HL,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Publications,Shareholder Executive - Shareholder Executive,JUNIPER CONSULTANCY SERVICES LTD,1064803,1000, - Publications,GL11 5SP,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,"KCOM GROUP PLC T/A KCOM, ECLIPSE INTERNET",1064804,225, - ICT Business Specific Application Services,HU1 3RN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TECNA DISPLAY LTD,1064805,72, - Media and Design Services,N18 3QH,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Local IT Maintenance & Support,"Strategy, Analysis and Better Regulation - Better Regulation Executive (BRE)",LIGHTMAKER UK LTD,1064806,620, - Local IT Maintenance & Support,TN2 3EH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Capital Grants - Other,Market Frameworks - RDA Transition and Closures,RAILSIMULATOR.COM LTD,1064808,4959, - Capital Grants - Other,ME4 4TZ,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Translation Services,Finance & Commercial Group - Commercial Directorate,FCO SERVICES,1064829,434.12, - Translation Services,MK19 7BH,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Translation Services (Programme),Business & Skills Group - Advanced Manufacturing Services,FCO SERVICES,1064832,5627.92, - Translation Services (Programme),MK19 7BH,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Grants - Current - Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,51308950, - Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Grants - Current - Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,13039848, - Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Grants - Current - Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,133414, - Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Grants - Current - Other,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,281866050, - Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Student Loan - New Loans,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,819465000, - Student Loan - New Loans,G2 7JD,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Student Loan - New Loans,Knowledge & Innovation Group - Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1064833,703624, - Student Loan - New Loans,G2 7JD,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Transfer In Creditors from RDA,Market Frameworks - RDA Transition and Closures,SHRED-IT LTD,1064837,261, - Transfer In Creditors from RDA,M33 7JQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064839,513.85, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064840,633.54, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064841,543.95, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064842,479.11, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064843,252.08, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064844,423.67, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064845,447, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064846,491.64, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064847,382.06, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064848,611.36, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1064849,163.64, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Commercial Directorate,CAPITA RESOURCING LTD,1064850,2091.36, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Professional/Management),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064851,2016, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064853,703.78, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1064854,86.44, - Payments to Expotel for Hotel Costs Contract,SK4 2RZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064855,281.34, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064856,933.58, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064858,754.92, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/19/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1064859,480.2, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Strategy, Analysis and Better Regulation - Analysis Directorate",ADECCO UK LTD,1064860,610.85, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1064861,155.16, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1064862,399.23, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Strategy, Analysis and Better Regulation - DG & Group Support",ADECCO UK LTD,1064863,677.56, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Strategy, Analysis and Better Regulation - DG & Group Support",ADECCO UK LTD,1064864,655.1, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1064865,1017.48, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064866,738.5, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA RESOURCING LTD,1064867,891.26, - Hire of Agency Staff (Clerical/Secretariat/Other),SL6 1DP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1064868,3088.8, - Hire of Agency Staff (Professional/Management),SL6 1DP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064869,7722, - Hire of Agency Staff (Professional/Management),SL6 1DP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1064870,133.38, - Programme and Projects Service,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Postage,Legal Services - Legal Services,ROYAL MAIL,1064871,112.22, - Postage,S49 1HQ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Training Costs,Market Frameworks - BIS Local,HAYMARKET PUBLISHING SERVICES LTD,1064872,598, - Other Training Costs,TW11 9BE,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"Strategy, Analysis and Better Regulation - Strategy and Growth",ADECCO UK LTD,1064873,725.8, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,BLAIR ESTATES LTD,1064874,21792.43, - Accommodation Rentals,E9 7PX,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Finance Group,ADECCO UK LTD,1064875,713.58, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/13/2012,Static Line Rental,Market Frameworks - Labour Market,BRITISH TELECOMMUNICATIONS plc (BT),1064876,37.58, - Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1064877,40, - Car Hire and Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Finance Group,ADECCO UK LTD,1064878,885.65, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064879,422.74, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,1064880,26, - Criminal Law and Prosecution Work,PL6 5HY,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064881,870.37, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1064882,80, - Car Hire and Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,P S LANDA MS LANDA S S LANDA & P S LANDA T/A SHERWOOD PROPERTIES,1064883,171367.8, - Accommodation Rentals,NG5 1EG,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Buildings Insurance,Finance & Commercial Group - Commercial Directorate,P S LANDA MS LANDA S S LANDA & P S LANDA T/A SHERWOOD PROPERTIES,1064883,5621.37, - Buildings Insurance,NG5 1EG,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064884,91.36, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1064885,40, - Car Hire and Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064886,565.31, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Market Frameworks - RDA Transition and Closures,ADECCO UK LTD,1064887,276.53, - Hire of Agency Staff (Professional/Management),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,WILLIAM LEAN,1064888,2000, - Other Accommodation Charges,PL1 3QR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Enforcement,Business & Skills Group - Advanced Manufacturing Services,VEHICLE CERTIFICATION AGENCY,1064889,125000.01, - Enforcement,BS5 6XX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Enforcement,Business & Skills Group - Advanced Manufacturing Services,VEHICLE CERTIFICATION AGENCY,1064889,66665.99, - Enforcement,BS5 6XX,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Postage,Legal Services - Legal Services,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1064890,27.54, - Postage,CM20 2GZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Advanced Manufacturing Services,SLEDGE LTD,1064891,70679, - Media and Design Services,W6 7NH,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/13/2012,Stationery,Shareholder Executive - Shareholder Executive,BANNER BUSINESS SERVICES LTD,1064892,168.91, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1064893,10664.5, - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1064894,5760, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/17/2012,Programme and Projects Service,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1064895,682, - Programme and Projects Service,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064896,670.81, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1064897,1274.92, - Electricity,PL3 5YL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Other Staff Costs (Programme),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064898,695.52, - Other Staff Costs (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),"People, Communications and Effectiveness Group - Director of Change and Corporate Effectiveness, including the BIS Secretariat",CAPITA RESOURCING LTD,1064900,1801.82, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Other Staff Costs (Programme),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064901,134.24, - Other Staff Costs (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Other Staff Costs (Programme),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064901,486.76, - Other Staff Costs (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Training Costs,Finance & Commercial Group - Commercial Directorate,ABERYSTWYTH UNIVERSITY,1064902,1825, - Other Training Costs,SY23 2AX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Other Training Costs,Finance & Commercial Group - Commercial Directorate,ABERYSTWYTH UNIVERSITY,1064902,215, - Other Training Costs,SY23 2AX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Professional/Management),Shareholder Executive - Shareholder Executive,CAPITA RESOURCING LTD,1064903,1490.4, - Hire of Agency Staff (Professional/Management),DL1 9HN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Other Staff Costs (Programme),"People, Communications and Effectiveness Group - Communications Directorate",CAPITA RESOURCING LTD,1064904,1036.06, - Other Staff Costs (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1064906,522.74, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1064907,3947.5, - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1064908,3188, - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1064909,551.8, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1064910,10186.56, - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Communications Directorate",ADECCO UK LTD,1064911,532.3, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/14/2012,Professional Training,Shareholder Executive - Shareholder Executive,DIVERSIFIED BUSINESS COMMUNICATIONS UK LTD,1064912,139, - Professional Training,BN1 1UD,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks - Europe Trade & International Directorate,ADECCO UK LTD,1064913,249.6, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Accommodation Rentals,Finance & Commercial Group - Commercial Directorate,I M PROPERTIES PLC,1064914,307355.4, - Accommodation Rentals,B46 1DF,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1064916,2607, - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/13/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Modernisation Fund and Shared Services,ADECCO UK LTD,1064917,1095.55, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/11/2012,Telephone Helpline Services,Market Frameworks - Labour Market,BROADCASTING SUPPORT SERVICES (BSS),1064918,60117.61, - Telephone Helpline Services,NW1 1BU,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",9/13/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Modernisation Fund and Shared Services,ADECCO UK LTD,1064919,869.94, - Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
