Department Family,Entity,Payment Date,Expense type,Expense Area,Vendor,Doc Ref,Amount
CLG,VTS,19/06/2009,Rail and Hotel booking services,Corporate,CAPITA BUSINESS,2100062363,1165.3
CLG,VTS,19/06/2009,Rail and Hotel booking services,Estate,CAPITA BUSINESS,2100062363,22.9
CLG,VTS,19/06/2009,Rail and Hotel booking services,Operational,CAPITA BUSINESS,2100062363,107.2
CLG,VTS,19/06/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100062366,472.56
CLG,VTS,19/06/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100062366,558.47
CLG,VTS,19/06/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100062366,132.19
CLG,VTS,19/06/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100062409,669.51
CLG,VTS,19/06/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100062411,641.8
CLG,VTS,19/06/2009,Agency Staff,HR,HUNTRESS SEARCH LTD,2100062427,681.27
CLG,VTS,19/06/2009,Agency Staff,HR,BLUE ARROW LTD,2100062428,506.35
CLG,VTS,19/06/2009,Recruitment,HR,ARDEN SHIELDS RECRUITMENT LTD,2100062431,3517.14
CLG,VTS,22/06/2009,Security,Estate,CHUBB SYSTEMS,2100062448,664.53
CLG,VTS,22/06/2009,Redundancy,HR,VT METHVEN,2100062523,3002.42
CLG,VTS,22/06/2009,Agency Staff,HR,ARDEN SHIELDS RECRUITMENT LTD,2100062524,512.6
CLG,VTS,22/06/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100062544,4098.87
CLG,VTS,22/06/2009,Tribunal Hearing Venues,Operational,LONDON BOROUGH OF CROYDON,2100062593,1155
CLG,VTS,22/06/2009,Tribunal Hearing Venues,Operational,LONDON BOROUGH OF CROYDON,2100062594,1050
CLG,VTS,19/06/2009,Fixed Maintenance,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100062595,575
CLG,VTS,19/06/2009,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100062596,5151.56
CLG,VTS,19/06/2009,Rent,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100062596,63718.2
CLG,VTS,19/06/2009,Rent,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100062597,2793.13
CLG,VTS,22/06/2009,Outsourced services,Central Services,DCLG,2100062598,8625
CLG,VTS,22/06/2009,Staff and Members' Conference,Training,RIGB LTD,2100062599,1929.13
CLG,VTS,22/06/2009,Rail and Hotel booking services,Corporate,DIGBY TROUT RESTAURANTS,2100062617,2120.89
CLG,VTS,22/06/2009,Rail and Hotel booking services,Central Services,EXPOTEL HOTEL RESERVATIONS LTD,2100062618,116.48
CLG,VTS,22/06/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100062618,2522.14
CLG,VTS,22/06/2009,IT support,IT,VALUATION OFFICE AGENCY,2100062619,52921.19
CLG,VTS,22/06/2009,Projects,IT,VALUATION OFFICE AGENCY,2100062619,8851.69
CLG,VTS,25/06/2009,Agency Staff,HR,HUNTRESS SEARCH LTD,2100062647,807.63
CLG,VTS,25/06/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100062651,1538.85
CLG,VTS,25/06/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100062657,1416.18
CLG,VTS,25/06/2009,Rail and Hotel booking services,HR,EXPOTEL HOTEL RESERVATIONS LTD,2100062657,213.03
CLG,VTS,25/06/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100062657,75.62
CLG,VTS,25/06/2009,Meeting expenses,Operational,TARGETSPACE LTD,2100062677,18.4
CLG,VTS,25/06/2009,Tribunal Hearing Venues,Operational,TARGETSPACE LTD,2100062677,575
CLG,VTS,26/06/2009,Post,Central Services,NEOPOST LTD,2100062720,3000
CLG,VTS,26/06/2009,Rail and Hotel booking services,HR,EXPOTEL HOTEL RESERVATIONS LTD,2100062729,575.28
CLG,VTS,26/06/2009,Telecoms,IT,BT GLOBAL,2100062730,650.7
CLG,VTS,06/07/2009,Agency Staff,HR,HUNTRESS SEARCH LTD,2100062845,769.18
CLG,VTS,07/07/2009,Staff Training,Training,*TRIBAL TGC LTD,2100062860,1437.5
CLG,VTS,06/07/2009,Property maintenance,Estate,LAMBERT SMITH HAMPTON,2100062895,1581.25
CLG,VTS,07/07/2009,Removal services,Estate,BARFORDS REMOVALS,2100062898,920
CLG,VTS,06/07/2009,Rent,Estate,*PIG FUND HORSHAM SPV LIMITED,2100062899,1016.73
CLG,VTS,07/07/2009,T&S claim,Operational,Staff,2100062921,1535.7
CLG,VTS,06/07/2009,T&S claim,Operational,Staff,2100062922,585.25
CLG,VTS,07/07/2009,Domestic Services,Estate,CLD SERVICES LTD,2100062942,805
CLG,VTS,07/07/2009,Recruitment,HR,TRIBAL RESOURCING LTD,2100062946,5606.25
CLG,VTS,06/07/2009,T&S claim,Operational,Staff,2100062947,504.46
CLG,VTS,09/07/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100062951,1518.88
CLG,VTS,07/07/2009,Office Supplies,Operational,LYRECO UK LTD,2100063011,672.64
CLG,VTS,06/07/2009,T&S claim,Board,Board Chairman,2100063033,1473.48
CLG,VTS,07/07/2009,Publicity,Corporate,QD - QUARTO DESIGN,2100063035,575
CLG,VTS,07/07/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100063052,1103.36
CLG,VTS,07/07/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100063054,1310.9
CLG,VTS,07/07/2009,Projects,IT,BEAMANS MANAGEMENT CONSULTANTS LTD,2100063059,5171.32
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063096,592.11
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063097,580.45
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063098,507.27
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063100,1067
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063104,905.3
CLG,VTS,09/07/2009,Property maintenance,Estate,COFELY LTD,2100063105,500.96
CLG,VTS,09/07/2009,Agency Staff,HR,BLUE ARROW LTD,2100063147,506.35
CLG,VTS,09/07/2009,Agency Staff,HR,HUNTRESS SEARCH LTD,2100063148,769.18
CLG,VTS,09/07/2009,IT Hardware,IT,MISCO,2100063156,8625
CLG,VTS,09/07/2009,Telecoms,IT,CABLE & WIRELESS,2100063157,12897.25
CLG,VTS,09/07/2009,Rail and Hotel booking services,Central Services,CAPITA BUSINESS,2100063158,41.9
CLG,VTS,09/07/2009,Rail and Hotel booking services,Corporate,CAPITA BUSINESS,2100063158,1011
CLG,VTS,09/07/2009,Rail and Hotel booking services,Operational,CAPITA BUSINESS,2100063158,496.6
CLG,VTS,09/07/2009,Rail and Hotel booking services,HR,CAPITA BUSINESS,2100063158,75.7
CLG,VTS,09/07/2009,Rail and Hotel booking services,IT,CAPITA BUSINESS,2100063158,429.3
CLG,VTS,09/07/2009,Rail and Hotel booking services,Estate,CAPITA BUSINESS,2100063158,79.75
CLG,VTS,09/07/2009,Rail and Hotel booking services,Training,EXPOTEL HOTEL RESERVATIONS LTD,2100063159,1285.93
CLG,VTS,09/07/2009,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100063160,955.47
CLG,VTS,09/07/2009,Subscription,HR,COMPANY BARCLAYCARD,2100063160,577.21
CLG,VTS,15/07/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100063162,591.61
CLG,VTS,15/07/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100063164,1191.85
CLG,VTS,15/07/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100063164,124.26
CLG,VTS,15/07/2009,Rail and Hotel booking services,Board,EXPOTEL HOTEL RESERVATIONS LTD,2100063165,102.46
CLG,VTS,15/07/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100063165,514.87
CLG,VTS,15/07/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100063165,100.04
CLG,VTS,10/07/2009,Tribunal Hearing Venues,Operational,YOUR HOME FOR BUSINESS,2100063173,862.5
CLG,VTS,15/07/2009,Survey,Corporate,ORC INTERNATIONAL LTD,2100063177,8268.5
CLG,VTS,13/07/2009,Legal fees,Central Services,EVERSHEDS,2100063178,8940.68
CLG,VTS,15/07/2009,Redundancy,HR,VT METHVEN,2100063206,810.75
CLG,VTS,15/07/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100063246,692.59
CLG,VTS,15/07/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100063247,692.59
CLG,VTS,15/07/2009,Tribunal Hearing Venues,Operational,RELIGIOUS SOCIETY OF FRIENDS,2100063251,1155
CLG,VTS,20/07/2009,Tribunal Hearing Venues,Operational,RELIGIOUS SOCIETY OF FRIENDS,2100063252,1050
CLG,VTS,15/07/2009,Judicial Journals,Corporate,LEXIS NEXIS UK,2100063348,570.74
CLG,VTS,16/07/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100063387,3737.5
CLG,VTS,16/07/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100063388,3737.5
CLG,VTS,16/07/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100063389,3737.5
CLG,VTS,16/07/2009,Printing,Corporate,CONQUEST LITHO LTD,2100063390,1550.35
CLG,VTS,16/07/2009,Meeting expenses,Operational,ARUNDELL ARMS HOTEL,2100063394,625
CLG,VTS,16/07/2009,Tribunal Hearing Venues,Operational,ARUNDELL ARMS HOTEL,2100063394,140
CLG,VTS,16/07/2009,IT Hardware,IT,MISCO,2100063412,879.65
CLG,VTS,16/07/2009,Agency Staff,HR,BLUE ARROW LTD,2100063415,506.35
CLG,VTS,20/07/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100063434,568.57
CLG,VTS,20/07/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100063436,1039.52
CLG,VTS,20/07/2009,Heating and lighting,Operational,POWERGEN,2100063437,1019.88
CLG,VTS,20/07/2009,Staff Training,Training,ACUMEN DEVELOPMENT CONSULTANTS,2100063438,790.28
CLG,VTS,21/07/2009,Post,Central Services,NEOPOST LTD,2100063501,5000
CLG,VTS,21/07/2009,Fixed Maintenance,Estate,BUTLER & YOUNG LTD,2100063513,575
CLG,VTS,21/07/2009,Property maintenance,Estate,COFELY LTD,2100063545,1067
CLG,VTS,21/07/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100063547,697.21
CLG,VTS,24/07/2009,Fin Loss Allowance,Operational,Member,2100063564,543.65
CLG,VTS,24/07/2009,T&S claim,Operational,Member,2100063564,66.4
CLG,VTS,23/07/2009,Dilaps/Refurbishment,Estate,*SAVILLS COMMERCIAL LTD,2100063591,53113.09
CLG,VTS,23/07/2009,Judicial Journals,Corporate,LEXIS NEXIS UK,2100063594,570.74
CLG,VTS,23/07/2009,Removal services,Estate,ASAN MANAGEMENT SERVICES LTD,2100063638,569.25
CLG,VTS,23/07/2009,Meeting expenses,Operational,CARLISLE CITY COUNCIL,2100063655,566.03
CLG,VTS,23/07/2009,Tribunal Hearing Venues,Operational,CARLISLE CITY COUNCIL,2100063655,185
CLG,VTS,29/07/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100063668,587.48
CLG,VTS,29/07/2009,IT Hardware,IT,MISCO,2100063669,973.73
CLG,VTS,29/07/2009,IT Hardware,IT,MISCO,2100063670,838.32
CLG,VTS,29/07/2009,Tribunal Hearing Venues,Operational,BEST WESTERN GATWICK MOAT HOUSE,2100063673,1315
CLG,VTS,29/07/2009,IT support,IT,VALUATION OFFICE AGENCY,2100063674,52921.19
CLG,VTS,29/07/2009,Projects,IT,VALUATION OFFICE AGENCY,2100063674,14718.46
CLG,VTS,29/07/2009,Outsourced services,Central Services,DCLG,2100063675,8625
CLG,VTS,29/07/2009,Office Supplies,Central Services,CM UK (VISUAL SAFETY) LTD,2100063677,767.51
CLG,VTS,29/07/2009,Telecoms,IT,BT GLOBAL,2100063686,650.7
CLG,VTS,29/07/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100063691,3737.5
CLG,VTS,29/07/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100063692,2990
CLG,VTS,29/07/2009,T&S claim,Operational,Staff,2100063766,1187.8
CLG,VTS,29/07/2009,IT Hardware,IT,MISCO,2100063767,881.79
CLG,VTS,29/07/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100063769,7631.8
CLG,VTS,29/07/2009,Tribunal Hearing Venues,Operational,YOUR HOME FOR BUSINESS,2100063772,632.5
CLG,VTS,29/07/2009,Staff Welfare,HR,FIRST ASSIST SERVICES LTD,2100063775,2328.75
CLG,VTS,29/07/2009,Legal fees,Central Services,BEACHCROFT LLP,2100063778,1035
CLG,VTS,29/07/2009,T&S claim,Operational,Staff,2100063797,570.5
CLG,VTS,04/08/2009,T&S claim,Operational,Staff,2100063823,673.2
CLG,VTS,04/08/2009,Heating and lighting,Estate,CAEC HOWARD ARKWRIGHT LTD,2100063826,1531.42
CLG,VTS,04/08/2009,Domestic Services,Estate,CLD SERVICES LTD,2100063827,805
CLG,VTS,06/08/2009,Redundancy,HR,DERBY COLLEGE,2100063830,630
CLG,VTS,04/08/2009,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100063831,1675
CLG,VTS,04/08/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100063834,587.48
CLG,VTS,04/08/2009,Dilaps/Refurbishment,Estate,LGM INTERIORS,2100063867,16946.65
CLG,VTS,04/08/2009,IT Hardware,IT,MISCO,2100063871,838.32
CLG,VTS,04/08/2009,Rail and Hotel booking services,IT,CAPITA BUSINESS,2100063872,1485.9
CLG,VTS,04/08/2009,Rail and Hotel booking services,HR,CAPITA BUSINESS,2100063872,20.2
CLG,VTS,04/08/2009,Rail and Hotel booking services,Operational,CAPITA BUSINESS,2100063872,190.2
CLG,VTS,04/08/2009,Rail and Hotel booking services,Corporate,CAPITA BUSINESS,2100063872,459
CLG,VTS,04/08/2009,Office Supplies,Operational,MISCO,2100063881,886.33
CLG,VTS,04/08/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100063883,720.29
CLG,VTS,04/08/2009,Consultancy,IT,MENTIS MANAGEMENT CONSULTANTS LTD,2100063884,19665
CLG,VTS,04/08/2009,Rail and Hotel booking services,Board,EXPOTEL HOTEL RESERVATIONS LTD,2100063885,317.8
CLG,VTS,04/08/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100063885,173.88
CLG,VTS,04/08/2009,Rail and Hotel booking services,Operational,EXPOTEL HOTEL RESERVATIONS LTD,2100063885,478.15
CLG,VTS,04/08/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100063885,124.26
CLG,VTS,04/08/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100063887,2212.2
CLG,VTS,04/08/2009,Property maintenance,Estate,COFELY LTD,2100063911,1291.11
CLG,VTS,05/08/2009,Meeting expenses,Operational,KNOWSLEY BOROUGH COUNCIL,2100063942,355.81
CLG,VTS,05/08/2009,Tribunal Hearing Venues,Operational,KNOWSLEY BOROUGH COUNCIL,2100063942,225
CLG,VTS,06/08/2009,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100063973,7715.06
CLG,VTS,06/08/2009,Rent,Estate,TRAFCOURT PROPERTIES LTD,2100063974,7781.76
CLG,VTS,06/08/2009,Printing,Corporate,WHITEHALL PRINTING CO (AVON) LTD,2100063991,876.3
CLG,VTS,06/08/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100063995,1636.78
CLG,VTS,06/08/2009,Audit Fees,Central Services,AHL BUSINESS ASSURANCE LTD,2100063999,7380.01
CLG,VTS,06/08/2009,T&S claim,Board,Board Chairman,2100064001,1129.68
CLG,VTS,07/08/2009,Printing,Corporate,QD - QUARTO DESIGN,2100064045,9102.25
CLG,VTS,12/08/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064066,1495
CLG,VTS,12/08/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064067,3737.5
CLG,VTS,12/08/2009,Legal fees,Central Services,BEACHCROFT LLP,2100064074,1189.22
CLG,VTS,12/08/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100064076,698.33
CLG,VTS,12/08/2009,Post,Central Services,NEOPOST LTD,2100064077,637.08
CLG,VTS,10/08/2009,Legal fees,Central Services,WINCKWORTH SHERWOOD,2100064090,862.5
CLG,VTS,11/08/2009,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100064116,603.53
CLG,VTS,11/08/2009,Meeting expenses,Finance,COMPANY BARCLAYCARD,2100064116,9.52
CLG,VTS,11/08/2009,Meeting expenses,Corporate,COMPANY BARCLAYCARD,2100064116,61.71
CLG,VTS,11/08/2009,Telecoms,IT,COMPANY BARCLAYCARD,2100064116,10.45
CLG,VTS,12/08/2009,Property maintenance,Estate,COFELY LTD,2100064146,580.45
CLG,VTS,12/08/2009,Property maintenance,Estate,COFELY LTD,2100064147,592.11
CLG,VTS,12/08/2009,Property maintenance,Estate,COFELY LTD,2100064149,905.3
CLG,VTS,12/08/2009,Property maintenance,Estate,COFELY LTD,2100064150,500.96
CLG,VTS,12/08/2009,Judicial Journals,Corporate,LEXIS-NEXIS UK,2100064151,3397.45
CLG,VTS,12/08/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064153,646.42
CLG,VTS,12/08/2009,Property maintenance,Estate,COFELY LTD,2100064154,1067
CLG,VTS,17/08/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064184,3737.5
CLG,VTS,17/08/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064188,701.82
CLG,VTS,17/08/2009,Agency Staff,HR,BLUE ARROW LTD,2100064205,506.35
CLG,VTS,17/08/2009,Recruitment,HR,BLUE ARROW LTD,2100064240,3655.85
CLG,VTS,17/08/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064241,665.71
CLG,VTS,17/08/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064243,656.47
CLG,VTS,19/08/2009,Printing,Corporate,STATIONERY OFFICE LTD,2100064245,4330
CLG,VTS,19/08/2009,Telecoms,IT,B T PAYMENT SERVICES LTD,2100064282,1363.46
CLG,VTS,19/08/2009,Outsourced services,Central Services,DCLG,2100064286,8625
CLG,VTS,21/08/2009,Rail and Hotel booking services,Board,EXPOTEL HOTEL RESERVATIONS LTD,2100064289,444.15
CLG,VTS,21/08/2009,Rail and Hotel booking services,Corporate,EXPOTEL HOTEL RESERVATIONS LTD,2100064289,233.71
CLG,VTS,21/08/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100064289,129.55
CLG,VTS,21/08/2009,Rail and Hotel booking services,Estate,EXPOTEL HOTEL RESERVATIONS LTD,2100064289,218.9
CLG,VTS,21/08/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064347,661.09
CLG,VTS,21/08/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064348,701.82
CLG,VTS,21/08/2009,Telecoms,IT,NTL TELEWEST BUSINESS,2100064350,34068.75
CLG,VTS,24/08/2009,Meeting expenses,Operational,DIGBY TROUT RESTAURANTS,2100064374,717.3
CLG,VTS,24/08/2009,Tribunal Hearing Venues,Operational,DIGBY TROUT RESTAURANTS,2100064374,419.31
CLG,VTS,25/08/2009,Office Furniture,Estate,INTER COUNTY OFFICE FURNITURE,2100064383,1368.63
CLG,VTS,24/08/2009,Telecoms,IT,BT GLOBAL,2100064394,650.7
CLG,VTS,24/08/2009,IT support,IT,VALUATION OFFICE AGENCY,2100064423,53352.98
CLG,VTS,24/08/2009,Projects,IT,VALUATION OFFICE AGENCY,2100064423,63471.06
CLG,VTS,25/08/2009,Rent,Estate,CAEC HOWARD ARKWRIGHT LTD,2100064456,5189.38
CLG,VTS,25/08/2009,Accom Service Charge,Estate,CAEC HOWARD ARKWRIGHT LTD,2100064457,1898.65
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064462,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064463,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064464,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064465,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064466,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064467,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064468,694.31
CLG,VTS,26/08/2009,Property maintenance,Estate,COFELY LTD,2100064469,694.31
CLG,VTS,26/08/2009,Domestic Services,Estate,CLD SERVICES LTD,2100064499,805
CLG,VTS,27/08/2009,T&S claim,Board,Board Chairman,2100064510,616.09
CLG,VTS,09/09/2009,Audit Fees,Central Services,NATIONAL AUDIT OFFICE,2100064532,33000
CLG,VTS,09/09/2009,Removal services,Estate,B E WEBBE REMOVALS (DERBY) LTD,2100064534,1955
CLG,VTS,09/09/2009,Removal services,Estate,B E WEBBE REMOVALS (DERBY) LTD,2100064535,517.5
CLG,VTS,03/09/2009,Telecoms,IT,VODAFONE UK,2100064536,1035.11
CLG,VTS,09/09/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064539,563.3
CLG,VTS,09/09/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064540,711.06
CLG,VTS,09/09/2009,Outsourced services,Central Services,*LOGICA CMG UK LTD,2100064558,975.94
CLG,VTS,03/09/2009,T&S claim,IT,Staff,2100064596,2186.7
CLG,VTS,09/09/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064597,3737.5
CLG,VTS,09/09/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064598,2242.5
CLG,VTS,09/09/2009,Rent,Estate,REMIZ PROPERTIES LTD,2100064612,9343.75
CLG,VTS,09/09/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064613,679.58
CLG,VTS,09/09/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064614,670.34
CLG,VTS,09/09/2009,Audit Fees,Central Services,AHL BUSINESS ASSURANCE LTD,2100064616,1035
CLG,VTS,07/09/2009,T&S claim,Corporate,Staff,2100064617,508.52
CLG,VTS,07/09/2009,Heating and lighting,Operational,POWERGEN,2100064624,721.3
CLG,VTS,09/09/2009,Property maintenance,Estate,COFELY LTD,2100064644,1067
CLG,VTS,09/09/2009,Property maintenance,Estate,COFELY LTD,2100064647,905.3
CLG,VTS,09/09/2009,Property maintenance,Estate,COFELY LTD,2100064649,592.11
CLG,VTS,09/09/2009,Property maintenance,Estate,COFELY LTD,2100064650,580.45
CLG,VTS,09/09/2009,Agency Staff,HR,ADVANTAGE PROFESSIONAL UK LTD,2100064729,720.29
CLG,VTS,10/09/2009,Rent,Estate,COMBE ESTATE,2100064749,7250
CLG,VTS,10/09/2009,Dilaps/Refurbishment,Estate,BOWMAN (CAMBS) LTD,2100064750,3333.63
CLG,VTS,10/09/2009,Property maintenance,Estate,BOWMAN (CAMBS) LTD,2100064750,1012.37
CLG,VTS,10/09/2009,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100064751,5317.05
CLG,VTS,10/09/2009,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100064752,854.28
CLG,VTS,10/09/2009,Redundancy,HR,Staff,2100064753,622
CLG,VTS,10/09/2009,Legal fees,Central Services,BEACHCROFT LLP,2100064756,2011.58
CLG,VTS,10/09/2009,Telecoms,IT,VU CREATIVE LIMITED,2100064764,5088.75
CLG,VTS,10/09/2009,IT Hardware,IT,COMPANY BARCLAYCARD,2100064765,86.12
CLG,VTS,10/09/2009,Judicial Journals,Corporate,COMPANY BARCLAYCARD,2100064765,119.99
CLG,VTS,10/09/2009,Meeting expenses,Central Services,COMPANY BARCLAYCARD,2100064765,119.19
CLG,VTS,10/09/2009,Meeting expenses,IT,COMPANY BARCLAYCARD,2100064765,47.51
CLG,VTS,10/09/2009,Office Supplies,Central Services,COMPANY BARCLAYCARD,2100064765,248.29
CLG,VTS,10/09/2009,Post,Central Services,COMPANY BARCLAYCARD,2100064765,26
CLG,VTS,10/09/2009,Staff Training,Training,COMPANY BARCLAYCARD,2100064765,90.95
CLG,VTS,10/09/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064768,503.91
CLG,VTS,18/09/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064769,3737.5
CLG,VTS,18/09/2009,Agency Staff,HR,REED SPECIALIST RECRUITMENT LTD,2100064782,632.65
CLG,VTS,18/09/2009,Projects,IT,COA SOLUTIONS LTD,2100064797,1035
CLG,VTS,18/09/2009,T&S claim,IT,Staff,2100064872,533.4
CLG,VTS,23/09/2009,Agency Staff,HR,MORGAN HUNT PUBLIC SECTOR LTD,2100064897,684.2
CLG,VTS,23/09/2009,Rail and Hotel booking services,IT,EXPOTEL HOTEL RESERVATIONS LTD,2100064898,1442.21
CLG,VTS,23/09/2009,T&S claim,Operational,Staff,2100064902,531.59
CLG,VTS,21/09/2009,Rail and Hotel booking services,Operational,DAWSON & SANDERSON LTD,2100064918,526.4
CLG,VTS,23/09/2009,Survey,Corporate,QUATROSYSTEM LTD,2100064927,11500
CLG,VTS,23/09/2009,Survey,Corporate,QUATROSYSTEM LTD,2100064928,5750
CLG,VTS,23/09/2009,Rent,Estate,SPEAKMAN & LIPTROTT,2100065006,8437.5
CLG,VTS,23/09/2009,Accom Service Charge,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100065007,16268.48
CLG,VTS,23/09/2009,Rent,Estate,NELSON BAKEWELL CLIENT ACCOUNT 998,2100065007,63718.2
CLG,VTS,23/09/2009,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100065008,2607.17
CLG,VTS,23/09/2009,Property maintenance,Estate,LAMBERT SMITH HAMPTON,2100065008,1055.13
CLG,VTS,23/09/2009,IT support,IT,VALUATION OFFICE AGENCY,2100065021,43398.28
CLG,VTS,23/09/2009,Outsourced services,Central Services,DCLG,2100065022,8625
CLG,VTS,25/09/2009,Fixed Maintenance,Estate,LAMBERT SMITH HAMPTON,2100065023,1150
CLG,VTS,25/09/2009,Building Insurance,Estate,COMBE ESTATE,2100065024,1111.89
CLG,VTS,25/09/2009,Consultancy,IT,MENTIS MANAGEMENT CONSULTANTS LTD,2100065025,4025
CLG,VTS,25/09/2009,Property maintenance,Estate,COFELY LTD,2100065026,500.96
CLG,VTS,25/09/2009,Domestic Services,Estate,CLD SERVICES LTD,2100065027,805
CLG,VTS,25/09/2009,Accom Service Charge,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100065038,1180.94
CLG,VTS,25/09/2009,Rent,Estate,KEY PROPERTY INVESTMENTS (NO 2) LTD,2100065038,7302.5
