ALB,Supplier,Net Amount £
London Thames Gateway DC,URBAN PRACTITIONERS," £21,186.51 "
London Thames Gateway DC,CAPITA SYMONDS LTD," £58,000.00 "
London Thames Gateway DC,I S GROUP SUPPORT LTD, £539.00 
London Thames Gateway DC,EMPRISE SERVICES PLC, £813.90 
London Thames Gateway DC,ATKINS LTD," £96,004.40 "
London Thames Gateway DC,CHUBB SECURITY PERSONNEL LTD," £7,984.22 "
London Thames Gateway DC,CHUBB SECURITY PERSONNEL LTD," £7,351.20 "
London Thames Gateway DC,CHUBB SECURITY PERSONNEL LTD," £7,596.24 "
London Thames Gateway DC,CHUBB SECURITY PERSONNEL LTD," £7,810.65 "
London Thames Gateway DC,NORTON ROSE LLP," £34,688.81 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,AON LTD," £6,369.67 "
London Thames Gateway DC,MOUCHEL LIMITED," £2,000.00 "
London Thames Gateway DC,MOUCHEL LIMITED," £3,850.00 "
London Thames Gateway DC,MOUCHEL LIMITED," £2,500.00 "
London Thames Gateway DC,MOUCHEL LIMITED, £975.00 
London Thames Gateway DC,HYDROCK CONSULTANTS LTD," £12,196.25 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £685.00 
London Thames Gateway DC,NETWORK DISASTER RECOVERY LTD," £4,300.00 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £1,727.05 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP, £728.00 
London Thames Gateway DC,EAST LONDON BUSINESS ALLIANCE," £3,500.00 "
London Thames Gateway DC,STATIONERY OFFICE LTD," £2,490.00 "
London Thames Gateway DC,READING ROOM LTD," £1,575.00 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,CAPITA SYMONDS LTD, £790.00 
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,159.33 "
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,FABER MAUNSELL LTD," £1,850.00 "
London Thames Gateway DC,TURNER & TOWNSEND," £9,960.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £17,649.83 "
London Thames Gateway DC,MEADOWCROFT GRIFFIN LTD," £12,204.00 "
London Thames Gateway DC,TOTAL OFFICE, £780.95 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,800.00 "
London Thames Gateway DC,Amba Design, £689.99 
London Thames Gateway DC,OVE ARUP & PARTNERS," £27,783.15 "
London Thames Gateway DC,URS CORPORATION LTD," £1,000.00 "
London Thames Gateway DC,KEMSLEY LLP," £2,850.00 "
London Thames Gateway DC,KEMSLEY LLP," £1,150.00 "
London Thames Gateway DC,WHITE YOUNG GREEN ENVIRONMENTAL LTD, £825.00 
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,572.50 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £1,589.00 "
London Thames Gateway DC,MEI ARCHITECTEN EN STEDENBOUWERS," £30,689.69 "
London Thames Gateway DC,MEI ARCHITECTEN EN STEDENBOUWERS," £4,530.81 "
London Thames Gateway DC,AON LTD," £5,250.00 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £12,136.00 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £15,020.00 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £46,480.97 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £4,121.00 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £652.55 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £589.40 
London Thames Gateway DC,STATIONERY OFFICE LTD, £850.00 
London Thames Gateway DC,HALCROW  LTD," £74,430.55 "
London Thames Gateway DC,MACE LTD," £8,250.00 "
London Thames Gateway DC,AMION CONSULTING," £2,500.00 "
London Thames Gateway DC,AMION CONSULTING," £3,403.11 "
London Thames Gateway DC,BBP REGENERATION," £6,867.45 "
London Thames Gateway DC,GVA GRIMLEY," £2,076.80 "
London Thames Gateway DC,DRIVERS JONAS," £10,000.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £5,200.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £710.50 
London Thames Gateway DC,BERWIN LEIGHTON LLP," £9,266.50 "
London Thames Gateway DC,NEWSTOP 2000 LTD, £542.85 
London Thames Gateway DC,TOTAL OFFICE, £821.19 
London Thames Gateway DC,TOTAL OFFICE," £1,057.08 "
London Thames Gateway DC,DRIVERS JONAS," £12,500.00 "
London Thames Gateway DC,GVA GRIMLEY," £6,000.00 "
London Thames Gateway DC,HALCROW  LTD," £55,375.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD, £600.00 
London Thames Gateway DC,POS ENTERPRISES LTD," £1,800.00 "
London Thames Gateway DC,ENERGIST UK," £5,486.00 "
London Thames Gateway DC,SMS ELECTRICAL SERVICES LIMITED, £625.45 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £842.45 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £799.90 
London Thames Gateway DC,COUNTY BAILIFF COMPANY," £21,907.00 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £8,383.27 "
London Thames Gateway DC,CHRISTOPER MARSH & CO LTD," £2,200.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £1,200.00 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,ENTEC UK LIMITED," £3,000.00 "
London Thames Gateway DC,ENTEC UK LIMITED," £2,800.00 "
London Thames Gateway DC,LANDMARKS (UK) NATIONWIDE LTD," £4,950.00 "
London Thames Gateway DC,CREATE 247 LTD, £760.00 
London Thames Gateway DC,EDF ENERGY," £2,582.15 "
London Thames Gateway DC,EDF ENERGY," £2,413.84 "
London Thames Gateway DC,EVERSHEDS LLP, £895.40 
London Thames Gateway DC,LONDON PENSIONS FUND AUTHORITY," £1,045.86 "
London Thames Gateway DC,FLOATING ASSETS," £1,225.00 "
London Thames Gateway DC,KEMSLEY LLP, £750.00 
London Thames Gateway DC,SOUTHERN ELECTRIC," £1,245.60 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £648.43 
London Thames Gateway DC,URBANCANDA," £1,350.00 "
London Thames Gateway DC,CONNECT PUBLIC AFFAIRS LTD," £1,251.06 "
London Thames Gateway DC,LONDON DEVELOPMENT RESEARCH, £500.00 
London Thames Gateway DC,REGENERIS CONSULTING LTD," £4,025.20 "
London Thames Gateway DC,MEADOWCROFT GRIFFIN LTD," £21,068.75 "
London Thames Gateway DC,AON LTD," £3,156.41 "
London Thames Gateway DC,MACDONALD & COMPANY," £15,750.00 "
London Thames Gateway DC,THOMAS JEFFREY LTD," £5,625.00 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £7,182.00 "
London Thames Gateway DC,UBM INFORMATION LTD," £4,723.20 "
London Thames Gateway DC,WASH DESIGN," £3,238.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £1,725.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD," £1,500.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £8,363.25 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,URBAN PRACTITIONERS," £1,680.00 "
London Thames Gateway DC,MOUCHEL LIMITED," £3,668.59 "
London Thames Gateway DC,BEVAN BRITTAN, £670.00 
London Thames Gateway DC,CB RICHARD ELLIS," £2,132.65 "
London Thames Gateway DC,SWIFT LG LTD, £566.50 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,ATKINS LTD," £22,466.41 "
London Thames Gateway DC,NORTON ROSE LLP," £46,689.37 "
London Thames Gateway DC,NORTON ROSE LLP," £2,998.27 "
London Thames Gateway DC,NORTON ROSE LLP," £3,313.71 "
London Thames Gateway DC,PIPERS PROJECT LTD, £596.00 
London Thames Gateway DC,MR M J WATSON," £3,975.00 "
London Thames Gateway DC,JAMIE BLAKE ASSOCIATES," £3,000.00 "
London Thames Gateway DC,CB RICHARD ELLIS," £8,914.69 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £1,694.88 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,905.04 "
London Thames Gateway DC,CHAS NEWENS MARINE CO LTD, £630.00 
London Thames Gateway DC,RSS (SERVICES) LTD, £920.91 
London Thames Gateway DC,DIMENSIONS GROUP LTD," £13,637.67 "
London Thames Gateway DC,DLA PIPER RUDNICK GRAY CARY UK LLP," £3,784.50 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £21,585.06 "
London Thames Gateway DC,SERAPH SURVEYING SERVICES," £2,400.00 "
London Thames Gateway DC,BUREAU VERITAS UK LIMITED," £1,739.74 "
London Thames Gateway DC,EU CONNECT," £4,614.50 "
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY," £1,129.94 "
London Thames Gateway DC,IMPACT FACTORY LTD," £4,000.00 "
London Thames Gateway DC,MACE LTD," £7,000.00 "
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,159.33 "
London Thames Gateway DC,ORACLE CORPORATION UK LTD," £1,279.45 "
London Thames Gateway DC,NORTON ROSE LLP," £30,864.42 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £7,382.25 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £757.80 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £5,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £15,000.00 "
London Thames Gateway DC,EVERSHEDS LLP, £750.00 
London Thames Gateway DC,VISION SECURITY GROUP LTD," £8,094.12 "
London Thames Gateway DC,VISION SECURITY GROUP LTD," £8,094.12 "
London Thames Gateway DC,VISION SECURITY GROUP LTD," £8,250.96 "
London Thames Gateway DC,VISION SECURITY GROUP LTD," £8,245.42 "
London Thames Gateway DC,VISION SECURITY GROUP LTD," £10,800.00 "
London Thames Gateway DC,VISION SECURITY GROUP LTD," £11,895.00 "
London Thames Gateway DC,RPS GROUP PLC," £1,170.00 "
London Thames Gateway DC,LONDONMET ENTERPRISES LTD, £830.00 
London Thames Gateway DC,CRAFT SERVICES GROUP," £7,436.89 "
London Thames Gateway DC,CRAFT SERVICES GROUP," £7,436.89 "
London Thames Gateway DC,CRAFT SERVICES GROUP, £743.36 
London Thames Gateway DC,CRAFT SERVICES GROUP," £7,436.89 "
London Thames Gateway DC,ENTEC UK LIMITED," £11,036.00 "
London Thames Gateway DC,ENTEC UK LIMITED," £2,498.00 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,EMPRISE SERVICES PLC, £813.90 
London Thames Gateway DC,TOTAL OFFICE, £916.03 
London Thames Gateway DC,TOTAL OFFICE, £651.99 
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £589.40 
London Thames Gateway DC,DRIVERS JONAS," £12,340.41 "
London Thames Gateway DC,DRIVERS JONAS," £12,340.42 "
London Thames Gateway DC,DRIVERS JONAS," £12,340.42 "
London Thames Gateway DC,DRIVERS JONAS," £12,340.41 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £72,453.00 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £661.12 
London Thames Gateway DC,LANDOLT AND BROWN LIMITED," £8,750.00 "
London Thames Gateway DC,AMION CONSULTING," £5,563.86 "
London Thames Gateway DC,HYDER HOUSING LTD, £850.00 
London Thames Gateway DC,DIMENSIONS GROUP LTD," £2,508.20 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD, £825.00 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,GVA GRIMLEY," £10,000.00 "
London Thames Gateway DC,DRIVERS JONAS," £5,582.01 "
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY, £951.75 
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY, £922.40 
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY, £946.78 
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY," £1,042.66 "
London Thames Gateway DC,VODAFONE LTD," £1,425.00 "
London Thames Gateway DC,COMMON PURPOSE UK," £4,500.00 "
London Thames Gateway DC,FABER MAUNSELL LTD," £1,850.00 "
London Thames Gateway DC,TURNER & TOWNSEND," £10,000.00 "
London Thames Gateway DC,DRIVERS JONAS," £1,000.00 "
London Thames Gateway DC,TURNER & TOWNSEND," £10,000.00 "
London Thames Gateway DC,PROFESSIONAL SOLUTIONS & SERVICES, £545.00 
London Thames Gateway DC,COMMON PURPOSE UK," £3,500.00 "
London Thames Gateway DC,HALCROW  LTD," £49,873.27 "
London Thames Gateway DC,AMION CONSULTING," £14,725.35 "
London Thames Gateway DC,AMION CONSULTING," £6,021.33 "
London Thames Gateway DC,PMP CONSULTANCY," £3,750.00 "
London Thames Gateway DC,EU CONNECT," £4,614.50 "
London Thames Gateway DC,REDHOUSE LANE COMMUNICATIONS LTD," £3,925.00 "
London Thames Gateway DC,Amba Design, £560.00 
London Thames Gateway DC,NORTON ROSE LLP," £4,049.81 "
London Thames Gateway DC,NORTON ROSE LLP," £1,878.12 "
London Thames Gateway DC,NORTON ROSE LLP," £7,679.90 "
London Thames Gateway DC,NORTON ROSE LLP," £2,201.17 "
London Thames Gateway DC,BEVAN BRITTAN," £1,077.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £1,335.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £9,525.84 "
London Thames Gateway DC,DIMENSIONS GROUP LTD," £13,637.66 "
London Thames Gateway DC,DIMENSIONS GROUP LTD," £13,637.67 "
London Thames Gateway DC,MACE LTD," £6,500.00 "
London Thames Gateway DC,MR M J WATSON," £8,250.00 "
London Thames Gateway DC,PETER BRETT ASSOCIATES LLP," £20,730.62 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG," £1,173.04 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £736.75 
London Thames Gateway DC,MOUCHEL LIMITED," £16,270.00 "
London Thames Gateway DC,AUROS LTD," £4,325.00 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG," £47,914.44 "
London Thames Gateway DC,DCLG," £3,040.00 "
London Thames Gateway DC,GVA GRIMLEY," £5,558.90 "
London Thames Gateway DC,NORTON ROSE LLP," £20,293.93 "
London Thames Gateway DC,NORTON ROSE LLP," £19,251.88 "
London Thames Gateway DC,NORTON ROSE LLP," £25,864.42 "
London Thames Gateway DC,NORTON ROSE LLP," £17,709.49 "
London Thames Gateway DC,CB RICHARD ELLIS," £24,317.50 "
London Thames Gateway DC,SCHMIDT HAMMER LASSEN K/S," £125,000.00 "
London Thames Gateway DC,SQUIBB & DAVIES (DEMOLITION) LTD," £8,203.37 "
London Thames Gateway DC,GVA GRIMLEY," £17,500.00 "
London Thames Gateway DC,PLAIN ENGLISH CAMPAIGN LTD," £1,425.00 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,AMION CONSULTING," £6,349.33 "
London Thames Gateway DC,REGENERIS CONSULTING LTD," £4,025.20 "
London Thames Gateway DC,SUPPORTA PROFESSIONAL SERVICES," £2,500.00 "
London Thames Gateway DC,DENTON WILDE SAPTE," £13,119.31 "
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,NORTHDOOR PLC, £880.32 
London Thames Gateway DC,PMP CONSULTANCY," £3,750.00 "
London Thames Gateway DC,ERICK VAN EGERAAT ASSOC ARCHITECTS," £4,500.00 "
London Thames Gateway DC,HALCROW  LTD," £56,386.50 "
London Thames Gateway DC,DRIVERS JONAS," £10,960.97 "
London Thames Gateway DC,EMPRISE SERVICES PLC, £813.90 
London Thames Gateway DC,BBP REGENERATION," £30,155.80 "
London Thames Gateway DC,DRIVERS JONAS," £3,161.25 "
London Thames Gateway DC,DENTON WILDE SAPTE," £2,272.60 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £12,164.25 "
London Thames Gateway DC,ARTEMIS INTERNATIONAL CORP LTD," £2,200.00 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £902.63 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £938.73 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £962.80 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,504.46 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £623.08 
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,648.08 "
London Thames Gateway DC,CONNECT PUBLIC AFFAIRS LTD," £1,676.12 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £69,460.00 "
London Thames Gateway DC,ATKINS LTD," £22,466.41 "
London Thames Gateway DC,ATKINS LTD," £22,466.41 "
London Thames Gateway DC,QED COMMUNICATIONS, £600.00 
London Thames Gateway DC,SWEET & MAXWELL LTD, £893.00 
London Thames Gateway DC,XPERTISE TRAINING LTD, £718.25 
London Thames Gateway DC,URBAN PRACTITIONERS," £12,981.50 "
London Thames Gateway DC,URBAN PRACTITIONERS," £4,497.50 "
London Thames Gateway DC,URBAN PRACTITIONERS," £1,200.00 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £12,312.00 "
London Thames Gateway DC,ENVIROBUSINESS SOUTH EAST LTD, £937.80 
London Thames Gateway DC,Amba Design," £2,021.64 "
London Thames Gateway DC,Amba Design, £748.00 
London Thames Gateway DC,BRAMBLE.CC LTD," £8,132.50 "
London Thames Gateway DC,TOTAL OFFICE," £1,642.72 "
London Thames Gateway DC,EVERSHEDS LLP," £10,219.47 "
London Thames Gateway DC,EVERSHEDS LLP," £2,674.50 "
London Thames Gateway DC,EVERSHEDS LLP," £4,303.40 "
London Thames Gateway DC,EVERSHEDS LLP," £5,906.87 "
London Thames Gateway DC,EVERSHEDS LLP," £5,546.43 "
London Thames Gateway DC,EVERSHEDS LLP," £6,500.00 "
London Thames Gateway DC,NORTON ROSE LLP," £4,962.43 "
London Thames Gateway DC,NORTON ROSE LLP," £1,589.19 "
London Thames Gateway DC,NORTON ROSE LLP," £2,726.01 "
London Thames Gateway DC,NORTON ROSE LLP," £6,391.19 "
London Thames Gateway DC,NORTON ROSE LLP," £4,901.33 "
London Thames Gateway DC,NORTON ROSE LLP," £3,848.90 "
London Thames Gateway DC,DENTON WILDE SAPTE," £13,007.00 "
London Thames Gateway DC,DENTON WILDE SAPTE," £4,531.28 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £18,377.33 "
London Thames Gateway DC,VODAFONE LTD," £1,281.22 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £2,082.50 "
London Thames Gateway DC,ARK CONSULTANCY," £3,425.49 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £18,761.00 "
London Thames Gateway DC,GVA GRIMLEY," £25,180.29 "
London Thames Gateway DC,CAPITA SYMONDS LTD," £1,723.65 "
London Thames Gateway DC,NORTHGATE HR LIMITED," £2,855.75 "
London Thames Gateway DC,AUROS LTD," £2,106.25 "
London Thames Gateway DC,AUROS LTD, £805.00 
London Thames Gateway DC,QED COMMUNICATIONS," £1,000.00 "
London Thames Gateway DC,VMA SEARCH AND SELECTION LTD," £1,837.50 "
London Thames Gateway DC,GLENNY LLP, £900.00 
London Thames Gateway DC,MEADOWCROFT GRIFFIN LTD," £21,068.75 "
London Thames Gateway DC,RPS GROUP PLC," £6,775.00 "
London Thames Gateway DC,SOUTHERN ELECTRIC, £960.91 
London Thames Gateway DC,ROCKPOOLS PEOPLE & PERFORMANCE LTD," £5,849.00 "
London Thames Gateway DC,LONDON BOROUGH OF NEWHAM," £1,177.75 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,222.00 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,222.00 "
London Thames Gateway DC,SCOTT WILSON LTD," £2,750.00 "
London Thames Gateway DC,BERWIN LEIGHTON LLP, £646.50 
London Thames Gateway DC,EURO RSCG APEX COMMUNICATIONS," £3,000.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £1,960.00 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £3,593.80 "
London Thames Gateway DC,EURO RSCG BISS LANCASTER, £930.00 
London Thames Gateway DC,NORTHGROVE LAND LTD," £2,600.00 "
London Thames Gateway DC,NORTHGROVE LAND LTD," £2,618.00 "
London Thames Gateway DC,NORTHGROVE LAND LTD," £1,300.00 "
London Thames Gateway DC,NORTHGROVE LAND LTD," £2,600.00 "
London Thames Gateway DC,NORTHGROVE LAND LTD," £2,600.00 "
London Thames Gateway DC,WHITE YOUNG GREEN ENVIRONMENTAL LTD," £1,475.00 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £986.87 
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL, £968.82 
London Thames Gateway DC,MAPINFO LTD," £2,616.00 "
London Thames Gateway DC,SUSTAINABLE DEVELOPMENT CAPITAL LLP," £25,035.50 "
London Thames Gateway DC,BERWIN LEIGHTON LLP," £4,582.50 "
London Thames Gateway DC,GVA GRIMLEY," £14,855.55 "
London Thames Gateway DC,EVERSHEDS LLP," £19,972.40 "
London Thames Gateway DC,EVERSHEDS LLP," £2,486.00 "
London Thames Gateway DC,VODAFONE LTD, £929.00 
London Thames Gateway DC,WAVEX TECHNOLOGY LTD," £2,159.33 "
London Thames Gateway DC,VMA SEARCH AND SELECTION LTD, £735.00 
London Thames Gateway DC,FABER MAUNSELL LTD," £1,850.00 "
London Thames Gateway DC,AUROS LTD, £805.00 
London Thames Gateway DC,JONES LANG LASALLE," £25,636.45 "
London Thames Gateway DC,DRIVERS JONAS," £7,400.00 "
London Thames Gateway DC,DTZ DEBENHAM TIE LEUNG LTD NO.2," £22,032.00 "
London Thames Gateway DC,TURNER & TOWNSEND," £3,598.00 "
London Thames Gateway DC,KNIGHT FRANK," £2,000.00 "
London Thames Gateway DC,EMPRISE SERVICES PLC, £813.90 
London Thames Gateway DC,AMION CONSULTING," £6,676.17 "
London Thames Gateway DC,MACE LTD," £5,250.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £15,924.53 "
London Thames Gateway DC,HALCROW  LTD," £80,101.33 "
London Thames Gateway DC,HALCROW  LTD," £90,905.46 "
London Thames Gateway DC,KING STURGE LLP," £5,000.00 "
London Thames Gateway DC,EVERSHEDS LLP," £4,257.00 "
London Thames Gateway DC,EVERSHEDS LLP," £5,499.75 "
London Thames Gateway DC,MR M J WATSON," £5,100.00 "
London Thames Gateway DC,MR M J WATSON," £2,700.00 "
London Thames Gateway DC,QUADRANT CONSULTANTS LTD," £23,626.60 "
London Thames Gateway DC,QUADRANT CONSULTANTS LTD," £24,011.00 "
London Thames Gateway DC,NORTHGROVE LAND LTD," £2,600.00 "
London Thames Gateway DC,LONDON BOROUGH OF NEWHAM," £1,063.00 "
London Thames Gateway DC,LONDON BOROUGH HAVERING," £174,990.41 "
London Thames Gateway DC,SAFE ESTATES SERVICES LTD," £1,572.50 "
London Thames Gateway DC,CB RICHARD ELLIS," £1,343.00 "
London Thames Gateway DC,CB RICHARD ELLIS," £8,167.00 "
London Thames Gateway DC,CB RICHARD ELLIS," £9,506.00 "
London Thames Gateway DC,CB RICHARD ELLIS," £4,063.50 "
London Thames Gateway DC,EVERSHEDS LLP," £5,639.00 "
London Thames Gateway DC,EVERSHEDS LLP," £4,982.50 "
London Thames Gateway DC,PAGE PERSONNEL SECRETARIAL," £1,022.98 "
London Thames Gateway DC,RICK MATHER ARCHITECTS LLP," £23,500.00 "
London Thames Gateway DC,TOTAL OFFICE," £2,235.12 "
London Thames Gateway DC,TOTAL OFFICE," £1,456.50 "
London Thames Gateway DC,TOTAL OFFICE, £822.81 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,291.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £850.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD, £850.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,700.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,700.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £2,574.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,700.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,ASYST SOLUTIONS LTD," £1,716.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD," £3,007.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD," £4,290.00 "
London Thames Gateway DC,ASYST SOLUTIONS LTD, £858.00 
London Thames Gateway DC,EURO RSCG BISS LANCASTER," £4,000.00 "
London Thames Gateway DC,HYDROCK CONSULTANTS LTD," £22,327.40 "
London Thames Gateway DC,HYDROCK CONSULTANTS LTD, £755.00 
London Thames Gateway DC,SCOTTISH AND SOUTHERN ENERGY, £980.29 
London Thames Gateway DC,AMION CONSULTING," £2,627.48 "
London Thames Gateway DC,AMION CONSULTING," £8,247.09 "
London Thames Gateway DC,LONDON BOROUGH OF NEWHAM," £1,176.80 "
London Thames Gateway DC,RPS GROUP PLC," £2,132.98 "
London Thames Gateway DC,LIME CREATIVE SERVICES," £8,881.00 "
London Thames Gateway DC,VMA SEARCH AND SELECTION LTD," £1,225.00 "
London Thames Gateway DC,VMA SEARCH AND SELECTION LTD," £1,225.00 "
London Thames Gateway DC,EMPRISE SERVICES PLC," £1,286.56 "
London Thames Gateway DC,CB RICHARD ELLIS," £6,952.00 "
London Thames Gateway DC,CAPITA SYMONDS LTD," £1,650.00 "
London Thames Gateway DC,EVERSHEDS LLP, £799.50 
London Thames Gateway DC,MICHAEL PAGE UK LTD, £537.96 
London Thames Gateway DC,NETNAMES, £780.50 
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £10,852.75 "
London Thames Gateway DC,GVA GRIMLEY," £7,999.99 "
London Thames Gateway DC,STEER DAVIES & GLEAVE LTD," £4,617.40 "
London Thames Gateway DC,DOTTED EYES LTD," £4,465.00 "
London Thames Gateway DC,REDSTONE COMMUNICATIONS LIMITED, £571.61 
London Thames Gateway DC,ART SERVICES GRANTS LTD (SPACE)," £10,000.00 "
London Thames Gateway DC,GVA GRIMLEY," £38,498.91 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £22,773.68 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £14,250.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £40,000.00 "
London Thames Gateway DC,OVE ARUP & PARTNERS," £9,618.75 "
London Thames Gateway DC,EVERSHEDS LLP," £2,164.00 "
London Thames Gateway DC,EVERSHEDS LLP," £1,203.50 "
London Thames Gateway DC,CAPITA SYMONDS LTD," £1,950.00 "
London Thames Gateway DC,KEMSLEY LLP," £2,000.00 "
