FREEDOM OF INFORMATION,,
MOD Requests to 29 July 2011,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,
,,
Case Number,Date Due,Request Summary
21-07-2011-152444-011,18/08/2011,Please provide a copy of the RAF Board of Inquiry into the loss of Tornado ZG708 on 1 September 1994.
21-07-2011-153803-012,18/08/2011,Please advise on the accessibility of the 'impact assessment' and 'risk assessment' that would have been completed prior to the move of the Hercules fleet in relation to local communities.
21-07-2011-155815-003,18/08/2011,Please provide electronic copies of the Northern Ireland Policy Group Meeting minutes for Thursday 2 December 1971 - Friday 17 December 1971.
22-07-2011-095554-001,18/08/2011,"Please advise, and provide information and details, on the amount spent annually for producing, printing and distributing in house magazines for MOD civil servants in the last three years."
22-07-2011-135534-002,18/08/2011,Please provide details of the Wessex HU Mk 5 helicopter.
22-07-2011-140118-001,18/08/2011,"Please advise, and provide information and details, to various questions about the retirement from service and storage of the Harrier fleet."
22-07-2011-141355-003,19/08/2011,Please provide information and details of the combat data system installed on older Royal Navy ships.
22-07-2011-144348-004,19/08/2011,Please provide details of the total cost attributed to the Department for monies spent on the Defence Training Review from its inception in 2002 to date. 
22-07-2011-144841-005,19/08/2011,"Please advise, and provide information and details, to various questions regarding Army Cadet Force (ACF) Training Safety Advisors (TSAs) and their total cost in the last five years."
22-07-2011-145518-006,19/08/2011,"Please advise, and provide information and details, to various questions regarding MOD's plans to improve its energy efficiency and reduce its CO2 emissions. "
22-07-2011-152109-007,18/08/2011,Pease provide details of the married quarters allocation of the forthcoming Regimental move to Windsor of the Coldstream Guards.
25-07-2011-103711-001,19/08/2011,Please provide an electronic copy of any guidance materials or handbooks regarding the Developed Vetting interview processes and procedures issued to staff.
25-07-2011-105126-002,19/08/2011,"Please advise on the future of Filmer Close, Rowner, Gosport (postcode PO13 9SD)."
25-07-2011-105719-003,19/08/2011,Please provide copies of the full reports of proceedings on operations for HMS Splendid and HMS Spartan.
25-07-2011-110220-004,19/08/2011,Please advise on all information held by MOD relating to the Auxiliary Units that would have acted as the British resistance between 1939 and 1945.
25-07-2011-111029-005,19/08/2011,"Please advise, and provide information and details to various questions regarding the issue of lapel badges to former service personnel."
25-07-2011-111741-006,19/08/2011,Please provide information on the Bilderberg Group formed in 1954.
25-07-2011-112017-007,19/08/2011,Please provide information held by the MOD on the Jason Society.
25-07-2011-112238-008,19/08/2011,Please provide information held by the MOD on the Prieure de Sion.
25-07-2011-112532-009,19/08/2011,Please provide information held by MOD on the 1978 - 1981 hepatitis B vaccine trials conducted under The World Health Organisation in Africa and the Centre for disease. 
25-07-2011-113130-010,19/08/2011,Please provide information held by MOD regarding the Haig-Kissinger depopulation policy administered by the US State Department.
25-07-2011-113812-011,19/08/2011,"Please provide information held by MOD regarding the MK-NAOMI based out of Fort Detrick, Maryland, USA."
25-07-2011-114303-012,19/08/2011,"Please provide information held by MOD regarding Robert Mugabe, President of the Africa nation Zimbabwe."
25-07-2011-114551-013,19/08/2011,Please provide information held by MOD regarding the Rand Corporation. 
25-07-2011-114823-014,19/08/2011,"Please provide information held by MOD regarding the US based journalist and investigator, Gary Webb."
25-07-2011-115036-015,19/08/2011,Please provide information held by MOD regarding Operation REX-84A..
25-07-2011-115231-016,19/08/2011,Please provide information held by MOD regarding Operation Gladio.
25-07-2011-120222-017,19/08/2011,"Please advise on the number of times, up to and including 2359hrs on 20 July and 0001hrs on 21 July 2011, the RAF and MOD has need to invoke the 'Web Rationalisation' order to ensure webmasters remove 'illegal material such as the words Royal Air Force from their webpages' ."
25-07-2011-121128-001,19/08/2011,Please advise and provide confirmation and details to various questions regarding the average level of HRMS sick recorded absence in FY 2010/11 in DFM.
25-07-2011-124119-002,19/08/2011,Please provide advise and provide information and details regarding xxxxxx VERS application against other VERS applications.
25-07-2011-134132-003,18/08/2011,Please provide information and details on the number of civil servants made redundant in the last ten years who received a payout under the current redundancy scheme.
25-07-2011-140407-018,19/08/2011,"Please provide information on flag, coat of arms and seal of the Sovereign Base Areas."
25-07-2011-140810-019,19/08/2011,Please provide a copy of HMS Conqueror's Patrol Report and supporting Annexes for Operation Corporate April - July 1982
25-07-2011-140950-020,19/08/2011,"Please advise, and provide details and information, on the number of civilian staff dismissed for not fulfilling their conditioned hours whilst working from home and staff in the Redeployment Pool."
25-07-2011-144948-021,19/08/2011,Please provide historical information on the corps formed to accompany the Second Fleet to Australia in 1790.
25-07-2011-145458-022,19/08/2011,Please provide copies of all information held by the Met Office on the 2nd IPCC AR5 WGI Lead Authors' Meeting.
25-07-2011-151851-023,22/08/2011,Please advise on whether the NATO NH90 has ever landed on the Type 42.
25-07-2011-153854-025,22/08/2011,"Please provide an up-to-date list of subcontractors, contractors and suppliers that have been scheduled to work on the project Mixed Development in Blocks: BR1017; BR1016; Brompton, Barracks, BR1018 and BR1025, Chatham, Kent and RSME. "
26-07-2011-093222-001,22/08/2011,Please provide information and details of the names of the two charities involved with the Regional Activity Centres.
26-07-2011-113424-002,23/08/2011,Please provide information and full details of the legal status of crown ownership of the land that comprises RAF Leuchars. 
26-07-2011-113944-003,23/08/2011,"Please advise, and provide information and details, to various questions regarding MOD expenditure on hiring solicitors and barristers to represent the Department at military inquests of  British service personnel who died in Afghanistan since the conflict began in October 2001."
26-07-2011-114653-002,19/08/2011,"Please advise on the approximate number of servicemen that have served in Afghanistan since 2001, and the number who have, since returning to the UK, left the British Armed Forces (discharge, retirement, etc). "
26-07-2011-121555-004,23/08/2011,Please provide information and details on the private company involved in building the Ship Eddystone (IMO 9234070) in 2002.
26-07-2011-132501-005,23/08/2011,Please provide information on flight and accommodation expenses costs for Sir Kevin O'Donoghue (FY2007/08 and 2008/09) and Bernard Gray.
26-07-2011-145036-006,23/08/2011,Please provide confirmation and details on the number of stand alone and IT contract systems within the MOD.
26-07-2011-145811-007,23/08/2011,"Please advise, and provide information and details, to various questions regarding the total amount of money allocated for the civilian VERS scheme for the NCHQ TLB."
26-07-2011-155144-003,19/08/2011,"Please advise, and provide information and details, on the number of contracts awarded to micro and small businesses last year."
26-07-2011-165032-008,23/08/2011,"Please provide contact details for the IT Director, Business Change Director and the Head of Intelligence Chief Officer Group owner for Business Change Head of Procurement for MDPGA."
26-07-2011-171359-009,23/08/2011,Please advise on the authorisation of badges to be worn on Royal Air Force uniform. 
26-07-2011-173512-004,11/08/2011,"Please advise, and provide information and details, on the number of personal secretaries employed in the MOD."
27-07-2011-101041-001,23/08/2011,Please provide a list of UORs and information and details of the companies awarded their contracts from January 2005 to July 2011.
27-07-2011-104212-002,23/08/2011,Please advise on the accessibility of a copy of xxxxxx debrief.
27-07-2011-105124-003,23/08/2011,"Please advise on compensation paid, both during construction and on an ongoing basis for loss of crops etc,  to the owner of Lopness Farm, xxxxxx, when areas of the farm was taken over to build Whale Head Chain Home Radar Station and adjoining military accommodation camp in 1940."
27-07-2011-110516-004,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Topup Software Limited (Company Number 05888230) issued between 01 May 2010 and 26 July 2011.
27-07-2011-110536-005,03/08/2011,Please advise on the technical characteristics and costs for Officer Swords with tassel and strap mounting.
27-07-2011-111239-006,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and the SMAE Institute (1919) Limited (Company Number 2690497) issued between 01 May 2010 and 26 July 2011.
27-07-2011-111804-007,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Cloud Software Limited (Company Number 06628261) issued between 01 May 2010 and 26 July 2011.
27-07-2011-112313-008,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Michael Batt Foundation (Company Number 03902168) issued between 01 May 2010 and 26 July 2011.
27-07-2011-112933-009,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Clouds Software Limited (Company Number 06628303) issued between 01 May 2010 and 26 July 2011.
27-07-2011-113327-010,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Air Training Services Limited (Company Number 01126061) issued between 01 May 2010 and 26 July 2011.
27-07-2011-113955-011,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and C&UCO Management Limited (Company Number 00466375) issued between 01 May 2010 and 26 July 2011.
27-07-2011-114421-012,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and VLP Education Limited (Company Number 05809983) issued between 01 May 2010 and 26 July 2011.
27-07-2011-114935-013,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Air Services Limited (Company Number 02927776) issued between 01 May 2010 and 26 July 2011.
27-07-2011-115351-014,24/08/2011,Please provide information and details on the contracts for services or equipment between the MOD and Jogen Limited (Company Number 03327036) issued between 01 May 2010 and 26 July 2011.
27-07-2011-120518-015,24/08/2011,"Please provide information and details to various questions regarding Liam Fox's official and unofficial visits to Sri Lanka during 2009, 2010 and 2011."
27-07-2011-121018-016,24/08/2011,Please advise and provide information to various questions regarding the Royal Engineers.
27-07-2011-122729-018,24/08/2011,Please advise on the number of electronic attacks on the MOD's IT systems in the last three years.
27-07-2011-123214-019,24/08/2011,Please provide a copy of the register of Admiralty Record Office Cases.
27-07-2011-132526-001,24/08/2011,Please advise on the number of appeals to the Court Martial Appeal Court and the Summary Appeal Court. Please also provide the Summary Hearing Data since 2009 when the AFA 2006 came into force.
27-07-2011-145548-020,24/08/2011,Please advise on the criteria that governs the siting of wind turbines on MOD facilities.
27-07-2011-151345-021,24/08/2011,Please provide a copy of parts 4a and 4b of JSP 800.
27-07-2011-170448-022,17/08/2011,Please provide information and details of all Iraq and Afghanistan contracts. 
27-07-2011-170737-023,24/08/2011,"Please advise, and provide information and details, on the number of non-reservist Armed Forces members that were out of date for their fitness test as an average during 2010. "
27-07-2011-170740-024,23/08/2011,Please provide redacted copies of information regarding weapon cache finds in Basra.
27-07-2011-171029-025,24/08/2011,"Please advise, and provide information and details, on the number of non-reservist Armed Forces members medically downgraded as an average during 2010. "
27-07-2011-171351-026,24/08/2011,"Please advise on the number of flights, involving UK military aircraft, that were made to France between 18 and 21 October 2007 compared against the same period for 2008."
27-07-2011-172005-027,24/08/2011,Please on how a copy of the report: Organophosphate Pesticide Investigation Team (OPPIT): Substantive Report can be obtained.
28-07-2011-093826-001,24/08/2011,Please advise and provide details of all information held by MOD regarding Solar Warden. 
28-07-2011-114812-001,24/08/2011,Please advise and provide information and details to various questions regarding MDP officers and VERS. 
28-07-2011-120523-002,19/08/2011,Please advise and provide information and details to various questions regarding MDPGA estates.
28-07-2011-130934-003,24/08/2011,"Please provide information and details of all MOD construction contracts over a total estimated cost of £10,000. "
28-07-2011-131337-004,22/08/2011,"Please advise, and provide information and details, on the number of 109 staff currently on TMP in the Agency (Special Agency Notice 76/11 refers), that are Sergeants temporarily covering at the higher grade of Inspector."
28-07-2011-140440-004,25/08/2011,Please advise and provide information and details on transactions made on Apple products in the last three financial years. 
28-07-2011-140821-005,25/08/2011,"Please advise on the cost of the Defence Assistance Fund in FY 2008/9, 2009/10 and 2010/11."
28-07-2011-144232-005,24/08/2011,Please advise whether pressure testing or stock checks were carried out during the period the Vulcans were operating in RAF Finningley.
28-07-2011-154825-001,24/08/2011,Please provide information on total spending using payment cards for agencies and non-departmental bodies from 2009-10 and 2010-11.
28-07-2011-155845-006,25/08/2011,"Please provide information on the number of laptops, netbooks and USB flash drives that have been lost, stolen or broken in the last five years."
28-07-2011-160542-007,25/08/2011,"Please advise on the number of recipients currently paid £50,000 and more from the AFPS."
28-07-2011-163337-008,25/08/2011,"Please advise on the number of recipients currently paid £50,000 and more from the PPS."
29-07-2011-094216-001,25/08/2011,Please advise and provide information and details to various question regarding VERS applications in HQ Land Forces.
29-07-2011-100915-003,26/08/2011,Please advise on the number of civil servant suspended for disciplinary reasons in the last five years. Please advise on the number that were subsequently re-instated.
29-07-2011-111617-001,28/07/2011,Please provide copies of all correspondence into the review of the protection level afforded for the Land Rover Snatch vehicle carried out in March 2005.
29-07-2011-145038-004,26/08/2011,Please provide TORs for the MOD Independent Safety Organisation (ISO) referred to in the DESB 2010 report.
29-07-2011-153610-005,22/08/2011,"Please provide a copy of DSTL's Hospitality register detailing gifts offered to, or accepted by Frances Saunders, Chief Executive, Mark Alexander, Finance Director, Jill Cook, Infrastructure Director, Jonathan Lyle, Programme Office Director and Peter Starkey, Strategy and Implementation Director for 2009, 2010 - present."
29-07-2011-161013-006,26/08/2011,Please advise on the number of RAF senior officers of Air Rank in receipt of flying pay.
29-07-2011-161757-007,26/08/2011,Please advise on press releases about Iraq and Afghanistan since 2003.
29-07-2011-174509-008,25/08/2011,"Please provide a breakdown of the number of civil servants made redundant in each of the last ten years who received payouts equivalent to 6x, 5x, 4x, 3x, 2x and 1x their annual salary."
