Department Family,Entity,Date of Payment,Expense Type,Expense area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,25/06/2012,NSI Fees & Expenses,NSI Expenses Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100001276,#,GL6 0SA,133.75,
Communities & Local Government,PINS,26/06/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106180473, ROW  non vat charges,W1T 7RQ,29.63,
Communities & Local Government,PINS,26/06/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106180473,Statutory Advertising - ROW,W1T 7RQ,423.24,
Communities & Local Government,PINS,26/06/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100001317,#,M33 6RG,"3,360.00",
Communities & Local Government,PINS,26/06/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100001317,#,M33 6RG,92.34,
Communities & Local Government,PINS,26/06/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100001279,#,S11 9RR,840.00,
Communities & Local Government,PINS,26/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MARTIN H SEDDON LTD,,Micro,,2100001279,#,S11 9RR,164.52,
Communities & Local Government,PINS,27/06/2012,Accommodation Service Charges,Estates,CB RICHARD ELLIS LTD,,Data Not Provided,,5106180514,Lease - service charge 07/12-09/12,EC4M 7HP,"22,838.40",
Communities & Local Government,PINS,27/06/2012,Advertising,ROW,PENNA PLC,,Large,,5106180491,Statutory Advertising,EC4M 7RD,936.95,
Communities & Local Government,PINS,27/06/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106180539,Extension 16/04/12-08/06/12,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,27/06/2012,Cmmunication Telecom Costs,ICT,DCLG,,Public Bodies,,5106180493,PCS Portal Link - 01/04/12 - 30/06/12,HP2 4XN,"22,377.60",
Communities & Local Government,PINS,27/06/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106180495,Postal & parcel charges,S49 1HQ,"2,142.38",
Communities & Local Government,PINS,27/06/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180506,Repairs following 5yr electrical test,WD24 4WW,"1,072.80",
Communities & Local Government,PINS,27/06/2012,Facilities Management (ISD use only),Estates,TAYLOR WOODROW CONSTRUCTION,,Large,,5106180543,May Facilities Management,WD24 4WW,"106,974.48",
Communities & Local Government,PINS,27/06/2012,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106180544,Lone Worker Protection - service cost,NG24 2EG,"1,958.10",
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100001320,#,SO19 7GU,"1,478.40",
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100001320,#,SO19 7GU,49.14,
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100001327,#,M32 8PN,"1,960.00",
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100001327,#,M32 8PN,278.30,
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100001322,#,PO19 1BA,"1,320.00",
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100001322,#,PO19 1BA,352.19,
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Small,,2100001326,#,PE30 3MB,"2,016.00",
Communities & Local Government,PINS,27/06/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Small,,2100001326,#,PE30 3MB,52.56,
Communities & Local Government,PINS,27/06/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106180516,C8543X Black ink Toners,NG11 7EP,"2,050.56",
Communities & Local Government,PINS,27/06/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106180516,C9381A Black & Yellow Printheads,NG11 7EP,363.36,
Communities & Local Government,PINS,27/06/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106180509,Banner Closed Loop A4 Paper,NR3 1PD,653.18,
Communities & Local Government,PINS,28/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Micro,,2100001330,#,GL20 6BD,"1,034.88",
Communities & Local Government,PINS,28/06/2012,NSI Fees & Expenses,NSI Fees Infrastructure,MR B J UNWIN,,Micro,,2100001330,#,GL20 6BD,202.80,
Communities & Local Government,PINS,28/06/2012,NSI Fees & Expenses,NSI Fees Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100001329,#,PL14 6AF,"2,284.80",
Communities & Local Government,PINS,28/06/2012,NSI Fees & Expenses,NSI Expenses Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100001329,#,PL14 6AF,267.48,
Communities & Local Government,PINS,29/06/2012,IT - Software Maintenance,ICT,PHOENIX SOFTWARE,,Medium,,5106180607,Sophos Renewal - 19/06/12-18/06/13,YO42 1NS,"14,640.00",
Communities & Local Government,PINS,29/06/2012,IT Maintenance,ICT,SPECIALIST COMPUTER CENTRES LTD,,Large,,5106180613,Hitachi Maintenance Renewal,B11 2LE,456.46,
Communities & Local Government,PINS,29/06/2012,Notional Audit Fees,IPC (agreed pre-integration),NATIONAL AUDIT OFFICE,,Public Bodies,,2100001385,NATIONAL AUDIT OFFICE 4067,SW1W 9SP,"31,000.00",
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001361,#,BS37 6SN,887.04,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100001361,#,BS37 6SN,117.72,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100001360,#,CB3 0HS,714.00,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100001360,#,CB3 0HS,91.80,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Planning,H J L PLANNING,,Micro,,2100001331,#,CM3 1HZ,"1,680.00",
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Planning,H J L PLANNING,,Micro,,2100001331,#,CM3 1HZ,123.29,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Micro,,2100001364,#,BN11 1QG,"3,360.00",
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR R J MAILE,,Micro,,2100001364,#,BN11 1QG,153.75,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100001359,#,S10 2NQ,952.00,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100001359,#,S10 2NQ,108.30,
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Fees Planning,SIMON MILES PLANNING,,Micro,,2100001365,#,EX20 4JW,"3,444.00",
Communities & Local Government,PINS,29/06/2012,NSI Fees & Expenses,NSI Expenses Planning,SIMON MILES PLANNING,,Micro,,2100001365,#,EX20 4JW,283.80,
Communities & Local Government,PINS,29/06/2012,Steady State Service Provision,IPC (agreed pre-integration),AON HEWITT LIMITED,,Large,,5106180592,Pensions Advice,KT18 5BS,"4,760.80",
Communities & Local Government,PINS,29/06/2012,Steady State Service Provision,IPC (agreed pre-integration),GOVT ACTUARYS DEPARTMENT,,Public Bodies,,5106180591,Actuarial Services for P/E 30/04/2012,EC4A 1AB,"3,060.00",
Communities & Local Government,PINS,29/06/2012,Steady State Service Provision,IPC (agreed pre-integration),GOVT ACTUARYS DEPARTMENT,,Public Bodies,,5106180597,Actuarial Services for P/E 31/05/12,EC4A 1AB,"1,920.00",
