Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1012907,966.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Freight Charges,Finance & Commercial Group - Information and Workplace Strategies,DHL GLOBAL FORWARDING (UK) LTD,1012911,"3,347.74"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,DIALOG (DIALOG DIVISION OF THOMSON SCIENTIFIC INC),1012487,"1,725.19"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,DISCLOSURE SCOTLAND,1010092,552
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,DISCLOSURE SCOTLAND,1012328,"1,081.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,DMCII (DMC INTERNATIONAL IMAGING LTD),1011877,593.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DR JULIA WRIGHT,1012839,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DR ROBIN MATTHEWS,1012354,774.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DR WOLFGANG BRITZ,1012680,"2,494.40"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,DTZ DEBENHAM TIE LEUNG,1010518,816.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Economic Consultancy & Research,Business Group - Business Environment and Growth Directorate,DUN & BRADSTREET LTD,1007346,"6,320.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1011600,769.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Rates,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1011600,"3,028.65"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1011600,"7,790.66"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,EARTHSCAN LTD,1011707,"6,590.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1010902,"1,217.64"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1010902,"6,515.06"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1010902,"6,816.36"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1010902,"9,723.02"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Sponsorship Support,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1011557,"25,166.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Sponsorship Support,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1011557,"64,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Sponsorship Support,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1011557,"64,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,EAST MIDLANDS DEVELOPMENT AGENCY,1011365,"4,000,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010905,"32,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010905,"32,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010905,"32,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010905,"32,250.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010906,"34,397.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010906,"34,397.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010906,"45,577.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1010906,"45,577.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Grant in Aid - Current -Other,Business Group - Economic Development Directorate,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1011329,"8,000,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1010471,"5,490.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1010469,"7,261.27"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/11/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1012475,"14,528.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1010975,"8,000,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1010580,"-31,657.86"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1010580,"-7,725.83"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012279,911.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012125,937.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012122,"2,040.26"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012123,"4,933.81"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012120,"10,018.93"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1013111,"18,207.58"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012130,"36,175.75"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1012119,"47,852.76"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1010580,"149,124.16"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,ICT Training,SCIENCE & RESEARCH GROUP - UK Space Agency,EDUSERV TECHNOLOGIES LTD,1013098,"2,230.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,IT Services (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EDUSERV TECHNOLOGIES LTD,1013098,"4,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,IT Services (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EDUSERV TECHNOLOGIES LTD,1013098,"4,371.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/11/2010,Recruitment Consultancy Costs,Fair Markets Group Summary - Consumer and Competition Policy,ELISA HOLMES,1012302,"1,150.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ELVIN & CO,1012877,967.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ELVIN & CO,1010853,"1,167.30"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EMSC (UK) LTD,1010686,"34,293.55"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EMSC (UK) LTD,1010688,"34,293.55"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/11/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1010970,"10,000,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ENTEC UK LTD,1012456,"1,858.47"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ENTEC UK LTD,1010641,"3,088.92"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EOCI,1011064,"1,997.62"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1012586,945.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,ETON ANALYTICAL LTD T/A ETON ENVIRONMENTAL SERVICES,1013075,"2,450.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1012636,662.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1011345,"4,577.01"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1011987,"9,156.72"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1010609,"9,266.99"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1010125,"10,090.84"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/11/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1012636,"16,675.45"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/11/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,FAMILY ACTION,1010912,"6,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2010,FCO/COI Dispatches,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1012421,"3,176.78"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1012329,"5,570.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1012330,"10,890.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2010,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,FIELD FISHER WATERHOUSE,1012179,875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,FIELD FISHER WATERHOUSE,1010459,"11,592.65"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2010,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,FIELD FISHER WATERHOUSE,1011107,"16,037.31"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education & Skills Investment,FILEBASE LTD,1011140,"1,653.88"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,SL DS Utilisation,Universities and Skills Group - Learners,FINANCE FOR HIGHER EDUCATION,1011511,"60,287.20"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FIONA SHIPLEY TRANSCRIPTION LTD,1011553,515.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/11/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FMx Limited,1012089,"1,694.28"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Publications (Programme),Fair Markets Group Summary - Employment Relations,FOLIO CREATIVE COMMUNICATION,1009686,740
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/11/2010,Season Ticket and Bicycle Loans,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOOD STANDARDS AGENCY,1012966,700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008261,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009617,549.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Subsistence Payments- Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008262,550
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Air Fares Overseas,SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008254,555.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009576,574.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009580,577.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008257,580.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008281,593.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009603,598.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008261,625.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008282,756.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1008262,872.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009562,902.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009620,904.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009560,913.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1010858,946.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009595,992.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009607,"1,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009604,"1,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009604,"1,000.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009554,"1,038.86"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009621,"1,107.28"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Other Overseas T&S (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009604,"1,169.57"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009612,"1,260.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009613,"1,260.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009614,"1,260.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009615,"1,260.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009616,"1,260.10"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1010857,"1,349.55"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009559,"1,360.49"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009585,"1,428.45"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009586,"1,428.45"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009604,"1,440.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009622,"1,488.89"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009583,"1,543.92"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009618,"1,602.58"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009619,"1,602.58"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009604,"3,484.65"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1009611,"4,532.62"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FORENSIC SCIENCE SERVICE LTD T/A THE FORENSIC SCIENCE SERVICE,1011530,"1,452.30"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FORENSIC SCIENCE SERVICE LTD T/A THE FORENSIC SCIENCE SERVICE,1011674,"1,522.80"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FORESTRY COMMISSION RESEARCH AGENCY,1011469,"1,300.00"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2010,Corporate Management Consultancy,Shareholder Executive - Shareholder Executive,FRESHFIELDS BRUCKHAUS DERINGER,1011691,"5,010.84"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/11/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1011726,"-37,138.77"
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1010566,521.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/11/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1010610,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/11/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1008082,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/11/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1010524,615.92
