Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,21/01/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106155133,"52,262.32"
Communities & Local Government,GO,21/01/2011,Training,GORCU Admin DEL Votd,MANCHESTER COLLEGE,5106155498,"2,950.00"
Communities & Local Government,GO,21/01/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,5106155209,"7,311.48"
Communities & Local Government,GO,21/01/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106154508,"1,013.62"
Communities & Local Government,GO,24/01/2011,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106155547,"2,560.98"
Communities & Local Government,GO,24/01/2011,Agency Staff,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002950,"4,942.88"
Communities & Local Government,GO,24/01/2011,Catering,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002950,652.49
Communities & Local Government,GO,24/01/2011,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,2100188513,"-1,349.69"
Communities & Local Government,GO,24/01/2011,Gas,RCU - PAM - Property Asset Management,BRITISH GAS BUSINESS,5106153440,"1,349.69"
Communities & Local Government,GO,24/01/2011,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106155550,"1,800.00"
Communities & Local Government,GO,24/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002950,705
Communities & Local Government,GO,24/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002950,"2,001.61"
Communities & Local Government,GO,24/01/2011,Travel and Subsistence Account,GOSE,EAST SUSSEX CC,5106155561,893.44
Communities & Local Government,GO,25/01/2011,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106155737,884.87
Communities & Local Government,GO,25/01/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106153032,"11,229.25"
Communities & Local Government,GO,25/01/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,5106154470,"11,229.25"
Communities & Local Government,GO,25/01/2011,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,CABLE & WIRELESS,5106155687,747.55
Communities & Local Government,GO,25/01/2011,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,CABLE & WIRELESS,5106155696,509.72
Communities & Local Government,GO,25/01/2011,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,CABLE & WIRELESS,5106155698,966.48
Communities & Local Government,GO,25/01/2011,Telecoms equipment (non-capitalised),GORCU Admin DEL Votd,CABLE & WIRELESS,5106155702,"1,063.40"
Communities & Local Government,GO,25/01/2011,Training,GOE,DCLG GOVERNMENT PROCUREMENT CARD,1000002951,550
Communities & Local Government,GO,25/01/2011,Training,GONW,WENTWORTH CONSULTANTS,5106155733,"3,160.75"
Communities & Local Government,GO,25/01/2011,Training,GORCU Admin DEL Votd,ST JOHN AMBULANCE (SAC),5106155625,"2,180.28"
Communities & Local Government,GO,25/01/2011,Training,GOSW,SALLY BRITTON CONSULTING LTD,2100188516,500
Communities & Local Government,GO,25/01/2011,Training,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002953,"1,085.50"
Communities & Local Government,GO,26/01/2011,IT - Service Contracts,GORCU Admin DEL Votd,APPLICABLE LTD,5106155786,"1,524.21"
Communities & Local Government,GO,26/01/2011,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106155788,"4,473.67"
Communities & Local Government,GO,26/01/2011,IT Consultancy,GORCU Admin DEL Votd, E-NIK LIMITED,5106155593,"1,050.00"
Communities & Local Government,GO,26/01/2011,IT Maintenance,RCU - PAM - Property Asset Management,FUJITSU SERVICES LTD,5106155761,"19,941.12"
Communities & Local Government,GO,26/01/2011,Minor office costs,RCU - PAM - Property Asset Management,ABM MAINTENANCE LTD,5106155799,"1,204.38"
Communities & Local Government,GO,26/01/2011,Minor office costs,RCU - PAM - Property Asset Management,ABM MAINTENANCE LTD,5106155802,"1,125.06"
Communities & Local Government,GO,26/01/2011,Rent,RCU - PAM - Property Asset Management,DERWENT VALLEY CENTRAL LTD,5106155828,"-682,968.75"
Communities & Local Government,GO,26/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002954,"1,045.00"
Communities & Local Government,GO,26/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002954,"1,098.00"
Communities & Local Government,GO,26/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002954,"1,447.21"
Communities & Local Government,GO,26/01/2011,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002954,648
Communities & Local Government,GO,26/01/2011,Waste Disposal and pest control,RCU - PAM - Property Asset Management,NORTH EAST RECYCLING LTD,5106155804,465
Communities & Local Government,GO,27/01/2011,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106155408,"2,476.75"
Communities & Local Government,GO,27/01/2011,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,5106155827,"3,871.87"
Communities & Local Government,GO,27/01/2011,Minor office costs,RCU - PAM - Property Asset Management,ABM MAINTENANCE LTD,5106155831,"1,563.34"
Communities & Local Government,GO,27/01/2011,Minor office costs,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002955,589.02
Communities & Local Government,GO,27/01/2011,Rent,RCU - PAM - Property Asset Management,DERWENT VALLEY CENTRAL LTD,5106155833,"697,500.00"
Communities & Local Government,GO,27/01/2011,Telephone call costs,GORCU Admin DEL Votd,VODAFONE UK,5106155913,"1,595.42"
Communities & Local Government,GO,27/01/2011,Training,GONW,DCLG GOVERNMENT PROCUREMENT CARD,1000002957,940
Communities & Local Government,GO,27/01/2011,Variable Maintenance > £15k,RCU - PAM - Property Asset Management,SIMPSON (YORK) LTD,2100188514,"6,900.89"
Communities & Local Government,GO,27/01/2011,Water,RCU - PAM - Property Asset Management,SEVERN TRENT WATER LTD,5106155694,767.95
Communities & Local Government,GO,28/01/2011,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106156026,"1,038.82"
Communities & Local Government,GO,28/01/2011,Conferences and Meeting Facilities,GONW,COUNTRY LAND & BUSINESS ASSOC,5106156023,"3,419.46"
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,EON UK PLC,2100188666,"-1,010.76"
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,EON UK PLC,5106154643,"1,010.76"
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,70.96
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,109.71
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,129.23
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,91.37
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,90.95
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,401.97
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,191.11
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,94.97
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-96.28
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-96.41
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-94.22
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-214.93
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-229.68
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-163.18
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-162.21
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-763.83
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-338.75
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,-188.93
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,96.28
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,38.68
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,2300002071,42.94
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,5106155934,750.29
Communities & Local Government,GO,28/01/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,5106155935,855.19
Communities & Local Government,GO,28/01/2011,Minor office costs,GONE,RURAL DEVELOPMENT INITIATIVES LTD,5106155952,"2,048.55"
Communities & Local Government,GO,28/01/2011,Post,GONW,GOVERNMENT CAR & DESPATCH AGENCY,5106156006,696
Communities & Local Government,GO,28/01/2011,Professional services,RCU - PAM - Property Asset Management,DTZ DEBENHAM TIE LEUNG,5106155943,"15,000.00"
Communities & Local Government,GO,28/01/2011,Storage,GONE,CROWN RECORDS MANAGEMENT LTD,5106155957,"3,264.80"
Communities & Local Government,GO,28/01/2011,Training,GONW,DATRIX TRAINING LTD,5106156022,"9,240.00"
Communities & Local Government,GO,28/01/2011,Training,GOSW,DMS PERSONNEL CONS (IRELAND) LTD,2100188587,"2,646.10"
Communities & Local Government,GO,28/01/2011,Training,GOSW,DMS PERSONNEL CONS (IRELAND) LTD,2100188587,165
Communities & Local Government,GO,28/01/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106154801,752.75
Communities & Local Government,GO,28/01/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106154825,"2,466.29"
Communities & Local Government,GO,31/01/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES (SOUTHERN) L,5106154827,"52,300.49"
Communities & Local Government,GO,31/01/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,5106156024,"111,196.57"
Communities & Local Government,GO,31/01/2011,Post,GOSE,GOVERNMENT CAR & DESPATCH AGENCY,5106156042,931.2
Communities & Local Government,GO,31/01/2011,Training,GOEM,DCLG GOVERNMENT PROCUREMENT CARD,1000002960,"1,622.40"
Communities & Local Government,GO,31/01/2011,Training,GORCU Admin DEL Votd,NATIONAL SCHOOL OF GOVERNMENT,5106156041,"3,800.00"
Communities & Local Government,GO,31/01/2011,Training,GOSE,ACUITY TRAINING LTD,2100188667,500
Communities & Local Government,GO,31/01/2011,Training,GOWM,AVIVA RISK MANAGEMENT SOLUTIONS UK,2100188630,630
Communities & Local Government,GO,04/01/2011,Travel and Subsistence Account,GOSE,Employee Expenses,,950.2
Communities & Local Government,GO,06/01/2011,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,652.7
Communities & Local Government,GO,07/01/2011,Training,GOEM,Employee Expenses,,500
Communities & Local Government,GO,12/01/2011,Training,GOE,Employee Expenses,,700
Communities & Local Government,GO,12/01/2011,Training,GONE,Employee Expenses,,520
Communities & Local Government,GO,12/01/2011,Training,GOSW,Employee Expenses,,670
Communities & Local Government,GO,13/01/2011,Fares UK,GOWM,Employee Expenses,,78
Communities & Local Government,GO,13/01/2011,Incidentals UK,GOWM,Employee Expenses,,40
Communities & Local Government,GO,13/01/2011,Mileage UK,GOWM,Employee Expenses,,654.4
Communities & Local Government,GO,13/01/2011,Subsistence UK,GOWM,Employee Expenses,,170.3
Communities & Local Government,GO,13/01/2011,Training,GOSW,Employee Expenses,,870
Communities & Local Government,GO,14/01/2011,Training,GOE,Employee Expenses,,952.65
Communities & Local Government,GO,17/01/2011,Training,GOSW,Employee Expenses,,587.5
Communities & Local Government,GO,18/01/2011,Fares UK,GORCU Admin DEL Votd,Employee Expenses,,730.6
Communities & Local Government,GO,18/01/2011,Mileage UK,GORCU Admin DEL Votd,Employee Expenses,,50
Communities & Local Government,GO,18/01/2011,Subsistence UK,GORCU Admin DEL Votd,Employee Expenses,,16.55
Communities & Local Government,GO,21/01/2011,Training,GOE,Employee Expenses,,742.5
