FREEDOM OF INFORMATION,,
MOD Requests to 30 April 2010,,
"CIO-CI-Access Team, Ministry of Defence, CIO-FOI@mod.uk",,
,,

Case Number,Date Due,Request Summary
16-04-2010-080930-001,13/05/2010,Toton Enviromentental Protection Society trying to dissuade Broxtowe District Council to grant panning permission. Area has history of buried munitions and hardware.
16-04-2010-113022-001,17/05/2010,Information about Augustin Preucil. He was a Czech Pilot in the RAF during the Second World War. He was also a spy for the Gestapo whilst serving in the RAF. He stole a Hurricane from RAF Usworth and and flew it to Belgium. 
16-04-2010-114014-002,12/04/2010,Any documents regarding DI55 and the UFO phenomenon. All the MOD UFO files dealt with by DI55.
16-04-2010-123518-001,07/05/2010,"All the MOD UFO files, including those dealt with by DI55 have not been released. "
16-04-2010-123806-002,17/05/2010,"Any set prodecure as to how a military personnel would seek a claim for selective conscientious objection rights. I would be most grateful if you could offer me some guidence as to where I might find such procedural protocol, or offer me a reason as to why I cannot find it or why I am not allowed to veiw it, if that is the case. "
16-04-2010-124455-002,13/05/2010,"RAF Fylingdales - the list of the 47 sites from the Integrated Rural Management Plan 24 June 2004, and what happened to the finds.IRMP Reviews since 2004. Information on how she can contribute information to the Conservation Group. Copy of MOD's Heritage Report 2007-2009."
16-04-2010-144223-001,17/05/2010,The list of Labs in the UK which are registered to use Tritium (3H). 
16-04-2010-145014-001,17/05/2010,The Science Museum own a disused RAF base (RAF Wroughton) as the Estates Manager for the site I am trying to obtain copies on the plans for the 1938 C-type hangars. I have a copy of the 'Design and Maintenance Guide 24' for the C-type hangars and it lists a set of archive plans (page 69 to 74) held on microfiche. 
19-04-2010-113146-001,17/05/2010,"Information and findings on the inqury on HMS centuar, regarding an explosion that happened in the boiler room on 20 nov 1962."
19-04-2010-120641-001,17/05/2010,"Radio show -DEMOCRACY NOW , had a segment on IED'S and  that GE components were found in these devices. I would like information on what components were found in these devices , what companies the components came from ."
19-04-2010-151418-001,11/05/2010,List of Royal Navy Ships recoverd by heavy lift vessels.
19-04-2010-154316-002,18/05/2010,A current map of submarine exercise are and firing ranges
19-04-2010-162912-003,12/05/2010,How much the Met Office costs the tax payer.  I am particularly interested in salary costs and any breakdown of this figure would be helpful.
19-04-2010-171444-001,18/05/2010,Since 1.1.08 how many times has the Queen's Flight been used for a single trip from one airstrip to another to carry either a member of the Royal Family or another VIP.
19-04-2010-172320-001,18/05/2010,The amount the MoD paid to UK Local Authorities in lieu of Council Tax
19-04-2010-173212-002,18/05/2010,"If you have childcare voucher scheme in place, who it is with, your administration fee, any other fees, how many employees use it, and also, if you have a scheme in place, when is it up for renewal."
20-04-2010-094824-001,17/05/2010,A copy of any relevant departmental business continuity plan(s) A detailed breakdown of forecast and actual costs associated with provision of any business continuity facilities Details of any publicly or privately owned facilities identified as fallback office space for business continuity purposes Copies of any reports detailing the results of any business continuity exercises
20-04-2010-100322-002,18/05/2010,"Copies of the current Army Dress Regulations for Officers, Army Dress Regulations (All Ranks), JSP 336 Mat Regs Pamphlets 1 -15 and JSP 768 DC IPT Photo Illustrations Catalogue. Copy of the answer to Case# 09-10-2006-070502-008 dated 06/11/2006."
20-04-2010-101001-001,18/05/2010,What will happen to the Enfield No8 rifles as previously issued to cadet corps. 
20-04-2010-104159-001,11/05/2010,The Army's weekly intelligence summary for specific date. 
20-04-2010-112408-001,17/05/2010,I would like to request any details held by MoD regarding the former South Front Battery at Dover.
20-04-2010-120317-001,17/05/2010,a. In the last 3 years how many RAF personnel (broken down by rank) have been discharged from the RAF for failing to meet the RAFFT standards or for failing to show a postive attitude towards RAFFT. b. As of 1 Apr 10 how many personnel (broken down by rank) based at RAF High Wycombe (inc Air Command) have failed to take the RAFFT within the prescribed 6 monthly timescale i.e 'how many are out of date'.
20-04-2010-121025-002,17/05/2010,The crash sites of normandy 06 06 44 of our aircraft and lost pilots that fell here?
20-04-2010-121306-003,18/05/2010,"The number of civilian employees within MOD in receipt of pay of £50,000 or more per annum."
20-04-2010-121923-004,17/05/2010,"How much money has been invested, since 2006, in a database to hold the thousands of records of Taliban radio transmissions collected by different EW systems, as used by the late LCpl Jabron Hasmi and Cpl Peter Thorpe?"
20-04-2010-122359-001,18/05/2010,"The number of MOD Armed Forces uniformed personnel above the rank of Sqdn. Ldr. or equivalent RN Army, in receipt of pay of £50,000 or more per annum."
20-04-2010-150123-001,27/04/2010,"The MET Office has decided to discontinue their quarterly weather predictions after some embarrassing failures. It is noticeable that previous predictions have been taken down from your website or have been modified post facto to make them less obviously incorrect.  Whilst I understand that it is always easier to forecast retrospectively, it is also true that this kind of manipulation doesn't encourage public confidence, especially when Climate Change predictions also produced by the MET Office"
20-04-2010-151156-004,19/05/2010,I am interested in the appointment of Lord Oxburgh's panel into the Climatic Research Unit at the University of East Anglia.
20-04-2010-153814-002,19/05/2010,"The full NSN (sundries) catalogue, needs to be computerised, with the following: Pictures of the kit in flat pack, unopened, in use manikin form. Full schematics of the kit, including stitch pattens. Circuit diagrams and full annotated source code. Field updates or modifications to the kit since last NSN issued, up to 5 modifications. With a wiki like access, like doctor surgery's, for both live discussions about the kit (recorded) and useful comments with service no, member state and usefulness; quality feedback etc, with modifications possibly being made form them. This can be wiped periodical if irrelevant or problem is addressed, which should be listed as well (comfort not being taken into consideration, if correct fitted)."
20-04-2010-164520-004,19/05/2010,"A complete breakdown of this 870 members of the Armed Forces who follow ""other religions"", by religion and by armed force."
20-04-2010-171702-003,19/05/2010,"The number of personnel in the Armed Forces including individually: air, land and sea. Aswell as a overall total. "
21-04-2010-101411-001,17/05/2010,How many FEMALE WO1's from the British Army have been invited to the service in the last 24 month and what the reason for this was.
21-04-2010-102115-001,17/05/2010,How many FEMALE WO1's from the British Army have been invited to leave the service
21-04-2010-115046-001,19/05/2010,"Was Eversley College, Coolinge Lane, Folkestone, Kent used by the  British army during WW2? Were there any other buildings used by the army in Coolinge  Lane at that time."
21-04-2010-115719-002,18/05/2010,Information the Oil and Pipelines Agency holds relating to the Government Pipelines and Storage System.
21-04-2010-115730-002,19/05/2010,1)The source code of the program(s) used by the London Volcanic Ash Advisory Centre to predict ash spread; 2) The requirements specification used by software developers to create the program(s). 3) A description of the model used by the program(s). 4) The test data used to check the program(s). 5) The test outcomes that arose from exercising the test data. 6) The modular design of the program(s).
21-04-2010-120609-003,19/05/2010,Which UK government departments were represented at the meeting between the Helmand ulama and General Richards cited in Sengupta's article. Which UK government department organised the meeting?  Which units within that department were responsible for organising it? Who attended the meeting from the armed forces chaplaincies and civil society groups?
21-04-2010-121201-004,19/05/2010,"Whether your organisation has introduced a new motto, mission statement or equivalent, within the last five years. If so, what is it and if it is in different forms, or different lengths, please provide all of them. If it replaced an existing motto / mission statement, what was the previous motto, and why it was replaced. How and why the new motto / mission statement was selected. A cost estimate of changing the motto / mission statement, in terms of: a.) any fee paid to consultancies involved in selecting it b.) the cost of replacing any signs / stationary etc."
21-04-2010-124045-001,19/05/2010,"As the Green Goddess fleet has now been sold off or scrapped, I was wondering if it is possible to obtain a schedule of equipment to be issued to each vehicle in wartime? Anything released in relation to this fleet refers to a ""peacetime"" equipment list, and a ""wartime"" one that does not appear to have been released"
21-04-2010-125428-001,18/05/2010,A list of the different uniforms worn by the various regiments/battalions and arms of your military?
21-04-2010-150639-001,20/05/2010,"Re Met Office: Whether your organisation has introduced a new motto, mission statement or equivalent, within the last five years. If so, what is it and if it is in different forms, or different lengths, please provide all of them. If it replaced an existing motto / mission statement, what was the previous motto, and why it was replaced. How and why the new motto / mission statement was selected. A cost estimate of changing the motto / mission statement, in terms of: a.) any fee paid to consultancies involved in selecting it. b.) the cost of replacing any signs / stationary etc."
21-04-2010-151305-002,14/05/2010,"I recently wrote to your dundrennan weather station nr kirkcudbright, requestsing winter weather info for the period Dec 1 2009 to Feb 2010.  I never got info or reply, are you and this weather station both government depts? "
21-04-2010-152143-002,20/05/2010,"The data, laws, operational plans, resolutions and other materials of the United Kingdom for: 1.	how the army and the police are installed into the national security, or safety systems for natural disasters. 2.	legal regulations of activities inside your country for the army and legal orders of activities for the pole. 3.	shapes of the cooperation during the army and the police. 4.	some practice cooperation in this moment (exercise blue force. 5.	legal base of cooperation during the army and the police, on which regulations and in which shapes the cooperation is based. 6.	cases of good practice of cooperation between the army and the pole. 7.	some new seen submissions of the army in modern time. 8.	some new seen submissions of the police in modern time9.	some cooperation of the army and the police now and how do they took part in the past. 10.	some cooperation of the army and the police within peace operations and missions11.does the army and the police maybe had made what kind of study or rudiments of cooperation of the army and the police within future."
21-04-2010-160211-003,20/05/2010,Aircraft have to be operating below 2000ft before considered to be flying at low level. When was this law passed? Glide path into Gatwick Airport: What is the average height of approach and take off 8 miles from the runway? (This information will be obtained from the CAA) 
21-04-2010-162645-004,20/05/2010,"Any exchanges of communication you hold with British Airways, RyanAir or EasyJet in relation to the flying restrictions that were put in place following the volcano eruption in Iceland. These should be limited to start on the date the volcano erupted to April 21."
21-04-2010-164315-005,20/05/2010,The report by S.Callaway from 1955 named; 'report on the toxicity of synthetic lubricating oils and some of their components.' 
21-04-2010-164809-006,20/05/2010,Any applicable UK doctrine or emerging doctrine on distributed operations - i.e. geographically disbersed units of various services executing a campaing and/or specific operations.
21-04-2010-165347-002,19/05/2010,Copies of the source code used by the London Volcanic Ash Advisory Centre for computer simulations. http://metoffice.com/aviation/vaac/london.html 
21-04-2010-170618-003,19/05/2010,"Re: Met Office: 1. How you procure Construction Consultancy Services 2. How you procure Construction Contractors. 3. If by your own framework, please tell me: a. The titles and content of the relevant frameworks, b. Who is on the current frameworks, c. The start and end dates of the frameworks, d. Any possible extention periods to the frameworks, e. The name and contact email of person responsible for the frameworks."
21-04-2010-170757-002,18/05/2010,I'm looking for any information of british soldier:
21-04-2010-171906-007,20/05/2010,Details of communications between London and the British Military Government in Berlin following WW2.
22-04-2010-130109-001,20/05/2010,"The minutes for the briefing given to Defence Secretary John Reid, possibly in the presence of other members of the Cabinet, by General Sir Robert Fry on the impending Helmand deployment. The briefing took place in late 2005."
22-04-2010-140444-001,18/05/2010,"The number of police officers within each division of The Ministry of Defence Police who have been afforded Partial Retirement. Confirmation of the number of police officers within the combined sites of MDP Bacton, MDP St Fergus & MDP Garlogie who have been afforded Partial Retirement."
22-04-2010-141007-001,18/05/2010,"1. The number of Temporary ranks, in particular Inspector ranks within the MDPGA. 2. The number of Temporary ranks, in particular Inspector ranks within the MDPGA who have been in post in excess of 3 years. 3. Where these Temporary ranks, in particular Inspector ranks are located, by station please. 4. The gender of the Temporary ranks, in particular Inspector ranks."
22-04-2010-144325-002,17/05/2010,Information on expenditure on advertising and publicity from 1990 to the current financial year. Information on the advertising and publicity budgets for each of the MOD's Executive Agencies. 
22-04-2010-145534-003,21/05/2010,Details of a reported theft on 1/9/09 and 2/9/09 - of ammo and grenades worth £125.48 from Dreghorn Barracks.What kind of ammunition and grenades were involved? Were they recovered? Was there a regimental board of enquiry and what were the findings of the resulting investigation/enquiry?
22-04-2010-150006-001,20/05/2010,A map of the Salisbury Plain Training Area
22-04-2010-150429-004,21/05/2010,GIS data relating to: - MOD Safeguarding zones around airstrips; - MOD ownership boundaries for NW Wales area.
22-04-2010-151124-005,20/05/2010,"In 2009 and 2010, how many occupants of quarters in the Worthy Down & Barton Stacey areas [Hampshire] were told by HIC/DE Housing they had to take over the SFA exactly 14 days after their stated required date on their application form? In 2009 and 2010, how many applicants for quarters in the Worthy Down and Barton Stacey areas [Hampshire] were informed by HIC/DE Housing they must wait 23 days [from acceptance of quarter] as opposed to the 21 days as mandated in JSP 464, before taking over their quarter? A copy of the local/site specific Area Housing Management Plan for the areas of Worthy Down & Barton Stacey be provided."
22-04-2010-152734-002,21/05/2010,What is the size and make-up of the troops by rank/trade within MOD Land Command that are not deployable and what are the associated costs?
22-04-2010-153130-002,21/05/2010,How many *  Admirals *  Vice Admirals *  Rear Admirals are currently employed within the MoD.
22-04-2010-155740-006,21/05/2010,Statistics on the Employment of Disabled Soldiers
22-04-2010-155801-003,21/05/2010,"How many Military Officers are employed, by TLB areas in MOD in posts that could be filled by civilians and what is the additional cost of this to the MOD, broken down by TLB?"
22-04-2010-160327-003,21/05/2010,"In each MoD outsourcing in the years 2007/08, 2008/09 and 2009/10 what was the cost of keeping the work in house as identified by the VFM benchmark exercise and what was the contract price as paid to the private sector bidder."
22-04-2010-160647-007,21/05/2010,In 2009 how many formal allegations of bullying and harassment were made by MoD employees against other MoD employees?  Please break this information down by TLB and say in how many cases the allegation was upheld.
22-04-2010-161410-004,21/05/2010,Death date of Brigadier Augustine Guy Miller
22-04-2010-161958-004,21/05/2010,"1)  The names and job titles of any person working for your public body (either as a staff member or consultant), who was paid over £200,000 (gross) in the financial years 2009/10 and 2008/9 and the details of how much they were paid. 2) Anonymous list of everyone earning over £100,000 broken down into £10,000 pay brackets or exact salary. While I don't need to know names I would like the gender of each person to be noted. (If anyone left in the middle of a financial year but would have earned £100,000 or more had they stayed on, can you tell me about them as well, please). 3)   Can you please give me the details of any extra remuneration i.e. bonuses, pension contributions, over-time extras, golden handshakes, golden farewells and redundancy payments that the people in Qu 1 and Qu2 received in the financial years 2008/9 and 2009/10? "
22-04-2010-162823-008,21/05/2010,"How many people, currently employed by MOD, broken down by TLB areas, are classified as Technical Support?"
22-04-2010-163224-005,21/05/2010,"In each of the financial years a) 2006/7, b) 2007/8  and  c) 2008/9 what was the spend by MOD, broken down by TLB areas, on Technical Support?"
22-04-2010-163942-005,21/05/2010,Please provide for each of the last 2 Financial years the spend within MOD/DE on each of the following: *  External Assistance *  Technical Support *  Consultants drawn off the ICS catalogue
22-04-2010-164525-003,21/05/2010,Please provide for each of the last 2 Financial years the spend within S DISS (formerly DCSA) on each of the following: *  External Assistance *  Technical Support *  Consultants drawn off the ICS catalogue
23-04-2010-102251-001,24/05/2010,The qualificaton steps for a vehicle mechanic and Recovery mechanic in the REME with the pay band and level which is associated with success at each stage.  A summary of recruitments to achieve promotion by rank for vehicle/recovery mechanics and the process of assessment for artisan status. Also the pay bands and levels which are associated with each step.
23-04-2010-105921-001,21/05/2010,"The following information about the Strategic Analysis group(s) of the DSTL: a diagram, or other information, of the organisational structure of the group(s) and it/thier place within the DSTL (or other government department) hierarchy; the date the group(s) were formed; information on the staff or membership of the group(s); including numbers, job titles, specialisation (ie. psychology, anthropology, etc.), etc; any reports or papers published by the group(s) since January 2009, particularly by the Intelligence and Information Operations and Influence Analysis teams."
23-04-2010-111245-002,18/05/2010,"Maps of the military railways built during WWII to serve the ammunition dumps in Sherwood Forest, Nottinghamshire. "
23-04-2010-112800-003,09/03/2010,"Directorate of Targetting and Information Operations: A diagram or description of the organisational structure and its place in the wider MOD command structure; Information on the number, and job descriptions of, people who work in the DTIO; Any annual reports (or other publications since 2005) detailing the work of the DTIO"
23-04-2010-154139-001,21/05/2010,I have been interested since the election has been called that no casualties have been reported from Afghanistan. The last report on the BBC website is for the 7 April. Can it be possibly true there have been no casualties in Afghanistan between 7 April and 22 April?
23-04-2010-170019-002,24/05/2010,Please provide me with details of your events team or any personnel that organise the organisations events.
26-04-2010-094732-001,21/05/2010,"Provided details of the top twenty contractors receiving payments from MOD against contracts awarded on a non-competitive basis, and the aggregate value of sums paid to the contractors for non-competitive work during a financial year."
26-04-2010-095437-001,24/05/2010,Statistics on women personnel currently serving?
26-04-2010-100358-001,25/05/2010,"""Evaluating the move from Input to Output Price Indices in Price Escalation clauses"" Final Report, DASA report published on MOD intranet, May 2006; ""Defence Equipment Inflation: Comparison of DASA and FinPol Series"" internal MOD paper by Directorate of Economic Advice, September 1999."
26-04-2010-103334-002,24/05/2010,"Any sites where white phosphorus munitions have been fired in the UK by the British military, where these sites are and if any of these sites are over wetland areas?"
26-04-2010-105311-002,24/05/2010,A full listing of courses which non-commissioned personnel might have done during their careers - can be either 'across the board' or by Arm / Corps.  Also for RN / RAF.  
26-04-2010-112401-001,24/05/2010,Complaint re the Replacement Enriched Uranium Storage and Handling Facility at AWE Aldermaston.
26-04-2010-112821-002,25/05/2010,"Reference the Surgeon General's Standing Committee on Aircrew Medical Standards being the prime mover in the change in policy which demands that pilots flying with the RAF Air Experience Flights and the Volunteer Gliding Schools having to retire at the age of 65.This change in policy is out of step with the policies of the CAA in the United Kingdom and the FAA in the USA.  Is requesting supporting medical evidence that requires a competent pilot who has passed his annual medical examination , including an ECG to stop flying at the age of 65. What is the difference between a man or a woman who is 64 on a Friday and 65 on a Saturday"
26-04-2010-120427-002,24/05/2010,Do you provide a bursary? Information on it if you do and how to apply.
26-04-2010-123939-003,25/05/2010,Detailed plans of harrier jump jet
26-04-2010-124540-003,25/05/2010,Detailed plans of  any magnetic or h20 or hydrogen based space craft or air craft
26-04-2010-125729-001,25/05/2010,Any records in your archives regarding payments made to the Minns or Walton families around the 1923 era for land that was leased by the Ministry of Defence in the Salisbury Plains area. 
26-04-2010-130200-004,25/05/2010,All correspondence between the Ministry of Defence regarding the development of the recent military recruitment storylines in the television dramas Eastenders and Coronation Street.
26-04-2010-130925-005,25/05/2010,All incidents which have had a D Notice placed upon them and for what reason they were placed thanks.
26-04-2010-145556-001,14/05/2010,"Any testing data on the chemicals used in attacks on Halabja in 1988, the provenance of the chemicals and the provenence of any components of the chemicals. "
26-04-2010-155106-001,01/02/2010,I wish to make an FOI request for a hard copy of the following file currently held by your department. WO32/21796 protection of the royal family in an emergency 1962-1973 retained by the dept. under sect. 3.4 reconsideration die in 2009.
26-04-2010-160934-002,25/05/2010,Operation Hornbeam files
26-04-2010-164409-002,20/05/2010,"Early and ill Health retirement policies? criteria operated by MOD Police: 1.Percentages of early and ill health retirement )  2.Breakdown in relation to age, rank, number of years service etc) 3.Policy on redeployment of injured? disabled staff operated by the MOD Police"
26-04-2010-164750-004,20/05/2010,Do the Ministry of Defence Police or the MOD Guarding Agency still use the SA80 either the L85A1 or L85A2 operationally? 
26-04-2010-165238-003,25/05/2010,"Please provide an inventory of all items reported stolen from MoD property in Northern Ireland in the last three years (2007/08 to 2009/10). Please provide a log including the date, type of items that went missing, its value and whether it was recovered."
26-04-2010-170116-004,25/05/2010,"To ask whether the site of the former Tac An at RAF Stornoway, which has now been dismantled with O2 mobile mast removed, is surplus to DE requirements and, if so, what plans are there to dispose of it?"
26-04-2010-170621-005,25/05/2010,"Supplementary to request Reference SPVA/Sec/6/2/63 FOI/013/10:  Please provide details of the Military Rank (by NATO Service Rank) of the qualifying parent(s) of the 9,090 children of service background attending fee paying schools all or part funded under the Continuity of Education Allowance.  Please also provide the same detail for the 1,580 service personnel awarded the CEA who have been in their current permanent duty location for more than two years (as at Term Two of the current academic year).  Please provide detail as to the number of service personnel children attending fee paying schools who's parent(s) have been in their current permanent duty location for more than two years."
26-04-2010-171301-005,25/05/2010,"I am doing an assignment on Search and Rescue involving a Man Overboard, one of the assets that I have at disposal is a Helicopter Lynx MK8.  Would it be possible to provide a description of the equipments available on the Lynx MK8? Some other questions that i have are (1.)what is the lowest altitude the helicopter to maintain flight over at sea for a search and rescue?  (2) How long can the helicopter stay in flight? (3.) What search patterns would be normally utilized for a search and rescue? and when involved in a search and rescue with a vessel at sea? (4) What method or equipment would be used if the search and rescue was to take place at night time at sea? how large is the area that it could cover if equipment is available?"
26-04-2010-172008-003,25/05/2010,"(1) The number of Sandhurst troops who have been trained as sniper riflemen on an annual basis. I would like a list of the numbers from 1995 - 2010. (2) The cost of putting one student through a term at Sandhurst. (3) The percentage of sniper riflemen who require counselling after going on tour, and how this compares to the percentage of troops in general who require counselling."
26-04-2010-172559-006,25/05/2010,"(1) The number of Sandhurst graduates who have been killed since the Iraq invasion, 2003. (2) The percentage of trainee officers at Sandhurst who attended a public school, or were privately educated in any sense before starting military college.  (3) The number of Sandhurst-educated troops who have spent time in a military prison since the outbreak of war in 2003. I would also like to know how this compares to the period 1996-2003, and how many months in total British soldiers have spent in prison 2003-2010."
26-04-2010-173154-007,25/05/2010,"I'd like to read the WWII documents associated with A. MacDonald in Africa: MacDonald, A. Selection of African Personnel. Reports on the work of the selection of personnel, technical and research unit, M.E.F. Ministry of Defence, London, 1944-1945. MacDonald, A. (1945). Selection of African Personnel; final report on the work of selection of personnel, technical and research unit, Middle East Force, A.A.G. (tech.) O2E (SP). GHQ. MEF. London: War Office Archives."
26-04-2010-174258-006,25/05/2010,Could you please provide me with the pre-entry qualifications for a REME vehicle mechanic in June 2007.
26-04-2010-175007-008,25/05/2010,Could you please let me know how I can get hard copies of the DCDC Publications: JDP 0-01 British Defence Doctrine; JDP 5-00 Campaign Planning; JDP 3-00 Campaign Execution; GST4 Global Strategic Trends Out to 2040.
27-04-2010-105141-001,26/05/2010,Could I receive copies of the material which you  received or produced when considering whether to open airspace when volcanic ash is present and the evaluation or discussion of that material.
27-04-2010-111953-002,25/05/2010,I would like to know why has reporting from Afghanistan been banned as told on Channel 4 News.
27-04-2010-120437-003,25/05/2010,"Can you please state on which date Operation HERRICK commenced and also provide the dates for HERRICK 1, 2, 3 and 4."
27-04-2010-120755-004,25/05/2010,(1)  On what date did British Forces Falkland Islands (BFFI) become British Forces South Atlantic Islands (BFSAI)?  (2)  When was the terminology Permanent Joint Operating Base (PJOB) introduced?
27-04-2010-170614-001,25/05/2010,I have read the DSTL paper A Review of the Toxicology of Tungsten Based Heavy Metal Alloys.  Could you please provide me with the review report and the report of the study addressing the probability of exposure to HMTA fragments or impact aerosols referred to in the DSTL paper.
27-04-2010-171253-002,25/05/2010,"(a) current guidance made by the Ministry and given to staff and Ministers, including the agencies of the MoD (including guidance that is available on an intranet) and that deals with how to comply with the Concordat between the Ministry of Defence and the Scottish Executive,  (b) the existence and results of any assessments undertaken since 1st January 2008 about the way in which the Ministry co-operates with the Scottish Administration and (c) communications between the Scotland Office and the Ministry about working with the Scottish Administration made since 1st March 2009."
27-04-2010-172326-001,26/05/2010,"Provide the number of occasions on which celebrities, entertainers, comedians, singers, musicians, dancers, magicians etc have been taken to Afghanistan to entertain troops serving there, in each of the last five years.  Details in each case to indicate the name of the entertainer, the length of the trip and what it involved. Also tell me how much each trip cost, inclusive of fees and costs incurred. This might also include appearance fees, agents fees, etc. Provide as much of a breakdown as possible as to what the money is spent on.  Provide the total costs for putting on such trips for each of the five years.  Provide the same information relating to trips by entertainers to visit troops in Iraq."
27-04-2010-173146-002,26/05/2010,I am trying to find out if one of the following gentlemen served at RAF Dishforth in or about 1946 and therefore need help with this request.
27-04-2010-174631-001,26/05/2010,Fourteen questions on Modern Housing Solutions.
28-04-2010-083221-001,26/05/2010,I have to write a case study on a chief constable as a stakeholder for the police force.  Could you please forward me what your mission is within the force with some of your own quotes I could use for my case study and also what is your vested interest in the force.  My case study is in for the 6th may 2010.
28-04-2010-085158-001,26/05/2010,We provide Wireless Broadband for Army Barracks.  I'm looking for a list of Army barracks throughout the UK?  I can see there has been a previous request by another individual under case number 05-10-2009-105556-002.  Can you advise as to the conclusion of this case ID and whether we could have a copy of the data requested under this case ID?
28-04-2010-100159-001,04/05/2010,Request for information regarding armed forces use of Larim Medicine.
28-04-2010-112638-001,27/05/2010,"Please could you provide me with the Defence Environment and Safety Board (DESB) Reports 2006-07, 2007-08 and 2008-09."
28-04-2010-113216-002,27/05/2010,"Can you please let me have the annual reports from the Defence Nuclear and Environment Safety Board to the Defence Environment and Safety Board for the years 2006-07, 2007-08 and 2008-09."
28-04-2010-121343-002,26/05/2010,(1) How many of each people state their religion to be each of the above? i.e. how many are Wiccas etc.  (2) Is their religion states on their identity (dog) tags?
28-04-2010-124656-003,26/05/2010,I would like to see any and all papers you hold from 1970 relating to the investigation into the Malayan ?Batang Kali? mas.
28-04-2010-135857-001,25/05/2010,I requested copies of the Transfers created by the MOD under the Ordnance Factories and Military Services Act 1984.
28-04-2010-163541-002,25/05/2010,I would be grateful for a copy of the subset of electronic communication and paper-based communication that is associated with the recent volcanic eruption in Iceland--both communications originated at the Met Office and those received by the Met Office.
28-04-2010-163859-002,27/05/2010,The cost to the MoD (i.e. amount charged by the SPVA) to update JPA with the Apr 10 pay increase for each of the single Services.
28-04-2010-164312-003,25/05/2010,"I would like to request the following, to identify the number, type and cost of compensation claims to you."
28-04-2010-165124-001,27/05/2010,"Please can you provide with all the correspondence (letters, emails, notes on telephone conversations) and details of meetings (dates, agendas, minutes)  in relation to Lord Bach's leaving his post at MOD from January 2005 to August 2005."
29-04-2010-110234-002,25/05/2010,(1) How much money has the MOD spent on its contract with Kellogg Brown and Root in Afghanistan this year and every year since 2001?  (2) How many individuals are employed through subcontractors in Afghanistan via KBR (UK)?  (3) What are the “Standards required for providing services to the British Forces”  referred to in a previous letter.
29-04-2010-110427-003,28/05/2010,"The number, by rank, of RAF TG17 personnel,"
29-04-2010-111849-004,26/05/2010,"Please can you provide the following stats with regards to use of Batons/PAVA/Physical Restraint/Use of Handcuffs:  The number of uniformed MDP Officer that have submitted use of force reports over the past 5 years; the number of Special Branch & Intelligence officers that have submitted use of force reports over the past 5 years, and from these figures how many were employed on covert duties at the time,; the number of injuries/assaults on Officers as a result, using the same breakdown method. "
29-04-2010-114557-001,27/05/2010,"Is there any way of obtaining historical data, i.e. prior to 2003, on the global locations of service and civilian personnel (Table 2.3 of the UK Defence Statistics). As far as dependants and civilian contractors go, is there any data available at all?"
29-04-2010-121453-003,28/05/2010,I would like to request all documents relating to Gravesend airport with regards to Operation Crabstick.. 
29-04-2010-133423-001,28/05/2010,Eleven questions on information which relates to the operation of Defence Imagery and its online service.
29-04-2010-135057-001,25/05/2010,Nine questions on the Royal Air Force Rugby Union.
29-04-2010-142138-002,27/05/2010,"There was a recent study undertaken into the possibility of changing the terms and conditions of service for personnel in the RN & RM Careers Service, from FTRS back to extended regular service. I would like to make a request for a copy of this study under the FOI, even though I understand the study was rejected on cost grounds."
29-04-2010-150529-002,25/05/2010,Requesting information concerning the contractual arrangements between the MOD and MBDA(UK) referred to in the attached press releases from MBDA and the MOD.
30-04-2010-091745-001,28/05/2010,"Request for documentation held by the MOD that relates to Operation Gabriel, the deployment of British troops to Rwanda in 1994. I am especially interested in order issued to the troops before they deployed and reports sent back from Rwanda."
30-04-2010-101936-001,25/05/2010,"Requesting some GIS information regarding the locations of MoD airfields and radars, low flying areas etc. so they can be avoided when developing new wind farms."
30-04-2010-105251-002,25/05/2010,Please disclose the content of any guidance to staff regarding handing of freedom of information requests during the purdah period.
30-04-2010-111235-003,25/05/2010,"Request for a list of the contracts awarded in Afghanistan and those awarded in Iraq, who they went to (the company or individual), what the contract was for and how much money the contract is worth."
30-04-2010-113043-002,01/06/2010,Can you please provide me with the internal guidance and instructions issued by the MOD for the handling requests relating to the Freedom of Information Act and the Environmental Information Regulations.
30-04-2010-115113-005,01/06/2010,"Request for all the information you have regarding the air crash May 1st 1957 Blackbushe - Tripoli, transporting troops. Viking G-AJBO,"
30-04-2010-125758-003,01/06/2010,"Freedom of Information request - Operation Oculus, Kosovo - KFOR ISR Coy.  Can you say which Company of which Battalion fulfilled this role for the following periods: (1). October 2005 - April/May 2006.  ( 2). April 2007 - October 2007."
30-04-2010-131744-001,01/06/2010,I'm currently writing an article about mankind's search to find or contact other life forms in space.  Movies tv and literature have had great fun with this topic.  However my article is taking this topic seriously.  Does the Ministry of Defence have any plans/policies for if a life form is found?  Especially if it is threatening or hostile to us?  Please comment or give me some direction on this topic.
30-04-2010-172119-001,28/05/2010,I am a student and at the moment I am making enquiries about the manufacturers of ammunition in the UK for a seminar paper at the university. Could you please provide me a list of these companies? That would be very helpful.
30-04-2010-173010-001,01/06/2010,Request for statistics which might help me identify the size of the veteran population in the Inverclyde Local Authority area. I request the following:  Any data on the numbers recruited for the armed forces from the Inverclyde Local Authority area.
