Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,26/08/2010,Telephone call costs,GORCU Admin DEL Votd,CABLE & WIRELESS,5106144754,"56,302.76"
Communities & Local Government,GO,27/08/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106144815,"1,333.63"
Communities & Local Government,GO,27/08/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106144826,"1,168.49"
Communities & Local Government,GO,27/08/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106144828,577.78
Communities & Local Government,GO,27/08/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106144863,803.27
Communities & Local Government,GO,27/08/2010,Domestic Services,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002628,"2,632.64"
Communities & Local Government,GO,27/08/2010,Storage,GONE,CROWN RECORDS MANAGEMENT LTD,5106144853,892.27
Communities & Local Government,GO,27/08/2010,Water,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002628,529.23
Communities & Local Government,GO,27/08/2010,Post,GORCU Admin DEL Votd,GOVERNMENT CAR & DESPATCH AGENCY,2100184146,"1,006.98"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184147,"8,915.52"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184150,"1,455.66"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184151,"10,753.49"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184152,831.23
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184153,"3,913.14"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184155,"4,607.13"
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184156,829.64
Communities & Local Government,GO,27/08/2010,Publicity,GONE,PENNA BARKERS,2100184157,"2,098.55"
Communities & Local Government,GO,27/08/2010,Gas,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002628,742.83
Communities & Local Government,GO,31/08/2010,Fees,GOSW,SWAN,2100184191,"5,000.00"
Communities & Local Government,GO,31/08/2010,Fees,GOSW,SWAN,2100184192,"5,000.00"
Communities & Local Government,GO,31/08/2010,Hospitalty,GOYH,AMEY COMMUNITY LTD,2100184193,"1,178.57"
Communities & Local Government,GO,31/08/2010,Post,GOYH,AMEY COMMUNITY LTD,2100184193,822.50
Communities & Local Government,GO,31/08/2010,Professional services,GOSW,CHANGE FORENSICS LTD,5106144915,"1,800.00"
Communities & Local Government,GO,31/08/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100184066,"1,800.00"
Communities & Local Government,GO,31/08/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106144886,"2,275.00"
Communities & Local Government,GO,31/08/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,5106144887,"2,275.00"
Communities & Local Government,GO,31/08/2010,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,2100184188,"1,404.85"
Communities & Local Government,GO,31/08/2010,Stationery,GOYH,AMEY COMMUNITY LTD,2100184193,"1,537.89"
Communities & Local Government,GO,05/08/2010,Fares UK,GOSW,Employee Expenses,,85.46
Communities & Local Government,GO,06/08/2010,Mileage UK,GORCU Admin DEL Votd,Employee Expenses,,36.00
Communities & Local Government,GO,06/08/2010,Fares UK,GORCU Admin DEL Votd,Employee Expenses,,686.10
Communities & Local Government,GO,06/08/2010,Subsistence UK,GORCU Admin DEL Votd,Employee Expenses,,4.60
Communities & Local Government,GO,09/08/2010,Travel and Subsistence Account,GOYH,Employee Expenses,,"1,508.00"
Communities & Local Government,GO,10/08/2010,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,546.85
Communities & Local Government,GO,13/08/2010,Fares UK,GOSW,Employee Expenses,,"1,630.26"
Communities & Local Government,GO,16/08/2010,Travel and Subsistence Account,GOEM,Employee Expenses,,722.30
Communities & Local Government,GO,18/08/2010,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,504.40
Communities & Local Government,GO,19/08/2010,Travel and Subsistence Account,GONE,Employee Expenses,,595.65
Communities & Local Government,GO,25/08/2010,Travel and Subsistence Account,GOE,Employee Expenses,,521.20
