Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SALT SEPARATION SERVICES LIMITED,OL11 1AP,846026,Equipment support project costs,429762.96
Ministry of Defence,Ministry of Defence,30/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TURBOMECA SA,,5000063315,Fiscal asset under construction - capital in year addition,426713.44
Ministry of Defence,Ministry of Defence,23/09/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,847870,Equipment support non-project costs,425262.04
Ministry of Defence,Ministry of Defence,02/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON COMPANY,,839069,Post design services which are not capitalised,423478
Ministry of Defence,Ministry of Defence,07/09/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,841286,Equipment support project costs,418648.57
Ministry of Defence,Ministry of Defence,26/09/2011,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,848424,Aviation fuel casual uplift consumed,415276.35
Ministry of Defence,Ministry of Defence,26/09/2011,Design services and minor equipment purchases,Air Command,VT FLAGSHIP LTD,PO6 4PR,848507,Equipment support non-project costs,415078.97
Ministry of Defence,Ministry of Defence,26/09/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,848264,Estate core services charge,411149.93
Ministry of Defence,Ministry of Defence,26/09/2011,Research and development,Central TLB,MBDA UK LIMITED,SG1 2DA,848258,Research and development excluding defence science and technology laboratory,410722.95
Ministry of Defence,Ministry of Defence,12/09/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,842836,Equipment support non-project costs,409547.36
Ministry of Defence,Ministry of Defence,05/09/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,839663,Property dwellings private finance initiative - service concession arrangement service charge,406708.02
Ministry of Defence,Ministry of Defence,28/09/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,THALES UNDERWATER SYSTEMS LIMITED,BA8 0DH,849320,Capital spares engineering and technical inventory single use military equip capital in year addition,406006.25
Ministry of Defence,Ministry of Defence,16/09/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,844975,Intangible single use military equipment asset  - in year capital addition,405950
Ministry of Defence,Ministry of Defence,06/09/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,840030,Estate core services charge,395542.74
Ministry of Defence,Ministry of Defence,14/09/2011,Fuel for military use,Land Forces,ARVAL UK LTD,SN5 6PE,843473,Oil and lubricants consumed excluding those from the inventory system,395219.39
Ministry of Defence,Ministry of Defence,23/09/2011,Fees for professional services,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,847870,Fees for professional services excluding legal fees,390326.41
Ministry of Defence,Ministry of Defence,01/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,838322,Fiscal asset under construction - capital in year addition,389406
Ministry of Defence,Ministry of Defence,05/09/2011,Medical treatment & stores and welfare services,Land Forces,NHS FIFE,KY11 2BJ,839517,Medical health services,382149.04
Ministry of Defence,Ministry of Defence,20/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,846036,Equipment support non-project costs,381721
Ministry of Defence,Ministry of Defence,20/09/2011,Development costs for military equipment,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,845734,Intangible single use military equipment asset  - in year capital addition,380709.48
Ministry of Defence,Ministry of Defence,30/09/2011,Estate management,Defence Infrastructure Organisation ,RAMBOLL UK LIMITED,W1T 3DA,163703,Works - estate management,380000
Ministry of Defence,Ministry of Defence,27/09/2011,Rent and rates,Defence Infrastructure Organisation ,CHARLES HUBBARD & PARTNERST/A EDMUND KIRBY,L3 9NY,848624,Rent buildings - non civil estate property and married quarter property,379419.04
Ministry of Defence,Ministry of Defence,12/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,842427,Equipment support non-project costs,377914
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,842278,Equipment support project costs,376397.7
Ministry of Defence,Ministry of Defence,22/09/2011,Purchase of inventory and services ,Defence Equipment & Support,NSAF LIMITED,NG7 2TD,5000062721,Inventory clearing account,376263.94
Ministry of Defence,Defence Science and Technology Laboratory,23/09/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000136190 - 00116219,,375000
Ministry of Defence,Defence Science and Technology Laboratory,23/09/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000136190 - 00116219,,375000
Ministry of Defence,Ministry of Defence,20/09/2011,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,845801,Property dwellings private finance initiative - service concession arrangement service charge,373215.23
Ministry of Defence,Ministry of Defence,02/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,5000061974,Single use military equipment asset under construction - capital in year addition,372685.09
Ministry of Defence,Ministry of Defence,30/09/2011,Estate management,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,850559,Works - estate management,367633.99
Ministry of Defence,Ministry of Defence,16/09/2011,Food and clothing,Defence Infrastructure Organisation ,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000062485,Cost of food services,366853.24
Ministry of Defence,Ministry of Defence,21/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,846677,Utilities consumed - electricity,365640.58
Ministry of Defence,Ministry of Defence,13/09/2011,Estate management,Central TLB,BIRMINGHAM CITY UNIVERSITY,B42 2SU,842977,Estate + facilities management services - accommodation inventory + service,364713
Ministry of Defence,Ministry of Defence,26/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,EURAVIA ENGINEERING & SUPPLY CO LIMITED,BB18 6SN,848162,Equipment support non-project costs,363241.44
Ministry of Defence,Ministry of Defence,26/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,KT3 4LH,848047,Single use military equipment asset under construction - capital in year addition,361328.5
Ministry of Defence,Ministry of Defence,15/09/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,844009,Cost of food services,361306.08
Ministry of Defence,Ministry of Defence,12/09/2011,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,NN6 9BW,842915,Oil and lubricants consumed excluding those from the inventory system,360442.06
Ministry of Defence,Ministry of Defence,02/09/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,838794,Capital spares engineering and technical inventory fiscal capital in year addition,359502.31
Ministry of Defence,Ministry of Defence,02/09/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,839095,Estate + facilities management services - accommodation inventory + service,356741.6
Ministry of Defence,Ministry of Defence,26/09/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,THALES OPTRONICS LTD,G51 4BZ,848464,Capital spares engineering and technical inventory single use military equip capital in year addition,356711.59
Ministry of Defence,Ministry of Defence,06/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,VT FLAGSHIP LTD,PO6 4PR,840232,Fiscal asset under construction - capital in year addition,352638
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000135752 - 00116254,,350000
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000135752 - 00116254,,350000
Ministry of Defence,Ministry of Defence,16/09/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,844656,Estate + facilities management services - accommodation inventory + service,349946.79
Ministry of Defence,Ministry of Defence,20/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,846048,Utilities consumed - electricity,344086.21
Ministry of Defence,Ministry of Defence,20/09/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,845792,Medical health services,342775.97
Ministry of Defence,Ministry of Defence,21/09/2011,Food and clothing,Defence Infrastructure Organisation ,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000062666,Cost of food services,341869.52
Ministry of Defence,Ministry of Defence,26/09/2011,Design services and minor equipment purchases,Command Joint Operations,VAN WIJNGAARDEN MARINE SERVICES B V,,3000005964,Equipment support non-project costs,338085.78
Ministry of Defence,Ministry of Defence,20/09/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,845726,Transport other operating lease,335471.78
Ministry of Defence,Ministry of Defence,12/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,842520,Fiscal asset under construction - capital in year addition,333760.12
Ministry of Defence,Ministry of Defence,14/09/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,843848,Cost of food purchases,333356.02
Ministry of Defence,Ministry of Defence,19/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,845245,Equipment support project costs,332965
Ministry of Defence,Ministry of Defence,12/09/2011,Externally delivered education and training,Land Forces,ROYAL ARTILLERY CENTRE FOR PERSONAL DEVELOPMENT,SP4 8QT,842816,External military training ,330590.39
Ministry of Defence,Ministry of Defence,07/09/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,841092,Intangible single use military equipment asset  - in year capital addition,323094.85
Ministry of Defence,Ministry of Defence,29/09/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,850146,Works - estate management,323025.1
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,841965,Equipment support non-project costs,323007.05
Ministry of Defence,Ministry of Defence,26/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,VECTOR AEROSPACE ENGINE SERVICES UK LTD,CR9 4LE,848497,Equipment support non-project costs,322242
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,ASCENT FLIGHT TRAINING  (MANAGEMENT) LIMITED,BS34 8JH,841869,Equipment support project costs,321823.77
Ministry of Defence,Ministry of Defence,20/09/2011,Rent and rates,Defence Infrastructure Organisation ,ISLE OF ANGLESEY COUNTY COUNCIL,LL77 7ZF,845878,Rent buildings - non civil estate property and married quarter property,320250.04
Ministry of Defence,Ministry of Defence,16/09/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,5000062481,Intangible single use military equipment asset  - in year capital addition,318157.89
Ministry of Defence,Ministry of Defence,27/09/2011,Rent and rates,Defence Infrastructure Organisation ,TOUCHSTONE CORPORATE PROPERTY SERVICES LIMITED,BA2 2AF,849054,Rent land - non civil estate property + married quarter property,315375
Ministry of Defence,Ministry of Defence,19/09/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,845173,Transport other operating lease,315242.61
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000136081 - 00115396,,315000
Ministry of Defence,Defence Science and Technology Laboratory,16/09/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000136081 - 00115396,,315000
Ministry of Defence,Ministry of Defence,02/09/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,838792,Transport other operating lease,314668.36
Ministry of Defence,Ministry of Defence,16/09/2011,General services and support,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,844596,Defence equipment CLS/IOS service charge,314400
Ministry of Defence,Ministry of Defence,19/09/2011,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,845192,Property dwellings private finance initiative - service concession arrangement service charge,311361.54
Ministry of Defence,Ministry of Defence,16/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,844635,Fiscal asset under construction - capital in year addition,310633.94
Ministry of Defence,Ministry of Defence,06/09/2011,IT and communication services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,839986,Information technology services,307553
Ministry of Defence,Ministry of Defence,29/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,850077,Utilities consumed - electricity,305901.19
Ministry of Defence,Ministry of Defence,23/09/2011,Design services and minor equipment purchases,Air Command,T.G. POWER LTD,G51 3EQ,847916,Equipment support non-project costs,305549.66
Ministry of Defence,Ministry of Defence,30/09/2011,Fuel for military use,Command Joint Operations,HELLENIC PETROLEUM CYPRUS LTD,,5000063289,Oil and lubricants consumed excluding those from the inventory system,303325.08
Ministry of Defence,Ministry of Defence,07/09/2011,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 4PR,163040,External military training ,303320.04
Ministry of Defence,Ministry of Defence,30/09/2011,Estate management,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,850658,Estate core services charge,301605
Ministry of Defence,Ministry of Defence,22/09/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Defence military assistance fund international subscriptions and other payments,300000
Ministry of Defence,Ministry of Defence,07/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,841037,Fiscal asset under construction - capital in year addition,300000
Ministry of Defence,Ministry of Defence,05/09/2011,Fees for professional services,Central TLB,TNT UK LIMITED,BL0 9AR,839752,Fees for professional services excluding legal fees,298608.91
Ministry of Defence,Ministry of Defence,07/09/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000062086,Works services - excluding United States forces/NATO + married quarters,297175.93
Ministry of Defence,Defence Support Group,29/09/2011,Works-Planned Maintenance,Corporate,BABCOCK SUPPORT SERVICES LTD,,10137839,,296917.48
Ministry of Defence,Ministry of Defence,28/09/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000063176,Works services - excluding United States forces/NATO + married quarters,294653.72
Ministry of Defence,Ministry of Defence,05/09/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,839756,Utilities consumed - gas,293565.08
Ministry of Defence,Ministry of Defence,05/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,839319,Fiscal asset under construction - capital in year addition,291873.55
Ministry of Defence,Ministry of Defence,08/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,841514,Equipment support project costs,291612.7
Ministry of Defence,Ministry of Defence,27/09/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,849063,Works - estate management,282438.93
Ministry of Defence,Ministry of Defence,28/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,849308,Utilities consumed - electricity,282387.18
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON COMPANY,,842246,Post design services which are not capitalised,282330.61
Ministry of Defence,Ministry of Defence,01/09/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,CF31 9AP,838483,Fees for professional services excluding legal fees,280990.13
Ministry of Defence,Ministry of Defence,27/09/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,848939,Intangible single use military equipment asset  - in year capital addition,280625.68
Ministry of Defence,Ministry of Defence,05/09/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,839715,Utilities consumed - electricity,276543.74
Ministry of Defence,Defence Science and Technology Laboratory,09/09/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000135937 - 00116930,,270043.06
Ministry of Defence,Defence Science and Technology Laboratory,09/09/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000135937 - 00116930,,270043.06
Ministry of Defence,Ministry of Defence,19/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,845184,Equipment support non-project costs,267138.8
Ministry of Defence,Defence Science and Technology Laboratory,30/09/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000136459 - 00118041,,265040
Ministry of Defence,Defence Science and Technology Laboratory,30/09/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000136459 - 00118041,,265040
Ministry of Defence,Ministry of Defence,13/09/2011,Purchase of inventory and services ,Defence Equipment & Support,DHS SYSTEMS INT'L LIMITED,HR2 6NP,843049,Consumption of medical dental and veterinary inventory,264582
Ministry of Defence,Ministry of Defence,07/09/2011,Externally delivered education and training,Air Command,QINETIQ LIMITED,PO12 2AG,841246,External military training ,264167
Ministry of Defence,Ministry of Defence,28/09/2011,Externally delivered education and training,Air Command,QINETIQ LIMITED,PO12 2AG,849280,External military training ,264167
Ministry of Defence,Ministry of Defence,19/09/2011,Fees for professional services,Defence Infrastructure Organisation ,DELOITTE LLP,MK9 1FD,845266,The provision of advice and assistance relating to the strategy of an organisation,262794.9
Ministry of Defence,Ministry of Defence,23/09/2011,Payment of utilities,Air Command,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,847490,Utilities consumed - electricity,262057
Ministry of Defence,Ministry of Defence,12/09/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,842505,Cost of food services,260577.33
Ministry of Defence,Defence Science and Technology Laboratory,30/09/2011,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,,V - 9000136423 - 00118630,,257635
Ministry of Defence,Defence Science and Technology Laboratory,30/09/2011,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,,V - 9000136423 - 00118630,,257635
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,841927,Equipment support non-project costs,255917
Ministry of Defence,Ministry of Defence,30/09/2011,Estates-Equipment/Works,DIO-SSG,ADI-GARDINER LIMITED,,AP061112001,,255179.83
Ministry of Defence,Ministry of Defence,12/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,AEROFLEX LIMITED,SG1 2AN,842378,Single use military equipment asset under construction - capital in year addition,254928
Ministry of Defence,Ministry of Defence,19/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,RAMBOLL UK LIMITED,W1T 3DA,163335,Fiscal asset under construction - capital in year addition,254031.53
Ministry of Defence,Ministry of Defence,05/09/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,839322,Research and development excluding defence science and technology laboratory,253064.36
Ministry of Defence,Ministry of Defence,20/09/2011,Food and clothing,Defence Equipment & Support,ISS MEDICLEAN LIMITED,GU21 5RW,845879,Cost of food services,252300.64
Ministry of Defence,Ministry of Defence,30/09/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,850470,Single use military equipment asset under construction - capital in year addition,252120
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Operations,SANDIA NATIONAL LABORATORIES,,V - 0000000655 - 00116681,,251927.55
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Operations,SANDIA NATIONAL LABORATORIES,,V - 0000000655 - 00116681,,251927.55
Ministry of Defence,Ministry of Defence,19/09/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,845414,Intangible single use military equipment asset  - in year capital addition,250878.7
Ministry of Defence,Ministry of Defence,21/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,BRISTOL AEROSPACE LTD,R3C 2S4,3000005949,Equipment support non-project costs,250000
Ministry of Defence,Ministry of Defence,16/09/2011,Research and development,Central TLB,SELEX GALILEO LTD,SS14 3EL,845017,Research and development excluding defence science and technology laboratory,250000
Ministry of Defence,Ministry of Defence,23/09/2011,Estate management,Defence Infrastructure Organisation ,LEND LEASE CONSTRUCTION (EMEA) LIMITED,BA1 5AB,847676,Works - estate management,250000
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Operations,G-NIUS UNMANNED GROUND SYSTEMS (UGS) LIMITED,,V - 0000001770 - 00116017,,250000
Ministry of Defence,Defence Science and Technology Laboratory,02/09/2011,Sub Contracted Work,Operations,G-NIUS UNMANNED GROUND SYSTEMS (UGS) LIMITED,,V - 0000001770 - 00116017,,250000
Ministry of Defence,Ministry of Defence,08/09/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000062162,Utilities consumed - electricity,249661.94
Ministry of Defence,Ministry of Defence,26/09/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000062980,Utilities consumed - electricity,249402.17
Ministry of Defence,Ministry of Defence,21/09/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,846127,Property dwellings private finance initiative - service concession arrangement service charge,248908.97
Ministry of Defence,Ministry of Defence,22/09/2011,Building maintenance and accommodation stores,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,PO1 3LS,846802,Building maintenance accommodation inventory,247432.1
Ministry of Defence,Ministry of Defence,30/09/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,850659,Works - estate management,246810.2
Ministry of Defence,Ministry of Defence,20/09/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,845726,Transport other operating lease,246740
Ministry of Defence,Ministry of Defence,09/09/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,841884,Transport other operating lease,246557.9
Ministry of Defence,Ministry of Defence,08/09/2011,Development costs for military equipment,Defence Equipment & Support,LOGICA UK LIMITED,CF31 9AP,841624,Intangible fiscal asset  - in year capital addition,245645
Ministry of Defence,Ministry of Defence,21/09/2011,Rent and rates,Defence Infrastructure Organisation ,RUSHMOOR BOROUGH COUNCIL,GU14 7JU,846618,Rent buildings - non civil estate property and married quarter property,245347.89
Ministry of Defence,Ministry of Defence,16/09/2011,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 4PR,163296,External military training ,244814.47
Ministry of Defence,Ministry of Defence,29/09/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,850136,Utilities consumed - gas,243903.88
Ministry of Defence,Ministry of Defence,22/09/2011,Estate management,Defence Infrastructure Organisation ,ALDERSHOT HEALTHCARE INVESTMENTS LIMITED,GU1 2AB,846765,Estate + facilities management services - accommodation inventory + service,243012.94
Ministry of Defence,Ministry of Defence,06/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON COMPANY,,840138,Post design services which are not capitalised,243005.79
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,842243,Equipment support non-project costs,242781.58
Ministry of Defence,Ministry of Defence,02/09/2011,Medical treatment & stores and welfare services,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,839130,Welfare services including sports equipment and ministers of religion.,240485.25
Ministry of Defence,Ministry of Defence,09/09/2011,Purchase of information and communications technology,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,842045,IT + communications asset - in year capital addition,240000
Ministry of Defence,Ministry of Defence,13/09/2011,Medical treatment & stores and welfare services,Central TLB,PLYMOUTH HOSPITALS NHS TRUST,PL3 5QZ,163204,Medical health services,240000
Ministry of Defence,Ministry of Defence,21/09/2011,General services and support,Defence Equipment & Support,DIVEX LTD,AB32 6TQ,846263,Defence equipment CLS/IOS service charge,239436.07
Ministry of Defence,Ministry of Defence,22/09/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,847226,Estate + facilities management services - accommodation inventory + service,238475.76
Ministry of Defence,Ministry of Defence,01/09/2011,Fuel for military use,Land Forces,PRAX PETROLEUM LTD,KT13 0TJ,838614,Oil and lubricants consumed excluding those from the inventory system,237482.02
Ministry of Defence,Ministry of Defence,21/09/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,DL10 7AF,846598,Rent buildings - non civil estate property and married quarter property,236416.14
Ministry of Defence,Ministry of Defence,30/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,850470,Equipment support project costs,234861.88
Ministry of Defence,Ministry of Defence,23/09/2011,Estates-Equipment/Works,DIO-SSG,ADI-GARDINER LIMITED,,AP061112002,,234603.66
Ministry of Defence,Ministry of Defence,28/09/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,849280,Intangible single use military equipment asset  - in year capital addition,231959.07
Ministry of Defence,Ministry of Defence,08/09/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,841801,Utilities consumed - gas,231542.33
Ministry of Defence,Ministry of Defence,09/09/2011,Design services and minor equipment purchases,Land Forces,FR AVIATION LIMITED,BH23 6NE,841999,Equipment support non-project costs,229800
Ministry of Defence,Ministry of Defence,07/09/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE21 7XX,841262,Equipment support project costs,228000
Ministry of Defence,Ministry of Defence,23/09/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,847878,Cost of food services,227944.25
Ministry of Defence,Ministry of Defence,09/09/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,841960,Fiscal asset under construction - capital in year addition,227756.68
Ministry of Defence,Ministry of Defence,22/09/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,846782,Cost of food services,226764.37
Ministry of Defence,Ministry of Defence,02/09/2011,Fees for professional services,Land Forces,DELOITTE LLP,MK9 1FD,838862,"The provision of independent advice and guidance related to the structure, management and operations of an organisation",226702.36
Ministry of Defence,Ministry of Defence,13/09/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,843295,Intangible single use military equipment asset  - in year capital addition,225713.97
