Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,13/12/2010,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,731474,804625.85
Ministry of Defence,Ministry of Defence,20/12/2010,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,734701,456092.19
Ministry of Defence,Ministry of Defence,03/12/2010,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,728158,54990.00
Ministry of Defence,Ministry of Defence,01/12/2010,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,726906,24048.08
Ministry of Defence,Met Office,17/12/2010,Services,Government Business,Bbc,301355,237500.01
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BEACON PRODUCTS LIMITED,734705,33636.96
Ministry of Defence,Ministry of Defence,24/12/2010,IT and communication services,Defence Equipment & Support,BEARINGPOINT LIMITED,737045,190072.26
Ministry of Defence,Ministry of Defence,13/12/2010,IT and communication services,Defence Equipment & Support,BEARINGPOINT LIMITED,731479,118763.20
Ministry of Defence,Ministry of Defence,14/12/2010,Payment of utilities,Land Forces,Belize Electricity Ltd,93,26115.32
Ministry of Defence,Ministry of Defence,17/12/2010,Externally delivered education and training.,Land Forces,BIG WHEELERS (SOUTH WALES)  LIMITED,733984,28605.00
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 10,656703.54
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 7,538413.90
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 6,486088.69
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 5,453956.95
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 8,137080.18
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 9,35198.10
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 11,33039.27
Ministry of Defence,Ministry of Defence,06/12/2010,Rent and rates,Defence Estates,Bima,Cash Office 4,30087.70
Ministry of Defence,Defence Science and Technology Laboratory,24/12/2010,Materials & Equipment,Operations,BIRAL,V - 9000128715 - 00098016,57565.00
Ministry of Defence,Ministry of Defence,30/12/2010,Externally delivered education and training.,Land Forces,BLADERUNNER LTD,737484,31851.42
Ministry of Defence,Defence Science and Technology Laboratory,13/12/2010,Sub Contracted Work,Operations,BLASTECH LIMITED,V - 9000128447 - 00094267,50167.14
Ministry of Defence,Ministry of Defence,16/12/2010,Property leases,Land Forces,BLENCOWE SCAFFOLDING LTD,733362,29571.81
Ministry of Defence,Ministry of Defence,17/12/2010,Design services and minor equipment purchases,Land Forces,BLUE HELIX LTD,AP09 GPC 07,34509.59
Ministry of Defence,Ministry of Defence,17/12/2010,Design services and minor equipment purchases,Land Forces,BLUE HELIX LTD,AP09 GPC 09,33179.68
Ministry of Defence,Ministry of Defence,17/12/2010,Design services and minor equipment purchases,Land Forces,BLUE HELIX LTD,AP09 GPC 14,29519.31
Ministry of Defence,Ministry of Defence,17/12/2010,Design services and minor equipment purchases,Land Forces,BLUE HELIX LTD,AP09 GPC 17,25802.06
Ministry of Defence,Ministry of Defence,16/12/2010,Miscellaneous Administration Costs,Air Command,BOC LIMITED,733366,190.97
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,733366,135808.62
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,729207,62013.60
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,729207,47449.50
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,729207,29771.38
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,729207,21934.78
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Navy Command,BOC LIMITED,729207,11670.59
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,733989,4379.13
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,733989,2496.48
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,733989,2021.90
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,733989,811.46
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,729207,307.55
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,733366,291.64
Ministry of Defence,Ministry of Defence,07/12/2010,Purchase of inventory and services ,Central TLB,BOC LIMITED,729207,286.74
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Navy Command,BOC LIMITED,733989,198.64
Ministry of Defence,Ministry of Defence,14/12/2010,Estate management,Defence Estates,Borchardt,Cash Office 19,89338.98
Ministry of Defence,Ministry of Defence,15/12/2010,Rent and rates,Defence Estates,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,732695,64309.83
Ministry of Defence,Defence Science and Technology Laboratory,24/12/2010,Sub Contracted Work,Operations,BORWELL LIMITED,V - 9000128795 - 00097899,24129.85
Ministry of Defence,Ministry of Defence,16/12/2010,Estate management,Defence Estates,BOVIS LEND LEASE LIMITED,733367,126285.68
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of buildings and military equipment ,Defence Estates,BOVIS LEND LEASE LIMITED,733367,618623.69
Ministry of Defence,Ministry of Defence,09/12/2010,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000010241,45900.39
Ministry of Defence,Ministry of Defence,03/12/2010,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000010205,43332.05
Ministry of Defence,Ministry of Defence,21/12/2010,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000010353,12567.47
Ministry of Defence,Ministry of Defence,03/12/2010,Fuel for military use,Land Forces,BP INTERNATIONAL LIMITED,2000010205,3141.55
Ministry of Defence,Ministry of Defence,08/12/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP MARINE LIMITED,729786,40811.13
Ministry of Defence,Ministry of Defence,06/12/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,2000010213,3807258.28
Ministry of Defence,Ministry of Defence,23/12/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,2000010375,801088.31
Ministry of Defence,Ministry of Defence,24/12/2010,Payment of utilities,Defence Equipment & Support,BP OIL UK LTD,737056,2981.19
Ministry of Defence,Reserve Forces and Cadets Associations,10/12/2010,Building maintenance and accommodation stores,Infrastructure,BPS Facilities Ltd,6101,38603.45
Ministry of Defence,Ministry of Defence,14/12/2010,Rent and rates,Defence Estates,BRACKNELL FOREST BOROUGH COUNCIL,732125,41153.30
Ministry of Defence,Ministry of Defence,14/12/2010,Rent and rates,Defence Estates,BRECKLAND COUNCIL,732128,32845.58
Ministry of Defence,Ministry of Defence,13/12/2010,Medical treatment & stores and welfare services.,Land Forces,BRIDGE STREET MEDICAL CENTRE,731492,29839.74
Ministry of Defence,Ministry of Defence,30/12/2010,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,737487,60217.34
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BRISTOL UNIFORMS LTD,735432,49327.59
Ministry of Defence,Ministry of Defence,08/12/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,729794,138644.03
Ministry of Defence,Ministry of Defence,31/12/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,737696,60384.99
Ministry of Defence,Ministry of Defence,24/12/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,737064,44384.72
Ministry of Defence,Ministry of Defence,01/12/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,726928,29831.14
Ministry of Defence,Ministry of Defence,24/12/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,737064,10770.66
Ministry of Defence,Ministry of Defence,31/12/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,737696,10224.75
Ministry of Defence,Ministry of Defence,31/12/2010,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,737696,1051.90
Ministry of Defence,Ministry of Defence,08/12/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,729794,213.64
Ministry of Defence,Ministry of Defence,24/12/2010,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,737064,-1059.74
Ministry of Defence,Ministry of Defence,01/12/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,726928,-2093.84
Ministry of Defence,Ministry of Defence,24/12/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,737064,-4535.41
Ministry of Defence,Ministry of Defence,01/12/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,726928,-6036.35
Ministry of Defence,Defence Support Group,16/12/2010,Telephone - Lines & Rental,Corporate,British Telecommunications PLC,10117023,76144.17
Ministry of Defence,Ministry of Defence,01/12/2010,"Transportation of personnel, freight and travel expenses",Land Forces,BROKMAN BUSREISEN GMBH,5000046313,73867.26
Ministry of Defence,Defence Science and Technology Laboratory,10/12/2010,Materials & Equipment,Operations,BRUKER DALTONICS LIMITED,V - 9000128341 - 00093417,34198.40
Ministry of Defence,Ministry of Defence,01/12/2010,Estate management,Defence Estates,BRYCE GARTEN & LANDSCHAFTSBAU,5000046314,42475.84
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Defence Estates,BRYCE GARTEN & LANDSCHAFTSBAU,5000046852,41471.35
Ministry of Defence,Defence Science and Technology Laboratory,10/12/2010,Communications,Infrastructure,BT - DFTS,V - 9000128301 - 00096825,188985.87
Ministry of Defence,Defence Science and Technology Laboratory,17/12/2010,Communications,Infrastructure,BT - PP3B,V - 9000128580 - 00097616,251864.10
Ministry of Defence,United Kingdom Hydrographic Office,13/12/2010,Telecommunications - direct,ICT Delivery Business Group,BT PLC - DFTS,2000052058,21997.79
Ministry of Defence,Reserve Forces and Cadets Associations,07/09/2010,Building maintenance and accommodation stores,Infrastructure,BUILTH WELLS TOWN COUNCIL,6089/90,24858.00
Ministry of Defence,Ministry of Defence,15/12/2010,Estate management,Defence Estates,BUNDESFORSTBETRIEB LUNEBURGER HEIDE,5000047127,53389.83
Ministry of Defence,Ministry of Defence,20/12/2010,Estate management,Defence Equipment & Support,BUNDESWEHR DIENSTLEISTUNGSZENTRUM,5000047609,49348.20
Ministry of Defence,Ministry of Defence,20/12/2010,Payment of utilities,Defence Equipment & Support,BUNDESWEHR DIENSTLEISTUNGSZENTRUM,5000047609,3903.92
Ministry of Defence,Ministry of Defence,17/12/2010,Building maintenance and accommodation stores,Land Forces,BUNZL UK LIMITED,734014,4555.53
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,736520,41348.22
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,726936,24123.42
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,736520,23625.53
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,730917,12128.67
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,730917,10376.74
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Command Joint Operations,BUNZL UK LIMITED,736520,10262.93
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,734014,9811.93
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,730917,9182.58
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,736520,7574.55
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,726936,7177.78
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,734014,3885.59
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,734014,3319.99
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Defence Estates,BUNZL UK LIMITED,736520,591.61
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Navy Command,BUNZL UK LIMITED,730917,567.14
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,726936,402.32
Ministry of Defence,Ministry of Defence,17/12/2010,Purchase of inventory and services ,Navy Command,BUNZL UK LIMITED,734014,391.65
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Estates,BUNZL UK LIMITED,730917,61.92
Ministry of Defence,Ministry of Defence,01/12/2010,Purchase of inventory and services ,Central TLB,BUNZL UK LIMITED,726936,53.64
Ministry of Defence,Ministry of Defence,22/12/2010,Research and development,Central TLB,BUSINESS DEVELOPMENT ASIA LTD,735919,34184.09
Ministry of Defence,Ministry of Defence,14/12/2010,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,5000047044,1079676.11
Ministry of Defence,Ministry of Defence,14/12/2010,Transport hire charges,Central TLB,BUSVERKEHR OSTWESTFALEN GMBH,5000047044,1927.97
Ministry of Defence,Ministry of Defence,14/12/2010,Transport hire charges,Defence Estates,BUSVERKEHR OSTWESTFALEN GMBH,5000047044,131.93
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,737698,39870.34
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,732150,30376.84
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Defence Estates,C F ANDERSON & SON LIMITED,737698,13209.66
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,737698,4166.28
Ministry of Defence,Ministry of Defence,31/12/2010,Purchase of inventory and services ,Navy Command,C F ANDERSON & SON LIMITED,737698,91.20
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,732150,19.98
Ministry of Defence,Ministry of Defence,20/12/2010,Food and clothing,Land Forces,C V FITNESS LTD,734740,39220.24
Ministry of Defence,Ministry of Defence,20/12/2010,Purchase of inventory and services ,Defence Equipment & Support,C V FITNESS LTD,734740,1280.75
Ministry of Defence,Ministry of Defence,17/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,CAE (UK) PLC,734019,19800.00
Ministry of Defence,Ministry of Defence,14/12/2010,Payment of utilities,Land Forces,CALOR GAS LIMITED,732153,70.50
Ministry of Defence,Ministry of Defence,14/12/2010,Payment of utilities,Defence Equipment & Support,CALOR GAS LIMITED,732153,14.40
Ministry of Defence,Ministry of Defence,16/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,733383,508481.25
Ministry of Defence,Ministry of Defence,14/12/2010,"Transportation of personnel, freight and travel expenses",Land Forces,Canadian Pacific,60/61,305197.84
Ministry of Defence,Ministry of Defence,24/12/2010,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,737073,11547.13
Ministry of Defence,Ministry of Defence,10/12/2010,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,730923,8903.34
Ministry of Defence,Ministry of Defence,24/12/2010,"Adminstration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,737073,2956.60
Ministry of Defence,Ministry of Defence,23/12/2010,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,736529,1995.10
Ministry of Defence,Ministry of Defence,10/12/2010,"Adminstration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,730923,567.44
Ministry of Defence,Ministry of Defence,30/12/2010,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,737491,299.52
Ministry of Defence,Ministry of Defence,10/12/2010,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,730923,182.08
Ministry of Defence,Ministry of Defence,23/12/2010,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,736529,119.16
Ministry of Defence,Ministry of Defence,24/12/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,737073,5911.66
Ministry of Defence,Ministry of Defence,24/12/2010,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,737073,2334.08
Ministry of Defence,Ministry of Defence,23/12/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,736529,1375.47
Ministry of Defence,Ministry of Defence,10/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,730923,837.30
Ministry of Defence,Ministry of Defence,14/12/2010,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,732157,705.00
Ministry of Defence,Ministry of Defence,10/12/2010,Design services and minor equipment purchases,Command Joint Operations,CANON (UK) LIMITED,730923,277.26
Ministry of Defence,Ministry of Defence,30/12/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,737491,258.34
Ministry of Defence,Ministry of Defence,10/12/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,730923,244.71
Ministry of Defence,Ministry of Defence,24/12/2010,Estate management,Land Forces,CANON (UK) LIMITED,737073,9647.48
Ministry of Defence,Ministry of Defence,24/12/2010,Estate management,Air Command,CANON (UK) LIMITED,737073,5993.74
Ministry of Defence,Ministry of Defence,23/12/2010,Estate management,Air Command,CANON (UK) LIMITED,736529,3715.87
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Air Command,CANON (UK) LIMITED,730923,2849.22
Ministry of Defence,Ministry of Defence,30/12/2010,Estate management,Land Forces,CANON (UK) LIMITED,737491,2825.98
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Land Forces,CANON (UK) LIMITED,730923,2219.86
Ministry of Defence,Ministry of Defence,23/12/2010,Estate management,Land Forces,CANON (UK) LIMITED,736529,2045.02
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Defence Estates,CANON (UK) LIMITED,730923,848.88
Ministry of Defence,Ministry of Defence,23/12/2010,Estate management,Defence Estates,CANON (UK) LIMITED,736529,571.86
Ministry of Defence,Ministry of Defence,30/12/2010,Estate management,Defence Estates,CANON (UK) LIMITED,737491,339.16
Ministry of Defence,Ministry of Defence,24/12/2010,Estate management,Navy Command,CANON (UK) LIMITED,737073,302.99
Ministry of Defence,Ministry of Defence,30/12/2010,Estate management,Defence Equipment & Support,CANON (UK) LIMITED,737491,228.77
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Navy Command,CANON (UK) LIMITED,730923,162.78
Ministry of Defence,Ministry of Defence,10/12/2010,Estate management,Central TLB,CANON (UK) LIMITED,730923,155.47
Ministry of Defence,Ministry of Defence,24/12/2010,Estate management,Defence Equipment & Support,CANON (UK) LIMITED,737073,72.81
Ministry of Defence,Ministry of Defence,10/12/2010,Food and clothing,Land Forces,CANON (UK) LIMITED,730923,355.70
Ministry of Defence,Ministry of Defence,10/12/2010,Food and clothing,Air Command,CANON (UK) LIMITED,730923,192.37
Ministry of Defence,Ministry of Defence,10/12/2010,General services and support,Land Forces,CANON (UK) LIMITED,730923,17472.64
Ministry of Defence,Ministry of Defence,30/12/2010,General services and support,Land Forces,CANON (UK) LIMITED,5000047802,12254.80
Ministry of Defence,Ministry of Defence,23/12/2010,General services and support,Air Command,CANON (UK) LIMITED,736529,9042.05
Ministry of Defence,Ministry of Defence,24/12/2010,General services and support,Air Command,CANON (UK) LIMITED,737073,2972.35
Ministry of Defence,Ministry of Defence,10/12/2010,General services and support,Air Command,CANON (UK) LIMITED,730923,610.35
Ministry of Defence,Ministry of Defence,24/12/2010,General services and support,Land Forces,CANON (UK) LIMITED,737073,486.12
Ministry of Defence,Ministry of Defence,23/12/2010,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,736529,425.04
Ministry of Defence,Ministry of Defence,24/12/2010,General services and support,Navy Command,CANON (UK) LIMITED,737073,317.10
Ministry of Defence,Ministry of Defence,10/12/2010,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,730923,62.28
Ministry of Defence,Ministry of Defence,24/12/2010,IT and communication services,Air Command,CANON (UK) LIMITED,737073,4261.41
Ministry of Defence,Ministry of Defence,10/12/2010,IT and communication services,Land Forces,CANON (UK) LIMITED,730923,2924.24
Ministry of Defence,Ministry of Defence,24/12/2010,IT and communication services,Land Forces,CANON (UK) LIMITED,737073,709.06
Ministry of Defence,Ministry of Defence,24/12/2010,IT and communication services,Central TLB,CANON (UK) LIMITED,737073,397.40
Ministry of Defence,Ministry of Defence,10/12/2010,IT and communication services,Central TLB,CANON (UK) LIMITED,730923,267.06
Ministry of Defence,Ministry of Defence,30/12/2010,IT and communication services,Land Forces,CANON (UK) LIMITED,737491,177.11
Ministry of Defence,Ministry of Defence,23/12/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,736529,105.69
Ministry of Defence,Ministry of Defence,10/12/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,730923,19.64
Ministry of Defence,Ministry of Defence,24/12/2010,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,737073,4642.26
Ministry of Defence,Ministry of Defence,24/12/2010,Miscellaneous Administration Costs,Defence Equipment & Support,CANON (UK) LIMITED,737073,2336.87
Ministry of Defence,Ministry of Defence,24/12/2010,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,737073,1851.85
Ministry of Defence,Ministry of Defence,24/12/2010,Miscellaneous Administration Costs,Defence Estates,CANON (UK) LIMITED,737073,1768.82
Ministry of Defence,Ministry of Defence,24/12/2010,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,737073,598.81
Ministry of Defence,Ministry of Defence,10/12/2010,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,730923,391.47
Ministry of Defence,Ministry of Defence,10/12/2010,Miscellaneous Administration Costs,Defence Estates,CANON (UK) LIMITED,730923,201.04
Ministry of Defence,Ministry of Defence,23/12/2010,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,736529,175.69
Ministry of Defence,Ministry of Defence,10/12/2010,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,730923,150.04
Ministry of Defence,Ministry of Defence,10/12/2010,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,730923,22.10
Ministry of Defence,Ministry of Defence,24/12/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,737073,1478.66
Ministry of Defence,Ministry of Defence,10/12/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,730923,362.75
Ministry of Defence,Ministry of Defence,30/12/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,737491,186.75
Ministry of Defence,Ministry of Defence,23/12/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,736529,116.57
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,737073,48036.25
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,737491,34559.24
Ministry of Defence,Ministry of Defence,21/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,735449,31530.41
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,737073,21328.91
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,730923,16344.45
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,736529,13094.10
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,737073,7543.28
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,737073,7308.90
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,737491,7163.65
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,5000047802,4459.47
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,730923,4393.06
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,730923,3973.58
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,737073,3396.47
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,730923,3206.09
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,5000047802,2574.66
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,5000047802,2510.44
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,730923,2463.64
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,736529,2395.67
Ministry of Defence,Ministry of Defence,10/12/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,730923,2132.43
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,736529,1748.01
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,5000047802,1236.76
Ministry of Defence,Ministry of Defence,24/12/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,737073,668.44
Ministry of Defence,Ministry of Defence,30/12/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,737491,553.55
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,736529,472.09
Ministry of Defence,Ministry of Defence,23/12/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,736529,421.91
Ministry of Defence,Ministry of Defence,14/12/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,732157,197.40
Ministry of Defence,Ministry of Defence,24/12/2010,"Purchase of major spares armaments, medical & general stores",Land Forces,CANON (UK) LIMITED,737073,287.80
Ministry of Defence,Ministry of Defence,24/12/2010,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,737073,17031.73
Ministry of Defence,Ministry of Defence,23/12/2010,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,736529,10706.13
Ministry of Defence,Ministry of Defence,30/12/2010,Rental of plant and machinery,Defence Estates,CANON (UK) LIMITED,5000047802,8275.84
