Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,28/09/2010,IT SUPPORT,GORCU Admin DEL Votd, E-NIK LIMITED,5106145787,"208,768.13"
Communities & Local Government,GO,28/09/2010,Storage,GOSW,IRON MOUNTAIN (UK) LIMITED,2100184983,"4,624.45"
Communities & Local Government,GO,28/09/2010,Training,GOSW,DCLG GOVERNMENT PROCUREMENT CARD,1000002695,590.00
Communities & Local Government,GO,28/09/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HONEYWELL CONTROL SYSTEMS LTD,5106147011,"3,040.24"
Communities & Local Government,GO,30/09/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106147176,"1,414.18"
Communities & Local Government,GO,30/09/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106147195,"1,682.71"
Communities & Local Government,GO,30/09/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106147317,-578.30
Communities & Local Government,GO,30/09/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106147318,578.30
Communities & Local Government,GO,30/09/2010,Training,GOSE,DODS PARLIAMENTARY COMM  LTD,5106147156,"1,000.00"
Communities & Local Government,GO,30/09/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106147258,"4,695.18"
Communities & Local Government,GO,30/09/2010,Management Consultancy,GONW,LIVERPOOL CHAMBER OF COMMERCE,5106147189,"6,636.08"
Communities & Local Government,GO,03/09/2010,Fares UK,GOSW,Employee Expenses,,218.32
Communities & Local Government,GO,15/09/2010,Travel and Subsistence Account,GOE,Employee Expenses,,535.60
Communities & Local Government,GO,23/09/2010,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,669.60
Communities & Local Government,GO,30/09/2010,Training,GOE,Employee Expenses,,"3,420.00"
Communities & Local Government,GO,30/09/2010,Training,GOSE,Employee Expenses,,"1,795.00"
