Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106138412,963.00
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,CAMBRIDGE CITY COUNCIL,5106138413,"2,236.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,GUILDFORD BC,5106138415,"33,286.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,BRISTOL CITY COUNCIL,5106138414,"62,928.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,2100181854,"-59,214.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106138405,"59,214.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106138406,"18,061.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106138408,"5,962.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LEEDS TOWN HALL,5106138409,"59,214.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,LIVERPOOL CITY COUNCIL,5106138404,"16,285.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,NOTTINGHAM CITY COUNCIL,5106138410,"20,317.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,NEWCASTLE CITY COUNCIL,5106138402,"51,750.00"
Communities & Local Government,GO,21/06/2010,Rates,RCU - PAM - Property Asset Management,City of Westminster,5106138416,"90,470.00"
Communities & Local Government,GO,21/06/2010,Rent,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100181808,"32,900.01"
Communities & Local Government,GO,21/06/2010,Training,GOSE,ACUITY TRAINING LTD,5106138339,495.00
Communities & Local Government,GO,21/06/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,HSBC BANK PENSION TRUSTEES (UK) LTD,2100181808,"8,308.07"
Communities & Local Government,GO,21/06/2010,Electricity,RCU - PAM - Property Asset Management,DCLG GOVERNMENT PROCUREMENT CARD,1000002447,"1,951.35"
Communities & Local Government,GO,21/06/2010,IT Consultancy,GOYH,DCLG GOVERNMENT PROCUREMENT CARD,1000002445,"3,460.00"
Communities & Local Government,GO,22/06/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106138490,678.21
Communities & Local Government,GO,22/06/2010,Agency Staff,GOYH,REED SPECIALIST RECRUITMENT LTD,5106138513,803.27
Communities & Local Government,GO,22/06/2010,Conferences,GONW,ROBERTSON COOPER LTD,5106138443,"1,897.50"
Communities & Local Government,GO,22/06/2010,Conferences,GOEM,HINT,2100181849,"5,000.00"
Communities & Local Government,GO,22/06/2010,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,5106138442,"1,391.00"
Communities & Local Government,GO,22/06/2010,Hospitalty,GORCU Admin DEL Votd,DCLG GOVERNMENT PROCUREMENT CARD,1000002449,-499.50
Communities & Local Government,GO,22/06/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106138540,"33,540.37"
Communities & Local Government,GO,22/06/2010,Post,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002451,"2,347.66"
Communities & Local Government,GO,22/06/2010,Professional services,GOEM,HINT,2100181849,"11,000.00"
Communities & Local Government,GO,22/06/2010,Professional services,GOSE,DARTINGTON HALL TRUST,2100181851,"1,666.00"
Communities & Local Government,GO,22/06/2010,Professional services,RCU - PAM - Property Asset Management,DTZ DEBENHAM TIE LEUNG,2100181878,"8,812.50"
Communities & Local Government,GO,22/06/2010,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,PROAV LIMITED,5106138536,"4,972.00"
Communities & Local Government,GO,22/06/2010,Telephone call costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106138540,"27,188.98"
Communities & Local Government,GO,22/06/2010,Stationery,GOWM,DCLG GOVERNMENT PROCUREMENT CARD,1000002451,647.19
Communities & Local Government,GO,22/06/2010,IT - Network Running Costs,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106138540,"19,811.00"
Communities & Local Government,GO,22/06/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106138540,"4,421.43"
Communities & Local Government,GO,23/06/2010,Agency Staff,GONE,REED SPECIALIST RECRUITMENT LTD,5106138657,526.11
Communities & Local Government,GO,23/06/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106138645,"1,467.89"
Communities & Local Government,GO,23/06/2010,Agency Staff,GOL,REED SPECIALIST RECRUITMENT LTD,5106138679,858.87
Communities & Local Government,GO,23/06/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106138678,"2,056.27"
Communities & Local Government,GO,23/06/2010,Storage,GOSW,IRON MOUNTAIN (UK) LIMITED,2100181951,"4,137.70"
Communities & Local Government,GO,23/06/2010,Training,GONE,GOVNET COMMUNICATIONS,5106138664,445.00
Communities & Local Government,GO,23/06/2010,Waste Disposal and pest control,RCU - PAM - Property Asset Management,GUILDFORD BC,2100181952,"1,593.54"
Communities & Local Government,GO,23/06/2010,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,2100181882,"9,181.41"
Communities & Local Government,GO,23/06/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,2100181950,818.14
Communities & Local Government,GO,23/06/2010,Minor office costs,GONE,PROMOTIONAL LOGISTICS UK LTD,5106138677,577.50
Communities & Local Government,GO,24/06/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106138788,577.78
Communities & Local Government,GO,24/06/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106138794,547.71
Communities & Local Government,GO,24/06/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106138795,799.59
Communities & Local Government,GO,24/06/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,5106138796,570.98
Communities & Local Government,GO,25/06/2010,Vendor Prepayments,GOSW,NEOPOST LTD,2100182026,"5,000.00"
Communities & Local Government,GO,25/06/2010,Fares UK,GORCU Admin DEL Votd,CO-OPERATIVE TRAVEL MANAGEMENT,2100182027,"3,224.11"
Communities & Local Government,GO,25/06/2010,Photocopying,GOL,CANON (UK) LTD,5106138893,"1,842.21"
Communities & Local Government,GO,28/06/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106139060,"2,006.10"
Communities & Local Government,GO,28/06/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106139063,"2,507.63"
Communities & Local Government,GO,28/06/2010,Hospitalty,GOEM,ULTIMATE CAFFE SUPPLIES LTD,2100181991,788.00
Communities & Local Government,GO,28/06/2010,Publicity,GONE,PENNA BARKERS,2100182076,"4,114.03"
Communities & Local Government,GO,28/06/2010,Publicity,GONE,PENNA BARKERS,2100182077,"2,029.50"
Communities & Local Government,GO,28/06/2010,Management Consultancy,GONW,LIVERPOOL CHAMBER OF COMMERCE,5106139082,"4,731.03"
Communities & Local Government,GO,29/06/2010,Agency Staff,GONW,*BROOK STREET BUREAU,5106139207,"1,494.74"
Communities & Local Government,GO,29/06/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106139175,"1,728.72"
Communities & Local Government,GO,29/06/2010,Agency Staff,GOEM,REED SPECIALIST RECRUITMENT LTD,5106139176,"1,247.33"
Communities & Local Government,GO,29/06/2010,Agency Staff,GOE,CAVILL ROBINSON FINANCIAL RCRTMT LT,5106139116,"1,010.61"
Communities & Local Government,GO,29/06/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106139229,"2,507.63"
Communities & Local Government,GO,29/06/2010,Agency Staff,GORCU Admin DEL Votd,BADENOCH & CLARK,5106139230,"2,507.63"
Communities & Local Government,GO,29/06/2010,Agency Staff,GORCU Admin DEL Votd,REED SPECIALIST RECRUITMENT LTD,2100182118,629.80
Communities & Local Government,GO,29/06/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106139219,"16,500.00"
Communities & Local Government,GO,29/06/2010,Storage,GOEM,RADS,5106139172,"1,613.00"
Communities & Local Government,GO,29/06/2010,Professional services,GONW,NORTH WEST REGIONAL YOUTH WORK UNIT,5106139114,"5,200.00"
Communities & Local Government,GO,29/06/2010,Rent,RCU - PAM - Property Asset Management,CELTIC LAND (PLYMOUTH) LTD,2100182021,"80,781.25"
Communities & Local Government,GO,29/06/2010,Training,GORCU Admin DEL Votd,ALPHA CONSOLIDATED TRAINING LTD,2100182115,"6,130.00"
Communities & Local Government,GO,29/06/2010,Training,GORCU Admin DEL Votd,BRAY LEINO LTD,2100182116,515.00
Communities & Local Government,GO,29/06/2010,Training,GORCU Admin DEL Votd,GOVNET COMMUNICATIONS,2100182112,"1,380.00"
Communities & Local Government,GO,29/06/2010,Training,GORCU Admin DEL Votd,DEVELOPMENT PARTNERSHIP,2100182114,"6,450.00"
Communities & Local Government,GO,29/06/2010,Training,GORCU Admin DEL Votd,CENTRE FOR ASSESSMENT LTD,2100182113,"3,025.00"
Communities & Local Government,GO,29/06/2010,Gas,RCU - PAM - Property Asset Management,CORONA ENERGY LTD,2100182025,"1,289.86"
Communities & Local Government,GO,29/06/2010,Electricity,RCU - PAM - Property Asset Management,*EON UK PLC,2100182079,676.07
Communities & Local Government,GO,29/06/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106139210,"296,749.60"
Communities & Local Government,GO,29/06/2010,IT - Service Contracts,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106139211,"296,749.60"
Communities & Local Government,GO,30/06/2010,Agency Staff,GONW,REED SPECIALIST RECRUITMENT LTD,5106139332,500.79
Communities & Local Government,GO,30/06/2010,Agency Staff,GONW,ROBERT HALF LIMITED,5106139248,678.21
Communities & Local Government,GO,30/06/2010,Agency Staff,GOL,CAPITA RESOURCING LIMITED,5106139403,"2,741.70"
Communities & Local Government,GO,30/06/2010,IT Maintenance,GORCU Admin DEL Votd,FUJITSU SERVICES LTD,5106139339,"54,305.02"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182176,"14,682.49"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182177,"1,329.33"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182178,"1,629.97"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182179,"6,749.42"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182180,"3,308.70"
Communities & Local Government,GO,30/06/2010,Publicity,GONE,PENNA BARKERS,2100182181,"1,239.48"
Communities & Local Government,GO,30/06/2010,Minor office costs,RCU - PAM - Property Asset Management,AMBITION BLINDS,5106139252,775.50
Communities & Local Government,GO,10/06/2010,Travel and Subsistence Account,GORCU Admin DEL Votd,Employee Expenses,,500.60
Communities & Local Government,GO,11/06/2010,Fares UK,GORCU Admin DEL Votd,Employee Expenses,,526.65
Communities & Local Government,GO,14/06/2010,Fares UK,GOSW,Employee Expenses,,102.00
Communities & Local Government,GO,17/06/2010,Travel and Subsistence Account,GOSW,Employee Expenses,,"1,109.68"
Communities & Local Government,GO,24/06/2010,Travel and Subsistence Account,GOE,Employee Expenses,,547.20
Communities & Local Government,GO,29/06/2010,Travel and Subsistence Account,GOSE,Employee Expenses,,"1,098.89"
