ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
Audit Commission,LEARNING & DEVELOPMENT SERVICES,British Institute of Facilities Management,"1,276.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,British Standards Institution,"2,150.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Cambridge Economics,800
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Capita Business Services Ltd,"1,237.73"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Career Counselling Services,"4,120.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Central Law Training Ltd,"1,045.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Centre for Local Economic Strategy,"14,693.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Centre For Public Policy Seminars,"1,040.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,CGC Events Ltd (York race course),"2,787.80"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Chart Inst of Purch & Supply,"11,283.89"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Chartered Institute of Housing,"10,158.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Chartridge Conference Company,"3,163.76"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Cherry Publishing Ltd,750
Audit Commission,LEARNING & DEVELOPMENT SERVICES,CIO Connect Ltd,"17,500.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,CIPD Enterprises Ltd,"8,010.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,CIPR Local Government Group,585
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Cision UK Limited,"1,318.98"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,City of York Council,595
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Coventry University,"2,520.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,De Montfort Expertise Ltd,"1,517.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,De Vere Daresbury Park,"13,383.78"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Digby Trout Restaurants Ltd,"1,545.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Dod's Parliamentary Communications,"11,745.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Dotted Eyes Ltd,"2,755.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Eduserv Technologies Ltd,500
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Electric Airwaves Limited,"7,250.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Emap,698
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Emerald Group Publishing Limited,"12,600.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Employers Forum on Age,"3,350.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Employers Forum on Disability,"3,025.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,ERAS Ltd,"1,844.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Ernst & Young LLP,850
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Eventus Training & Events Ltd,988
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Executive Development International,"4,343.40"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Filton College,760
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Fox IT Limited,"19,062.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Franklin Covey,"3,443.56"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,G Whitaker,"1,519.80"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,GBS Corporate Training plc,"5,095.61"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,GovNet Communications,"3,826.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Hayley Conference Centres Ltd (Alexandra House),"1,978.25"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Haymarket Publishing Services,"1,683.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Hemming Group Ltd,"1,686.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Hemsley Fraser Training Group,"8,880.61"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Henley Business School,"15,310.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Henley Management College,"5,810.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,HFMA (MAIN AND ONLY ACCOUNT),"13,760.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Holiday Inn Bristol - Filton,"15,419.85"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Holiday Inn Taunton,"16,128.30"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Housemark Ltd,"8,268.75"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,HQN Ltd,"1,095.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,ICAEW,"19,380.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Idox Information Services Ltd,"12,448.75"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,IED Education Trust,650
Audit Commission,LEARNING & DEVELOPMENT SERVICES,IET Services Ltd,"4,435.10"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Incisive Media Services,"5,355.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Indigo Business Services Ltd,"1,339.75"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Inspirandum,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Institute Of Education London University,"2,700.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Institute of Internal Auditors,680
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Integra Training & Consulting,745
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Investment Education Plc,"9,710.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,IOP Enterprises Ltd,"1,092.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,IS Oxford,"2,067.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,ISACA London Chapter,750
Audit Commission,LEARNING & DEVELOPMENT SERVICES,ITSMF Ltd,"3,395.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Joanna Woodford,"3,514.34"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,John Matchett Limited,"7,304.07"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,JSB Training,"16,357.30"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Justis Publishing Limited,"4,050.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Kaplan Financial Ltd - Bristol,"4,072.69"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Kathryn Larkin-Bramley,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Keyteach Ltd,"3,712.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Kings Fund,798
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Knight Train & Consult Ltd,"2,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Lance Edynbry Partnership,"11,582.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Lance Enderbry,"2,083.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,LARIA,"2,813.20"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Law Society,"5,045.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Learning Tree International,"14,175.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Leeds Metropolitan University,"3,700.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Leicester & Leicestershire Irish Forum,950
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Lemos & Crane,690
Audit Commission,LEARNING & DEVELOPMENT SERVICES,LG Communications,"2,650.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,LGG Limited,"1,805.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Liverpool John Moores University,"3,350.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Local Government Association,"10,004.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Local Government Information Unit,"5,160.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Localis Research Ltd,"3,500.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Manchester Conference Centre,"1,671.87"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Mast International Group Plc,"5,179.84"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Mayfair Conference Centre,"8,560.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,McKenzie HR Consultants LLP,"7,976.59"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Middlesex University,800
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Natcen Learning,"14,924.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,National Trust,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,New College Durham,"4,400.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,NHS Confederation,"20,029.03"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Nicky Burton,"1,116.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Nomensa Ltd,"1,185.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Northumbria University,"2,050.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Nottingham Trent University,"8,600.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Novotel London St Pancras,"19,472.29"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Olivier Mythodrama,"10,225.54"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Open University,"12,345.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,PDP,995
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Penna Plc,"9,120.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Performing Platforms,"2,940.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Peter Honey Publications Ltd,"1,800.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Pitney Bowes MapInfo Limited,556
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Plain English Campaign Ltd,260
Audit Commission,LEARNING & DEVELOPMENT SERVICES,PSCA International,945
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Purchasing Index Uk Limited,"4,720.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,QCG Ltd,"1,700.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Quadrilect,"1,140.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Queen Margaret University (QMU),"2,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Quorum Training,520
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Real World Group Limited,"16,597.54"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Redactive Events Ltd,"4,620.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Reed Business Information,"2,769.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Rod Laird Organisation,"1,305.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Roleplay UK,"20,005.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Royal Statistical Society Professional Development Centre,515
Audit Commission,LEARNING & DEVELOPMENT SERVICES,RSM Tenon Limited,"4,150.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Scarlett MccGwire,"4,875.12"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,SDI,"3,996.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,SMi Group Ltd,899
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Snap Surveys Ltd,725
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Social Research Association,"1,508.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Socitm Services Ltd,"4,882.83"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Solace Ltd,"5,721.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,St Johns Ambulance NHQ,"3,179.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Steps Drama Learning Development Ltd,"15,024.80"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Stonewall Equality Ltd,"1,500.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Talentfirst,"1,753.85"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Texthelp Systems Ltd (Browsealoud),"8,989.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,TFPL Ltd,650
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Hay Group Management Limited,"6,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Institute of Revenues Rating & Valuation,"8,480.20"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Labour Party,"10,143.44"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Liddington,"18,425.82"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Profile Group,"1,969.76"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Retirement Counselling Service Ltd,"9,794.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Solace Foundation,"5,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Whitehall & Industry Group,"9,700.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,The Work Foundation,"3,750.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Think It Do It (TiDi),"1,250.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,TPAS Limited,"1,340.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Trade Union Congress,"20,104.50"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,UBM Information Ltd,"3,761.10"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,UK Oracle User Group,"2,215.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of Birmingham,"17,175.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of Manchester,"9,919.80"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of Portsmouth,"3,080.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of Surrey,"2,280.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,"University of Wales, Aberystwyth","1,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of West of England,"15,702.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,University of Westminster,"1,980.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Valerie M Ainsworth,600
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Video Arts Ltd,"14,618.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Village Hotel & Leisure Club - Leeds,"1,928.51"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Voluntary Norfolk,300
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Warwick University Business School,650
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Webb Associates,"3,532.59"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Wellspring Therapy & Training,"1,000.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Westmorland Ltd,913.9
Audit Commission,LEARNING & DEVELOPMENT SERVICES,WWP Training Ltd,"8,874.00"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Xtend (UK) Ltd,"6,748.90"
Audit Commission,LEARNING & DEVELOPMENT SERVICES,Radley Yeldar,"10,800.00"
Audit Commission,LEARNING AND DEVELOPMENT,ETC Venues Ltd (main and ONLY account),"129,685.20"
Audit Commission,LEARNING AND DEVELOPMENT,Kaisen Consulting Ltd,"182,077.12"
Audit Commission,LEARNING AND DEVELOPMENT,Kaplan Hawksmere,"177,246.33"
Audit Commission,LEARNING AND DEVELOPMENT,Warwick University Training,"247,864.79"
Audit Commission,LEARNING AND DEVELOPMENT MATERIALS,Lexisnexis Europe,"38,247.09"
Audit Commission,LEARNING AND DEVELOPMENT MATERIALS,Stuart Robertson and Associates Ltd,967.07
Audit Commission,LEARNING AND DEVELOPMENT MATERIALS,The Stationery Office (TSO),"1,316.06"
Audit Commission,LEARNING AND DEVELOPMENT MATERIALS,Wolters Kluwer (UK) Ltd,"11,597.78"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,CIPFA,"948,461.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,ACCA,"33,860.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Alton Ainley,"27,949.68"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Beaufort Training & Development,"30,000.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,BPP Professional Education,"60,009.65"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Conference Aston,"26,138.77"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,De Vere Venues Limited,"49,528.92"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,De Vere Wokefield Park,"25,616.73"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Denison Williams Consulting,"23,542.11"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Emap Ltd,"13,361.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Energize Learning & Development Ltd,"80,417.73"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Human Assets Ltd,"44,746.12"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Imago,"55,970.77"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Jan Cowan,"35,730.09"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Jon Spencer,"21,932.39"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kaplan Financial (Birmingham),"42,920.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kaplan Financial (Leeds),"40,581.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kaplan Financial (Leicester),"62,544.10"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kaplan Financial (London),"43,629.01"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kenexa,"36,696.35"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Kiddy International Ltd,"21,134.48"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Marriott Forest of Arden Hotel & Country Club,"25,605.67"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,National School of Government,"57,690.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Plain Language Commission,"23,340.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,QA IQ Ltd,"37,959.18"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,St James's House,"23,250.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Television News Release Ltd,"27,450.00"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,University of Warwick,"22,970.35"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Voice Business,"31,562.35"
Audit Commission,LEARNING AND DEVELOPMENT SERVICES,Woodside Training Conf Centre,"25,840.86"
Audit Commission,LEASING,Arnold Clark Finance Limited,"416,237.48"
Audit Commission,LEASING,Automotive Leasing,"304,405.68"
Audit Commission,LEASING,Lex Autolease Ltd,"785,943.04"
Audit Commission,LEASING,GE Capital Solutions,"80,326.06"
Audit Commission,LEASING,Lex Autolease,892.85
Audit Commission,LEASING,Lex Vehicle Leasing Ltd,"17,760.96"
Audit Commission,LEGAL CONSULTANCY,11 Kings Bench Walk Chambers,"61,505.00"
Audit Commission,LEGAL CONSULTANCY,Davitt Jones Bould - MAIN ACCOUNT,"61,834.57"
Audit Commission,MAIN CONTRACTOR,Overbury Plc,"1,288,119.40"
Audit Commission,MAIN CONTRACTOR,ROK Building LTD,"171,140.72"
Audit Commission,MAINTENANCE,Computacenter (UK) Ltd,"16,152.84"
Audit Commission,MAINTENANCE & SUPPORT,Auditware Systems Ltd,"16,295.00"
Audit Commission,MAINTENANCE & SUPPORT,BlueFort Security,"5,000.00"
Audit Commission,MAINTENANCE & SUPPORT,BT Engage,"9,832.00"
Audit Commission,MAINTENANCE & SUPPORT,Ether-Ray,"11,200.00"
Audit Commission,MAINTENANCE & SUPPORT,Excitech Computers Limited,"2,710.00"
Audit Commission,MAINTENANCE & SUPPORT,Fast Corporate Services,580
Audit Commission,MAINTENANCE & SUPPORT,Hitec (Laboratories) Ltd,"5,600.00"
Audit Commission,MAINTENANCE & SUPPORT,Intellego Systems Limited,"2,900.00"
Audit Commission,MAINTENANCE & SUPPORT,Maxima Information Grouo Ltd,"1,132.50"
Audit Commission,MAINTENANCE & SUPPORT,Pitney Bowes MapInfo Limited,"2,548.00"
Audit Commission,MAINTENANCE & SUPPORT,Protouch Manufacturing Ltd,"2,911.80"
Audit Commission,MAINTENANCE & SUPPORT,Quest Software (UK) Ltd,"4,020.00"
Audit Commission,MAINTENANCE & SUPPORT,Resource Management Services,800
Audit Commission,MAINTENANCE & SUPPORT,Retain Internatinal Ltd,"60,000.00"
Audit Commission,MAINTENANCE & SUPPORT,SDI,595
Audit Commission,MAINTENANCE & SUPPORT,Site Confidence Ltd,"3,750.00"
Audit Commission,MAINTENANCE & SUPPORT,SmartWater Technology Ltd,"1,790.00"
Audit Commission,MAINTENANCE & SUPPORT,Snap Surveys Ltd,"1,774.00"
Audit Commission,MAINTENANCE & SUPPORT,SPSS (UK) Ltd,"11,150.15"
Audit Commission,MAINTENANCE & SUPPORT,Sum Total Systems Inc,"1,704.00"
Audit Commission,MAINTENANCE & SUPPORT,TeamSpirit Software Limited,"8,614.55"
Audit Commission,MANAGED/OUTSOURCED SERVICE,BT Engage,"820,561.30"
Audit Commission,MARKETING,Grant Riches,"92,114.50"
Audit Commission,MARKETING,HSAG Design Ltd,"18,000.00"
Audit Commission,MARKETING,Ocean Media Group Ltd,"14,104.86"
Audit Commission,NETWORKING,Computacenter (UK) Ltd,"1,110.76"
Audit Commission,NETWORKING,Cablecom  Networking Ltd,"19,510.57"
Audit Commission,NETWORKING,Demon Internet,"4,316.28"
Audit Commission,NETWORKING,Westcon Group European Operations T/A Comstor,"6,557.00"
Audit Commission,OFFICE CONSUMABLES,Cannon Hygiene Ltd,"9,222.60"
Audit Commission,OFFICE CONSUMABLES,Computacenter (UK) Ltd,"3,562.64"
Audit Commission,OFFICE CONSUMABLES,Corporate Media Supplies Ltd,"5,834.75"
Audit Commission,OFFICE CONSUMABLES,Unibind Systems Ltd,933.15
Audit Commission,OFFICE FURNITURE,Kinnarps Office Furniture (UK ) Ltd,"155,834.14"
Audit Commission,OFFICE FURNITURE,Godfrey Syrett Ltd,"44,637.60"
Audit Commission,OFFICE FURNITURE,Naughtone,"3,823.00"
Audit Commission,OFFICE FURNITURE,Posturite (UK) Ltd,"13,227.46"
Audit Commission,OFFICE FURNITURE,Three Towns Office Equipment,"1,050.00"
Audit Commission,OFFICE FURNITURE,Triumph Works (Boss Designs),"3,990.00"
Audit Commission,OFFICE MACHINERY,Saville Group Ltd,"136,059.19"
Audit Commission,OFFICE MACHINES,Brady Corporation Ltd (Seton),"1,151.95"
Audit Commission,OFFICE MACHINES,Connect Water Systems Central Ltd,"21,029.50"
Audit Commission,OFFICE MACHINES,ING Lease (UK) Ltd,"53,733.14"
Audit Commission,OFFICE MACHINES,NRG Group,"10,246.90"
Audit Commission,OFFICE MACHINES,Ricoh (UK) Ltd,"3,578.91"
Audit Commission,OFFICE MACHINES,Ricoh UK Limited (NRG),"48,130.72"
Audit Commission,OFFICE MACHINES,Selecta UK Ltd,"51,024.55"
Audit Commission,OFFICE MACHINES,Siemens Financial Services Ltd,813.16
Audit Commission,OFFICE MACHINES,Vending Micro Circuits (UK) Ltd (VMC),507.5
Audit Commission,OFFICE MACHINES,Welltec System (UK),750
Audit Commission,OFFICE SERVICES,Appliance Testing U.K.,"45,235.40"
Audit Commission,OFFICE SERVICES,Bristol Computer Workshop Ltd,"3,391.00"
Audit Commission,OFFICE SUPPLIES,Kalamazoo Security Print Ltd,"6,752.93"
Audit Commission,OFFICE SUPPLIES,Kokoon Ltd,728
Audit Commission,OFFICE SUPPLIES,Laserart,"2,009.15"
Audit Commission,OFFICE SUPPLIES,Osmond Group Ltd,503.86
Audit Commission,OFFICE SUPPLIES,PinPoint Facilitation Ltd,"7,115.80"
Audit Commission,OFFICE SUPPLIES,Visual-Q Ltd,"2,080.00"
Audit Commission,OFFICE SUPPLIES,Wakefield & Co (Self Adhesive) Labels Ltd,676.89
Audit Commission,OPERATIONAL SERVICES,Thirtythree West Limited,"187,659.25"
Audit Commission,OPERATIONAL SERVICES,Ward Diamond Advertising (WDAD),"135,144.55"
Audit Commission,OPERATIONAL SERVICES,Alexandra Jankovic,"17,186.00"
Audit Commission,OPERATIONAL SERVICES,Autonomy Systems Ltd,"84,381.51"
Audit Commission,OPERATIONAL SERVICES,BiP Solutions Ltd,"3,890.00"
Audit Commission,OPERATIONAL SERVICES,Branwell Ford Associates Ltd,"11,233.08"
Audit Commission,OPERATIONAL SERVICES,Copyright Licensing Agency Ltd,"38,550.00"
Audit Commission,OPERATIONAL SERVICES,Edwards & Keeping,"7,000.00"
Audit Commission,OPERATIONAL SERVICES,GatenbySanderson,"6,000.00"
Audit Commission,OPERATIONAL SERVICES,Good Practice Ltd,"29,577.50"
Audit Commission,OPERATIONAL SERVICES,Gradweb,"70,631.24"
Audit Commission,OPERATIONAL SERVICES,HM Land Registry - NW,"4,208.00"
Audit Commission,OPERATIONAL SERVICES,HM Land Registry (Plymouth),"2,668.00"
Audit Commission,OPERATIONAL SERVICES,Multi Resource Marketing,"20,042.58"
Audit Commission,OPERATIONAL SERVICES,National Association Of School Business Management,500
Audit Commission,OPERATIONAL SERVICES,NHS Information Centre,"3,834.00"
Audit Commission,OPERATIONAL SERVICES,Red Recruitment,"2,884.80"
Audit Commission,OPERATIONAL SERVICES,TheLadders.CO.UK Ltd,"2,000.00"
Audit Commission,POST & COURIER,EC Group,"32,698.19"
Audit Commission,POST & COURIER,L & F Express Transport,"17,379.44"
Audit Commission,POST & COURIER,Letchworth Couriers Ltd,554
Audit Commission,POST & COURIER,LSP Futures Ltd,650
Audit Commission,POST & COURIER,Neopost Ltd,"19,559.48"
Audit Commission,POST & COURIER,Parcelforce Worldwide,"20,521.47"
Audit Commission,POST & COURIER,Pegasus Couriers Ltd,"11,645.65"
Audit Commission,POST & COURIER,Pitney Bowes Ltd (lease charges only),"1,631.60"
Audit Commission,POST & COURIER,Pitney Bowes postage by phone,"6,107.98"
Audit Commission,POST & COURIER,Royal Mail,867.88
Audit Commission,POST & COURIER,Royal Mail Peterborough,"20,973.29"
Audit Commission,PRINT,Access Plus Marketing Services Ltd,"237,745.00"
Audit Commission,PRINT,Trident Services Ltd,"103,904.00"
Audit Commission,PRINT,Holbrooks Printers Ltd,"5,432.00"
Audit Commission,PRINT,Promark Gifts Ltd,"3,325.00"
Audit Commission,PRINT,Reynolds Porter Chamberlain LLP,642.93
Audit Commission,PRINT,Stephens & George Ltd,"8,806.54"
Audit Commission,PRINT,Thanet Press Limited,"2,190.00"
Audit Commission,PRINT,The Bigger Picture Consultancy Ltd,"3,502.00"
Audit Commission,PRINT,Third Avenue Limited,"2,480.00"
Audit Commission,PROMOTION,Lipfriend Rodd International Ltd,"146,172.23"
Audit Commission,PROMOTION,Amber & Green Ltd,"32,532.80"
Audit Commission,PROPERTY SERVICES,GVA Grimley LLP,"124,247.27"
Audit Commission,PROPERTY SERVICES,Hulley & Kirkwood Consulting Engineers,"123,207.02"
Audit Commission,PROPERTY SERVICES,Pringle Brandon,"205,629.07"
Audit Commission,PROPERTY SERVICES,Turner & Townsend,"190,645.13"
Audit Commission,PROPERTY SERVICES,ACE Reading Ltd,"50,000.00"
Audit Commission,PROPERTY SERVICES,Alborough Consulting Ltd,"30,375.66"
Audit Commission,PROPERTY SERVICES,Cochrane McGregor,"15,377.44"
Audit Commission,RAIL,The Trainline,"2,124,253.52"
Audit Commission,RECORDS STORAGE,Restore,"163,380.85"
