RTFO Quarterly Report 12: 
15 April 2010 - 14 April 2011

Provisional Data
"The information contained in this report is provisional and based on unverified claims made by suppliers. It should be viewed as indicative rather than definitive. Verified data is published annually and can be found on the the DfT website, http://www.dft.gov.uk/statistics/series/biofuels/.  Those using this document should be aware that while in the majority of cases there is little discrepancy between a company’s provisional and verified data, in some instances the difference has been significant. For further information on provisional data please see the notes at the end of this report."

Executive Summary

"Under the RTFO, the sustainability targets increase year on year.  For year three the data capture target is up 20% to 90% relative to Year Two; the target for GHG savings is up 5% to 50% and the target for fuels meeting an Environmental Standards has increased by 30% to 80%."
This report covers the supply of biofuels under the Renewable Transport Fuel Obligation¹ from 15 April 2010 to 14 April 2011.  The headline figures2 are:
4.3 billion litres of biofuel have been supplied under the RTFO in the first 36 months.
"In the twelve months of the 2010/11 obligation period, 1,440 million litres of biofuel have been supplied, which is approximately 3.1% of total road transport fuel reported to the RTFO Administrator against an annual target of 3.5%3. More biodiesel (59%) has been supplied than bioethanol (41%).  There has also been a small volume of biogas declared to us."

The feedstock is known for 97% of fuel supplied. Both the feedstock and country of origin are known for 97%.
"The largest proportion of biofuel came from the feedstock, used cooking oil (428m litres, 30% of total biofuel supplied).  The most widely reported feedstock and country of biodiesel was soy from Argentina (180m litres, 21% of biodiesel supplied). The most widely reported feedstock and country of bioethanol was sugarcane from Brazil (119m litres, 20% of bioethanol supplied)."
"Over the period, 55%4 of biofuels met an environmental standard, compared to a target of 80%5."
The majority of feedstock has been imported; 22% of the biofuel was reported as coming from UK feedstocks.
85% of the fuel reported as coming from UK feedstocks met environmental sustainability standards.
Greenhouse gas savings of 58% were achieved against a Government target6 of 50%. This figure may not include all emissions from direct land use change and excludes the emissions from indirect land-use changes considered in the 'Gallagher Review'. 


Notes
"1. The RTFO applies to road transport across the whole of the UK. Refiners, importers and any others who supply more than 450,000 litres of relevant hydrocarbon oil for road transport annually to the UK market are obligated by it. "
"2. Data come from monthly reports submitted by fuel suppliers to the RTFO Administrator. The RTFO Administrator performs checks on the data, which for suppliers of over 450,000 litres of biofuel, are also subject to an annual verification process by independent auditors. The RTFO Administrator will publish a final, fully verified dataset after the end of each obligation year."
Every quarter we publish an extended report that identifies the carbon and sustainability performance of individual companies. These reports are available on our website at: http://dft.gov.uk/pgr/sustainable/biofuels/data/

3. Obligated suppliers can meet their volume obligation by surrendering the appropriate number of RTFCs to the RTFO Administrator and/or by paying into a buy-out fund. The RTFCs can be obtained by supplying their own biofuels or by purchasing RTFCs from other biofuel suppliers. A quarter of their obligation can be met by surplus RTFCs from the previous obligation year.
"4. Under the RTFO Order, these reports must not contain information from which the volumes of fuel being reported by individual suppliers might be derived. To protect the volumes of individual suppliers in some reports, certain quantities of fuel reported as meeting the Qualifying Standard or RTFO Meta-Standard have been removed from the overall RTFO figures. In this report, all fuel meeting the Qualifying Standard or Meta-Standard has been included in the overall RTFO figures, but some has still been excluded from the reporting by feedstock and country. The figures by country and feedstock do not therefore tally exactly with the overall figures.  "
"5. 80% of feedstocks should meet environmental sustainability standards in the year 2010/11. The ability of suppliers to source certifiably sustainable fuels is currently limited by the lack of operational sustainability standards for several feedstock/country combinations. Certified sustainable feedstock is expected to become increasingly available over time, as feedstock standards develop in response to the demand created by the RTFO and growing concern about the sustainability of agricultural commodities more widely. Suppliers can arrange their own audits against the RTFO Meta-Standard. There is more than enough RSPO certified palm oil to meet the entire UK demand for palm oil biodiesel feedstock."
6. Throughout this report 'Government targets' refers to targets set by the Government in 2007.

***GRAPHS WOULD BE FOUND HERE IN XLS AND PDF VERSION***

Table 1: Performance of the RTFO against the three carbon and sustainability targets set by the Government in 2007. ,,,,,,,,,,

Annual Supplier Target,,,,,2010/11 Obligation period,,2009/10 Obligation period,,2008/09 Obligation period,
,,,,,Target,Actual,Target,Actual,Target,Actual
Percentage of feedstock meeting a Qualifying Environmental Standard,,,,,80%,55%,50%,31%,30%,20%
Annual GHG saving of fuel supplied,,,,,50%,58%,45%,51%,40%,46%
Data reporting of renewable fuel characteristics,,,,,90%,85%,70%,72%,50%,64%


Table 2: Volume of biofuels supplied for road transport under the RTFO.,,,,,,,,,,

,Biofuel type,Volume (millions l) or mass (millions kg)*,Fossil fuel type,"Volume, million l **",Biofuels as a proportion of total road transport fuels supplied,,,,,


Fuel type,Biodiesel,853.5,Diesel,"24,957",3.31%,,,,,
,Bioethanol,585.7,Petrol,"19,876",2.86%,,,,,,,,,,
"* Under the RTFO Order, these reports must not contain information from which the volumes of fuel being reported by individual suppliers might be derived. To protect the volumes of individual suppliers certain quantities of fuel reported as meeting the Qualifying Standard or RTFO Meta-Standard have been removed from the RTFO figures. In this report, all fuel meeting the Qualifying Standard or Meta-Standard has been included in the overall RTFO figures, but some has still been excluded from the reporting by feedstock and country. The figures by country and feedstock do not therefore tally exactly with the overall figures.",,,,,,,,,,,,,,,

"Table 8: Carbon and sustainability data of biofuel from UK feedstocks, by feedstocks and according to the previous land-use.",,,,,,,,,,,,,,,

,,"Volume, 
litres","Volume, 
million litres","Volume, 
%",Proportion meeting an environmental standard,,,,Proportion meeting a social standard,,,,"Carbon intensity, g(CO2e)/MJ","Greenhouse gas saving, %","Accuracy level,
(0-6)"
,,,,,RTFO,QS,"Other 
standards","None/
unknown",RTFO,QS,"Other 
standards","None/
unknown",,,
Feedstock,Municipal solid waste,"428,207",0.4,0%,0%,100%,0%,0%,0%,100%,0%,0%,27,68%,5
,Oilseed rape,"13,876,500",13.9,4%,0%,51%,0%,49%,0%,0%,51%,49%,52,37%,1.3
,Sugar beet,"74,103,712",74.1,23%,0%,100%,0%,0%,0%,5%,95%,0%,22,74%,5.9
,Tallow,"19,699,639",19.7,6%,0%,100%,0%,0%,0%,100%,0%,0%,16,80%,1.7
,Used cooking oil,"99,848,181",99.8,31%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,3.7
,Wheat,"110,760,024",110.8,35%,0%,62%,2%,36%,0%,0%,64%,36%,30,64%,4.7
,Total,"318,716,263",318.7,100%,,,,,,,,,,,
,Mean,,,,0%,85%,1%,15%,0%,39%,47%,15%,23,72%,4.3
Previous land-use,By-product,"119,976,027",120,38%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,3.4
,Cropland – non-protected,"56,789,790",56.8,18%,0%,95%,0%,5%,0%,6%,89%,5%,24,71%,5.5
,Cropland - protection status unknown,"121,494,133",121.5,38%,0%,72%,1%,27%,0%,0%,73%,27%,29,66%,5.1
,Unknown,"20,456,313",20.5,6%,0%,41%,6%,53%,0%,0%,47%,53%,42,50%,2.4
,Total,"318,716,263",318.7,100%,,,,,,,,,,,
,Mean,,,,0%,85%,1%,15%,0%,39%,47%,15%,23,72%,4.3
N.B. This includes biofuels from UK feedstocks which have been sold into the UK road fuel market.  UK biofuel feedstocks sold abroad are not included.,,,,,,,,,,,,,,,


Table 9: Data capture,,,,,,,,,,,,,,,

,Biofuel type,Data capture: feedstock known,Data capture: country known,Data capture: land use known,Data capture: standard known,Data capture: AVERAGE,,,,,,,,,

Fuel type,Biodiesel,96%,95%,87%,62%,85%,,,,,,,,,
,Bioethanol,100%,100%,91%,46%,84%,,,,,,,,,
,Biogas,100%,100%,100%,100%,100%,,,,,,,,,
,Total biofuel,97%,97%,89%,56%,85%,,,,,,,,,
,,,,,Annual target,90%,,,,,,,,,,,,,



Table 10: Accuracy Level,,,,,,,,,,,,,,,,,,,

,Biofuel type,Level 0 - Fuel default,Level 1 - Feedstock default,Level 2 - Process default,Level 3 - Selected default – RTFO Administrator defined,"Level 4 - Selected default – Industry defined, or NUTS 2 data",Level 5 - Actual data,Level 6 - Cultivation actual data,ACCURACY LEVEL: AVERAGE,,,,,,,,,,
Fuel type,Biodiesel,4%,68%,10%,4%,2%,12%,0%,1.7,,,,,,,,,,
,Bioethanol,0%,38%,6%,1%,2%,41%,13%,3.4,,,,,,,,,,
,Biogas,0%,0%,0%,0%,0%,100%,0%,5,,,,,,,,,,
,Total Biofuel,3%,56%,8%,2%,2%,24%,5%,2.4,,,,,,,,,,


Table 11: Trends,,,,,,,,,,,,,,,,,,,
,,,,Proportion meeting an environmental standard,,,,,Greenhouse gas saving,,,,Data capture,,,,,,
,Month,"Volume, 
litres or kg",Volume,RTFO,QS,Env. Std. Target,± Target,,Saving,Target,± Target,,Feedstock,Country of origin,Previous land use,Standard,Average data capture,Target,± Target
Year 1,1,"86,983,639",87.0 m l,5%,14%,30%,-11%,,43%,40%,3%,,97%,69%,51%,23%,60%,50%,10%
,2,"122,708,284",122.7 m l,3%,19%,30%,-8%,,48%,40%,8%,,97%,80%,55%,27%,65%,50%,15%
,3,"110,562,859",110.6 m l,4%,19%,30%,-8%,,47%,40%,7%,,98%,82%,55%,29%,66%,50%,16%
,4,"112,609,421",112.6 m l,4%,20%,30%,-7%,,47%,40%,7%,,98%,80%,55%,36%,67%,50%,17%
,5,"117,492,397",117.5 m l,4%,11%,30%,-15%,,46%,40%,6%,,100%,85%,60%,27%,68%,50%,18%
,6,"116,848,541",116.8 m l,6%,18%,30%,-7%,,48%,40%,8%,,100%,85%,51%,31%,67%,50%,17%
,7,"117,891,585",117.9 m l,13%,5%,30%,-12%,,43%,40%,3%,,100%,81%,60%,30%,68%,50%,18%
,8,"112,111,217",112.1 m l,11%,9%,30%,-10%,,45%,40%,5%,,99%,80%,56%,28%,66%,50%,16%
,9,"94,166,410",94.2 m l,8%,10%,30%,-12%,,47%,40%,7%,,100%,82%,62%,35%,70%,50%,20%
,10,"96,400,546",96.4 m l,13%,8%,30%,-9%,,45%,40%,5%,,100%,82%,62%,30%,69%,50%,19%
,11,"88,545,305",88.5 m l,17%,15%,30%,3%,,52%,40%,12%,,100%,82%,67%,40%,72%,50%,22%
,12,"107,232,464",107.2 m l,9%,14%,30%,-6%,,53%,40%,13%,,99%,85%,63%,29%,69%,50%,19%
Year 2,13,"103,367,499",103.4 m l,10%,20%,50%,-21%,,47%,45%,2%,,96%,85%,77%,39%,74%,70%,4%
,14,"104,848,340",104.8 m l,14%,23%,50%,-13%,,51%,45%,6%,,92%,78%,68%,39%,69%,70%,-1%
,15,"122,102,634",122.1 m l,16%,21%,50%,-14%,,52%,45%,7%,,96%,87%,77%,44%,76%,70%,6%
,16,"119,988,509",120.0 m l,15%,21%,50%,-13%,,53%,45%,8%,,96%,86%,77%,43%,75%,70%,5%
,17,"128,484,399",128.5 m l,14%,18%,50%,-18%,,50%,45%,5%,,94%,85%,66%,37%,70%,70%,0%
,18,"131,647,133",131.6 m l,17%,21%,50%,-12%,,51%,45%,6%,,96%,85%,66%,42%,72%,70%,2%
,19,"127,393,716",127.4 m l,17%,16%,50%,-16%,,52%,45%,7%,,97%,82%,66%,35%,70%,70%,0%
,20,"137,456,413",137.5 m l,18%,15%,50%,-17%,,52%,45%,7%,,99%,86%,72%,40%,74%,70%,4%
,21,"127,794,601",127.8 m l,13%,10%,50%,-27%,,48%,45%,3%,,92%,83%,62%,28%,66%,70%,-4%
,22,"145,582,184",145.6 m l,12%,15%,50%,-23%,,51%,45%,6%,,98%,93%,72%,33%,74%,70%,4%
,23,"142,822,810",142.8 m l,16%,13%,50%,-21%,,50%,45%,5%,,95%,92%,75%,33%,74%,70%,4%
,24,"177,000,412",177.0 m l,10%,16%,50%,-24%,,50%,45%,5%,,94%,91%,72%,31%,72%,70%,2%
Year 3,25,"129,921,475",129.9 m l,13%,25%,80%,-42%,,48%,50%,-2%,,99%,97%,73%,38%,77%,90%,-13%
,26,"141,933,913",141.9 m l,5%,30%,80%,-45%,,45%,50%,-5%,,97%,97%,81%,37%,78%,90%,-12%
,27,"124,997,880",125.0 m l,9%,39%,80%,-32%,,52%,50%,2%,,97%,96%,87%,49%,82%,90%,-8%
,28,"148,496,544",148.5 m l,13%,40%,80%,-27%,,53%,50%,3%,,97%,96%,80%,54%,82%,90%,-8%
,29,"135,836,157",135.8 m l,3%,47%,80%,-30%,,55%,50%,5%,,98%,98%,94%,50%,85%,90%,-5%
,30,"156,468,366",156.5 m l,9%,52%,80%,-18%,,58%,50%,8%,,93%,93%,91%,62%,85%,90%,-5%
,31,"106,874,232",106.9 m l,12%,56%,80%,-13%,,61%,50%,11%,,93%,93%,91%,68%,86%,90%,-4%
,32,"104,243,428",104.2 m l,14%,55%,80%,-10%,,68%,50%,18%,,99%,99%,98%,70%,92%,90%,2%
,33,"84,584,977",84.6 m l,4%,61%,80%,-15%,,68%,50%,18%,,100%,100%,100%,65%,91%,90%,1%
,34,"94,437,708",94.4 m l,1%,60%,80%,-18%,,66%,50%,16%,,100%,100%,91%,62%,88%,90%,-2%
,35,"98,479,147",98.5 m l,2%,58%,80%,-20%,,68%,50%,18%,,100%,100%,90%,61%,88%,90%,-2%
,36,"113,331,722",113.3 m l,1%,64%,80%,-15%,,70%,50%,20%,,100%,100%,94%,66%,90%,90%,0%

"Table 12: Carbon and sustainability data for biofuels by fuel type, feedstock, country of origin, and previous land-use.",,,,,,,,,,,,,,,,,,,

Biofuel type,Feedstock,Country of origin,Previous land-use,"Volume, 
l or kg","Volume, million l or million kg","Volume, 
%",Proportion meeting an environmental standard,,,,Proportion meeting a social standard,,,,"Carbon intensity, 
g(CO2e)/MJ","Greenhouse gas saving, %","Accuracy level,
(0-6)",,
,,,,,,,RTFO,Qualifying Standards,Other standards,None/ unknown,RTFO,Qualifying Standards,Other standards,None/ unknown,,,,,

Biodiesel,Oilseed rape,Belgium,Cropland – non-protected,"10,122",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1,,
,,,Cropland - protection status unknown,"1,248,016",1.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,2.8,,
,,,Unknown,"126,491",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1,,
,,Canada,Cropland - protection status unknown,"55,561",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1,,
,,Denmark,Cropland - protection status unknown,"452,267",0.5 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1,,
,,,Unknown,"55,388",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1,,
,,France,Cropland – non-protected,"3,024,260",3.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Cropland - protection status unknown,"6,047,604",6.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1.6
,,,Unknown,"2,213,564",2.2 m l,0%,0%,0%,21%,79%,0%,0%,21%,79%,52,38%,1.2
,,Germany,Cropland – non-protected,"7,031,441",7.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Cropland - protection status unknown,"29,290,232",29.3 m l,2%,0%,0%,14%,86%,0%,0%,14%,86%,51,40%,2
,,,Unknown,"4,816,601",4.8 m l,0%,0%,0%,13%,87%,0%,0%,13%,87%,52,38%,1.2
,,Hungary,Cropland - protection status unknown,"167,779",0.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,2
,,Netherlands,Cropland – non-protected,"319,699",0.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Cropland - protection status unknown,"6,025,625",6.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1.4
,,,Unknown,"398,003",0.4 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,Poland,Cropland – non-protected,"574,250",0.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Cropland - protection status unknown,"3,552,630",3.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1.4
,,,Unknown,195,0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,47,44%,1.7
,,Romania,Cropland - protection status unknown,"20,000",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,Spain,Cropland - protection status unknown,"1,141,980",1.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,Ukraine,Cropland – non-protected,"2,500,581",2.5 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1.3
,,,Cropland - protection status unknown,"1,851,224",1.9 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1.4
,,,Unknown,"1,039,151",1.0 m l,0%,0%,0%,81%,19%,0%,0%,81%,19%,52,38%,1
,,United Kingdom,Cropland – non-protected,"4,542,640",4.5 m l,0%,0%,35%,0%,65%,0%,0%,35%,65%,52,38%,1
,,,Cropland - protection status unknown,"530,959",0.5 m l,0%,0%,7%,0%,93%,0%,0%,7%,93%,52,38%,1
,,,Unknown,"8,802,901",8.8 m l,1%,0%,62%,0%,38%,0%,0%,62%,38%,53,37%,1.5
,,United States,Cropland – non-protected,"619,797",0.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Unknown,"623,419",0.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,Unknown,Cropland - protection status unknown,"653,158",0.7 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,,,Unknown,"1,924,151",1.9 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,52,38%,1
,Palm,India,Cropland - protection status unknown,"2,327,297",2.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,68,19%,1.5
,,Indonesia,Cropland - protection status unknown,"15,801,677",15.8 m l,1%,0%,33%,0%,67%,0%,33%,0%,67%,68,19%,1.3
,,,Unknown,"2,684,044",2.7 m l,0%,0%,23%,0%,77%,0%,23%,0%,77%,68,19%,1.4
,,Malaysia,Cropland – non-protected,"291,461",0.3 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,68,19%,1
,,,Cropland - protection status unknown,"10,147,113",10.1 m l,1%,0%,75%,0%,25%,0%,75%,0%,25%,66,21%,1.8
,,,Unknown,"2,295,306",2.3 m l,0%,0%,42%,0%,58%,0%,42%,0%,58%,68,19%,2.5
,Soy,Argentina,Cropland – non-protected,"1,168,674",1.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,58,31%,1
,,,Cropland - protection status unknown,"135,685,105",135.7 m l,9%,0%,10%,0%,90%,7%,4%,0%,90%,58,31%,1.3
,,,Unknown,"43,232,710",43.2 m l,3%,0%,15%,0%,85%,8%,7%,0%,85%,58,31%,1.2
,,Brazil,Cropland - protection status unknown,"436,238",0.4 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,9,89%,5
,,,Unknown,"205,856",0.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,58,31%,1
,,Canada,Cropland - protection status unknown,"184,968",0.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,58,31%,1
,,Germany,Cropland - protection status unknown,"4,953,214",5.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,58,31%,1
,,United States,Cropland – non-protected,"17,243,190",17.2 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,49,42%,4
,,,Cropland - protection status unknown,"2,648,841",2.6 m l,0%,0%,12%,0%,88%,12%,0%,0%,88%,58,31%,1.2
,,,Unknown,"6,171,631",6.2 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,59,30%,1.6
,,Unknown,Unknown,"2,275,577",2.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,59,29%,1
,Tallow,Belgium,By-product,"234,453",0.2 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,Canada,By-product,"45,326",0.0 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,Denmark,By-product,"5,040,164",5.0 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,Finland,By-product,"562,733",0.6 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,France,By-product,"121,364",0.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,2.1
,,Germany,By-product,"6,620,433",6.6 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1.3
,,"Ireland, Republic of",By-product,"3,590,080",3.6 m l,0%,0%,97%,0%,3%,0%,97%,0%,3%,17,80%,1.1
,,Lithuania,By-product,"170,594",0.2 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,Netherlands,By-product,"3,352,351",3.4 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1.4
,,Poland,By-product,"89,646",0.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,2.4
,,Switzerland,By-product,651,0.0 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,United Kingdom,By-product,"19,699,639",19.7 m l,1%,0%,100%,0%,0%,0%,100%,0%,0%,16,80%,1.7
,,United States,By-product,"11,436,272",11.4 m l,1%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,,Unknown,By-product,"917,236",0.9 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,17,80%,1
,Used cooking oil,Austria,By-product,"2,811,464",2.8 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.2
,,Belgium,By-product,"22,410,979",22.4 m l,2%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.1
,,Chile,By-product,"225,277",0.2 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,5
,,Czech Republic,By-product,"113,920",0.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,Denmark,By-product,"1,086,479",1.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,3.5
,,Finland,By-product,"234,557",0.2 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,5
,,France,By-product,"13,777,605",13.8 m l,1%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,Germany,By-product,"72,578,687",72.6 m l,5%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.2
,,"Ireland, Republic of",By-product,"2,803,084",2.8 m l,0%,0%,95%,0%,5%,0%,95%,0%,5%,14,83%,1.3
,,Italy,By-product,"247,261",0.2 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,Luxembourg,By-product,"96,259",0.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,Netherlands,By-product,"121,671,345",121.7 m l,8%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.1
,,Poland,By-product,"2,239",0.0 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,Portugal,By-product,"2,259,298",2.3 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.1
,,Spain,By-product,"39,621,461",39.6 m l,3%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1.1
,,Sweden,By-product,"377,535",0.4 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,5
,,Switzerland,By-product,"30,433",0.0 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,,United Kingdom,By-product,"99,848,181",99.8 m l,7%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,3.7
,,United States,By-product,"47,951,176",48.0 m l,3%,0%,100%,0%,0%,0%,100%,0%,0%,13,84%,3.1
,,Unknown,By-product,"106,358",0.1 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,14,83%,1
,Unknown,Unknown,Unknown,"35,950,320",36.0 m l,2%,0%,0%,0%,100%,0%,0%,0%,100%,93,-11%,0
Bioethanol,Barley,Belgium,Cropland - protection status unknown,"126,391",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,78,7%,1
,,France,Cropland - protection status unknown,"126,391",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,78,7%,1
,,Spain,Cropland - protection status unknown,"20,446,343",20.4 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,46,45%,5
,,Sweden,Cropland - protection status unknown,"370,269",0.4 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,78,7%,1
,Corn EC,Belgium,Cropland - protection status unknown,"85,946",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,43,49%,1
,,France,Cropland – non-protected,"9,832,985",9.8 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,4
,,,Cropland - protection status unknown,"20,272,096",20.3 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,31,62%,4.5
,,Germany,Cropland - protection status unknown,"572,595",0.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,43,49%,1
,,Hungary,Cropland – non-protected,"61,869",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,36,57%,5
,,,Cropland - protection status unknown,"1,633,858",1.6 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,2.9
,,Romania,Cropland - protection status unknown,"1,706,556",1.7 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,43,49%,1
,,Spain,Cropland - protection status unknown,"23,148,286",23.1 m l,2%,0%,0%,0%,100%,0%,0%,0%,100%,34,60%,4.3
,,,Unknown,"7,770,495",7.8 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,34,60%,5
,Corn non EC,United States,Cropland – non-protected,"75,618,023",75.6 m l,5%,0%,0%,0%,100%,0%,0%,0%,100%,40,53%,4.6
,,,Cropland - protection status unknown,"40,248,158",40.2 m l,3%,0%,0%,0%,100%,0%,0%,0%,100%,58,31%,2
,,,Unknown,"15,552,272",15.6 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,72,14%,1.5
,,Serbia,Cropland - protection status unknown,"504,707",0.5 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,34,59%,5
,Molasses,Costa Rica,By-product,"6,839,970",6.8 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,61,27%,1
,,Guatemala,By-product,"9,738,359",9.7 m l,1%,0%,100%,0%,0%,0%,100%,0%,0%,61,27%,1.1
,,Nicaragua,By-product,"1,388,444",1.4 m l,0%,0%,100%,0%,0%,0%,100%,0%,0%,61,27%,1
,Rye,Sweden,Cropland - protection status unknown,"326,680",0.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,115,-37%,1
,Sugar beet,Belgium,Cropland – protected,"73,976",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,1
,,,Cropland - protection status unknown,"45,974",0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,1
,,,Unknown,"4,284,974",4.3 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,1
,,France,Cropland - protection status unknown,"8,109,851",8.1 m l,1%,0%,0%,0%,100%,0%,0%,0%,100%,40,52%,1.8
,,United Kingdom,Cropland – non-protected,"52,247,150",52.2 m l,4%,0%,100%,0%,0%,0%,6%,94%,0%,22,74%,5.9
,,,Cropland - protection status unknown,"21,856,562",21.9 m l,2%,0%,100%,0%,0%,0%,0%,100%,0%,22,74%,5.9
,Sugar cane,Brazil,Cropland – non-protected,"117,152,537",117.2 m l,8%,-*,-*,-*,-*,-*,-*,-*,-*,24,71%,1
,,,Cropland - protection status unknown,"1,843,395",1.8 m l,0%,-*,-*,-*,-*,-*,-*,-*,-*,24,71%,1
,,,Unknown,"175,157",0.2 m l,0%,-*,-*,-*,-*,-*,-*,-*,-*,24,71%,1
,,Guatemala,Unknown,"915,421",0.9 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,24,71%,1
,Triticale,Latvia,Cropland - protection status unknown,"148,914",0.1 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,62,26%,1
,,Lithuania,Cropland - protection status unknown,37,0.0 m l,0%,0%,0%,0%,100%,0%,0%,0%,100%,62,26%,1
