Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",STERNBERG REED,1038959,3970.13, -Criminal Law and Prosecution Work,IG11 8DN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",MORECROFTS LLP,1038960,685.64, -Criminal Law and Prosecution Work,L2 2NZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",MORECROFTS LLP,1038961,548.94, -Criminal Law and Prosecution Work,L2 2NZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,NOTTINGHAM UNIVERSITY INDUSTRIAL & COMMERCIAL ENTERPRISE LTD T/A NOTTINGHAM UNIVERSITY CONSULTANTS,1038962,500, -Research & Development Expenditure (Programme),NG7 2TU,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Other HR Consultancy,Business & Skills Group - RDA Transition and Closures,BADENOCH AND CLARK LTD,1038963,2400, -Other HR Consultancy,EC4V 4BG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1038964,2756.25, -Other Accommodation Charges,LU6 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",INSTITUTE OF DIRECT MARKETING TRAINING LTD,1038969,525, -Communications & Marketing Training,TW11 0AR,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Hire of Reprographic Equipment,Market Frameworks - Market Frameworks DG,COPIERTEC LTD,1038974,108.9, -Hire of Reprographic Equipment,TW13 7EQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Other IT Costs (Programme),Market Frameworks - Europe Trade & International Directorate,THE BRITISH CHAMBERS OF COMMERCE,1038975,2000, -Other IT Costs (Programme),CV3 2UN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Central Telecommunications Services,Finance & Commercial Group - Commercial Directorate,GOVERNMENT PROCUREMENT SERVICE (BUYING SOLUTIONS),1038976,68.4, -Central Telecommunications Services,L3 1PE,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Other Accommodation Charges,"Legal, People & Communications Group - Human Resources",DRAGON FIRE & SECURITY SYSTEMS LTD,1038977,30, -Other Accommodation Charges,CF23 9AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Sponsorship Support,ESBR - Analysis Directorate,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1038978,35198.62, -Sponsorship Support,CV4 8JE,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Other Publication Costs,ESBR - Better Regulation Executive (BRE),PRECISE MEDIA MONITORING LTD,1038979,1182.8, -Other Publication Costs,EC3N 4QN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Others UK Travel & Subsistence (Programme),Business & Skills Group - Skills,CDB (MEADOWSIDE) LTD,1038980,230.65, -Others UK Travel & Subsistence (Programme),SK10 4TY,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2011,Communications & Marketing Training,Business & Skills Group - Information Economy,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1038981,99, -Communications & Marketing Training,M1 6PP,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/11/2011,Communications & Marketing Training,Business & Skills Group - Information Economy,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1038981,99, -Communications & Marketing Training,M1 6PP,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,THE CLOUD NETWORKS LTD,1038982,170.36, -Standard Desktop Plus Services,AL1 3TF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,THE CLOUD NETWORKS LTD,1038982,448.26, -Standard Desktop Plus Services,AL1 3TF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,GROSVENOR CARS,1038983,3.18, -Accommodation Rentals (Programme),NE6 5DE,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2011,Taxis,Knowledge and Innovation Group - Government Office For Science,GROSVENOR CARS,1038983,21.2, -Taxis,NE6 5DE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,BRADFORD COLLEGE,1038984,50359.36, -Grants - Current - Other,BD7 1HR,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Catering Supplies,"Legal, People & Communications Group - Innovation Capability Team",ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),1038985,48.22, -Catering Supplies,E8 4QN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",MWB BUSINESS EXCHANGE CENTRES LTD,1038986,2067, -Leadership & People Management Training,W1H 7AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/11/2011,Purchase of  Advertising and Publicity (Programme),Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1038987,95244.49, -Purchase of  Advertising and Publicity (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1038988,136833, -Grants - Current - Other,WC1V 7EX,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Central Telecommunications Services,Finance & Commercial Group - Commercial Directorate,GOVERNMENT PROCUREMENT SERVICE (BUYING SOLUTIONS),1038989,23568, -Central Telecommunications Services,L3 1PE,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Other Training Costs,ESBR - Assistant Economists,UNIVERSITY OF SOUTHAMPTON,1038990,2000, -Other Training Costs,SO17 1BJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Publications (Programme),Shareholder Executive - Shareholder Executive,SWETS INFORMATION SERVICES,1038991,179.38, -Publications (Programme),OX14 1UQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Media and Design Services,Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1038997,640, -Media and Design Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1038998,38578.5, -Research & Development Expenditure (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Media and Design Services,Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1039000,1570, -Media and Design Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Coaching,Business & Skills Group - Enterprise Directorate,LEARNLAB LTD,1039001,2120, -Coaching,SO22 4ND,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,IT Maintenance and Management Services,Knowledge and Innovation Group - Higher Education - Student Funding,COI COMMUNICATIONS,1039003,645, -IT Maintenance and Management Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1039004,5229.6, -Hire of Agency Staff (Professional/Management),SE1 7DU,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,DORSET SOFTWARE SERVICE LTD,1039005,5000, -Research & Development Expenditure (Programme),BH15 4AF,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,INTELLECTUAL PROPERTY OFFICE,1039014,189464.74,Recoverable VAT Input,NP10 8QQ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,1039015,595.62,Payments to Barclays for Carlson Wagonlit Travel Contract,DY1 9JD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Communications & Marketing Training,Knowledge and Innovation Group - Research Base,NATIONAL SCHOOL OF GOVERNMENT,1039016,6212, -Communications & Marketing Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1039017,20000, -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,CAPITA BUSINESS SERVICES LTD (CAPITA CONSULTING LTD),1039018,7524, -Research & Development Expenditure (Programme),DL1 9HN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,UK SPACE AGENCY,1039019,59828.38,Recoverable VAT Input,SN2 1SZ,GOV,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,UK TRADE & INVESTMENT,1039020,1320818.93,Recoverable VAT Input,SW1E 6SW,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,NATIONAL MEASUREMENT OFFICE,1039021,2415486.35,Recoverable VAT Input,TW11 0JZ,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,THE INSOLVENCY SERVICE,1039022,1104027.64,Recoverable VAT Input,WC1B 3SS,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Recoverable VAT Input,Corporate Payments,COMPANIES HOUSE,1039023,858078.53,Recoverable VAT Input,CF14 3UZ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Occupational Health Service,"Legal, People & Communications Group - Human Resources",MEDIGOLD HEALTH CONSULTANCY LTD,1039024,1287.61, -Occupational Health Service,NN4 7BF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,JOHN BRADSHAW & SON LTD T/A BCL,1039025,352.8,Leased Buildings - Clearing,CR0 4RN,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1039026,1434.02, -Hire of Agency Staff (Professional/Management),SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Hire of Reprographic Equipment,Market Frameworks - Market Frameworks DG,SIEMENS FINANCIAL SERVICES LTD,1039030,12057.92, -Hire of Reprographic Equipment,SL2 4JS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,1039033,285.12,Payments to Barclays for Carlson Wagonlit Travel Contract,DY1 9JD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1039034,170.11, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1039035,32.76, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1039035,31.07, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Mobile Phones,Business & Skills Group - Enterprise Directorate,VODAFONE LTD,1039036,-4.02, -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Buildings Insurance (Programme),Finance & Commercial Group - Commercial Directorate,JONES LANG LASALLE LTD,1039037,2001.6, -Buildings Insurance (Programme),E14 5WQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1039038,4.98, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1039039,38.04, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Hire of Office Equipment,ESBR - Economics Directorate,XEROX (UK) LTD,1039041,5.28, -Hire of Office Equipment,BN13 1QG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Other Staff Costs (Programme),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1039042,6879.58, -Other Staff Costs (Programme),SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,IT Maintenance and Management Services,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1039043,7507.5, -IT Maintenance and Management Services,SE1 7DU,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1039044,5145, -Hire of Agency Staff (Professional/Management),SE1 7DU,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Capital Grants - Other,Business & Skills Group - Economic Development Directorate,DINSTOCK LTD,1039045,35500, -Capital Grants - Other,TF1 7ES,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Media and Design Services,Knowledge and Innovation Group - Higher Education - Student Funding,CREATIVE CHOICE PARTNERING CIC,1039046,10088, -Media and Design Services,SW1H 0DJ,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1039047,3038.7, -Hire of Agency Staff (Professional/Management),SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/11/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal Services",HM LAND REGISTRY,1039048,308, -Criminal Law and Prosecution Work,PL6 5HY,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Other Training Costs,ESBR - Assistant Economists,UNIVERSITY OF SOUTHAMPTON,1039049,2000, -Other Training Costs,SO17 1BJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,GLEVUM SECURITY LTD,1039050,48, -Other Accommodation Charges (Programme),GL2 2AQ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,"KCOM GROUP PLC T/A KCOM, ECLIPSE INTERNET",1039051,24485, -ICT Maintenance & Upkeep,HU1 3RN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1039057,1823.47, -Hire of Agency Staff (Professional/Management),SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,ANGLIAN WATER,1039058,99.64, -Water (Programme),CM20 9HA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1039059,8343.9,Payments to Barclays for Carlson Wagonlit Travel Contract,M22 4DJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1039059,804.73,Payments to Barclays for Carlson Wagonlit Travel Contract,M22 4DJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,ANGLIAN WATER,1039060,118.59, -Water (Programme),CM20 9HA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,ADT FIRE AND SECURITY PLC,1039061,6100, -Maintenance (Programme),M16 9XY,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,ADT FIRE AND SECURITY PLC,1039061,216, -Maintenance (Programme),M16 9XY,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,HAYNE LELAND,1039062,1500, -Research & Development Expenditure (Programme),94708-1804,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,HAYNE LELAND,1039062,6000, -Research & Development Expenditure (Programme),94708-1804,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GRAHAM BARCLAY T/A KINLOCH TRAVEL SERVICES,1039063,280, -Car Hire and Leasing,DD5 3QP,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Organisation Design",VMA GLOBAL RESOURCING GROUP LTD,1039064,1590, -Hire of Agency Staff (Professional/Management),WC1B 3HH,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1039065,44, -Taxis,BN11 2BW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039067,486.7, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,DR CHAK FAI FUNG,1039068,500, -Research & Development Expenditure (Programme),OX4 2DH,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,PPM (Project & Programme Management) Training,Business & Skills Group - Business & Skills,AIMS4CHANGE LTD,1039069,3390, -PPM (Project & Programme Management) Training,CF3 2AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,PPM (Project & Programme Management) Training,Business & Skills Group - Business & Skills,AIMS4CHANGE LTD,1039069,2100, -PPM (Project & Programme Management) Training,CF3 2AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1039080,386.69, -Stationery,LE41 9GS,SME,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1039082,0.25, -Flexible Computing Service,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SECURITY MONITORING CENTRES LTD T/A CHUBB EMERGENCY RESPONSE,1039088,45, -Other Accommodation Charges (Programme),BB1 2QS,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039093,641.65, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039094,641.65, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1039095,521.5, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1039096,521.5, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039097,616.43, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Capital Grants - Other,Business & Skills Group - Economic Development Directorate,BTS FABRICATIONS LTD,1039098,20000, -Capital Grants - Other,DL16 6JB,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1039100,392, -Other Accommodation Charges (Programme),SM1 4LD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039101,448.28, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BIRMINGHAM CITY COUNCIL,1039102,771783, -Grants - Current - Other,B4 7AB,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1039103,301.63, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,BIRMINGHAM CITY COUNCIL,1039104,641248, -Grants - Current - Other,B4 7AB,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Hire of Conference Facilities (Programme),Market Frameworks - Export Control Organisation,APEX HOTELS LTD,1039105,1133.5, -Hire of Conference Facilities (Programme),EH13 0LZ,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Hire of Conference Facilities (Programme),Market Frameworks - Export Control Organisation,APEX HOTELS LTD,1039105,716.25, -Hire of Conference Facilities (Programme),EH13 0LZ,,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Security Policy Service,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES LTD,1039106,6444, -Security Policy Service,CM19 5LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1039107,566.2, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1039108,641.4, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,GLASGOW CITY COUNCIL,1039109,59874.86, -Grants - Current - Other,G2 9AF,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Media and Design Services,Business & Skills Group - Enterprise Directorate,JORDANS LTD,1039110,600, -Media and Design Services,BS1 6JS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/11/2011,Hire of Agency Staff (Clerical/Secretariat/Other),ESBR - Economics Directorate,ADECCO UK LTD,1039111,638.58, -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,MAXIMA OFFICE CLEANING SERVICES LTD,1039112,355, -Maintenance (Programme),TN1 2TU,SME,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/11/2011,Grants - Current - Other,Market Frameworks - Consumer and Competition Policy,CHESHIRE WEST AND CHESTER COUNCIL,1039113,22917, -Grants - Current - Other,CH1 2NP,LOC,,,
