Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Services,BROOK STREET (UK) LTD,1062569,583.13, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2012,Hire of Conference Facilities (Programme),Business & Skills Group - Advanced Manufacturing Services,VIPARIS,1062570,1110.48, - Hire of Conference Facilities (Programme),75853,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2012,Hire of Conference Facilities (Programme),Business & Skills Group - Advanced Manufacturing Services,VIPARIS,1062570,217.65, - Hire of Conference Facilities (Programme),75853,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2012,Copyright Fees,"Strategy, Analysis and Better Regulation - Better Regulation Executive (BRE)",PRECISE MEDIA MONITORING LTD,1062571,1040.25, - Copyright Fees,EC3N 4QN,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2012,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,G4S SECURE SOLUTIONS (UK) LTD,1062572,200.00, - Other Accommodation Charges (Programme),SM1 4LD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Other Staff Costs,Finance & Commercial Group - Modernisation Fund and Shared Services,RCUK SHARED SERVICES CENTRE LTD,1062573,24885.85, - Other Staff Costs,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Current Grants to Local Authorities,Market Frameworks - RDA Transition and Closures,KINGSTON UPON HULL CITY COUNCIL,1062574,14183.54, - Current Grants to Local Authorities,HU1 2AB,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Knowledge & Innovation Group - Innovation,BIS UK INNOVATION INVESTMENT FUND,1062577,2472201.62, - Additions - Enterprise Equity Investments,SW1E 6SW,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Knowledge & Innovation Group - Innovation,BIS UK INNOVATION INVESTMENT FUND,1062577,61794.62, - Additions - Enterprise Equity Investments,SW1E 6SW,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Knowledge & Innovation Group - Innovation,BIS UK INNOVATION INVESTMENT FUND,1062577,0.03, - Additions - Enterprise Equity Investments,SW1E 6SW,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,MENDIP MEDIA GROUP LTD,1062579,228.00, - Criminal Law and Prosecution Work,EX16 6SS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1062581,204295.52, - Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1062582,133333.32, - Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1062583,37500.00, - Grants - Current - Other,SW1H 0ET,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1062586,255696.27, - Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062587,3167.05, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062588,720.25, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062589,1260.63, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062590,4154.94, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Publications,Legal Services - Legal Services,LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) lTD),1062591,170.00, - Publications,SM2 5AS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Enforcement,Business & Skills Group - Advanced Manufacturing Services,ITSA LTD,1062592,1197.60, - Enforcement,SS15 6TH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Conference and Exhibition Services,Business & Skills Group - Skills,SHEFFIELD CENTRAL QUAKER MEETING,1062594,181.50, - Conference and Exhibition Services,S1 2EW,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Stationery,Government Office for Science - Government Office for Science,BANNER BUSINESS SERVICES LTD,1062596,34.75, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,Stationery,Finance & Commercial Group - Commercial Directorate,BANNER BUSINESS SERVICES LTD,1062597,34.08, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Stationery,Shareholder Executive - Shareholder Executive,BANNER BUSINESS SERVICES LTD,1062599,101.33, - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/08/2012,Stationery,Legal Services - Legal Services,DRAGON FIRE & SECURITY SYSTEMS LTD,1062600,36.00, - Stationery,CF23 9AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Transfer In Creditors from RDA,Market Frameworks - RDA Transition and Closures,CHALLENGE COURIER COMPANY LTD,1062601,39.60, - Transfer In Creditors from RDA,BN11 2BW,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,AVI WOHL,1062603,450.00, - Research & Development Expenditure (Programme),69978,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062605,174.60, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062606,1056.28, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062607,752.42, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062608,619.18, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - RDA Transition and Closures,NATIONAL METALS TECHNOLOGY CENTRE (NAMTEC),1062609,37206.97, - Grants - Current - Other,S60 3AR,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062611,1790.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,LINCOLNSHIRE COUNTY COUNCIL,1062612,5697.55, - Grants - Current - Other,LN5 7JH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,LINCOLNSHIRE COUNTY COUNCIL,1062612,120250.00, - Grants - Current - Other,LN5 7JH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,LINCOLNSHIRE COUNTY COUNCIL,1062612,24750.00, - Grants - Current - Other,LN5 7JH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,OFFICE PROJECTS LTD,1062613,4675.28, - Leased Buildings - Clearing,SW15 2JJ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,OFFICE PROJECTS LTD,1062615,3918.60, - Leased Buildings - Clearing,SW15 2JJ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062616,473.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,OFFICE PROJECTS LTD,1062617,3255.19, - Leased Buildings - Clearing,SW15 2JJ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Advertising,Knowledge & Innovation Group - Higher Education - Policy,THE LAW SOCIETY,1062618,2400.00, - Advertising,B98 0TD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062619,381.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,OFFICE PROJECTS LTD,1062620,16737.59, - Leased Buildings - Clearing,SW15 2JJ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062621,757.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Leased Buildings - Clearing,Finance & Commercial Group - Commercial Directorate,OFFICE PROJECTS LTD,1062622,1014.30, - Leased Buildings - Clearing,SW15 2JJ,,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062623,787.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Interest on Post Office Working Capital Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1062624,-1975.61, - Interest on Post Office Working Capital Loans,S49 1HQ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1062624,39000000.00, - Additions Post Office Ltd - Loans from Vote,S49 1HQ,PCTF,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062625,2898.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062626,1117.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2012,Static Call Charges,Market Frameworks - Labour Market,BRITISH TELECOMMUNICATIONS plc (BT),1062627,75.26, - Static Call Charges,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062628,1750.00, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,External Legal Advice and Services,Finance & Commercial Group - Commercial Directorate,PINSENT MASONS LLP,1062628,33.26, - External Legal Advice and Services,LS1 5AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Electricity,Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1062629,486.01, - Electricity,PL3 5YL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Economic Consultancy and Research,Market Frameworks - Economic Development Directorate,TNS UK LTD,1062630,198570.00, - Economic Consultancy and Research,W5 1UA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Economic Consultancy & Research,Market Frameworks - Economic Development Directorate,UNIVERSITY OF STRATHCLYDE,1062631,11890.00, - Economic Consultancy & Research,G1 1XQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062632,784.84, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,NORFOLK COUNTY COUNCIL,1062633,30707.44, - Grants - Current - Other,NR1 2DH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,NORFOLK COUNTY COUNCIL,1062633,78328.00, - Grants - Current - Other,NR1 2DH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,NORFOLK COUNTY COUNCIL,1062633,27645.00, - Grants - Current - Other,NR1 2DH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Services,BROOK STREET (UK) LTD,1062636,452.29, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,CHARLES GOODHART,1062637,4800.00, - Research & Development Expenditure (Programme),W14 8EL,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,CHARLES GOODHART,1062637,3200.00, - Research & Development Expenditure (Programme),W14 8EL,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,1062638,3750.00, - Grants - Current - Other,SL6 1RF,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,JOHN POSTILL,1062639,250.00, - Research & Development Expenditure (Programme),S1 2NU,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,SUNDERLAND CITY COUNCIL,1062640,44879.04, - Grants - Current - Other,SR2 7DN,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1062641,785.30, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,LINCOLNSHIRE COUNTY COUNCIL,1062642,42543.40, - Grants - Current - Other,LN5 7JH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Current Grants to Local Authorities,Market Frameworks - RDA Transition and Closures,ROTHERHAM MBC,1062643,60019.14, - Current Grants to Local Authorities,S60 1TD,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Human Resources",BROOK STREET (UK) LTD,1062644,409.54, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Human Resources",BROOK STREET (UK) LTD,1062645,409.54, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ESSEX COUNTY COUNCIL,1062646,59500.00, - Grants - Current - Other,CM1 1QH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ESSEX COUNTY COUNCIL,1062646,83725.00, - Grants - Current - Other,CM1 1QH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ESSEX COUNTY COUNCIL,1062646,34823.98, - Grants - Current - Other,CM1 1QH,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062647,446.58, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062648,480.00, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062649,185.88, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062650,400.00, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,1062651,14460.85, - Grants - Current - Other,SL6 1RF,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,1062651,28835.00, - Grants - Current - Other,SL6 1RF,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Maintenance,Finance & Commercial Group - Commercial Directorate,COFELY LTD,1062652,1573.80, - Maintenance,HP12 3TA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,BIS Funding to Agencies,Knowledge & Innovation Group - Innovation,NATIONAL MEASUREMENT OFFICE,1062653,3958000.00, - BIS Funding to Agencies,TW11 0JZ,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,BIRMINGHAM CITY COUNCIL,1062654,47059.42, - Grants - Current - Other,B5 5BL,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Policy,OFFICE FOR FAIR ACCESS (OFFA),1062655,60000.00, - Grant in Aid - Current -Other,BS16 1DQ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Conference and Exhibition Services,Shareholder Executive - Shareholder Executive,RAE TRADING LTD,1062656,1955.00, - Conference and Exhibition Services,SW1Y 5DG,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,CORNWALL COUNCIL,1062657,13397.32, - Grants - Current - Other,TR1 3AY,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Grants - Current - Other,Market Frameworks - Economic Development Directorate,CORNWALL COUNCIL,1062657,11400.00, - Grants - Current - Other,TR1 3AY,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2012,Grant in Aid - Current -Other,Knowledge & Innovation Group - Higher Education - Policy,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,1062658,920556800.00, - Grant in Aid - Current -Other,BS16 1QD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Other Staff Costs (Programme),Finance & Commercial Group - Modernisation Fund and Shared Services,MALCOLM HUTCHINSON ASSOCIATES LTD,1062659,4950.00, - Other Staff Costs (Programme),SP11 7SN,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1062660,756.18, - Hire of Agency Staff (Professional/Management),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,RAPID ADDITION LTD,1062661,4800.00, - Research & Development Expenditure (Programme),W1J 7BU,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Recoveries Account,Corporate Payments,UK TRADE & INVESTMENT,1062662,3600.00, - Recoveries Account,CF3 OLW,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Other Staff Costs (Programme),Finance & Commercial Group - Modernisation Fund and Shared Services,QUO IMUS LTD T/A QI CONSULTING,1062663,3180.00, - Other Staff Costs (Programme),SE1 7SJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1062664,732.60, - Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Static Call Charges,Market Frameworks - Labour Market,BT GLOBAL SERVICES LTD,1062665,76.12, - Static Call Charges,NW9 6LB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,LITTLES CHAUFFEUR DRIVE,1062666,312.00, - Car Hire and Leasing,G52 1DB,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,LITTLES CHAUFFEUR DRIVE,1062666,1.00, - Car Hire and Leasing,G52 1DB,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,LABFIN LTD,1062668,7200.00, - Research & Development Expenditure (Programme),NW3 2BH,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),Market Frameworks - RDA Transition and Closures,BROOK STREET (UK) LTD,1062669,727.51, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Hire of Agency Staff (Clerical/Secretariat/Other),"People, Communications and Effectiveness Group - Human Resources",BROOK STREET (UK) LTD,1062670,340.86, - Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2012,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,1062671,208.00, - Criminal Law and Prosecution Work,PL6 5HY,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Grants - Current - Other,Market Frameworks - RDA Transition and Closures,NORTH WEST AEROSPACE ALLIANCE,1062674,50257.11, - Grants - Current - Other,BB9 9BT,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Capital Grants to Private Sector - Own Asset Creation,Market Frameworks - RDA Transition and Closures,HUDDERSFIELD TEXTILE TRAINING LTD,1062675,21710.11, - Capital Grants to Private Sector - Own Asset Creation,HD2 1YF,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Grants - Current - Other,Market Frameworks - RDA Transition and Closures,ENERGY INNOVATION CENTRE LTD,1062676,19301.87, - Grants - Current - Other,CH1 6ES,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2012,Current Grants to Local Authorities,Market Frameworks - RDA Transition and Closures,SHEFFIELD CITY COUNCIL,1062677,99839.59, - Current Grants to Local Authorities,S6 3FP,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,BIS Funding to Agencies,Market Frameworks - Insolvency Service,THE INSOLVENCY SERVICE,1062680,116333.00, - BIS Funding to Agencies,SW1P 2HT,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,BIS Funding to Agencies,Market Frameworks - Insolvency Service,THE INSOLVENCY SERVICE,1062682,2795000.00, - BIS Funding to Agencies,SW1P 2HT,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,BIS Funding to Agencies,Market Frameworks - Insolvency Service,THE INSOLVENCY SERVICE,1062683,1658224.00, - BIS Funding to Agencies,WC1B 3SS,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2012,BIS Funding to Agencies,Market Frameworks - Insolvency Service,THE INSOLVENCY SERVICE,1062684,161110.00, - BIS Funding to Agencies,WC1B 3SS,GOV,,,Programme
