Ministry of Defence,Ministry of Defence,04/10/2010,Fuel for military use,Defence Equipment & Support,GB OILS LIMITED,699913,58594.80
Ministry of Defence,Ministry of Defence,12/10/2010,Fuel for military use,Air Command,MULTI SERVICE AVIATION,703596,58558.54
Ministry of Defence,Ministry of Defence,07/10/2010,Estate management,Land Forces,AVENANCE PLC,701486,58021.87
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Other Services & Office costs,Corporate,HMRC SHIPLEY,S - 9000126803 - 00092381,58002.03
Ministry of Defence,Ministry of Defence,21/10/2010,Purchase of inventory and services ,Defence Equipment & Support,BLAKLEY ELECTRICS LTD,708019,58001.76
Ministry of Defence,Ministry of Defence,07/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,AIR PARTNER PLC,701456,57650.00
Ministry of Defence,Met Office,08/10/2010,10 Equipment Maintenance,Technology,Ibm United Kingdom Ltd,298884,57591.14
Ministry of Defence,Ministry of Defence,14/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,704711,57252.10
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,IS Support Service,Infrastructure,SERCO LIMITED,V - 9000126765 - 00092079,56904.76
Ministry of Defence,Ministry of Defence,20/10/2010,Externally delivered education and training.,Land Forces,COMPLETE WORLD TRAVEL LIMITED,707502,56901.00
Ministry of Defence,Ministry of Defence,11/10/2010,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,702730,56757.33
Ministry of Defence,Ministry of Defence,26/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,LOCKHEED MARTIN UK INTEGRATED SYSTEMS AND SOLUTIONS LIMITED,710356,56746.67
Ministry of Defence,Ministry of Defence,11/10/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,702955,56682.02
Ministry of Defence,Ministry of Defence,04/10/2010,Fuel for military use,Air Command,GB OILS LIMITED,699912,56655.67
Ministry of Defence,Ministry of Defence,14/10/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,704541,56587.60
Ministry of Defence,Defence Support Group,14/10/2010,IT Telecoms,Corporate,BRITISH TELECOMMUNIC,000000447073,56517.47
Ministry of Defence,Ministry of Defence,18/10/2010,Rent and rates,Defence Estates,SOUTH SOMERSET DISTRICT COUNCIL,706599,56420.78
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000127337 - 00092165,56222.00
Ministry of Defence,Ministry of Defence,05/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,700674,56213.85
Ministry of Defence,Ministry of Defence,15/10/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,GBR TECHNOLOGY LIMITED,705472,56181.69
Ministry of Defence,Ministry of Defence,18/10/2010,Rent and rates,Defence Estates,SHEPWAY DISTRICT COUNCIL,706574,56093.29
Ministry of Defence,Ministry of Defence,27/10/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,711004,56047.82
Ministry of Defence,Ministry of Defence,04/10/2010,Fuel for military use,Defence Estates,GB OILS LIMITED,699913,55922.14
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Sub Contracted Work,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000126615 - 00092005,55800.00
Ministry of Defence,Ministry of Defence,05/10/2010,Externally delivered education and training.,Land Forces,ROYAL ARTILLERY CENTRE FOR PERSONAL DEVELOPMENT,700694,55675.33
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Local Authority Rates,Infrastructure,SEVENOAKS DISTRICT COUNCIL,V - 9000126901 - 00092424,55476.00
Ministry of Defence,National Army Museum,18/10/2010,Bill Payment,Brokerage of insurance and Insurance Premium,Willis LTD,PO1011239,55335.00
Ministry of Defence,Ministry of Defence,01/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,POYRY ENERGY LIMITED,699563,55267.14
Ministry of Defence,Ministry of Defence,14/10/2010,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,704711,55211.81
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,702350,55146.91
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Other Services & Office costs,Corporate,CISCO SYSTEMS INTERNATIONAL BV,V - 0000000472 - 00088242,55114.46
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000127202 - 00092485,55000.00
Ministry of Defence,Ministry of Defence,06/10/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,701090,54925.09
Ministry of Defence,Ministry of Defence,19/10/2010,Purchase of inventory and services ,Defence Equipment & Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,706713,54890.08
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Energy & Utility,Infrastructure,SCOTTISH HYDRO ELECTRIC GAS LIMITED,V - 9000127140 - 00093156,54852.52
Ministry of Defence,Ministry of Defence,06/10/2010,Purchase of inventory and services ,Defence Equipment & Support,BLAKLEY ELECTRICS LTD,700878,54713.72
Ministry of Defence,Ministry of Defence,15/10/2010,Fees for professional services,Land Forces,LGC LTD,705543,54623.49
Ministry of Defence,Ministry of Defence,13/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,704006,54544.72
Ministry of Defence,Ministry of Defence,20/10/2010,Externally delivered education and training.,Land Forces,PDM TRAINING & CONSULTANCY  LIMITED,707770,54455.74
Ministry of Defence,Ministry of Defence,14/10/2010,Estate management,Air Command,MOUCHEL MANAGEMENT CONSULTING LTD,704905,54082.50
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,702104,53997.96
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,EAST HAMPSHIRE DISTRICT COUNCIL,706888,53978.15
Ministry of Defence,Ministry of Defence,19/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SPANSET LIMITED,707247,53956.00
Ministry of Defence,Ministry of Defence,12/10/2010,"Transporation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,703715,53735.60
Ministry of Defence,Ministry of Defence,05/10/2010,Fees for professional services,Land Forces,LGC LTD,700542,53520.81
Ministry of Defence,Ministry of Defence,25/10/2010,Fees for professional services,Land Forces,SYSTEMS CONSULTANTS SERVICES  LIMITED,710016,53420.70
Ministry of Defence,Met Office,06/10/2010,08 Software Licences,Technology,Software Box Limited,298784,53144.18
Ministry of Defence,Ministry of Defence,19/10/2010,IT and communication services,Navy Command,QINETIQ LTD,GPC16,53072.63
Ministry of Defence,Defence Science and Technology Laboratory,19/10/2010,Materials & Equipment,Operations,AGILENT TECHNOLOGIES UK LIMITED,V - 9000126992 - 00092859,52685.20
Ministry of Defence,Ministry of Defence,11/10/2010,Estate management,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,702815,52634.08
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000126553 - 00089868,52630.00
Ministry of Defence,Ministry of Defence,15/10/2010,Rent and rates,Defence Estates,HUNTINGDONSHIRE DISTRICT COUNCIL,705504,52563.26
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Sub Contracted Work,Operations,UNIVERSITY OF SHEFFIELD,V - 9000126461 - 00087760,52495.00
Ministry of Defence,Ministry of Defence,08/10/2010,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,702599,52317.92
Ministry of Defence,Ministry of Defence,12/10/2010,Food and clothing,Land Forces,COTSWOLD OUTDOOR LTD,703410,52293.42
Ministry of Defence,Ministry of Defence,25/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,709960,52273.47
Ministry of Defence,Ministry of Defence,13/10/2010,Medical treatment & stores and welfare services.,Air Command,LIFE FITNESS (U K) LTD,704180,52265.19
Ministry of Defence,Ministry of Defence,27/10/2010,Fuel for military use,Central TLB,ARVAL UK LTD,710685,52171.86
Ministry of Defence,Defence Support Group,21/10/2010,Electricity,Business Stream 1,Scottish Hydro- Electric,10115297,52166.45
Ministry of Defence,Ministry of Defence,15/10/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,THE HIGHLAND COUNCIL,705916,52150.60
Ministry of Defence,Ministry of Defence,21/10/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,707986,51981.91
Ministry of Defence,Ministry of Defence,12/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,LOCKHEED MARTIN UK INTEGRATED SYSTEMS AND SOLUTIONS LIMITED,703549,51861.28
Ministry of Defence,Ministry of Defence,08/10/2010,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,702599,51841.63
Ministry of Defence,Ministry of Defence,22/10/2010,General services and support,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000009923,51825.90
Ministry of Defence,Ministry of Defence,21/10/2010,Payment of utilities,Land Forces,WILHELM SCHROEDER GMBH,5000043995,51655.44
Ministry of Defence,Ministry of Defence,14/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SEYNTEX NV,705094,51512.01
Ministry of Defence,Ministry of Defence,06/10/2010,Fees for professional services,Land Forces,CRANFIELD UNIVERSITY,700952,51500.00
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Work,Programme Office,SUBACOUSTECH OFFSHORE LIMITED,V - 9000127248 - 00093612,51479.75
Ministry of Defence,Ministry of Defence,26/10/2010,Rental of plant and machinery,Land Forces,NATIONAL RIFLE ASSOCIATION,710399,51450.00
Ministry of Defence,Ministry of Defence,21/10/2010,Design services and minor equipment purchases,Land Forces,EMDER VERKEHRSGESELLSCHAFT AG,5000043912,51417.89
Ministry of Defence,Ministry of Defence,19/10/2010,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,707226,51409.41
Ministry of Defence,Ministry of Defence,07/10/2010,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,701499,51250.71
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Professional Services,Operations,ORDNANCE TEST SOLUTIONS LIMITED,V - 9000127114 - 00092955,51240.00
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Publications/Subscriptions,Infrastructure,IHS TECHNICAL INDEXES LIMITED,V - 9000126903 - 00092023,51206.00
Ministry of Defence,Ministry of Defence,15/10/2010,Estate management,Air Command,ARAMARK LTD,705262,51003.78
Ministry of Defence,Ministry of Defence,05/10/2010,Purchase of plant and machinery,Defence Equipment & Support,BLAKLEY ELECTRICS LTD,700372,50912.28
Ministry of Defence,Ministry of Defence,20/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,HOEBER-REISEN KG,5000043838,50863.32
Ministry of Defence,Ministry of Defence,29/10/2010,"Transporation of personnel, freight and travel expenses",Air Command,EUROCONTROL,5000044394,50610.89
Ministry of Defence,Ministry of Defence,12/10/2010,Fuel for military use,Central TLB,ARVAL UK LTD,703329,50397.85
Ministry of Defence,Ministry of Defence,27/10/2010,Fuel for military use,Navy Command,ARVAL UK LTD,710685,50320.90
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000126555 - 00091795,50296.39
Ministry of Defence,Ministry of Defence,08/10/2010,Purchase of inventory and services ,Defence Equipment & Support,ITURRI SA,3000004717,50184.64
Ministry of Defence,Ministry of Defence,28/10/2010,IT and communication services,Land Forces,Express Automation,Line 0318,50077.78
Ministry of Defence,Ministry of Defence,18/10/2010,Rent and rates,Defence Estates,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,706592,50064.20
Ministry of Defence,Ministry of Defence,20/10/2010,Building maintenance and accommodation stores,Navy Command,HELENSBURGH FLOORPLAN (1983) LIMITED,707601,50031.50
Ministry of Defence,Ministry of Defence,01/10/2010,Fees for professional services,Central TLB,ENGLISH CHURCHES HOUSING GROUP,699334,50000.00
Ministry of Defence,Ministry of Defence,08/10/2010,Externally delivered education and training.,Central TLB,CRANFIELD UNIVERSITY,702222,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Sub Contracted Work,Programme Office,QINETIQ LIMITED,V - 9000126763 - 00092098,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Work,Operations,VESTGUARD UK LIMITED,V - 9000127352 - 00093558,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 0000001341 - 00094015,50000.00
Ministry of Defence,Ministry of Defence,12/10/2010,Estate management,Air Command,ARAMARK LTD,703328,49873.57
Ministry of Defence,Ministry of Defence,04/10/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,699720,49852.17
Ministry of Defence,Ministry of Defence,20/10/2010,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,200000009899,49833.39
Ministry of Defence,Ministry of Defence,13/10/2010,Fuel for military use,Defence Estates,PACE FUELCARE LIMITED,704323,49720.01
Ministry of Defence,Ministry of Defence,12/10/2010,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,703394,49565.38
Ministry of Defence,Ministry of Defence,18/10/2010,Rent and rates,Defence Estates,PURBECK DISTRICT COUNCIL,706506,49348.70
Ministry of Defence,Ministry of Defence,13/10/2010,Design services and minor equipment purchases,Land Forces,Tropic Air Ltd,Line 0104,49242.42
Ministry of Defence,Ministry of Defence,13/10/2010,Other Transport - Owned,Defence Estate - SSG,FORD MOTOR COMPANY LTD,PMT - AP07005,49191.80
Ministry of Defence,Ministry of Defence,27/10/2010,Estate management,Defence Estates,DEBUT SERVICES LIMITED,710816,49048.13
Ministry of Defence,Ministry of Defence,21/10/2010,Fees for professional services,Central TLB,WORDWAVE INTERNATIONAL LIMITED,708646,48995.47
Ministry of Defence,Ministry of Defence,15/10/2010,Purchase of inventory and services ,Land Forces,FORBO FLOORING UK LIMITED,705460,48987.23
Ministry of Defence,Ministry of Defence,19/10/2010,Building maintenance and accommodation stores,Defence Equipment & Support,TACTICAL ELECTRONIC AND M,GPC17,48962.57
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000126553 - 00091086,48918.59
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,WINCHESTER CITY COUNCIL,707351,48896.82
Ministry of Defence,Ministry of Defence,29/10/2010,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,712548,48880.00
Ministry of Defence,Ministry of Defence,18/10/2010,Purchase of inventory and services ,Defence Equipment & Support,TONY BEAL LTD,706661,48872.66
Ministry of Defence,Ministry of Defence,19/10/2010,Building maintenance and accommodation stores,Defence Equipment & Support,TACTICAL ELECTRONIC AND M,GPC18,48869.61
Ministry of Defence,Ministry of Defence,07/10/2010,Estate management,Defence Estates,CORDES & GRAEFE GMBH,5000043079,48817.88
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000126763 - 00091880,48661.00
Ministry of Defence,Ministry of Defence,19/10/2010,Estate management,Land Forces,AVENANCE PLC,706751,48539.84
Ministry of Defence,Ministry of Defence,14/10/2010,Fees for professional services,Land Forces,HONEYBEE RECRUITMENT.COM LTD,704821,48418.79
Ministry of Defence,Ministry of Defence,25/10/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,709743,48331.91
Ministry of Defence,Ministry of Defence,22/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,709308,48317.23
Ministry of Defence,Ministry of Defence,19/10/2010,Building maintenance and accommodation stores,Defence Equipment & Support,TACTICAL ELECTRONIC AND M,GPC19,48315.58
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000127142 - 00093073,48207.49
Ministry of Defence,Ministry of Defence,20/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,BMT RELIABILITY CONSULTANTS LTD,707447,48172.75
Ministry of Defence,United Kingdom Hyrographic Office,15/10/2010,Computer maint&hire,Operations & Production,CARIS Geographic Information System,5100080989,47910.36
Ministry of Defence,United Kingdom Hyrographic Office,14/10/2010,Raw Materials - Plates,Print & Supply,FUJIFILM UK Ltd,5100080929,47685.87
Ministry of Defence,Ministry of Defence,18/10/2010,Rent and rates,Defence Estates,ST EDMUNDSBURY BOROUGH COUNCIL,706614,47594.83
Ministry of Defence,Ministry of Defence,05/10/2010,"Transporation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,700674,47559.40
Ministry of Defence,Ministry of Defence,06/10/2010,Payment of utilities,Defence Estates,SSE ENERGY SUPPLY LIMITED,701340,47463.23
Ministry of Defence,Ministry of Defence,05/10/2010,Estate management,Defence Estates,DEBUT SERVICES LIMITED,700426,47391.40
Ministry of Defence,Ministry of Defence,11/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,THALES ATM LIMITED,703230,47372.98
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000126553 - 00089870,47308.00
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000127141 - 00091356,47283.00
Ministry of Defence,Ministry of Defence,14/10/2010,IT and communication services,Defence Equipment & Support,COKER LOGISTICS SOLUTIONS INC,704676,47268.62
Ministry of Defence,Ministry of Defence,05/10/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,700537,46855.63
Ministry of Defence,Ministry of Defence,01/10/2010,Medical treatment & stores and welfare services.,Command Joint Operations,SSAFA FAMILY HEALTH SERVICES,699629,46829.42
Ministry of Defence,Ministry of Defence,22/10/2010,Medical treatment & stores and welfare services.,Command Joint Operations,SSAFA FAMILY HEALTH SERVICES,709350,46829.42
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,V - 9000127148 - 00092310,46742.73
Ministry of Defence,Ministry of Defence,15/10/2010,Rent and rates,Defence Estates,PETERBOROUGH CITY COUNCIL,705791,46604.07
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Staff Training,Operations,BARCLAYCARD,G - 9000126986 - 00093760,46558.75
Ministry of Defence,Defence Science and Technology Laboratory,08/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000126763 - 00089787,46552.00
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000126907 - 00092198,46350.00
Ministry of Defence,Ministry of Defence,28/10/2010,Fuel for military use,Air Command,PRAX PETROLEUM LTD,711802,46330.03
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,FAREHAM BOROUGH COUNCIL,706909,46229.52
Ministry of Defence,Ministry of Defence,07/10/2010,Fuel for military use,Air Command,PRAX PETROLEUM LTD,701934,46164.43
Ministry of Defence,Ministry of Defence,13/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,704396,46095.51
Ministry of Defence,Ministry of Defence,28/10/2010,Miscellaneous Administration Costs,Land Forces,BUNDESANSTALT FUER IMMOBLIENAUFGABEN,5000044316,46029.98
Ministry of Defence,Ministry of Defence,18/10/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,706299,45975.15
Ministry of Defence,Ministry of Defence,20/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANRITSU EMEA LIMITED,707396,45958.95
Ministry of Defence,Ministry of Defence,27/10/2010,Fees for professional services,Land Forces,CARDIAC REPORT LIMITED,710765,45945.90
Ministry of Defence,Ministry of Defence,20/10/2010,Fees for professional services,Land Forces,LGC LTD,707651,45866.99
Ministry of Defence,Met Office,05/10/2010,Stock,Operations,Totex Corporation,297207,45837.00
Ministry of Defence,Ministry of Defence,19/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,RELAY ENGINEERING LIMITED,707184,45727.00
Ministry of Defence,Ministry of Defence,19/10/2010,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,706759,45561.71
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,WOKINGHAM DISTRICT COUNCIL,707354,45557.31
Ministry of Defence,Ministry of Defence,13/10/2010,Estates - Equipment/Works,Defence Estate - SSG,COMMEND UK LTD,PMT - AP07006,45521.84
Ministry of Defence,Ministry of Defence,01/10/2010,Miscellaneous Administration Costs,Central TLB,EDEXCEL LIMITED,699324,45487.50
Ministry of Defence,Ministry of Defence,27/10/2010,Estates - Equipment/Works,Defence Estate - SSG,BLUE HELIX LTD,PMT - AP07007,45471.54
Ministry of Defence,Ministry of Defence,14/10/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,704596,45403.46
Ministry of Defence,Ministry of Defence,15/10/2010,Rent and rates,Defence Estates,MEDWAY COUNCIL,705568,45396.09
Ministry of Defence,Ministry of Defence,12/10/2010,Miscellaneous Administration Costs,Air Command,TNT UK LIMITED,703813,45380.19
Ministry of Defence,Ministry of Defence,14/10/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,704567,45318.49
Ministry of Defence,Ministry of Defence,28/10/2010,IT and communication services,Defence Equipment & Support,PARITY SOLUTIONS LTD,711782,45267.00
Ministry of Defence,Ministry of Defence,29/10/2010,Fuel for military use,Defence Equipment & Support,PACE FUELCARE LIMITED,712401,45259.00
Ministry of Defence,Ministry of Defence,05/10/2010,Externally delivered education and training.,Land Forces,BIG WHEELERS (SOUTH WALES)  LIMITED,700369,45255.00
Ministry of Defence,Ministry of Defence,04/10/2010,Design services and minor equipment purchases,Land Forces,NEW PIG LTD,700040,45235.25
Ministry of Defence,Ministry of Defence,12/10/2010,Purchase of plant and machinery,Central TLB,PATERSON LIMITED,703680,45157.48
Ministry of Defence,Ministry of Defence,07/10/2010,Miscellaneous Administration Costs,Central TLB,DENNIS CARTER LIMITED,701602,45025.44
Ministry of Defence,Ministry of Defence,27/10/2010,Design services and minor equipment purchases,Defence Equipment & Support,JACOBS ENGINEERING U.K. LIMITED,710945,45023.62
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,V - 9000126857 - 00091456,45000.00
Ministry of Defence,National Museum of the Royal Navy,01/10/2010,GIA payments,GIA payments,RNSM,1029,44936.00
Ministry of Defence,Defence Science and Technology Laboratory,15/10/2010,IT Hardware,Infrastructure,CISCO SYSTEMS INTERNATIONAL BV,V - 0000000477 - 00091683,44926.51
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000127337 - 00090969,44871.00
Ministry of Defence,Met Office,27/10/2010,08 Software Licences,Technology,Ibm United Kingdom Ltd,298879,44859.00
Ministry of Defence,Ministry of Defence,27/10/2010,Rent and rates,Defence Estates,HARTNELL TAYLOR COOK LLP,710910,44849.06
Ministry of Defence,Ministry of Defence,22/10/2010,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,708703,44707.04
Ministry of Defence,Ministry of Defence,06/10/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,700806,44616.55
Ministry of Defence,Ministry of Defence,20/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,BROKMAN BUSREISEN GMBH,5000043822,44572.66
Ministry of Defence,Ministry of Defence,26/10/2010,Purchase of inventory and services ,Defence Equipment & Support,T O C LIMITED,710596,44386.16
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,CITY OF YORK COUNCIL,706814,44359.51
Ministry of Defence,Ministry of Defence,18/10/2010,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,706031,44358.13
Ministry of Defence,Ministry of Defence,01/10/2010,Purchase of inventory and services ,Defence Equipment & Support,KIMBERLY - CLARK LIMITED,699411,44327.76
Ministry of Defence,Ministry of Defence,26/10/2010,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,710507,44284.65
Ministry of Defence,Ministry of Defence,14/10/2010,Externally delivered education and training.,Defence Equipment & Support,LOGICA UK LIMITED,704869,44161.48
Ministry of Defence,Ministry of Defence,13/10/2010,IT and communication services,Land Forces,DYRMS - AN ACADEMY WITH MILITARY TRADITIONS,704056,44112.25
Ministry of Defence,Ministry of Defence,14/10/2010,Purchase of inventory and services ,Defence Equipment & Support,KASHKET & PARTNERS LIMITED,704847,44068.57
Ministry of Defence,Ministry of Defence,11/10/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA A/S,3000004720,44032.60
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000127338 - 00086459,44026.80
Ministry of Defence,Ministry of Defence,19/10/2010,Rent and rates,Defence Estates,WEST BERKSHIRE DISTRICT COUNCIL,707334,43995.66
Ministry of Defence,Ministry of Defence,27/10/2010,Purchase of inventory and services ,Defence Equipment & Support,J & D WILKIE LTD,710941,43961.40
Ministry of Defence,Ministry of Defence,08/10/2010,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,702648,43773.91
Ministry of Defence,Ministry of Defence,27/10/2010,Fees for professional services,Defence Estates,ENTEC U K LTD,710863,43619.63
Ministry of Defence,Ministry of Defence,18/10/2010,Grants to NDPBs,Central TLB,THE ARMED FORCES MEMORIAL TRUST,706640,43561.95
Ministry of Defence,Ministry of Defence,12/10/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,703750,43456.79
Ministry of Defence,Ministry of Defence,21/10/2010,Food and clothing,Defence Equipment & Support,AVENANCE PLC,707976,43395.87
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2010,Sub Contracted Work,Operations,SELEX SENSORS & AIRBORNE SYSTEMS LIMITED,V - 9000127042 - 00093128,43358.00
Ministry of Defence,Ministry of Defence,19/10/2010,Purchase of inventory and services ,Defence Equipment & Support,L WHITAKER & SONS (1983) LIMITED,706990,43349.10
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2010,Sub Contracted Research,Programme Office,CAMBRIDGE DESIGN PARTNERSHIP LIMITED,V - 9000127347 - 00090732,43342.28
Ministry of Defence,National Museum of the Royal Navy,01/10/2010,GIA payments,GIA payments,RMM,1027,43043.00
Ministry of Defence,National Army Museum,18/10/2010,Bill Payment,Manned Secuirty monthly charge for September,S2 SECURITIES LTD,PO1009884,42984.50
Ministry of Defence,Defence Support Group,06/10/2010,"Rent, Rates and Leases",Large Aircraft,Welsh Assembly Government,10115095,42937.50
Ministry of Defence,Ministry of Defence,26/10/2010,Payment of utilities,Land Forces,DEPARTMENT FOR REGIONAL DEVELOPMENT,30615,42884.38
