Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Stationery,Shareholder Executive-Shareholder Executive,BANNER BUSINESS SERVICES LTD,1049294,29.27, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,THE DANWOOD GROUP LTD,1049296,6.87, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,THE DANWOOD GROUP LTD,1049298,15.30, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,THE DANWOOD GROUP LTD,1049299,8.15, -Hire of Reprographic Equipment,LN6 3DG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Purchase of Completed Research,Knowledge and Innovation Group-Government Office for Science,PARTICIPATORY DEVELOPMENT ASSOCIATES (PDA) LTD,1049300,27918.37, -Purchase of Completed Research,,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Other Training Costs,Finance & Commercial Group-Commercial Directorate,INFORMATION & RECORDS MANAGEMENT SOCIETY (IRMS),1049302,654.00, -Other Training Costs,NE1 4HZ,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Leadership & People Management Training,"Legal, People & Communications Group-Human Resources",THE WHITEHALL AND INDUSTRY GROUP,1049304,4500.00, -Leadership & People Management Training,SW1H 9EX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,ICT Training,"Legal, People & Communications Group-Human Resources",FUSIONSOFT LTD,1049305,3000.00, -ICT Training,UB11 1BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Outsourced Programme Management Services,Business & Skills Group-Further Education & Skills Investment,ECCTIS LTD,1049306,10350.00, -Outsourced Programme Management Services,GL50 1XP,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Communications & Marketing Training,"Legal, People & Communications Group-Communications Directorate",VIDEO ENGINEERING & TRAINING LTD,1049307,1500.00, -Communications & Marketing Training,N1 6US,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,ICT Maintenance & Upkeep,Finance & Commercial Group-Commercial Directorate,METHODS CONSULTING LTD,1049309,14805.00, -ICT Maintenance & Upkeep,WC2H 8AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Grants - Current - Other,Business & Skills Group-RDA Transition and Closures,STAFFORDSHIRE UNIVERSITY,1049310,195716.00, -Grants - Current - Other,ST4 2DE,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049311,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Other Training Costs,ESBR-Assistant Economists,NATIONAL SCHOOL OF GOVERNMENT,1049312,1020.00, -Other Training Costs,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049313,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Purchase of Completed Research,Business & Skills Group-Advanced Manufacturing Services,THE INSTITUTION OF CIVIL ENGINEERS,1049314,7000.00, -Purchase of Completed Research,SW1P 3AA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Grants - Current - Other,Business & Skills Group-RDA Transition and Closures,THE FOOD & ENVIRONMENT RESEARCH AGENCY FERA,1049315,1273.00, -Grants - Current - Other,YO41 1LZ,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Communications & Marketing Training,Market Frameworks-Business Environment,NATIONAL SCHOOL OF GOVERNMENT,1049316,220.00, -Communications & Marketing Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Communications & Marketing Training,Market Frameworks-Business Environment,NATIONAL SCHOOL OF GOVERNMENT,1049317,390.00, -Communications & Marketing Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Hospitality - UK,Ministerial and Parliamentary Support Team-Ministerial and Parliamentary Support Team,HOUSE OF COMMONS CATERING AND RETAIL SERVICES,1049318,334.67, -Hospitality - UK,SW1A 0AA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Grants - Current - Other,Business & Skills Group-RDA Transition and Closures,SQUARE 5 BUSINESS NETWORKS LTD,1049319,11319.00, -Grants - Current - Other,S1 2BJ,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Publications,Knowledge and Innovation Group-Government Office for Science,JONES YARRELL LEADENHALL,1049320,59.52, -Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Taxis,Knowledge and Innovation Group-Government Office for Science,ADDISON LEE plc,1049321,198.72, -Taxis,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Other IT Costs (Programme),Market Frameworks-Europe Trade & International Directorate,XIDM LTD,1049322,3881.49, -Other IT Costs (Programme),BN12 4QD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Grants - Current - Other,Business & Skills Group-Advanced Manufacturing Services,PPMA LTD,1049323,10080.00, -Grants - Current - Other,SM6 9AA,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Other Training Costs,Market Frameworks-Europe Trade & International Directorate,NATIONAL SCHOOL OF GOVERNMENT,1049324,390.00, -Other Training Costs,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Communications & Marketing Training,Business & Skills Group-Enterprise Directorate,NATIONAL SCHOOL OF GOVERNMENT,1049326,390.00, -Communications & Marketing Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Professional Training,Business & Skills Group-Advanced Manufacturing Services,NATIONAL SCHOOL OF GOVERNMENT,1049328,390.00, -Professional Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2012,PPM (Project & Programme Management) Training,Market Frameworks-Consumer and Competition Policy,NATIONAL SCHOOL OF GOVERNMENT,1049329,390.00, -PPM (Project & Programme Management) Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Accelerated Development Programme/Fast Stream Training,ESBR-Assistant Economists,NATIONAL SCHOOL OF GOVERNMENT,1049330,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049331,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Other Training Costs,ESBR-Assistant Economists,NATIONAL SCHOOL OF GOVERNMENT,1049332,1020.00, -Other Training Costs,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,ICT Infrastructure Specific Service,Finance & Commercial Group-Commercial Directorate,XMA LTD,1049333,133.39, -ICT Infrastructure Specific Service,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,ICT Infrastructure Specific Service,Finance & Commercial Group-Commercial Directorate,XMA LTD,1049334,144.60, -ICT Infrastructure Specific Service,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Other Training Costs,ESBR-Assistant Economists,NATIONAL SCHOOL OF GOVERNMENT,1049335,740.00, -Other Training Costs,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",KNOWLES BENNING SOLICITORS,1049336,1081.40, -Criminal Law and Prosecution Work,LU1 2BX,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",KNOWLES BENNING SOLICITORS,1049336,7.00, -Criminal Law and Prosecution Work,LU1 2BX,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Accommodation Rentals,Finance & Commercial Group-Commercial Directorate,STOCKTON BOROUGH COUNCIL,1049337,12000.00, -Accommodation Rentals,TS19 1JA,LOC,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,ICT Infrastructure Specific Service,Finance & Commercial Group-Commercial Directorate,XMA LTD,1049338,512.21, -ICT Infrastructure Specific Service,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,IT Maintenance and Management Services,"Legal, People & Communications Group-Communications Directorate",EXPLORE GROUP LTD,1049339,1500.00, -IT Maintenance and Management Services,CM20 9GY,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",MCKENZIE BELL SOLICITORS,1049340,1111.81, -Criminal Law and Prosecution Work,SR1 1JG,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",E CRIME SOLUTIONS LTD,1049341,795.60, -Criminal Law and Prosecution Work,WA7 4QX,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Hire of Reprographic Equipment,Office of Manpower Economics-Office of Manpower Economics,RICOH CAPITAL LTD,1049342,2621.83, -Hire of Reprographic Equipment,CR5 2HR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Standard Desktop Plus Services,Finance & Commercial Group-Commercial Directorate,VODAFONE LTD,1049343,35.33, -Standard Desktop Plus Services,DE14 1SF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",EVELYN TEKDAG,1049344,270.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Stationery,Finance & Commercial Group-Commercial Directorate,BANNER BUSINESS SERVICES LTD,1049345,8.69, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Special Adjustments,"Legal, People & Communications Group-Human Resources",GREATER LONDON HIRE LTD,1049347,290.28, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Special Adjustments,"Legal, People & Communications Group-Human Resources",GREATER LONDON HIRE LTD,1049347,14.51, -Special Adjustments,N2 9PJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Stationery,Shareholder Executive-Shareholder Executive,BANNER BUSINESS SERVICES LTD,1049348,134.58, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",JOHN F HOPE,1049349,200.00, -Criminal Law and Prosecution Work,SW1H 0ET,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Gas,Finance & Commercial Group-Commercial Directorate,STOCKTON BOROUGH COUNCIL,1049351,142.16, -Gas,TS19 1JA,LOC,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Gas,Finance & Commercial Group-Commercial Directorate,STOCKTON BOROUGH COUNCIL,1049351,263.42, -Gas,TS19 1JA,LOC,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Contract Cleaning,Finance & Commercial Group-Commercial Directorate,GBM SERVICES LTD,1049352,852.35, -Contract Cleaning,SE1 1NH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Maintenance (Programme),"Legal, People & Communications Group-Innovation Capability Team",GBM SERVICES LTD,1049353,436.48, -Maintenance (Programme),SE1 1NH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Maintenance (Programme),"Legal, People & Communications Group-Innovation Capability Team",GBM SERVICES LTD,1049354,306.00, -Maintenance (Programme),SE1 1NH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,HERTFORDSHIRE COUNTY COUNCIL,1049355,1677.73, -Grants - Current - Other,SG13 8DN,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Service Charges,Finance & Commercial Group-Commercial Directorate,COMPETITION COMMISSION,1049358,29.99, -Service Charges,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Service Charges,Finance & Commercial Group-Commercial Directorate,COMPETITION COMMISSION,1049358,78.25, -Service Charges,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Service Charges,Finance & Commercial Group-Commercial Directorate,COMPETITION COMMISSION,1049359,16170.96, -Service Charges,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Service Charges,Finance & Commercial Group-Commercial Directorate,COMPETITION COMMISSION,1049360,69.41, -Service Charges,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Service Charges,Finance & Commercial Group-Commercial Directorate,COMPETITION COMMISSION,1049361,185.36, -Service Charges,WC1B 4AD,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Payment to Barclaycard for ERAC (Enterprise-Rent-a-Car),Finance & Commercial Group-Finance Group,BARCLAYS BANK PLC,1049363,4777.96,Payment to Barclaycard for ERAC (Enterprise-Rent-a-Car),TS17 6YT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Government Procurement Card New Procedures,Finance & Commercial Group-Finance Group,BARCLAYS BANK PLC,1049365,29191.63,Government Procurement Card New Procedures,TS17 6YT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Government Procurement Card New Procedures,Finance & Commercial Group-Finance Group,BARCLAYS BANK PLC,1049366,119998.74,Government Procurement Card New Procedures,TS17 6YT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Government Procurement Card New Procedures,Corporate Payments-,BARCLAYS BANK PLC,1049367,15381.95,Government Procurement Card New Procedures,TS17 6YT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/03/2012,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group-Finance Group,BARCLAYS BANK PLC,1049368,402204.90,Payments to Barclays for Carlson Wagonlit Travel Contract,TS17 6YT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Publications,Business & Skills Group-RDA Transition and Closures,COMPANIES HOUSE,1049369,4.00, -Publications,CF14 3UZ,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Purchase of Completed Research,Knowledge and Innovation Group-Higher Education - Student Funding,UNIVERSITY OF SHEFFIELD,1049370,22450.00, -Purchase of Completed Research,S10 2TN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Purchase of Completed Research,Business & Skills Group-Skills Directorate,UNIVERSITY OF SHEFFIELD,1049370,20000.00, -Purchase of Completed Research,S10 2TN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Technical Advice / Services & Support,Business & Skills Group-Advanced Manufacturing Services,LGC LTD,1049371,20968.64, -Technical Advice / Services & Support,TW11 0LY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2012,Hire of Agency Staff (Professional/Management),Finance & Commercial Group-Finance Group,ALLEN LANE LTD,1049372,3030.00, -Hire of Agency Staff (Professional/Management),BN11 2BW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Catering Services,Business & Skills Group-Skills,THE SHEFFIELD COLLEGE,1049374,595.00, -Catering Services,S2 2RL,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Other IT Costs (Programme),Market Frameworks-Europe Trade & International Directorate,SERCO LTD,1049375,10580.66, -Other IT Costs (Programme),RG27 7FR,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Other IT Costs (Programme),Market Frameworks-Europe Trade & International Directorate,THE BRITISH CHAMBERS OF COMMERCE,1049376,2000.00, -Other IT Costs (Programme),CV1 3PJ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Grants - Current - Other,Market Frameworks-Europe Trade & International Directorate,BRITISH EMBASSY TEL AVIV,1049377,50000.00, -Grants - Current - Other,63801,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,ICT Maintenance & Upkeep,Finance & Commercial Group-Commercial Directorate,RUSSAM GMS LTD,1049378,3900.00, -ICT Maintenance & Upkeep,LU6 1LA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Stationery,"Legal, People & Communications Group-Innovation Capability Team",BANNER BUSINESS SERVICES LTD,1049379,1096.80, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/03/2012,Grants - Current - Other,Business & Skills Group-Further Education & Skills Investment,INSTITUTE FOR LEARNING (PCET),1049381,2653577.00, -Grants - Current - Other,N1 6AH,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2012,Stationery,Finance & Commercial Group-Commercial Directorate,BANNER BUSINESS SERVICES LTD,1049382,0.53, -Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Standard Desktop Services (PFI),Finance & Commercial Group-Commercial Directorate,FUJITSU SERVICES LTD,1049383,626669.57, -Standard Desktop Services (PFI),WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,UNIVERSITY OF BEDFORDSHIRE,1049384,12939.00, -Grants - Current - Other,LU1 3JU,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,STOCKTON BOROUGH COUNCIL,1049385,7000.00, -Grants - Current - Other,TS19 1JA,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,1049386,5202.00, -Grants - Current - Other,SL6 1RF,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,CUMBRIA COUNTY COUNCIL,1049387,5000.00, -Grants - Current - Other,CA3 8NA,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,COVENTRY & WARWICKSHIRE CHAMBER OF COMMERCE,1049388,28198.44, -Grants - Current - Other,CV1 2TL,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,LEICESTER CITY COUNCIL,1049390,37872.00, -Grants - Current - Other,LE1 6ZG,,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Outsourced Programme Management Services,Market Frameworks-Companies House Late Filing Penalties,COMPANIES HOUSE,1049391,383446.00, -Outsourced Programme Management Services,CF14 3UZ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-Economic Development Directorate,BATH & NORTH EAST SOMERSET COUNCIL,1049392,16379.26, -Grants - Current - Other,BA1 5AW,LOC,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Recovery of Maintenance,Finance & Commercial Group-Commercial Directorate,CROWN OFFICE AND PROCURATOR FISCAL SERVICE,1049393,6166.89, -Recovery of Maintenance,EH1 1LA,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Capital Grants - Other,Business & Skills Group-Economic Development Directorate,EDELCHEMIE (UK) LTD,1049394,96029.00, -Capital Grants - Other,CW9 7XU,SME,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",HM COURTS & TRIBUNALS SERVICE (HMCTS),1049396,37.00, -Criminal Law and Prosecution Work,SW1H 0ET,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",RICHARD WAYMAN,1049397,65.75, -Criminal Law and Prosecution Work,SW1H 0ET,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Other Training Costs,Business & Skills Group-BIS Local,NEW ANGLIA LOCAL ENTERPRISE PARTNERSHIP LTD,1049398,30.00, -Other Training Costs,NR4 7GJ,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Hire of Conference Facilities,Market Frameworks-Business Environment,INITIATIVES OF CHANGE (THE OXFORD GROUP),1049399,490.00, -Hire of Conference Facilities,SW1P 1RD,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Grants - Current - Other,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,9641444.00, -Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Grants - Current - Other,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,12500.00, -Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Grants - Current - Other,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,431207.00, -Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Grants - Current - Other,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,667836.00, -Grants - Current - Other,G2 7JD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Student Loan - New Loans,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,8636000.00, -Student Loan - New Loans,G2 7JD,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Student Loan - New Loans,Knowledge and Innovation Group-Higher Education - Student Funding,STUDENT LOANS COMPANY LIMITED,1049400,2000000.00, -Student Loan - New Loans,G2 7JD,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049401,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049403,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049404,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Telecommunications,Finance & Commercial Group-Commercial Directorate,VIRGIN MEDIA BUSINESS LTD,1049405,779.47, -Telecommunications,BN13 1XP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2012,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group-Human Resources",NATIONAL SCHOOL OF GOVERNMENT,1049406,1020.00, -Accelerated Development Programme/Fast Stream Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Finance Training,Business & Skills Group-Advanced Manufacturing Services,NATIONAL SCHOOL OF GOVERNMENT,1049407,2200.00, -Finance Training,SL5 0QE,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/03/2012,Grant in Aid - Current -Other,Market Frameworks-Consumer and Competition Policy,COMPETITION COMMISSION,1049408,556000.00, -Grant in Aid - Current -Other,WC1B 4AD,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",MENDIP MEDIA GROUP LTD,1049410,474.50, -Criminal Law and Prosecution Work,EX16 6SS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Criminal Law and Prosecution Work,"Legal, People & Communications Group-Legal Services",MENDIP MEDIA GROUP LTD,1049412,201.25, -Criminal Law and Prosecution Work,EX16 6SS,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/03/2012,Grants - Current - Other,Business & Skills Group-RDA Transition and Closures,BARNSLEY METROPOLITAN BOROUGH COUNCIL,1049413,17425.80, -Grants - Current - Other,S70 DR,LOC,,,Grants
