Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,30/12/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,885250,Estate + facilities management services - accommodation inventory + service,"483,100.01"
Ministry of Defence,Ministry of Defence,22/12/2011,Medical treatment & stores and welfare services,Central TLB,PLYMOUTH HOSPITALS NHS TRUST,PL3 5QZ,165847,Medical health services,"480,000.00"
Ministry of Defence,Ministry of Defence,05/12/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,876575,Equipment support non-project costs,"478,622.22"
Ministry of Defence,Ministry of Defence,09/12/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,878765,Cost of food purchases,"478,438.07"
Ministry of Defence,Ministry of Defence,06/12/2011,Medical treatment & stores and welfare services,Central TLB,PORTSMOUTH HOSPITALS N H S TRUST,WF3 1WE,'200000012951,Medical health services,"476,588.00"
Ministry of Defence,Ministry of Defence,23/12/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,884663,Works - estate management,"476,440.71"
Ministry of Defence,Ministry of Defence,05/12/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,876315,Research and development,"475,797.22"
Ministry of Defence,Ministry of Defence,22/12/2011,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,883912,Estate + facilities management services - accommodation inventory + service,"469,926.88"
Ministry of Defence,Ministry of Defence,23/12/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,884685,Utilities consumed - electricity,"469,639.62"
Ministry of Defence,Ministry of Defence,23/12/2011,Property leases,Defence Infrastructure Organisation ,CLYDE & CO LLP,EC3A 7AR,884377,Property non dwellings private finance initiative - service concession arrangement service charge,"463,036.86"
Ministry of Defence,Ministry of Defence,20/12/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,882819,Equipment support non-project costs,"461,162.51"
Ministry of Defence,Ministry of Defence,19/12/2011,Spend on Inventory - General,Defence Equipment & Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,882034,Spend on Inventory - General,"457,092.34"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of buildings and military equipment ,Navy Command,VT FLAGSHIP LTD,PO6 4PR,878314,Fiscal asset under construction - capital in year addition,"448,800.00"
Ministry of Defence,Ministry of Defence,16/12/2011,Spend on Inventory - General,Defence Equipment & Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,881412,Spend on Inventory - General,"448,042.80"
Ministry of Defence,Ministry of Defence,14/12/2011,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,WA3 3JD,880013,Plant + machinery private finance initiative - service concession arrangements service charge,"445,583.78"
Ministry of Defence,Ministry of Defence,08/12/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,877953,Equipment support non-project costs,"439,825.43"
Ministry of Defence,Ministry of Defence,12/12/2011,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,879155,Estate + facilities management services - accommodation inventory + service,"437,448.23"
Ministry of Defence,Ministry of Defence,01/12/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,875223,Utilities consumed - gas,"433,580.72"
Ministry of Defence,Ministry of Defence,06/12/2011,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000006300,Spend on Inventory - General,"432,234.30"
Ministry of Defence,Ministry of Defence,22/12/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,884179,Utilities consumed - electricity,"432,166.95"
Ministry of Defence,Ministry of Defence,05/12/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,876643,Works - estate management,"430,312.54"
Ministry of Defence,Ministry of Defence,05/12/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,876463,Estate core services charge,"424,605.56"
Ministry of Defence,Ministry of Defence,22/12/2011,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,SE1 7DU,883762,Public relations services including items such as sales marketing and advertising,"423,968.00"
Ministry of Defence,Ministry of Defence,15/12/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,880621,Property dwellings private finance initiative - service concession arrangement service charge,"423,030.74"
Ministry of Defence,Ministry of Defence,12/12/2011,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,878940,Fees for professional services excluding legal fees,"420,632.01"
Ministry of Defence,Ministry of Defence,19/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,882431,Fiscal asset under construction - capital in year addition,"419,337.83"
Ministry of Defence,Ministry of Defence,30/12/2011,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,885123,Spend on Inventory - General,"418,399.60"
Ministry of Defence,Defence Science and Technology Laboratory,23/12/2011,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000138905 - 00125023,,"414,853.97"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,D 30169,5000067831,Fiscal asset under construction - capital in year addition,"413,011.42"
Ministry of Defence,Defence Science and Technology Laboratory,29/12/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000139020 - 00125504,,"410,000.00"
Ministry of Defence,Ministry of Defence,07/12/2011,Purchase of plant and machinery,Air Command,RUBB BUILDINGS LTD,NE11 0QE,877679,Plant and machinery Asset - in year capital addition,"409,008.00"
Ministry of Defence,Ministry of Defence,15/12/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,880625,Cost of food services,"408,253.27"
Ministry of Defence,Ministry of Defence,29/12/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,BFPO 53,6000000366,Utilities consumed - electricity,"400,815.23"
Ministry of Defence,Defence Science and Technology Laboratory,29/12/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000139020 - 00122101,,"400,000.00"
Ministry of Defence,Ministry of Defence,06/12/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,876802,Medical health services,"395,005.47"
Ministry of Defence,Ministry of Defence,06/12/2011,Estate management,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,876738,Estate core services charge,"391,781.02"
Ministry of Defence,Ministry of Defence,22/12/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000069112,Utilities consumed - electricity,"391,105.43"
Ministry of Defence,Ministry of Defence,29/12/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,885080,Works - estate management,"390,539.84"
Ministry of Defence,Ministry of Defence,08/12/2011,Design services and minor equipment purchases,Air Command,VT FLAGSHIP LTD,PO6 4PR,878315,Equipment support non-project costs,"387,802.84"
Ministry of Defence,Ministry of Defence,05/12/2011,Purchase of buildings - Non Dwellings,Navy Command,VT FLAGSHIP LTD,PO6 4PR,876680,Fiscal asset under construction - capital in year addition,"383,836.80"
Ministry of Defence,Defence Science and Technology Laboratory,16/12/2011,Sub Contracted Work,Operations,LOCKHEED MARTIN UK IS&S LIMITED,,V - 9000138656 - 00123572,,"382,730.60"
Ministry of Defence,Ministry of Defence,07/12/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,BFPO 53,6000000270,Utilities consumed - electricity,"380,922.14"
Ministry of Defence,Ministry of Defence,21/12/2011,Rent and rates,Defence Infrastructure Organisation ,CHARLES HUBBARD & PARTNERST/A EDMUND KIRBY,L3 9NY,883040,Rent land - non civil estate property + married quarter property,"379,419.04"
Ministry of Defence,Ministry of Defence,30/12/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,885241,Property dwellings private finance initiative - service concession arrangement service charge,"378,632.86"
Ministry of Defence,Ministry of Defence,05/12/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,876561,Property dwellings private finance initiative - service concession arrangement service charge,"378,572.26"
Ministry of Defence,Ministry of Defence,13/12/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,879548,Equipment support non-project costs,"377,914.00"
Ministry of Defence,Ministry of Defence,21/12/2011,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,883214,Estate + facilities management services - accommodation inventory + service,"377,099.38"
Ministry of Defence,Ministry of Defence,15/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,VT FLAGSHIP LTD,PO6 4PR,881184,Fiscal asset under construction - capital in year addition,"376,026.00"
Ministry of Defence,Ministry of Defence,22/12/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,5000069107,Intangible single use military equipment asset  - in year capital addition,"375,862.07"
Ministry of Defence,Defence Science and Technology Laboratory,02/12/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000138246 - 00121012,,"375,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,23/12/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000138933 - 00122735,,"370,000.00"
Ministry of Defence,Ministry of Defence,01/12/2011,IT and communication services,Defence Equipment & Support,SYSTEMATIC SOFTWARE ENGINEERING LTD,GU15 3YL,875196,Information technology services,"368,010.00"
Ministry of Defence,Ministry of Defence,06/12/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,877138,Estate + facilities management services - accommodation inventory + service,"367,228.50"
Ministry of Defence,Defence Science and Technology Laboratory,23/12/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000138905 - 00125023,,"365,897.73"
Ministry of Defence,Ministry of Defence,15/12/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,880709,Estate + facilities management services - accommodation inventory + service,"365,688.68"
Ministry of Defence,Ministry of Defence,15/12/2011,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,880718,Property dwellings private finance initiative - service concession arrangement service charge,"365,347.44"
Ministry of Defence,Ministry of Defence,13/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,879933,Fiscal asset under construction - capital in year addition,"358,161.60"
Ministry of Defence,Ministry of Defence,09/12/2011,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS BRIDGING LIMITED,WV4 6YN,878389,Spend on Inventory - General,"356,789.28"
Ministry of Defence,Ministry of Defence,07/12/2011,IT and communication services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,877490,Information technology services,"354,455.50"
Ministry of Defence,Ministry of Defence,01/12/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,875158,Estate + facilities management services - accommodation inventory + service,"352,741.60"
Ministry of Defence,Ministry of Defence,29/11/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CANADIAN NATIONAL RAILWAY,,95,Freight movement costs,"352,606.04"
Ministry of Defence,Ministry of Defence,12/12/2011,Spend on Inventory - General,Defence Equipment & Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,879117,Spend on Inventory - General,"351,277.89"
Ministry of Defence,Ministry of Defence,08/12/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,VT FLAGSHIP LTD,PO6 4PR,878314,Fiscal asset under construction - capital in year addition,"341,874.00"
Ministry of Defence,Ministry of Defence,20/12/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BOEHMETAL GMBH,,5000068984,Utilities consumed - gas,"340,866.83"
Ministry of Defence,Defence Science and Technology Laboratory,23/12/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000138933 - 00123547,,"340,154.00"
Ministry of Defence,Ministry of Defence,21/12/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,883483,Equipment support project costs,"339,673.63"
Ministry of Defence,Ministry of Defence,14/12/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,880471,Utilities consumed - electricity,"337,951.87"
Ministry of Defence,Ministry of Defence,01/12/2011,"Transporation of personnel, freight and travel expenses",Central TLB,HAFIF TRAVEL & TOURISM CO. LTD,,Cash Office 03,Movement of service personnel,"328,456.18"
Ministry of Defence,Ministry of Defence,05/12/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000067512,Utilities consumed - electricity,"328,139.54"
Ministry of Defence,Ministry of Defence,13/12/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,879538,Transport other operating lease,"325,262.65"
Ministry of Defence,Ministry of Defence,22/12/2011,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,883919,IT + communications asset - in year capital addition,"324,971.00"
Ministry of Defence,Ministry of Defence,09/12/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000067970,Works services - excluding United States forces/NATO + married quarters,"324,285.36"
Ministry of Defence,Ministry of Defence,12/12/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,879387,Equipment support project costs,"323,341.30"
