Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Defence Equipment & Support,BP OIL UK LTD,750728,1645.82
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Defence Estates,CALOR GAS LIMITED,750756,19789.09
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Land Forces,CALOR GAS LIMITED,750756,63773.50
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Land Forces,CALOR GAS LIMITED,750756,1092.00
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,750759,117627.00
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Air Command,CAPITA SYMONDS LTD,750760,9691.00
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Central TLB,CAPITA SYMONDS LTD,750760,1584.00
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Navy Command,CAPITA SYMONDS LTD,750760,34856.00
Ministry of Defence,Ministry of Defence,03/02/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,750770,117634.41
Ministry of Defence,Ministry of Defence,03/02/2011,Building maintenance and accommodation stores,Air Command,CLEANING AND PAPER DISPOSABLES  PLC,750782,16197.78
Ministry of Defence,Ministry of Defence,03/02/2011,Building maintenance and accommodation stores,Defence Equipment & Support,CLEANING AND PAPER DISPOSABLES  PLC,750782,3704.56
Ministry of Defence,Ministry of Defence,03/02/2011,Building maintenance and accommodation stores,Land Forces,CLEANING AND PAPER DISPOSABLES  PLC,750782,2104.09
Ministry of Defence,Ministry of Defence,03/02/2011,Building maintenance and accommodation stores,Navy Command,CLEANING AND PAPER DISPOSABLES  PLC,750782,568.23
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Command Joint Operations,CLEANING AND PAPER DISPOSABLES  PLC,750782,3415.28
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Land Forces,CLEANING AND PAPER DISPOSABLES  PLC,750782,4432.12
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,750788,22469.52
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,DAVID BROWN GEAR SYSTEMS LTD,750802,11190.50
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,DEBUT SERVICES (SOUTH WEST)LIMITED,750804,179495.22
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,DEBUT SERVICES LIMITED,750805,43530.28
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES LIMITED,750805,3496123.74
Ministry of Defence,Ministry of Defence,03/02/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,750807,115864.19
Ministry of Defence,Ministry of Defence,03/02/2011,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,750813,46648.60
Ministry of Defence,Ministry of Defence,03/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,750813,72659.79
Ministry of Defence,Ministry of Defence,03/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,750813,12708.69
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,DRAEGER SAFETY U K LTD,750820,54491.73
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,DRAEGER SAFETY U K LTD,750820,29936.30
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,750847,12784.46
Ministry of Defence,Ministry of Defence,03/02/2011,Interest paid PFIs and finance leases,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,750847,226430.46
Ministry of Defence,Ministry of Defence,03/02/2011,Payments for PFI projects,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,750847,131274.38
Ministry of Defence,Ministry of Defence,03/02/2011,Property leases,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,750847,1301733.45
Ministry of Defence,Ministry of Defence,03/02/2011,Property leases,Navy Command,FALCON SUPPORT SERVICES LIMITED,750847,11811.99
Ministry of Defence,Ministry of Defence,03/02/2011,Externally delivered education and training.,Land Forces,G4S FSI LIMITED,750856,470193.65
Ministry of Defence,Ministry of Defence,03/02/2011,Fees for professional services,Defence Estates,GVA GRIMLEY LIMITED,750879,27175.00
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,HAROLD L. SMITH (TRANSMISSIONS) LTD,750885,30523.74
Ministry of Defence,Ministry of Defence,03/02/2011,"Transporation of personnel, freight and travel expenses",Central TLB,HARROW GREEN LTD,750886,60957.36
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,HINDLE COCKBURNS LTD,750900,49043.58
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,750908,110000.00
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,750909,1827726.03
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Land Forces,INVICTA AVIATION LIMITED,750918,21472.50
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,ITT DEFENCE LIMITED,750925,33321.83
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,KARCHER (U.K.) LTD,750940,44609.69
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,KEY INDUSTRIAL EQUIPMENT LIMITED,750946,32935.74
Ministry of Defence,Ministry of Defence,03/02/2011,Externally delivered education and training.,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,750948,24.75
Ministry of Defence,Ministry of Defence,03/02/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,750948,31265.25
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,750948,205.71
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,750948,14540.00
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,METAL PRODUCTS (ARDEN) LIMITED,750981,32806.80
Ministry of Defence,Ministry of Defence,03/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,METAL PRODUCTS (ARDEN) LIMITED,750981,29405.76
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,750988,219141.18
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,750988,97796.83
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,750989,604836.68
Ministry of Defence,Ministry of Defence,03/02/2011,Food and clothing,Defence Equipment & Support,NORTHERN DIVER (INTERNATIONAL) LTD,751040,524.05
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,NORTHERN DIVER (INTERNATIONAL) LTD,751040,1200.00
Ministry of Defence,Ministry of Defence,03/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,NORTHERN DIVER (INTERNATIONAL) LTD,751040,4125.84
Ministry of Defence,Ministry of Defence,03/02/2011,Externally delivered education and training.,Land Forces,OPEN UNIVERSITY INTERNATIONAL LTD,751055,88787.60
Ministry of Defence,Ministry of Defence,03/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,PACE FUELCARE LIMITED,751063,81205.20
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Air Command,PACE PETROLEUM LTD,751064,49142.18
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Defence Equipment & Support,PACE PETROLEUM LTD,751064,188756.83
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Land Forces,PACE PETROLEUM LTD,751064,10674.50
Ministry of Defence,Ministry of Defence,03/02/2011,Food and clothing,Land Forces,POWERSPORT INTERNATIONAL LIMITED,751081,70934.75
Ministry of Defence,Ministry of Defence,03/02/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,751090,274123.24
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,751099,3222.17
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,751099,6537.24
Ministry of Defence,Ministry of Defence,03/02/2011,Externally delivered education and training.,Land Forces,RAINBOW LANGUAGE IN BUSINESS LIMITED,751101,920.00
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,751103,1407.36
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Air Command,REXEL UK LTD,751106,12407.48
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Central TLB,REXEL UK LTD,751106,183.09
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,REXEL UK LTD,751106,26396.59
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Land Forces,REXEL UK LTD,751106,3553.65
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Navy Command,REXEL UK LTD,751106,1201.13
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,RFD BEAUFORT LIMITED,751108,13650.54
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,RFD BEAUFORT LIMITED,751108,31529.15
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,751134,73983.50
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Air Command,SCOTT WILSON LTD,751138,40104.00
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Equipment & Support,SCOTT WILSON LTD,751138,76165.34
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,751150,15540.01
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Central TLB,SODEXO LTD,751156,16540.76
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Equipment & Support,SODEXO LTD,751156,1415.99
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Land Forces,SODEXO LTD,751156,11106.33
Ministry of Defence,Ministry of Defence,03/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,751156,1032.50
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,SOFTWARE BOX LTD,751158,90000.00
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,751168,193323.71
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,751168,4357.05
Ministry of Defence,Ministry of Defence,03/02/2011,General services and support,Defence Equipment & Support,STS DEFENCE LIMITED,751175,22105.31
Ministry of Defence,Ministry of Defence,03/02/2011,Rental of plant and machinery,Defence Equipment & Support,T W ENGINEERING COMPANY LTD,751187,49992.68
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,TENSAR INTERNATIONAL LTD,751193,28382.40
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,TERADYNE LIMITED,751194,48725.33
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Air Command,THYSSENKRUPP AEROSPACE UK LTD,751218,3894.29
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,THYSSENKRUPP AEROSPACE UK LTD,751218,31614.70
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Land Forces,THYSSENKRUPP AEROSPACE UK LTD,751218,759.53
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,751222,441475.87
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,751222,18069.19
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,751222,164359.88
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Defence Estates,TOTAL GAS & POWER LIMITED,751222,41096.69
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,751222,532008.25
Ministry of Defence,Ministry of Defence,03/02/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,751222,12393.26
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,TSG ASSOCIATES LLP,751226,56637.00
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,751227,-3715.61
Ministry of Defence,Ministry of Defence,03/02/2011,Preparation of land & buildings for disposal,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,751227,1015.57
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,751228,12720.42
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,751228,402318.14
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TURNER FACILITIES MANAGEMENT LTD,751228,14013.77
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Estates,TURNER FACILITIES MANAGEMENT LTD,751228,51078.74
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,UNITED TOOL DISTRIBUTORS LTD,751233,49590.98
Ministry of Defence,Ministry of Defence,03/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,WESTON AEROSPACE LIMITED,751259,9051.82
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,WESTON AEROSPACE LIMITED,751259,77548.36
Ministry of Defence,Ministry of Defence,03/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,751264,31574.69
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Air Command,XMA LTD,751269,54.11
Ministry of Defence,Ministry of Defence,03/02/2011,IT and communication services,Defence Equipment & Support,XMA LTD,751269,800.04
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Air Command,XMA LTD,751269,10315.09
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Central TLB,XMA LTD,751269,5735.09
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,751269,99.21
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,751269,24126.85
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Estates,XMA LTD,751269,1108.29
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Land Forces,XMA LTD,751269,44558.55
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Navy Command,XMA LTD,751269,3369.83
Ministry of Defence,Ministry of Defence,03/02/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,NYCO SA,3000005118,62400.00
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of buildings and military equipment ,Defence Estates,SEFA CONTRACTORS JV,3000005120,1807472.20
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,BRYCE GARTEN & LANDSCHAFTSBAU,5000049789,30323.43
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Air Command,EUROSHELL DEUTSCHLAND GMBH,5000049799,15452.06
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Command Joint Operations,EUROSHELL DEUTSCHLAND GMBH,5000049799,180.77
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Defence Equipment & Support,EUROSHELL DEUTSCHLAND GMBH,5000049799,614.85
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Land Forces,EUROSHELL DEUTSCHLAND GMBH,5000049799,27552.07
Ministry of Defence,Ministry of Defence,03/02/2011,Fuel for military use,Navy Command,EUROSHELL DEUTSCHLAND GMBH,5000049799,131.69
Ministry of Defence,Ministry of Defence,03/02/2011,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,5000049811,2120111.09
Ministry of Defence,Ministry of Defence,03/02/2011,Purchase of inventory and services ,Defence Equipment & Support,WARTSILA UK LIMITED,5000049843,19992.36
Ministry of Defence,Ministry of Defence,03/02/2011,Fees for professional services,Central TLB,Government Actuary's Department,200000010675,68936.00
Ministry of Defence,Ministry of Defence,03/02/2011,Medical treatment & stores and welfare services.,Air Command,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST,200000010681,37750.33
Ministry of Defence,Met Office,03/02/2011,Services,Operations,Arinc Incorporated,303605,-39192.83
Ministry of Defence,Met Office,03/02/2011,Services,Operations,Arinc Incorporated,303606,39192.83
Ministry of Defence,Reserve Forces and Cadets Associations,03/02/2011,Building maintenance and accommodation stores,Estates Management,Cedar Construction Southern Ltd,7793," 30,100.00 "
Ministry of Defence,Reserve Forces and Cadets Associations,03/02/2011,Building maintenance and accommodation stores,Estates Management,Cedar Construction Southern Ltd,7794," 48,000.00 "
Ministry of Defence,Defence Support Group,03/02/2011,IT Services,Corporate,CINCOM SYSTEMS (UK) LTD,10118666,115964.00
Ministry of Defence,Met Office,03/02/2011,Plant And Equipment,Operations,Spectrasensors Inc,4918,79344.99
Ministry of Defence,Ministry of Defence,04/02/2011,Externally delivered education and training.,Land Forces,BABCOCK TRAINING LIMITED,156705,241039.12
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,SHIPHAM VALVES LIMITED,156722,72932.25
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,751277,14323.67
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,751277,446.89
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,751277,1172.71
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,751277,2642.37
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,751277,58655.77
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,751277,1248.59
Ministry of Defence,Ministry of Defence,04/02/2011,IT and communication services,Defence Equipment & Support,ALLAN WEBB LTD,751290,93.44
Ministry of Defence,Ministry of Defence,04/02/2011,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,751305,124866.33
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,751305,178696.81
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,12111.22
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,7571.94
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,8012.69
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,13494.72
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Defence Estates,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,2565.10
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,70859.52
Ministry of Defence,Ministry of Defence,04/02/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,751314,7630.18
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,751319,52646.34
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,751320,72674.97
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,BARNBROOK SYSTEMS LIMITED,751323,24000.00
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Land Forces,DALVIE STORAGE SYSTEMS LIMITED,751395,25225.00
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,751398,11806.07
Ministry of Defence,Ministry of Defence,04/02/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,751402,39.50
Ministry of Defence,Ministry of Defence,04/02/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,751402,23519.71
Ministry of Defence,Ministry of Defence,04/02/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,751402,302.82
Ministry of Defence,Ministry of Defence,04/02/2011,Externally delivered education and training.,Land Forces,EPIC PERFORMANCE IMPROVEMENT LTD,751426,37200.00
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,FR AVIATION LIMITED,751437,127974.00
Ministry of Defence,Ministry of Defence,04/02/2011,Fees for professional services,Land Forces,FRONTIER MEDICAL SERVICES  LIMITED,751438,90830.00
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,GOODYEAR DUNLOP TYRES UK LTD,751453,182151.45
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,751461,1139.00
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,751461,27188.60
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,HOBSON INDUSTRIES LIMITED,751473,43491.79
Ministry of Defence,Ministry of Defence,04/02/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,751481,29154.31
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of information and communications technology,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,751484,180000.00
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,751498,134994.52
Ministry of Defence,Ministry of Defence,04/02/2011,Property leases,Defence Equipment & Support,KELDA WATER SERVICES (ESTATES) LIMITED,751501,35329.44
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,751502,450207.43
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,LAND ROVER,751508,55205.97
Ministry of Defence,Ministry of Defence,04/02/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,751516,107198.44
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Navy Command,LYRECO UK LTD,751519,43.06
Ministry of Defence,Ministry of Defence,04/02/2011,General services and support,Land Forces,LYRECO UK LTD,751519,132.52
Ministry of Defence,Ministry of Defence,04/02/2011,IT and communication services,Defence Equipment & Support,LYRECO UK LTD,751519,36.91
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Air Command,LYRECO UK LTD,751519,12463.57
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Central TLB,LYRECO UK LTD,751519,1885.96
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Command Joint Operations,LYRECO UK LTD,751519,47.72
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,LYRECO UK LTD,751519,4433.63
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Estates,LYRECO UK LTD,751519,718.79
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Land Forces,LYRECO UK LTD,751519,24412.82
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Navy Command,LYRECO UK LTD,751519,3337.08
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,MARTIN-BAKER AIRCRAFT COMPANY LIMITED,751524,24094.08
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,MICHELIN TYRE PLC,751529,35304.05
Ministry of Defence,Ministry of Defence,04/02/2011,Rent and rates,Defence Estates,NORTH KESTEVEN DISTRICT COUNCIL,751601,128617.88
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,NP AEROSPACE LTD,751604,1697.64
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,OLDBURY ENGINEERING CO LIMITED,751613,42883.54
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of plant and machinery,Central TLB,PATERSON LIMITED,751628,230591.40
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,POYRY ENERGY LIMITED,751641,85054.80
Ministry of Defence,Ministry of Defence,04/02/2011,IT and communication services,Defence Equipment & Support,QINETIQ LIMITED,751649,4686.00
Ministry of Defence,Ministry of Defence,04/02/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROYSTON LTD,751672,9532.55
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Air Command,ROYSTON LTD,751672,53.24
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Defence Equipment & Support,ROYSTON LTD,751672,18825.18
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Land Forces,ROYSTON LTD,751672,6.89
Ministry of Defence,Ministry of Defence,04/02/2011,Purchase of inventory and services ,Navy Command,ROYSTON LTD,751672,352.54
