N/A,Department for Communities and Local Government,Communities,CLG096,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),4.80
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),4.10
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG063,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG059,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),0.80
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),2.63
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),5.89
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.89
N/A,Department for Communities and Local Government,Housing and Planning,CLG046,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),2.83
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG029,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG029,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG029,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG029,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.39
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG029,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),3.72
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.60
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),8.49
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG035,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Communities,CLG130,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG130,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Communities,CLG130,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),8.20
N/A,Department for Communities and Local Government,Communities,CLG130,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),8.00
N/A,Department for Communities and Local Government,Communities,CLG130,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Communities,CLG057,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Communities,CLG057,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),10.80
N/A,Department for Communities and Local Government,Communities,CLG057,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),17.78
N/A,Department for Communities and Local Government,Communities,CLG057,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Communities,CLG057,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),12.50
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),15.79
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),16.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),11.64
N/A,Department for Communities and Local Government,Housing and Planning,CLG055,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),0.60
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),7.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.60
N/A,Department for Communities and Local Government,Housing and Planning,CLG013,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG086,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG086,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG069,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Communities,CLG069,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),5.78
N/A,Department for Communities and Local Government,Communities,CLG069,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),6.83
N/A,Department for Communities and Local Government,Communities,CLG069,HEO (D),27000,35000,Civil Service Fast Streamer,2.00
N/A,Department for Communities and Local Government,Communities,CLG069,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),9.00
N/A,Department for Communities and Local Government,Communities,CLG069,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),10.61
N/A,Department for Communities and Local Government,Communities,CLG069,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG048,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),14.00
N/A,Department for Communities and Local Government,Communities,CLG048,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),18.30
N/A,Department for Communities and Local Government,Communities,CLG048,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),13.00
N/A,Department for Communities and Local Government,Communities,CLG048,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Communities,CLG048,HEO (D),27000,35000,Civil Service Fast Streamer,7.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG071,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG071,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG071,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.89
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG071,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),5.18
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG033,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG033,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG033,HEO (D),27000,35000,Civil Service Fast Streamer,3.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG033,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG033,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG015,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG015,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.67
N/A,Department for Communities and Local Government,Housing and Planning,CLG015,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),7.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG015,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG015,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.59
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),6.50
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),3.89
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG079,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,HEO (D),27000,35000,Civil Service Fast Streamer,3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),3.60
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG037,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),9.78
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),5.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),7.75
N/A,Department for Communities and Local Government,Housing and Planning,CLG065,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),0.92
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG122,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG080,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG058,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Communities,CLG058,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.70
N/A,Department for Communities and Local Government,Communities,CLG058,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Communities,CLG058,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.78
N/A,Department for Communities and Local Government,Communities,CLG058,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.40
N/A,Department for Communities and Local Government,Regions and Communities,CLG007,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),0.50
N/A,Department for Communities and Local Government,Regions and Communities,CLG007,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG007,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),2.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.20
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG054,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG097,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.89
N/A,Department for Communities and Local Government,Housing and Planning,CLG097,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG060,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG060,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG060,HEO (D),27000,35000,Civil Service Fast Streamer,1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG060,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.83
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),16.36
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),30.27
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),33.12
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),16.63
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG076,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG032,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Communities,CLG032,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),7.00
N/A,Department for Communities and Local Government,Communities,CLG032,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),8.09
N/A,Department for Communities and Local Government,Communities,CLG032,HEO (D),27000,35000,Civil Service Fast Streamer,3.00
N/A,Department for Communities and Local Government,Communities,CLG032,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),20.00
N/A,Department for Communities and Local Government,Communities,CLG032,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),17.83
N/A,Department for Communities and Local Government,Communities,CLG032,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG030,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG030,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG030,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG030,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.79
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),59.95
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),22.25
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),11.37
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),11.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.80
N/A,Department for Communities and Local Government,Housing and Planning,CLG117,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG009,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG009,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.67
N/A,Department for Communities and Local Government,Housing and Planning,CLG009,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),4.61
N/A,Department for Communities and Local Government,Housing and Planning,CLG009,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG009,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.80
N/A,Department for Communities and Local Government,Communities,CLG049,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.86
N/A,Department for Communities and Local Government,Communities,CLG049,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Communities,CLG049,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Communities,CLG049,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00
N/A,Department for Communities and Local Government,Communities,CLG049,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Communities,CLG049,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),8.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),8.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG047,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),0.60
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.73
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),4.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),2.60
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG043,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),10.51
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),7.30
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),7.90
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,"People, Capability and Change",CLG120,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),2.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),9.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),3.89
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.59
N/A,Department for Communities and Local Government,Housing and Planning,CLG003,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG127,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.58
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG127,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG127,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),1.86
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG127,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),5.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG127,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG084,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),3.00
N/A,Department for Communities and Local Government,Housing and Planning,CLG084,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),2.64
N/A,Department for Communities and Local Government,Housing and Planning,CLG084,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),4.89
N/A,Department for Communities and Local Government,Housing and Planning,CLG084,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Regions and Communities,CLG018,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),0.50,
N/A,Department for Communities and Local Government,Regions and Communities,CLG018,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.14,
N/A,Department for Communities and Local Government,Regions and Communities,CLG018,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00,
N/A,Department for Communities and Local Government,Regions and Communities,CLG018,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.00,
N/A,Department for Communities and Local Government,N/A,N/A,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),5.00,
N/A,Department for Communities and Local Government,N/A,N/A,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),5.83,Surplus staff to be re-assigned role
N/A,Department for Communities and Local Government,N/A,N/A,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),2.00,Surplus staff to be re-assigned role
N/A,Department for Communities and Local Government,N/A,N/A,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),2.00,Surplus staff to be re-assigned role
N/A,Department for Communities and Local Government,N/A,N/A,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.47,Surplus staff to be re-assigned role
N/A,Department for Communities and Local Government,Housing and Planning,CLG123,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),1.00,
N/A,Department for Communities and Local Government,Housing and Planning,CLG123,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),4.00,
N/A,Department for Communities and Local Government,Housing and Planning,CLG123,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),4.00,
N/A,Department for Communities and Local Government,Housing and Planning,CLG123,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),3.78,
N/A,Department for Communities and Local Government,Housing and Planning,CLG123,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00,
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG085,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),3.00,
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG085,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),2.00,
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG085,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG085,G7,40852,57110,Grade 7 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Corporate Delivery Group,CLG085,G6,50203,70375,Grade 6 and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,AO,19935,25847,Administrative Officer and equivalent grades (includes London and National),1.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,EO,22279,31225,Executive Officer and equivalent grades (includes London and National),6.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,HEO,26058,34655,Higher Executive Officer and equivalent grades (includes London and National),4.60
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,HEO (D),27000,35000,Civil Service Fast Streamer,2.00
N/A,Department for Communities and Local Government,Local Government and Regeneration,CLG034,SEO,32311,45734,Senior Executive Officer and equivalent grades (both London and National),2.60
