Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,14/09/2011,IT Maintenance,Finance & Corporate Services,COMPUTACENTER (UK) LTD,,Large,,5106168587,SET2000 Sun server 3yrs support&maint,AL10 9TW,"3,051.57",
Communities & Local Government,DCLG,14/09/2011,IT SUPPORT,Finance & Corporate Services,VERIZON UK LTD,,Large,,5106168514,Internet Leased Line for INTERFORM,RG2 6DA,"2,176.80",
Communities & Local Government,DCLG,14/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168463,London RCC Cat Servs 11/12,BS3 2HQ,"21,159.79",
Communities & Local Government,DCLG,14/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168472,Catalogue Services 11/12,BS3 2HQ,753.18,
Communities & Local Government,DCLG,14/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168474,20% SE Reactive Maintenance 11/12,BS3 2HQ,"3,274.32",
Communities & Local Government,DCLG,14/09/2011,Fixed Maintenance,Finance & Corporate Services,DOUGLAS REFRIGERATION & AIR CON,,Large,,5106168540,Variable maintenance costing,OX15 0NA,471.00,
Communities & Local Government,DCLG,14/09/2011,Fixed Maintenance,Finance & Corporate Services,DOUGLAS REFRIGERATION & AIR CON,,Large,,5106168541,12 month service agreement for ACU,OX15 0NA,"1,148.00",
Communities & Local Government,DCLG,14/09/2011,Current Grants to Non Profit Bodies,Localism,*NOVAS SCARMAN GROUP LTD,Yes,Large,,2300001780,Empowerment Fund Underspend 2010-11,L1 0BS,"-5,698.65",Yes
Communities & Local Government,DCLG,14/09/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OLYMPIC PARK LEGACY COMPANY,,,,2100207591,Sept 2011 Contribution to OPLC s budget,E15 4PH,"800,901.00",Yes
Communities & Local Government,DCLG,14/09/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106168601,Telephony Charges,RH12 4QP,"15,958.80",
Communities & Local Government,DCLG,14/09/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168604,ENVISAGE TONER FOR HP 4700 10k CYAN,NR3 1PD,481.75,
Communities & Local Government,DCLG,14/09/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168604,ENVISAGE TONER FOR HP 4700 10k MA,NR3 1PD,481.76,
Communities & Local Government,DCLG,14/09/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168604,ENVISAGE TONER FOR HP 4700 10k YE,NR3 1PD,481.75,
Communities & Local Government,DCLG,14/09/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168604,ENVISAGE TONER FOR HP 4700 11k BK,NR3 1PD,347.16,
Communities & Local Government,DCLG,14/09/2011,IT - Service Contracts,Finance & Corporate Services,INOVEM LTD,,Micro,,5106168286,iNovem data extraction - ITSOP group,RG20 8JE,750.00,
Communities & Local Government,DCLG,14/09/2011,IT - Service Contracts,Finance & Corporate Services,E-NIK LIMITED,,Micro,,5106166627,eDesk Service April - Sept 11,U63 3LW,"21,999.60",
Communities & Local Government,DCLG,14/09/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,,,2100207589,Support for Housing and Regeneration,NE11 0NA,"10,637,869.00",Yes
Communities & Local Government,DCLG,14/09/2011,Steady State Service Provision,Neighbourhoods,INSIGHT DIRECT (UK) LTD,,Large,,2100207615,New CC H09006B YEAR 3 PP Ext,S9 2BU,"-43,200.00",
Communities & Local Government,DCLG,14/09/2011,Steady State Service Provision,Neighbourhoods,INSIGHT DIRECT (UK) LTD,,Large,,5106168508,New CC H09006B YEAR 3 PP Ext,S9 2BU,"43,200.00",
Communities & Local Government,DCLG,15/09/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,REMADE SOUTH EAST,,Micro,,2100207618,ERDF/SE/RD2/PR3/REMADE - Claim 21,ME19 6BJ,"13,883.98",
Communities & Local Government,DCLG,15/09/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BUSINESS SUPPORT KENT,,Medium,,2100207617,ERDF/SE/RD3/PR3/LCE project  Claim no 50,ME14 1EE,"51,422.40",
Communities & Local Government,DCLG,15/09/2011,Conferences and Meeting Facilities,Neighbourhoods,WHITEHALL & INDUSTRY GROUP,,Small,,2300001775,Payment made in error to incorrect vendor,SW1H 9EX,"-1,220.00",
Communities & Local Government,DCLG,15/09/2011,IT Maintenance,Finance & Corporate Services,E-NIK LIMITED,,Micro,,5106168610,VMWare Support April - Sept 11,U63 3LW,"9,000.00",
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,,Large,,5106168598,RCC Buildings Advice for FireControl,EC4M 7WS,"10,877.38",
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106168563,Tsol Payments with 20%VAT rate,WC2B 4TS,"1,790.00",
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106168572,Tsol Payments with 20%VAT rate,WC2B 4TS,"2,335.00",
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106168573,Tsol Payments with 20%VAT rate,WC2B 4TS,"1,028.00",
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106168596,Tsol Payments with 0%VAT rate,WC2B 4TS,45.60,
Communities & Local Government,DCLG,15/09/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106168596,Tsol Payments with 20%VAT rate,WC2B 4TS,"48,910.16",
Communities & Local Government,DCLG,15/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168512,20% NE Reactive Maintenance 11/12,BS3 2HQ,"7,752.79",
Communities & Local Government,DCLG,15/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168579,SE Fixed Maint VO to Oct 11,BS3 2HQ,"41,533.30",
Communities & Local Government,DCLG,15/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168581,WM Fixed Maint VO to Oct 11,BS3 2HQ,"46,006.84",
Communities & Local Government,DCLG,15/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168585,Y&H Fixed Maint VO to Oct 11,BS3 2HQ,"45,214.42",
Communities & Local Government,DCLG,15/09/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,5106168589,London Fixed Maint VO to Oct 11,BS3 2HQ,"46,230.84",
Communities & Local Government,DCLG,15/09/2011,Fares UK,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100207620,December consolidated travel costs,BD1 3AZ,"7,406.17",
Communities & Local Government,DCLG,15/09/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168393,BANNER REC ENV 110x220 WD 90g SS WH,NR3 1PD,5.88,
Communities & Local Government,DCLG,15/09/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106168393,Banner Envelopes. DL 110 x 220mm. 90gsm.,NR3 1PD,6.07,
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ARUN DC,,,,5000174466,Grant Payable by Exchequer,BN17 5LF,"24,614.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ASHFORD BC,,,,5000174468,Grant Payable by Exchequer,TN23 1PL,"15,947.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,AYLESBURY VALE DC(HSG),,,,5000174474,Grant Payable by Exchequer,HP20 1SD,"24,420.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BABERGH DC,,,,5000174478,Grant Payable by Exchequer,IP7 6SJ,"11,598.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BARKING & DAGENHAM LB (HSG),,,,5000174480,Grant Payable by Exchequer,RM10 7JF,"133,971.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BASSETLAW DC (HSG),,,,5000174486,Grant Payable by Exchequer,S80 2AH,"13,837.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BATH & NE SOMERSET DC (HSG),,,,5000174490,Grant Payable by Exchequer,BA1 5AW,"193,566.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BEXLEY LB (HSG),,,,5000174492,Grant Payable by Exchequer,DA8 1TL,"237,458.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BLABY DC (HSG),,,,5000174496,Grant Payable by Exchequer,LE9 5EP,"10,844.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BOSTON BC,,,,5000174500,Grant Payable by Exchequer,PE21 8QR,"8,230.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRAINTREE DC,,,,5000174506,Grant Payable by Exchequer,CM7 6HB,"21,813.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRECKLAND DC,,,,5000174508,Grant Payable by Exchequer,NR19 1EE,"7,345.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRENT LB (HSG),,,,5000174514,Grant Payable by Exchequer,HA9 9HD,"257,461.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRISTOL CITY CNCL (HSG),,,,5000174516,Grant Payable by Exchequer,BS99 7BL,"449,840.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BROADLAND DC,,Large,,5000174522,Grant Payable by Exchequer,NR7 0DU,"12,896.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BROMSGROVE DC,,,,5000174524,Grant Payable by Exchequer,B60 1AA,"17,621.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CANTERBURY CITY CNCL,,,,5000174528,Grant Payable by Exchequer,CT1 1YW,"23,303.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CARLISLE CITY CNCL,,,,5000174534,Grant Payable by Exchequer,CA3 8QG,"16,774.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHERWELL DC,,,,5000174538,Grant Payable by Exchequer,OX15 4AA,"15,541.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHICHESTER DC,,,,5000174540,Grant Payable by Exchequer,PO19 1TY,"17,653.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHILTERN DC (HSG),,,,5000174546,Grant Payable by Exchequer,HP6 5AW,"17,688.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHRISTCHURCH BC (HSG),,,,5000174548,Grant Payable by Exchequer,BH23 1AZ,"9,124.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CITY OF LONDON (HSG),,,,5000174552,Grant Payable by Exchequer,EC2P 2EJ,"12,192.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CITY OF SUNDERLAND (HSG),,,,5000174558,Grant Payable by Exchequer,SR2 7DN,"237,687.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,COPELAND BC,,,,5000174562,Grant Payable by Exchequer,CA28 7NY,"10,030.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CORBY BC,,,,5000174566,Grant Payable by Exchequer,NN17 1GD,"8,190.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,COTSWOLD DC,,,,5000174570,Grant Payable by Exchequer,GL7 1PX,"13,668.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CRAVEN DC (HSG),,,,5000174572,Grant Payable by Exchequer,BD23 1PS,"8,502.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CRAWLEY BC,,,,5000174578,Grant Payable by Exchequer,RH10 1UZ,"17,140.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DARTFORD BC,,,,5000174580,Grant Payable by Exchequer,DA1 1DR,"14,097.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DAVENTRY DC,,,,5000174584,Grant Payable by Exchequer,NN11 5AF,"9,953.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DERBYSHIRE DALES DC,,,,5000174590,Grant Payable by Exchequer,DE4 3NN,"14,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DOVER DC,,,,5000174592,Grant Payable by Exchequer,CT16 3PD,"15,988.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST CAMBRIDGESHIRE DC,,,,5000174598,Grant Payable by Exchequer,CB7 4PL,"10,017.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST DEVON DC,,,,5000174602,Grant Payable by Exchequer,EX10 8HL,"17,377.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST HAMPSHIRE DC,,,,5000174606,Grant Payable by Exchequer,GU31 4EX,"15,868.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST HERTFORDSHIRE DC,,,,5000174608,Grant Payable by Exchequer,CM23 2EN,"23,123.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST LINDSEY DC,,,,5000174612,Grant Payable by Exchequer,LN11 8UP,"13,449.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST NORTHAMPTONSHIRE COUNCIL,,,,5000174618,Grant Payable by Exchequer,NN14 4LZ,"9,110.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST RIDING OF YORKS (HSG),,,,5000174620,Grant Payable by Exchequer,HU17 9BA,"360,650.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST STAFFORDSHIRE BC,,,,5000174626,Grant Payable by Exchequer,DE14 2EB,"17,445.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EDEN DC (HSG),,,,5000174628,Grant Payable by Exchequer,CA11 7QF,"8,984.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ELMBRIDGE BC (HSG),,,,5000174634,Grant Payable by Exchequer,KT10 9SD,"31,282.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,FAREHAM BC,,,,5000174638,Grant Payable by Exchequer,PO16 7PU,"15,002.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,FENLAND DC,,,,5000174642,Grant Payable by Exchequer,PE15 8NQ,"18,583.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,FOREST HEATH DISTRICT COUNCIL,,,,5000174646,Grant Payable by Exchequer,IP28 7EY,"6,123.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,FOREST OF DEAN DC,,,,5000174650,Grant Payable by Exchequer,GL16 8HG,"11,882.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,GUILDFORD BC,,,,5000174654,Grant Payable by Exchequer,GU2 5BB,"20,588.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HALTON BC (HSG),,,,5000174656,Grant Payable by Exchequer,WA8 7QF,"108,670.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HAMBLETON DC (HSG),,,,5000174662,Grant Payable by Exchequer,DL6 2UU,"8,080.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HARBOROUGH DC (HSG),,,,5000174664,Grant Payable by Exchequer,LE16 7AG,"13,960.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HARROGATE BC,,,,5000174670,Grant Payable by Exchequer,HG1 2SG,"34,154.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HEREFORDSHIRE COUNCIL,,,,5000174675,Grant Payable by Exchequer,HR4 0XH,"215,307.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HIGH PEAK BC,,,,5000174678,Grant Payable by Exchequer,SK17 6EL,"13,953.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HINCKLEY & BOSWORTH BC,,,,5000174682,Grant Payable by Exchequer,LE10 1BZ,"10,491.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HORSHAM DC,,,,5000174686,Grant Payable by Exchequer,RH12 1RL,"20,318.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,HUNTINGDONSHIRE DC,,,,5000174691,Grant Payable by Exchequer,PE18 6TN,"18,457.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,KINGS LYNN & WEST NORFOLK BC,,,,5000174693,Grant Payable by Exchequer,PE30 1EX,"15,743.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,KINGSTON UPON THAMES  (HSG),,,,5000174699,Grant Payable by Exchequer,KT1 1EU,"212,560.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,KIRKLEES COUNCIL (HSG),,,,5000174702,Grant Payable by Exchequer,HD1 2YU,"388,721.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASTER CITY CNCL,,,,5000174706,Grant Payable by Exchequer,LA1 1PJ,"20,883.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICESTER CITY CNCL (HSG),,,,5000174710,Grant Payable by Exchequer,LE1 6ZG,"234,225.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,LEWES DC,,,,5000174714,Grant Payable by Exchequer,BN7 2DQ,"18,529.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,LEWISHAM LB (HSG),,,,5000174718,Grant Payable by Exchequer,SE6 4RU,"230,533.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MAIDSTONE BC,,,,5000174722,Grant Payable by Exchequer,ME15 6JQ,"33,527.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MALDON DC,,,,5000174726,Grant Payable by Exchequer,CM9 7DL,"10,565.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MANCHESTER CITY CNCL (HSG),,,,5000174728,Grant Payable by Exchequer,M60 2JR,"350,218.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MEDWAY TOWNS D C (HSG),,,,5000174734,Grant Payable by Exchequer,ME4 4TR,"246,308.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MELTON BC,,,,5000174736,Grant Payable by Exchequer,LE13 0UL,"8,417.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MENDIP DISTRICT COUNCIL,,,,5000174742,Grant Payable by Exchequer,BA4 5BA,"15,021.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MID DEVON DC,,,,5000174746,Grant Payable by Exchequer,EX16 6PP,"12,879.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MID SUFFOLK DC,,,,5000174750,Grant Payable by Exchequer,IP1 2DH,"13,527.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MID SUSSEX DC,,,,5000174754,Grant Payable by Exchequer,RH16 1SS,"21,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,MOLE VALLEY DC,,,,5000174756,Grant Payable by Exchequer,RH4 1SJ,"15,407.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NEW FOREST DC,,,,5000174762,Grant Payable by Exchequer,SO43 9ZG,"28,444.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NEWARK & SHERWOOD DC (HSG),,,,5000174764,Grant Payable by Exchequer,NG23 5QX,"16,194.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH DEVON DC,,,,5000174770,Grant Payable by Exchequer,EX31 1EA,"14,321.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH DORSET DC,,,,5000174774,Grant Payable by Exchequer,DT11 7LL,"7,127.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH EAST LINCOLN DC (HSG),,,,5000174778,Grant Payable by Exchequer,DN35 8LN,"148,530.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH HERTS DC (HOUSING) (HSG),,,,5000174780,Grant Payable by Exchequer,SG6 3HN,"24,712.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH LINCOLNSHIRE DC (HSG),,,,5000174786,Grant Payable by Exchequer,DN16 1AB,"165,720.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH NORFOLK DC,,,,5000174790,Grant Payable by Exchequer,NR27 9EJ,"14,313.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH WARWICKSHIRE BC,,Large,,5000174794,Grant Payable by Exchequer,CV9 1DE,"11,175.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH WEST LEICESTER DC,,,,5000174796,Grant Payable by Exchequer,LE67 3FJ,"14,160.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,OADBY & WIGSTON BC (HSG),,,,5000174802,Grant Payable by Exchequer,LE8 2DR,"9,088.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,POOLE BC (HSG),,,,5000174804,Grant Payable by Exchequer,BH15 2RU,"177,887.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,PURBECK DC,,,,5000174810,Grant Payable by Exchequer,DT2 8UP,"8,089.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,RIBBLE VALLEY BC,,,,5000174812,Grant Payable by Exchequer,BB7 2RA,"7,866.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,RICHMONDSHIRE DC,,,,5000174818,Grant Payable by Exchequer,DL10 4JE,"9,142.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ROTHER DC (HSG),,,,5000174820,Grant Payable by Exchequer,TN39 3JX,"17,894.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,RUSHCLIFFE BOROUGH COUNCIL,,,,5000174826,Grant Payable by Exchequer,NG2 5FE,"13,558.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,RYEDALE DC,,,,5000174828,Grant Payable by Exchequer,YO17 0HH,"9,418.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SCARBOROUGH BC,,Large,,5000174835,Grant Payable by Exchequer,YO11 2HG,"21,947.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SEDGEMOOR DC,,,,5000174839,Grant Payable by Exchequer,TA6 3AR,"13,109.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SELBY DC,,,,5000174841,Grant Payable by Exchequer,YO8 0SA,"11,908.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SEVENOAKS DC,,,,5000174847,Grant Payable by Exchequer,TN13 1HG,"22,997.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SHEPWAY DISTRICT COUNCIL,,,,5000174849,Grant Payable by Exchequer,CT20 2QY,"24,393.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH BUCKS DC (HSG),,,,5000174855,Grant Payable by Exchequer,UB9 4LH,"11,733.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH CAMBRIDGESHIRE DC,,,,5000174857,Grant Payable by Exchequer,CB23 6EA,"17,335.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH DERBYSHIRE D C,,,,5000174863,Grant Payable by Exchequer,DE11 0AH,"11,965.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH GLOUCESTERSHIRE DC (HSG),,,,5000174867,Grant Payable by Exchequer,BS15 2TR,"282,563.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH HAMS DC,,,,5000174871,Grant Payable by Exchequer,TQ9 5NE,"12,814.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH HOLLAND,,,,5000174873,Grant Payable by Exchequer,PE11 2XE,"11,648.00",Yes
