ALB Code,Public Sector Procurement Expenditure Survey Category ,Supplier,Net Amount £
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,CB RICHARD ELLIS,"15,093.84"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,CREATIVE PLACES,"34,147.18"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,CYCLAMAX HOLDINGS LTD,"12,408.22"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,DAVIS LANGDON LLP,"9,500.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,DENTON WILDE SAPTE,"10,117.44"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,DOBBIN + SULLIVAN LTD,555.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,DOVETAILS ARCHITECTS,"2,250.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,ENTEC UK LIMITED,"3,283.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,ENVIROBUSINESS SOUTH EAST LTD,"4,550.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,EVERSHEDS LLP,"15,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,FENN WRIGHT,"3,250.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,FOVIANCE LIMITED,"38,500.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,GLENNY LLP,"19,220.09"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,GOODMAN LOGISTICS DEVELOPMENTS (UK) LTD,"50,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,GRAHAM HARRINGTON PLANNING ADVICE,"4,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,GRANT THORNTON LLP,"5,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,GREENHATCH GROUP LTD,"8,295.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,HOARE LEA,950.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,HYDER HOUSING LTD,"3,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,INNOVISION EVENTS LTD,"24,758.89"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,JONES LANG LASALLE (PROPERTY ACCT),"23,856.17"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,K F GEOTECHNICAL,"3,315.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,K S MAINTENANCE LTD,750.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,KEMSLEY LLP,"2,393.75"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,KNIGHT FRANK,500.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,LANDOLT AND BROWN LIMITED,"33,325.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,LB TOWER HAMLETS,"1,718.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,LONDON BOROUGH HAVERING,"5,500.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,MARCHINI CURRAN ASSOCIATES LTD,"48,427.75"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,MOUCHEL LIMITED,"2,400.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,MUSEUM OF LONDON ARCHAEOLOGY,"2,538.50"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,NORTHGROVE LAND LTD,"4,225.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,OVE ARUP & PARTNERS,"88,651.11"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,PARSONS BRINCKERHOFF,"1,310.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,PRIME ASSOCIATES,900.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,RENAISSANCE EXPERTS LTD,"5,720.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,S & J WORTHINGTON,"9,750.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,SAVILLS (L & P) LIMITED,"4,441.80"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,SCOTT WILSON LTD,"43,877.75"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,SQW LTD,"26,299.50"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,STOLLARD & FOREMAN LTD,500.00
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,SUBSCAN TECHNOLOGY LTD,"1,800.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,THE ARCHITECTURAL HISTORY PRACTICE LTD,"1,950.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,THE GORDON TOMALIN PARTNERSHIP,"4,500.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,URBAN PRACTITIONERS,"57,175.46"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,URS CORPORATION LTD,"89,642.68"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,W B ASSOCIATES,"80,000.00"
London Thames Gateway Development Corporation,TECHNICAL CONSULTANCY,WILDWOOD FUTURES LTD,"13,742.10"
London Thames Gateway Development Corporation,TELECOMS,ARKADIN UK LTD,"1,410.27"
London Thames Gateway Development Corporation,TELECOMS,B T PLC,"4,726.89"
London Thames Gateway Development Corporation,TELECOMS,DAISY COMMUNICATIONS LTD,"1,525.89"
London Thames Gateway Development Corporation,TELECOMS,NILDRAM LTD,638.71
London Thames Gateway Development Corporation,TELECOMS,REDSTONE COMMUNICATIONS LIMITED,"5,901.59"
London Thames Gateway Development Corporation,TELECOMS,UPPER SYSTEM LTD,"2,578.16"
London Thames Gateway Development Corporation,TELECOMS,VODAFONE LTD,"7,220.24"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,HAYS SPECIALIST RECRUTMENT,"52,124.57"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,MICHAEL PAGE UK LTD,"43,372.34"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,MORGAN MCKINLEY GROUP LTD,"21,889.97"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,PAGE PERSONNEL SECRETARIAL,"1,184.40"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,VENN GROUP LTD,"1,721.99"
London Thames Gateway Development Corporation,TEMPORARY WORKERS,VMA SEARCH AND SELECTION LTD,"25,192.50"
London Thames Gateway Development Corporation,UNCLASSIFIED,SBR DESIGN CONSULTANTS LTD,"2,750.00"
London Thames Gateway Development Corporation,VEHICLE HIRE,RICHMOND'S COACHES,"2,945.00"
London Thames Gateway Development Corporation,VEHICLE HIRE,STREETCAR,567.15
