Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Interest on Post Office Working Capital Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032718,-6324.01,POL INTEREST ON LOANS -Interest on Post Office Working Capital Loans,S49 1HQ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1032718,10000000,POL VOTED LOANS -Additions Post Office Ltd - Loans from Vote,S49 1HQ,PCTF,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"ESBR - Economics, Strategy & Growth",ADECCO UK LTD,1032726,810.55,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1032727,5223.3,RUNNING COSTS DEVOLVED -Secondees (not paid directly),PO6 3AU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Publications,Market Frameworks - Business Environment,JONES YARRELL LEADENHALL,1032728,52.7,RUNNING COSTS DEVOLVED -Publications,SE16 3LL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1032729,940.82,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1032730,70.97,RUNNING COSTS DEVOLVED -Stationery,TF2 7NB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1032731,540.77,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1032733,160,RUNNING COSTS DEVOLVED -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1032733,156,RUNNING COSTS DEVOLVED -Publications,NR3 1QZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Postage,Finance & Commercial Group - Commercial Directorate,ROYAL MAIL,1032734,3091.5,RUNNING COSTS NON DEVOLVED -Postage,PE4 5BR,PCTF,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1032735,24634.96,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,CF31 9AP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032736,746.59,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032737,340,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032738,1025,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,DUN & BRADSTREET LTD,1032739,500,RUNNING COSTS DEVOLVED -Economic Consultancy & Research,SL7 1AJ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Human Resources",ADECCO UK LTD,1032740,887.7,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",LIFE ACADEMY,1032742,718.68,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,GU1 3LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Publications,ESBR - DG & Group Support,JONES YARRELL LEADENHALL,1032745,52.7,RUNNING COSTS DEVOLVED -Publications,SE16 3LL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Publications,ESBR - DG & Group Support,JONES YARRELL LEADENHALL,1032746,16.35,RUNNING COSTS DEVOLVED -Publications,SE16 3LL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Corporate Management Consultancy,Business & Skills Group - Enterprise Directorate,KEMPSHOTT RESEARCH MANAGEMENT,1032752,2115.1,RUNNING COSTS DEVOLVED -Corporate Management Consultancy,RG22 5JY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BT UK BUSINESS ACCOUNTS,1032753,792.47,RUNNING COSTS DEVOLVED -Static Line Rental,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Conference and Exhibition Services (Programme),Knowledge and Innovation Group - Research Base,THE PARLIAMENTARY AND SCIENTIFIC COMMITTEE,1032754,1614.89,SCIENCE AND TRUST/GOVERNANCE -Conference and Exhibition Services (Programme),SW1H 9JJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2011,Mobile Phones,Business & Skills Group - Economic Development Directorate,VODAFONE LTD,1032755,17.45,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Mobile Phones,Business & Skills Group - Economic Development Directorate,VODAFONE LTD,1032756,29.45,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Mobile Phones,Business & Skills Group - Economic Development Directorate,VODAFONE LTD,1032756,119.45,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Mobile Phones,Business & Skills Group - RDA Transition and Closures,VODAFONE LTD,1032756,134.27,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1032757,424.8,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1032758,587.52,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),KT3 4JQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,SYRITTA ALGORITHMICS LTD,1032759,989.5,FORESIGHT -Research & Development Expenditure (Programme),BS3 1AZ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2011,Outsourced Programme Management Services,"Legal, People & Communications Group - Innovation Capability Team",FUJITSU SERVICES LTD,1032760,13787,INNOVATION SPACE@BIS FACILITATOR COSTS -Outsourced Programme Management Services,WA3 9BD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,SLAUGHTER AND MAY,1032763,24130.45,RUNNING COSTS DEVOLVED -Secondees (not paid directly),EC1Y 8YY,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1032765,19.38,RUNNING COSTS DEVOLVED -Car Hire and Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032766,736.9,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032767,756.29,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032768,775.68,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Publications,Office of Manpower Economics - Office of Manpower Economics,JONES YARRELL LEADENHALL,1032769,99.39,RUNNING COSTS DEVOLVED -Publications,SE16 3LL,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1032770,770.83,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Secondees (not paid directly),Knowledge and Innovation Group - Research Base,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),1032771,19606.74,RUNNING COSTS DEVOLVED -Secondees (not paid directly),SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/08/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1032772,9560.42,RUNNING COSTS NON DEVOLVED -Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/08/2011,Maintenance,Finance & Commercial Group - Commercial Directorate,EUROPEAN ASBESTOS SERVICES LTD,1032772,5228.18,RUNNING COSTS NON DEVOLVED -Maintenance,TW16 7EF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Mail and Messenger Contract Costs,Finance & Commercial Group - Commercial Directorate,MANPOWER UK LTD,1032774,2963.06,RUNNING COSTS NON DEVOLVED -Mail and Messenger Contract Costs,UB8 1AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Publications (Programme),Business & Skills Group - Advanced Manufacturing Services,CONSENSUS ECONOMICS INC,1032775,370,AEROSPACE MARKET ANALYSIS -Publications (Programme),W1K 2LT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Publications (Programme),Business & Skills Group - Advanced Manufacturing Services,CONSENSUS ECONOMICS INC,1032775,90,AEROSPACE MARKET ANALYSIS -Publications (Programme),W1K 2LT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032777,340,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1032778,7.2,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032779,1025,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032780,1025,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2011,Leadership & People Management Training,"Legal, People & Communications Group - Human Resources",PERSONAL PERFORMANCE CONSULTANTS UK LTD,1032781,1097.44,RUNNING COSTS NON DEVOLVED -Leadership & People Management Training,OX4 2RU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Media and Design Services,Knowledge and Innovation Group - Innovation,WORDLINK LTD,1032782,335,FORWARD COMMITMENT PROCUREMENT COMPETITION -Media and Design Services,W12 8JN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1032783,802.2,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1032784,1105.88,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1032785,480.44,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2011,Mobile Phones,Knowledge and Innovation Group - Government Office For Science,VODAFONE LTD,1032786,18.82,RUNNING COSTS DEVOLVED -Mobile Phones,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1032787,494.41,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1032788,608.54,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DESIGNAPLANT LTD,1032789,48,CD SPEND RELATING TO EX-LSC PROPERTIES -Other Accommodation Charges (Programme),SG3 6JN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1032790,565.98,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2011,Mobile Line Rental,"Legal, People & Communications Group - Innovation Capability Team",VODAFONE LTD,1032791,40.06,RUNNING COSTS DEVOLVED -Mobile Line Rental,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1032792,796.68,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1032793,625.42,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1032794,695.51,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1032795,568.98,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/08/2011,Service Charges,Finance & Commercial Group - Commercial Directorate,ARLINGTON BUSINESS PARKS PARTNERSHIP,1032796,1108.92,RUNNING COSTS NON DEVOLVED -Service Charges,RG7 4SA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1032797,776.58,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),B37 7YE,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Services,ALEXANDER BRUCE DUGUID T/A BRUCE DUGUID CONSULTING,1032798,9583.33,RUNNING COSTS DEVOLVED -Technical Advice / Services & Support,W12 9RW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,CRYSTAL SERVICES PLC,1032800,5973.15,CD SPEND RELATING TO EX-LSC PROPERTIES -Other Accommodation Charges (Programme),IG10 3SD,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1032803,778,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ANGELA LANDAU,1032804,174,ENEMY PROPERTY PAYMENTS TO ASSESSORS -Cash Expenditure during the Year - Other Programme Provisions,NW11 6NH,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Computer Equipment,Business & Skills Group - RDA Transition and Closures,COMPUTACENTER plc,1032805,3458.63,RUNNING COSTS DEVOLVED -Computer Equipment,AL10 9TW,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032806,1625.35,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,SALLY FRIEND,1032807,174,ENEMY PROPERTY PAYMENTS TO ASSESSORS -Cash Expenditure during the Year - Other Programme Provisions,NW3 6QA,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,MICHAEL POSEN,1032808,174,ENEMY PROPERTY PAYMENTS TO ASSESSORS -Cash Expenditure during the Year - Other Programme Provisions,NW11 8AE,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,CHARLES BARRINGTON,1032809,174,ENEMY PROPERTY PAYMENTS TO ASSESSORS -Cash Expenditure during the Year - Other Programme Provisions,IP13 6NW,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2011,Cash Expenditure during the Year - Other Programme Provisions,Finance & Commercial Group - Finance Group,ARTHUR D HARVERD,1032810,174,ENEMY PROPERTY PAYMENTS TO ASSESSORS -Cash Expenditure during the Year - Other Programme Provisions,E1 8NN,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Services,MCKINSEY AND COMPANY,1032811,192120,RUNNING COSTS DEVOLVED -Technical Advice / Services & Support,SW1Y 4UH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Services,MCKINSEY AND COMPANY,1032811,96210,RUNNING COSTS DEVOLVED -Technical Advice / Services & Support,SW1Y 4UH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Car Hire and Leasing,Business & Skills Group - Economic Development Directorate,GOVERNMENT CAR AND DESPATCH AGENCY,1032813,207,RUNNING COSTS DEVOLVED -Car Hire and Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1032815,754.13,RUNNING COSTS DEVOLVED -Hire of Agency Staff (Clerical/Secretariat/Other),AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,ECS PARTNERS LTD,1032816,8000,FORESIGHT -Research & Development Expenditure (Programme),SO17 1BJ,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032817,337.87,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032818,1184.19,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1032819,19.07,RUNNING COSTS NON DEVOLVED -Standard Desktop Plus Services,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032822,-13.13,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032824,1111.69,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Catering Services,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032825,194.18,RUNNING COSTS DEVOLVED -Catering Services,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032827,70.44,GLOBAL PARTNERSHIP FUND -Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2011,Stationery,Knowledge and Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1032829,100.52,RUNNING COSTS DEVOLVED -Stationery,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1032830,35884.67,ENTERPRISE CAPITAL FUND -Additions - Enterprise Equity Investments,SW1H 0ET,GOV,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Hire of Conference Facilities,Business & Skills Group - Economic Development Directorate,CHURCH HOUSE CONFERENCE CENTRE LTD,1032831,1065.5,RUNNING COSTS DEVOLVED -Hire of Conference Facilities,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DTZ DEBENHAM TIE LEUNG,1032832,7225,CD SPEND RELATING TO EX-LSC PROPERTIES -Other Accommodation Charges (Programme),EH3 9QG,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Enforcement,Market Frameworks - Labour Market,HM REVENUE & CUSTOMS,1032833,541526,NATIONAL MINIMUM WAGE SUB-OBJECTIVE D - EARLY DISPUTE RESOLUTION -Enforcement,BN12 4XH,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2011,Consultancy Advice Provided From Third Parties,Market Frameworks - Labour Market,HM REVENUE & CUSTOMS,1032834,17618.33,NATIONAL MINIMUM WAGE - OUTSOURCED -Consultancy Advice Provided From Third Parties,BN12 4XH,GOV,,,Programme
