Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,22/05/2012,Courier Services,Estates,CITY LINK,,Large,,5106179181,City Link Postage,WA4 4SN,"1,705.26",
Communities & Local Government,PINS,22/05/2012,Gas,Estates,CORONA ENERGY LTD,,Large,,5106179193,Gas Payment,WD17 1JW,"2,520.84",
Communities & Local Government,PINS,22/05/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106179199,Inspector Competence - Framework Review,SL6 1DP,"2,992.26",
Communities & Local Government,PINS,22/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100000818,#,SG13 9EL,148.14,
Communities & Local Government,PINS,22/05/2012,NSI Fees & Expenses,NSI Expenses Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100000814,#,PL14 6AF,394.40,
Communities & Local Government,PINS,22/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100000818,#,SG13 9EL,"2,165.28",
Communities & Local Government,PINS,22/05/2012,NSI Fees & Expenses,NSI Fees Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100000803,#,CH7 5NL,"3,628.80",
Communities & Local Government,PINS,22/05/2012,NSI Fees & Expenses,NSI Fees Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100000814,#,PL14 6AF,"2,284.80",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100000819,#,SG13 9EL,62.28,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR B J UNWIN,,Micro,,2100000823,#,GL20 6BD,202.50,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Micro,,2100000820,#,TN16 1SL,186.30,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Micro,,2100000821,#,TN16 1SL,39.96,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Micro,,2100000824,#,EX15 3NL,90.36,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,ARROWSMITH ASSOCIATES,,Micro,,2100000825,#,HG5 9AY,399.84,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100000833,#,CB3 0HS,71.25,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100000834,#,CB3 0HS,97.00,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,IMCH PLANNING & DEVELOPMENT CONS,,Micro,,2100000826,#,DE72 3QP,118.44,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,K2,,Small,,2100000835,#,DN36 5QS,398.20,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100000831,#,RG12 9YL,87.00,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100000832,#,RG12 9YL,32.85,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100000819,#,SG13 9EL,"1,774.08",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR B J UNWIN,,Micro,,2100000823,#,GL20 6BD,"1,404.48",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Micro,,2100000820,#,TN16 1SL,"1,626.24",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Micro,,2100000821,#,TN16 1SL,887.04,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Micro,,2100000824,#,EX15 3NL,"1,071.84",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100000825,#,HG5 9AY,"4,065.60",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100000833,#,CB3 0HS,952.00,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,CAMBRIDGE PLANNING SERVICES,,Micro,,2100000834,#,CB3 0HS,952.00,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,IMCH PLANNING & DEVELOPMENT CONS,,Micro,,2100000826,#,DE72 3QP,"1,285.20",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,K2,,Small,,2100000835,#,DN36 5QS,"2,464.00",
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100000831,#,RG12 9YL,840.00,
Communities & Local Government,PINS,23/05/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100000832,#,RG12 9YL,"1,120.00",
Communities & Local Government,PINS,23/05/2012,Advertising,ROW,PENNA PLC,,Large,,5106179252,Statutory Advertising,EC4M 7RD,442.75,
Communities & Local Government,PINS,24/05/2012,Online Database Information Retrieval,Library,CORNWALL ENERGY ASSOCIATES LTD,,Small,,5106179281,Energy Spectrum sub. 01/04/12-31/03/13,NR28 0SQ,"1,440.00",
Communities & Local Government,PINS,25/05/2012,Accommodation Service Charges,Estates,CB RICHARD ELLIS LTD,,Data Not Provided,,5106179421,Temple Quay House Service Charge,EC4M 7HP,"22,838.40",
Communities & Local Government,PINS,25/05/2012,Steady State Service Provision,IPC (agreed pre-integration),OTS BACS VENDOR,,Not assigned,,2100000798,MC119 - LPFA,#,500.00,
Communities & Local Government,PINS,28/05/2012,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106179453,CC364X Cartridges for HP 4015 Printers,NG11 7EP,711.12,
Communities & Local Government,PINS,28/05/2012,Agency Staff,Human Resources,CAPITA RESOURCING LTD,,Large,,5106179449,inspector competence - framework review,SL6 1DP,"2,393.81",
Communities & Local Government,PINS,28/05/2012,Cmmunication Telecom Costs,ICT,CABLE & WIRELESS,,Large,,5106179447,Domestic Leased Lines,MK3 5JP,"1,198.80",
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100000880,#,M32 8PN,354.25,
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Expenses Planning,DESIGN 2,,Micro,,2100000879,#,PO19 1BA,143.88,
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Expenses Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100000884,#,PL14 6AF,389.41,
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100000880,#,M32 8PN,"3,024.00",
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Fees Planning,DESIGN 2,,Micro,,2100000879,#,PO19 1BA,"1,680.00",
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Micro,,2100000881,#,BN11 1QG,"3,192.00",
Communities & Local Government,PINS,28/05/2012,NSI Fees & Expenses,NSI Fees Planning,URBAN RURAL PLANNING ASSCN LTD,,Micro,,2100000884,#,PL14 6AF,"1,948.80",
Communities & Local Government,PINS,29/05/2012,Courier Services,Estates,CITY LINK,,Large,,5106179509,City Link Postage,WA4 4SN,"1,954.38",
Communities & Local Government,PINS,29/05/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106179504,Maintenance Contract,GU14 0NL,"10,522.34",
Communities & Local Government,PINS,29/05/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106179512,Hardware Maintenance Contract,GU14 0NL,"4,536.75",
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100000912,#,BS37 6SN,110.70,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100000913,#,SO19 7GU,44.82,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Micro,,2100000886,#,WA16 6BY,222.48,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Micro,,2100000914,#,WA16 6BY,99.54,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Expenses Planning,ARROWSMITH ASSOCIATES,,Micro,,2100000885,#,HG5 9AY,281.74,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100000912,#,BS37 6SN,887.04,
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100000913,#,SO19 7GU,"1,478.40",
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Micro,,2100000886,#,WA16 6BY,"1,034.88",
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Micro,,2100000914,#,WA16 6BY,"1,256.64",
Communities & Local Government,PINS,29/05/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100000885,#,HG5 9AY,"1,948.80",
Communities & Local Government,PINS,30/05/2012,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106179572,Mobile Contracts,NG24 2EG,"1,958.10",
Communities & Local Government,PINS,30/05/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106179569,Office Supplies,NR3 1PD,784.25,
Communities & Local Government,PINS,30/05/2012,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106179268,File storage & associated costs,DE11 1EG,"2,081.89",
Communities & Local Government,PINS,30/05/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106179591,Postage Costs,S49 1HQ,"2,235.54",
Communities & Local Government,PINS,30/05/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106179606,Royal Mail Post,S49 1HQ,580.99,
Communities & Local Government,PINS,30/05/2012,"IT - PC, Network & Hardware",ICT,KELWAY UK LTD,,Large,,5106179589,Replacement Laptops,EC4M 7RB,"302,602.33",
Communities & Local Government,PINS,30/05/2012,IT - Service Contracts,ICT,SYNETRIX LTD,,Large,,5106179570,FLI & VPN Remote Access,ST5 5NB,"79,764.25",
Communities & Local Government,PINS,30/05/2012,IT Systems Testing & Auditing,ICT,DETICA LTD,,Large,,5106179588,Penetration testing,GU2 7YP,"4,320.00",
Communities & Local Government,PINS,30/05/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR I R MURAT,,Micro,,2100000887,#,WA16 6BY,122.76,
Communities & Local Government,PINS,30/05/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR I R MURAT,,Micro,,2100000887,#,WA16 6BY,"1,626.24",
Communities & Local Government,PINS,31/05/2012,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106179337,Stationery,NR3 1PD,793.16,
Communities & Local Government,PINS,31/05/2012,Telephone call costs,Estates,HIGHWAYS AGENCY,,Medium,,5106179593,PINS GTN charges 01/10/11-31/03/12,B1 1RN,"2,899.85",
Communities & Local Government,PINS,31/05/2012,Telephone call costs,Estates,HIGHWAYS AGENCY,,Medium,,5106179673,PINS PSTN charges 01/01/12-31/03/12,B1 1RN,"2,196.80",
Communities & Local Government,PINS,31/05/2012,Training,Finance & Procurement,T2P,,Micro,,5106179627,CIPS Course,WN7 1NJ,715.00,
Communities & Local Government,PINS,31/05/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106179456,Hotel booking fee,BD1 3AZ,184.80,
Communities & Local Government,PINS,31/05/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106179456,Rail booking fee,BD1 3AZ,300.36,
Communities & Local Government,PINS,31/05/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106179456,Hotel Bookings,BD1 3AZ,"2,495.01",
Communities & Local Government,PINS,31/05/2012,Travel and Subsistence Account,Finance & Procurement,REDFERN TRAVEL LIMITED,,Small,,5106179456,Rail transportation,BD1 3AZ,"5,038.71",
Communities & Local Government,PINS,31/05/2012,Mobile phone costs,ICT,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106179668,Mobile Contract,S99 6LU,"1,096.00",
