Communities & Local Government,PINS,28/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183938, ROW  non vat charges,W1T 7RQ,23.14,
Communities & Local Government,PINS,28/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183938,Statutory Advertising - ROW,W1T 7RQ,330.50,
Communities & Local Government,PINS,28/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183941, ROW  non vat charges,W1T 7RQ,60.66,
Communities & Local Government,PINS,28/09/2012,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106183941,Statutory Advertising - ROW,W1T 7RQ,866.62,
Communities & Local Government,PINS,28/09/2012,Courier Services,Estates,ROYAL MAIL,,Large,,5106183933,Postal Service,S49 1HQ,"1,686.84",
Communities & Local Government,PINS,28/09/2012,IT - Software Maintenance,ICT,ETHER SOLUTIONS LTD,,Micro,,5106183814,Kofax Renewal 08/09/12 - 07/09/13,HA1 2XU,720.00,
Communities & Local Government,PINS,28/09/2012,IT Maintenance,ICT,GETRONICS UK LTD,,Large,,5106183925,Renewal of Cisco Network Equipment,GU14 0NL,"6,759.26",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100002549,#,M33 6RG,"1,948.80",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100002549,#,M33 6RG,371.88,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100002513,#,TA3 5JL,450.00,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Infrastructure,JIM CLAYDON LIMITED,,Micro,,2100002513,#,TA3 5JL,28.50,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,MANSELL JAGGER,,Micro,,2100002555,#,CT2 8NH,"1,260.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MANSELL JAGGER,,Micro,,2100002555,#,CT2 8NH,76.50,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN CHAMPION,,Micro,,2100002545,#,KT24 5HH,"2,912.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MARTIN CHAMPION,,Micro,,2100002545,#,KT24 5HH,156.30,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR D KAISERMAN,,Micro,,2100002498,#,SK9 1QZ,"2,660.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MR D KAISERMAN,,Micro,,2100002498,#,SK9 1QZ,160.50,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR JIM QUAIFE,,Micro,,2100002546,#,TN16 1SL,"1,256.64",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR JIM QUAIFE,,Micro,,2100002546,#,TN16 1SL,94.00,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,NJL SOLUTIONS LTD,,Micro,,2100002515,#,TW11 8AZ,"1,596.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,NJL SOLUTIONS LTD,,Micro,,2100002515,#,TW11 8AZ,97.38,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100002553,#,B14 6BX,"6,048.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,STAR PLANNING & DEVELOPMENT LTD,,Micro,,2100002553,#,B14 6BX,398.77,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100002557,#,BR2 0SA,"1,400.00",
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,TOWN PLANNING CONS SERVICE,,Micro,,2100002557,#,BR2 0SA,85.50,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100002547,#,RG12 9YL,840.00,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100002547,#,RG12 9YL,105.00,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Fees Planning,W D M PLANNING LTD,,Micro,,2100002548,#,RG12 9YL,840.00,
Communities & Local Government,PINS,06/09/2012,NSI Fees & Expenses,NSI Expenses Planning,W D M PLANNING LTD,,Micro,,2100002548,#,RG12 9YL,66.60,
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002560,#,SO19 7GU,"1,108.80",
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002560,#,SO19 7GU,110.70,
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100002558,#,SG13 9EL,"2,513.28",
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100002558,#,SG13 9EL,135.54,
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100002561,#,LE9 9FL,"1,256.64",
Communities & Local Government,PINS,07/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,SYMBIOSIS CONSULTING LTD,,Micro,,2100002561,#,LE9 9FL,79.56,
Communities & Local Government,PINS,10/09/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100002613,#,CB6 3PG,"1,814.40",
Communities & Local Government,PINS,10/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100002613,#,CB6 3PG,162.05,
Communities & Local Government,PINS,10/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR P G BIDDLE,,Micro,,2100002610,#,OX12 9JA,"1,355.20",
Communities & Local Government,PINS,10/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR P G BIDDLE,,Micro,,2100002610,#,OX12 9JA,89.70,
Communities & Local Government,PINS,11/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100002635,#,NE3 4JR,"1,680.00",
Communities & Local Government,PINS,11/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100002635,#,NE3 4JR,145.35,
Communities & Local Government,PINS,11/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR C J CHECKLEY,,Micro,,2100002637,#,NE3 4JR,"1,484.00",
Communities & Local Government,PINS,11/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MR C J CHECKLEY,,Micro,,2100002637,#,NE3 4JR,353.90,
Communities & Local Government,PINS,12/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002633,#,SO19 7GU,739.20,
Communities & Local Government,PINS,12/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002633,#,SO19 7GU,41.58,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100002652,#,BA1 7AB,"1,995.84",
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100002652,#,BA1 7AB,72.36,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Fees Planning,ARROWSMITH ASSOCIATES,,Micro,,2100002653,#,HG5 9AY,"3,796.80",
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Expenses Planning,ARROWSMITH ASSOCIATES,,Micro,,2100002653,#,HG5 9AY,377.94,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100002646,#,M32 8PN,"1,680.00",
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100002646,#,M32 8PN,60.45,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Fees Planning,CARBROOK ASSOCIATES,,Micro,,2100002654,#,M32 8PN,980.00,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CARBROOK ASSOCIATES,,Micro,,2100002654,#,M32 8PN,48.30,
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100002668,#,CB6 3PG,"1,512.00",
Communities & Local Government,PINS,13/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100002668,#,CB6 3PG,133.70,
Communities & Local Government,PINS,14/09/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100002670,#,S11 9RR,"1,646.40",
Communities & Local Government,PINS,14/09/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100002673,#,S11 9RR,"3,360.00",
Communities & Local Government,PINS,14/09/2012,NSI Fees & Expenses,NSI Fees Planning,MARTIN H SEDDON LTD,,Micro,,2100002674,#,S11 9RR,"1,848.00",
Communities & Local Government,PINS,17/09/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Small,,2100002680,#,PE30 3MB,"1,848.00",
Communities & Local Government,PINS,17/09/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Small,,2100002680,#,PE30 3MB,141.84,
Communities & Local Government,PINS,17/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR D KAISERMAN,,Micro,,2100002679,#,SK9 1QZ,"3,024.00",
Communities & Local Government,PINS,17/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MR D KAISERMAN,,Micro,,2100002679,#,SK9 1QZ,504.05,
Communities & Local Government,PINS,18/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100002686,#,BA1 7AB,"1,774.08",
Communities & Local Government,PINS,18/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALAN J ENGLEY & ASSOCIATES,,Micro,,2100002686,#,BA1 7AB,153.54,
Communities & Local Government,PINS,18/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100002688,#,SG13 9EL,"1,626.24",
Communities & Local Government,PINS,18/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,BRIAN G CRANE & ASSOCIATES,,Micro,,2100002688,#,SG13 9EL,99.54,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002694,#,HG4 1HZ,"1,780.80",
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002694,#,HG4 1HZ,380.75,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002695,#,HG4 1HZ,268.80,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002695,#,HG4 1HZ,179.28,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Fees Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002697,#,HG4 1HZ,638.40,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Expenses Planning,EGGLETON PLANNING AND DESIGN,,Micro,,2100002697,#,HG4 1HZ,91.44,
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Fees Planning,STEP CONSULTANCY LTD,,Micro,,2100002696,#,BN8 5DW,"1,680.00",
Communities & Local Government,PINS,19/09/2012,NSI Fees & Expenses,NSI Expenses Planning,STEP CONSULTANCY LTD,,Micro,,2100002696,#,BN8 5DW,54.72,
Communities & Local Government,PINS,20/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR R J MAILE,,Micro,,2100002700,#,BN11 1QG,"5,040.00",
Communities & Local Government,PINS,20/09/2012,NSI Fees & Expenses,NSI Fees Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100002698,#,B90 3LP,"2,688.00",
Communities & Local Government,PINS,20/09/2012,NSI Fees & Expenses,NSI Expenses Planning,TYLER PARKES PARTNERSHIP,,Micro,,2100002698,#,B90 3LP,94.68,
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002804,#,SO19 7GU,"1,848.00",
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,ALDERWOOD CONSULTING LTD,,Micro,,2100002804,#,SO19 7GU,51.30,
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Fees Planning,CHEC PLANNING LTD,,Micro,,2100002777,#,CB6 3PG,"1,680.00",
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CHEC PLANNING LTD,,Micro,,2100002777,#,CB6 3PG,112.10,
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Fees Planning,FITZSIMON PLANNING & DEVELOPMENT,,Micro,,2100002797,#,CH7 5NL,"1,680.00",
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Fees Planning,GRESTY LAND AGENCY LTD,,Micro,,2100002808,#,PE9 4EF,"1,120.00",
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Expenses Planning,GRESTY LAND AGENCY LTD,,Micro,,2100002808,#,PE9 4EF,117.60,
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Fees Planning,HIGH ASSOCIATES,,Micro,,2100002795,#,PE30 3MB,"1,848.00",
Communities & Local Government,PINS,24/09/2012,NSI Fees & Expenses,NSI Expenses Planning,HIGH ASSOCIATES,,Micro,,2100002795,#,PE30 3MB,53.64,
Communities & Local Government,PINS,26/09/2012,NSI Fees & Expenses,NSI Fees Planning,GARY DEANE ASSOCIATES,,Micro,,2100002840,#,M33 6RG,"5,040.00",
Communities & Local Government,PINS,26/09/2012,NSI Fees & Expenses,NSI Expenses Planning,GARY DEANE ASSOCIATES,,Micro,,2100002840,#,M33 6RG,275.94,
Communities & Local Government,PINS,26/09/2012,NSI Fees & Expenses,NSI Fees Arborculturalists,MR K RUSHFORTH,,Micro,,2100002846,#,EX15 3NL,"1,404.48",
Communities & Local Government,PINS,26/09/2012,NSI Fees & Expenses,NSI Expenses Arborculturalists,MR K RUSHFORTH,,Micro,,2100002846,#,EX15 3NL,135.18,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,ANDREW DALE,,Micro,,2100002899,#,DE23 8DP,"5,096.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,ANDREW DALE,,Micro,,2100002899,#,DE23 8DP,781.97,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100002869,#,CM1 7DR,"1,680.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CHARISMA SPATIAL PLANNING LTD,,Micro,,2100002869,#,CM1 7DR,127.62,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,CHRIS THOMAS PLANNING,,Micro,,2100002898,#,CH6 5QE,"1,624.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,CHRIS THOMAS PLANNING,,Micro,,2100002898,#,CH6 5QE,326.15,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100002895,#,GL6 0SA,"1,540.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,ENERGIA CONSULTANTS LTD,,Micro,,2100002895,#,GL6 0SA,275.74,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100002894,#,TA14 6PT,"1,960.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,JDA DEVELOPMENT & PLANNING SERVICE,,Micro,,2100002894,#,TA14 6PT,184.10,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,LJE PLANNING LTD,,Micro,,2100002896,#,SO22 6RT,"2,856.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,LJE PLANNING LTD,,Micro,,2100002896,#,SO22 6RT,178.56,
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Fees Planning,MR WILL FIELDHOUSE,,Micro,,2100002893,#,S10 2NQ,"1,092.00",
Communities & Local Government,PINS,28/09/2012,NSI Fees & Expenses,NSI Expenses Planning,MR WILL FIELDHOUSE,,Micro,,2100002893,#,S10 2NQ,66.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
